2025-11-21T17:45:41.208216 | expert_interviews_482 | chunk 0 | prompt_tokens=3375, candidates_tokens=130, total_tokens=3820
2025-11-21T17:54:10.804989 | expert_interviews_498 | chunk 3 | prompt_tokens=22078, candidates_tokens=123, total_tokens=22452
2025-11-21T17:54:27.488714 | expert_interviews_498 | chunk 4 | prompt_tokens=3167, candidates_tokens=118, total_tokens=3665
2025-11-21T17:54:39.229022 | expert_interviews_498 | chunk 5 | prompt_tokens=2834, candidates_tokens=151, total_tokens=3438
2025-11-21T17:55:01.359368 | expert_interviews_498 | chunk 6 | prompt_tokens=6298, candidates_tokens=155, total_tokens=6773
2025-11-21T17:55:31.723225 | expert_interviews_498 | chunk 7 | prompt_tokens=16632, candidates_tokens=132, total_tokens=16971
2025-11-21T17:55:45.590909 | expert_interviews_498 | chunk 8 | prompt_tokens=10192, candidates_tokens=111, total_tokens=10747
2025-11-21T17:56:05.650523 | expert_interviews_498 | chunk 9 | prompt_tokens=17059, candidates_tokens=208, total_tokens=18120
2025-11-21T17:56:18.182356 | expert_interviews_498 | chunk 10 | prompt_tokens=10475, candidates_tokens=149, total_tokens=10909
2025-11-21T17:56:28.054329 | expert_interviews_498 | chunk 11 | prompt_tokens=5739, candidates_tokens=144, total_tokens=6184
2025-11-21T17:56:39.760325 | expert_interviews_498 | chunk 12 | prompt_tokens=8827, candidates_tokens=132, total_tokens=9278
2025-11-21T17:56:47.538975 | expert_interviews_498 | chunk 13 | prompt_tokens=3475, candidates_tokens=114, total_tokens=3780
2025-11-21T17:57:21.277051 | expert_interviews_498 | chunk 14 | prompt_tokens=12739, candidates_tokens=218, total_tokens=13851
2025-11-21T17:57:34.657182 | expert_interviews_498 | chunk 15 | prompt_tokens=7953, candidates_tokens=110, total_tokens=8391
2025-11-21T17:57:52.498183 | expert_interviews_498 | chunk 16 | prompt_tokens=19248, candidates_tokens=161, total_tokens=19636
2025-11-21T17:58:04.553985 | expert_interviews_179 | chunk 0 | prompt_tokens=5639, candidates_tokens=307, total_tokens=6804
2025-11-21T17:58:34.341498 | expert_interviews_179 | chunk 1 | prompt_tokens=8388, candidates_tokens=191, total_tokens=9355
2025-11-21T17:58:44.032148 | expert_interviews_179 | chunk 2 | prompt_tokens=3400, candidates_tokens=151, total_tokens=3915
2025-11-21T17:59:12.325311 | expert_interviews_179 | chunk 3 | prompt_tokens=8360, candidates_tokens=147, total_tokens=8895
2025-11-21T17:59:27.165936 | expert_interviews_179 | chunk 4 | prompt_tokens=10525, candidates_tokens=199, total_tokens=11711
2025-11-21T17:59:38.456212 | expert_interviews_179 | chunk 5 | prompt_tokens=5406, candidates_tokens=198, total_tokens=6277
2025-11-21T17:59:49.822295 | expert_interviews_179 | chunk 6 | prompt_tokens=9418, candidates_tokens=173, total_tokens=9941
2025-11-21T17:59:59.590117 | expert_interviews_179 | chunk 7 | prompt_tokens=7978, candidates_tokens=173, total_tokens=8455
2025-11-21T18:00:09.859403 | expert_interviews_179 | chunk 8 | prompt_tokens=9393, candidates_tokens=178, total_tokens=9967
2025-11-21T18:00:26.625606 | expert_interviews_179 | chunk 9 | prompt_tokens=19864, candidates_tokens=204, total_tokens=20858
2025-11-21T18:00:37.057059 | expert_interviews_179 | chunk 10 | prompt_tokens=3733, candidates_tokens=186, total_tokens=4357
2025-11-21T18:00:54.589997 | expert_interviews_179 | chunk 11 | prompt_tokens=17034, candidates_tokens=258, total_tokens=18081
2025-11-21T18:01:05.721663 | expert_interviews_179 | chunk 12 | prompt_tokens=12273, candidates_tokens=227, total_tokens=12874
2025-11-21T18:01:17.112703 | expert_interviews_179 | chunk 13 | prompt_tokens=7412, candidates_tokens=244, total_tokens=8069
2025-11-21T18:01:32.860747 | expert_interviews_179 | chunk 14 | prompt_tokens=9060, candidates_tokens=291, total_tokens=10649
2025-11-21T18:01:41.389670 | expert_interviews_179 | chunk 15 | prompt_tokens=3733, candidates_tokens=165, total_tokens=4163
2025-11-21T18:02:01.202761 | expert_interviews_399 | chunk 0 | prompt_tokens=15544, candidates_tokens=202, total_tokens=16594
2025-11-21T18:02:18.583084 | expert_interviews_399 | chunk 1 | prompt_tokens=7928, candidates_tokens=223, total_tokens=9151
2025-11-21T18:02:29.302247 | expert_interviews_399 | chunk 2 | prompt_tokens=9085, candidates_tokens=153, total_tokens=9639
2025-11-21T18:02:41.639373 | expert_interviews_399 | chunk 3 | prompt_tokens=12431, candidates_tokens=144, total_tokens=12962
2025-11-21T18:03:15.702524 | expert_interviews_399 | chunk 4 | prompt_tokens=7194, candidates_tokens=124, total_tokens=7436
2025-11-21T18:03:26.126202 | expert_interviews_399 | chunk 5 | prompt_tokens=6846, candidates_tokens=123, total_tokens=7330
2025-11-21T18:03:37.984030 | expert_interviews_399 | chunk 6 | prompt_tokens=7978, candidates_tokens=130, total_tokens=8467
2025-11-21T18:03:47.494993 | expert_interviews_399 | chunk 7 | prompt_tokens=7928, candidates_tokens=162, total_tokens=8259
2025-11-21T18:04:05.117526 | expert_interviews_399 | chunk 8 | prompt_tokens=18399, candidates_tokens=190, total_tokens=18947
2025-11-21T18:04:18.628850 | expert_interviews_399 | chunk 9 | prompt_tokens=15852, candidates_tokens=115, total_tokens=16229
2025-11-21T18:04:27.684865 | expert_interviews_399 | chunk 10 | prompt_tokens=1469, candidates_tokens=128, total_tokens=1974
2025-11-21T18:04:52.883369 | expert_interviews_509 | chunk 0 | prompt_tokens=23185, candidates_tokens=260, total_tokens=24107
2025-11-21T18:05:29.898500 | expert_interviews_509 | chunk 1 | prompt_tokens=10727, candidates_tokens=269, total_tokens=11318
2025-11-21T18:06:06.928706 | expert_interviews_509 | chunk 2 | prompt_tokens=9859, candidates_tokens=332, total_tokens=10748
2025-11-21T18:06:22.767543 | expert_interviews_509 | chunk 3 | prompt_tokens=9934, candidates_tokens=433, total_tokens=11018
2025-11-21T18:06:39.032462 | expert_interviews_509 | chunk 4 | prompt_tokens=10575, candidates_tokens=413, total_tokens=12005
2025-11-21T18:06:52.253986 | expert_interviews_509 | chunk 5 | prompt_tokens=5381, candidates_tokens=376, total_tokens=6391
2025-11-21T18:07:16.118895 | expert_interviews_509 | chunk 6 | prompt_tokens=17342, candidates_tokens=557, total_tokens=18985
2025-11-21T18:07:32.960121 | expert_interviews_509 | chunk 7 | prompt_tokens=10600, candidates_tokens=459, total_tokens=12110
2025-11-21T18:07:51.669070 | expert_interviews_509 | chunk 8 | prompt_tokens=15336, candidates_tokens=123, total_tokens=15710
2025-11-21T18:08:04.843779 | expert_interviews_509 | chunk 9 | prompt_tokens=7387, candidates_tokens=232, total_tokens=8215
2025-11-21T18:08:17.821284 | expert_interviews_509 | chunk 10 | prompt_tokens=5098, candidates_tokens=367, total_tokens=6207
2025-11-21T18:08:37.812577 | expert_interviews_509 | chunk 11 | prompt_tokens=12223, candidates_tokens=354, total_tokens=13720
2025-11-21T18:09:12.811198 | expert_interviews_509 | chunk 12 | prompt_tokens=3650, candidates_tokens=162, total_tokens=4207
2025-11-21T18:09:26.918080 | expert_interviews_509 | chunk 13 | prompt_tokens=11091, candidates_tokens=339, total_tokens=12014
2025-11-21T18:09:43.301550 | expert_interviews_509 | chunk 14 | prompt_tokens=13638, candidates_tokens=139, total_tokens=14037
2025-11-21T18:10:06.386049 | expert_interviews_509 | chunk 15 | prompt_tokens=12764, candidates_tokens=380, total_tokens=13804
2025-11-21T18:10:42.683130 | expert_interviews_126 | chunk 0 | prompt_tokens=3657, candidates_tokens=157, total_tokens=4127
2025-11-21T18:11:18.460355 | expert_interviews_126 | chunk 1 | prompt_tokens=9847, candidates_tokens=225, total_tokens=11359
2025-11-21T18:11:52.680882 | expert_interviews_126 | chunk 2 | prompt_tokens=23285, candidates_tokens=229, total_tokens=25253
2025-11-21T18:12:09.903415 | expert_interviews_126 | chunk 3 | prompt_tokens=8519, candidates_tokens=268, total_tokens=9413
2025-11-21T18:12:28.758361 | expert_interviews_126 | chunk 4 | prompt_tokens=16235, candidates_tokens=193, total_tokens=16882
2025-11-21T18:12:43.781590 | expert_interviews_126 | chunk 5 | prompt_tokens=11374, candidates_tokens=166, total_tokens=11916
2025-11-21T18:13:06.114504 | expert_interviews_126 | chunk 6 | prompt_tokens=18116, candidates_tokens=225, total_tokens=19352
2025-11-21T18:13:21.233823 | expert_interviews_126 | chunk 7 | prompt_tokens=8003, candidates_tokens=187, total_tokens=9020
2025-11-21T18:13:40.612236 | expert_interviews_126 | chunk 8 | prompt_tokens=13097, candidates_tokens=384, total_tokens=14495
2025-11-21T18:13:53.613060 | expert_interviews_126 | chunk 9 | prompt_tokens=5689, candidates_tokens=159, total_tokens=6381
2025-11-21T18:14:06.729781 | expert_interviews_126 | chunk 10 | prompt_tokens=7487, candidates_tokens=170, total_tokens=7924
2025-11-21T18:14:33.828492 | expert_interviews_126 | chunk 11 | prompt_tokens=11324, candidates_tokens=230, total_tokens=12362
2025-11-21T18:14:43.829213 | expert_interviews_126 | chunk 12 | prompt_tokens=3500, candidates_tokens=173, total_tokens=4009
2025-11-21T18:14:53.019505 | expert_interviews_126 | chunk 13 | prompt_tokens=645, candidates_tokens=164, total_tokens=1117
2025-11-21T18:15:28.387448 | expert_interviews_126 | chunk 15 | prompt_tokens=716, candidates_tokens=180, total_tokens=1185
2025-11-21T18:16:07.592792 | expert_interviews_126 | chunk 16 | prompt_tokens=17241, candidates_tokens=371, total_tokens=18433
2025-11-21T18:16:31.623755 | expert_interviews_126 | chunk 17 | prompt_tokens=17392, candidates_tokens=330, total_tokens=18842
2025-11-21T18:16:52.865780 | expert_interviews_9 | chunk 0 | prompt_tokens=10883, candidates_tokens=337, total_tokens=12184
2025-11-21T18:17:19.026409 | expert_interviews_9 | chunk 1 | prompt_tokens=18449, candidates_tokens=431, total_tokens=19725
2025-11-21T18:17:33.583909 | expert_interviews_9 | chunk 2 | prompt_tokens=9418, candidates_tokens=241, total_tokens=10029
2025-11-21T18:17:47.923493 | expert_interviews_9 | chunk 3 | prompt_tokens=8752, candidates_tokens=164, total_tokens=9118
2025-11-21T18:18:01.909184 | expert_interviews_9 | chunk 4 | prompt_tokens=6022, candidates_tokens=249, total_tokens=6747
2025-11-21T18:18:19.434074 | expert_interviews_9 | chunk 5 | prompt_tokens=7437, candidates_tokens=245, total_tokens=8307
2025-11-21T18:19:13.132236 | expert_interviews_9 | chunk 6 | prompt_tokens=11091, candidates_tokens=1083, total_tokens=12174
2025-11-21T18:19:45.106952 | expert_interviews_9 | chunk 7 | prompt_tokens=24725, candidates_tokens=267, total_tokens=25889
2025-11-21T18:20:21.351403 | expert_interviews_9 | chunk 8 | prompt_tokens=13681, candidates_tokens=238, total_tokens=14942
2025-11-21T18:20:32.536999 | expert_interviews_9 | chunk 9 | prompt_tokens=4507, candidates_tokens=179, total_tokens=4874
2025-11-21T18:21:09.889063 | expert_interviews_9 | chunk 10 | prompt_tokens=8085, candidates_tokens=171, total_tokens=8716
2025-11-21T18:21:31.725016 | expert_interviews_9 | chunk 11 | prompt_tokens=12431, candidates_tokens=95, total_tokens=12763
2025-11-21T18:21:56.658444 | expert_interviews_9 | chunk 12 | prompt_tokens=15519, candidates_tokens=287, total_tokens=16898
2025-11-21T18:22:22.177269 | expert_interviews_9 | chunk 13 | prompt_tokens=22436, candidates_tokens=249, total_tokens=23309
2025-11-21T18:22:30.530588 | expert_interviews_9 | chunk 14 | prompt_tokens=1161, candidates_tokens=141, total_tokens=1634
2025-11-21T18:23:09.195172 | expert_interviews_162 | chunk 0 | prompt_tokens=15766, candidates_tokens=309, total_tokens=16926
2025-11-21T18:23:29.583678 | expert_interviews_162 | chunk 1 | prompt_tokens=6513, candidates_tokens=316, total_tokens=7634
2025-11-21T18:24:11.349473 | expert_interviews_162 | chunk 2 | prompt_tokens=16060, candidates_tokens=286, total_tokens=17038
2025-11-21T18:24:46.145628 | expert_interviews_162 | chunk 3 | prompt_tokens=5420, candidates_tokens=288, total_tokens=6237
2025-11-21T18:25:07.343915 | expert_interviews_162 | chunk 4 | prompt_tokens=5125, candidates_tokens=283, total_tokens=6003
2025-11-21T18:25:21.488003 | expert_interviews_162 | chunk 5 | prompt_tokens=5073, candidates_tokens=323, total_tokens=5987
2025-11-21T18:25:40.989963 | expert_interviews_162 | chunk 6 | prompt_tokens=10167, candidates_tokens=386, total_tokens=11490
2025-11-21T18:25:58.087051 | expert_interviews_162 | chunk 7 | prompt_tokens=14179, candidates_tokens=263, total_tokens=15115
2025-11-21T18:26:15.916918 | expert_interviews_162 | chunk 8 | prompt_tokens=17342, candidates_tokens=253, total_tokens=18002
2025-11-21T18:26:34.487156 | expert_interviews_162 | chunk 9 | prompt_tokens=18449, candidates_tokens=254, total_tokens=18982
2025-11-21T18:26:46.582146 | expert_interviews_162 | chunk 10 | prompt_tokens=3683, candidates_tokens=264, total_tokens=4364
2025-11-21T18:27:04.408390 | expert_interviews_162 | chunk 11 | prompt_tokens=6230, candidates_tokens=192, total_tokens=6899
2025-11-21T18:27:15.683550 | expert_interviews_162 | chunk 12 | prompt_tokens=6280, candidates_tokens=210, total_tokens=6920
2025-11-21T18:27:27.124457 | expert_interviews_162 | chunk 13 | prompt_tokens=9135, candidates_tokens=158, total_tokens=9594
2025-11-21T18:27:46.557330 | expert_interviews_379 | chunk 0 | prompt_tokens=12148, candidates_tokens=246, total_tokens=13012
2025-11-21T18:28:31.021834 | expert_interviews_379 | chunk 1 | prompt_tokens=26075, candidates_tokens=186, total_tokens=27029
2025-11-21T18:28:56.083949 | expert_interviews_379 | chunk 2 | prompt_tokens=19040, candidates_tokens=159, total_tokens=19490
2025-11-21T18:29:16.857058 | expert_interviews_379 | chunk 3 | prompt_tokens=18474, candidates_tokens=197, total_tokens=19156
2025-11-21T18:29:39.456909 | expert_interviews_379 | chunk 4 | prompt_tokens=23543, candidates_tokens=198, total_tokens=24527
2025-11-21T18:29:54.704717 | expert_interviews_379 | chunk 5 | prompt_tokens=11399, candidates_tokens=198, total_tokens=12239
2025-11-21T18:30:20.049525 | expert_interviews_379 | chunk 6 | prompt_tokens=6605, candidates_tokens=139, total_tokens=7511
2025-11-21T18:30:34.824928 | expert_interviews_379 | chunk 7 | prompt_tokens=12198, candidates_tokens=143, total_tokens=12626
2025-11-21T18:30:48.580831 | expert_interviews_379 | chunk 8 | prompt_tokens=6563, candidates_tokens=138, total_tokens=7068
2025-11-21T18:31:19.944337 | expert_interviews_379 | chunk 9 | prompt_tokens=24159, candidates_tokens=232, total_tokens=25108
2025-11-21T18:31:39.485750 | expert_interviews_379 | chunk 10 | prompt_tokens=18474, candidates_tokens=220, total_tokens=19079
2025-11-21T18:32:11.185315 | expert_interviews_11 | chunk 0 | prompt_tokens=20738, candidates_tokens=299, total_tokens=21884
2025-11-21T18:32:24.198876 | expert_interviews_11 | chunk 1 | prompt_tokens=8286, candidates_tokens=179, total_tokens=8610
2025-11-21T18:33:06.225011 | expert_interviews_11 | chunk 2 | prompt_tokens=17908, candidates_tokens=175, total_tokens=18564
2025-11-21T18:33:20.577384 | expert_interviews_11 | chunk 3 | prompt_tokens=6821, candidates_tokens=225, total_tokens=7503
2025-11-21T18:33:34.051225 | expert_interviews_11 | chunk 4 | prompt_tokens=2626, candidates_tokens=263, total_tokens=3692
2025-11-21T18:33:45.738407 | expert_interviews_11 | chunk 5 | prompt_tokens=4632, candidates_tokens=182, total_tokens=5322
2025-11-21T18:34:23.595578 | expert_interviews_11 | chunk 6 | prompt_tokens=11922, candidates_tokens=240, total_tokens=12633
2025-11-21T18:35:05.137631 | expert_interviews_11 | chunk 7 | prompt_tokens=15149, candidates_tokens=211, total_tokens=15720
2025-11-21T18:35:52.172054 | expert_interviews_11 | chunk 8 | prompt_tokens=17506, candidates_tokens=292, total_tokens=18446
2025-11-21T18:36:37.869202 | expert_interviews_11 | chunk 9 | prompt_tokens=19010, candidates_tokens=245, total_tokens=19821
2025-11-21T18:36:57.725851 | expert_interviews_11 | chunk 10 | prompt_tokens=12223, candidates_tokens=169, total_tokens=12727
2025-11-21T18:37:09.676506 | expert_interviews_11 | chunk 11 | prompt_tokens=4840, candidates_tokens=199, total_tokens=5511
2025-11-21T18:37:26.272057 | expert_interviews_11 | chunk 12 | prompt_tokens=8519, candidates_tokens=188, total_tokens=9070
2025-11-21T18:37:44.546433 | expert_interviews_11 | chunk 13 | prompt_tokens=12273, candidates_tokens=175, total_tokens=12735
2025-11-21T18:38:05.084581 | expert_interviews_11 | chunk 14 | prompt_tokens=9959, candidates_tokens=281, total_tokens=10720
2025-11-21T18:38:30.840146 | expert_interviews_136 | chunk 0 | prompt_tokens=9909, candidates_tokens=646, total_tokens=10953
2025-11-21T18:38:56.246760 | expert_interviews_136 | chunk 1 | prompt_tokens=6022, candidates_tokens=403, total_tokens=8679
2025-11-21T18:39:25.586482 | expert_interviews_136 | chunk 2 | prompt_tokens=19914, candidates_tokens=332, total_tokens=20645
2025-11-21T18:40:00.689798 | expert_interviews_136 | chunk 3 | prompt_tokens=20663, candidates_tokens=300, total_tokens=21702
2025-11-21T18:40:28.696147 | expert_interviews_136 | chunk 4 | prompt_tokens=10427, candidates_tokens=334, total_tokens=12433
2025-11-21T18:40:45.368589 | expert_interviews_136 | chunk 5 | prompt_tokens=5664, candidates_tokens=483, total_tokens=6879
2025-11-21T18:41:02.466929 | expert_interviews_136 | chunk 6 | prompt_tokens=4632, candidates_tokens=565, total_tokens=5856
2025-11-21T18:41:21.755182 | expert_interviews_136 | chunk 7 | prompt_tokens=7620, candidates_tokens=360, total_tokens=8155
2025-11-21T18:41:49.508949 | expert_interviews_136 | chunk 8 | prompt_tokens=13122, candidates_tokens=374, total_tokens=14502
2025-11-21T18:42:13.479575 | expert_interviews_136 | chunk 9 | prompt_tokens=12506, candidates_tokens=401, total_tokens=13431
2025-11-21T18:42:25.575695 | expert_interviews_136 | chunk 10 | prompt_tokens=3400, candidates_tokens=255, total_tokens=4025
2025-11-21T18:43:02.905902 | expert_interviews_136 | chunk 11 | prompt_tokens=9368, candidates_tokens=403, total_tokens=10707
2025-11-21T18:43:38.544180 | expert_interviews_136 | chunk 12 | prompt_tokens=20946, candidates_tokens=463, total_tokens=22657
2025-11-21T18:44:16.426181 | expert_interviews_136 | chunk 13 | prompt_tokens=17235, candidates_tokens=428, total_tokens=18930
2025-11-21T18:44:37.001802 | expert_interviews_136 | chunk 14 | prompt_tokens=3363, candidates_tokens=388, total_tokens=4643
2025-11-21T18:44:57.995384 | expert_interviews_136 | chunk 15 | prompt_tokens=7154, candidates_tokens=511, total_tokens=8627
2025-11-21T18:45:39.656206 | expert_interviews_466 | chunk 0 | prompt_tokens=8802, candidates_tokens=294, total_tokens=9553
2025-11-21T18:45:59.556925 | expert_interviews_466 | chunk 1 | prompt_tokens=8003, candidates_tokens=174, total_tokens=8916
2025-11-21T18:46:17.471336 | expert_interviews_466 | chunk 2 | prompt_tokens=5098, candidates_tokens=251, total_tokens=6258
2025-11-21T18:46:34.197064 | expert_interviews_466 | chunk 3 | prompt_tokens=10475, candidates_tokens=200, total_tokens=11025
2025-11-21T18:46:45.778779 | expert_interviews_466 | chunk 4 | prompt_tokens=2060, candidates_tokens=201, total_tokens=2864
2025-11-21T18:47:13.405043 | expert_interviews_466 | chunk 5 | prompt_tokens=21279, candidates_tokens=200, total_tokens=21778
2025-11-21T18:47:30.042735 | expert_interviews_466 | chunk 6 | prompt_tokens=9701, candidates_tokens=234, total_tokens=10245
2025-11-21T18:47:54.224895 | expert_interviews_466 | chunk 7 | prompt_tokens=14462, candidates_tokens=224, total_tokens=15265
2025-11-21T18:48:21.988043 | expert_interviews_466 | chunk 8 | prompt_tokens=18980, candidates_tokens=239, total_tokens=19632
2025-11-21T18:48:35.529877 | expert_interviews_466 | chunk 9 | prompt_tokens=4845, candidates_tokens=147, total_tokens=5126
2025-11-21T18:48:49.461531 | expert_interviews_466 | chunk 10 | prompt_tokens=5406, candidates_tokens=98, total_tokens=5936
2025-11-21T18:49:18.354049 | expert_interviews_466 | chunk 12 | prompt_tokens=10431, candidates_tokens=168, total_tokens=10869
2025-11-21T18:49:35.612609 | expert_interviews_466 | chunk 13 | prompt_tokens=19864, candidates_tokens=76, total_tokens=20085
2025-11-21T18:50:04.694532 | expert_interviews_227 | chunk 0 | prompt_tokens=11865, candidates_tokens=299, total_tokens=12710
2025-11-21T18:50:28.178538 | expert_interviews_227 | chunk 1 | prompt_tokens=7462, candidates_tokens=253, total_tokens=8273
2025-11-21T18:53:33.117865 | expert_interviews_227 | chunk 2 | prompt_tokens=8053, candidates_tokens=245, total_tokens=49745
2025-11-21T18:53:58.115626 | expert_interviews_227 | chunk 3 | prompt_tokens=6317, candidates_tokens=235, total_tokens=7064
2025-11-21T18:54:43.279273 | expert_interviews_227 | chunk 4 | prompt_tokens=14877, candidates_tokens=266, total_tokens=16048
2025-11-21T18:54:57.209578 | expert_interviews_227 | chunk 5 | prompt_tokens=1469, candidates_tokens=183, total_tokens=2340
2025-11-21T18:55:50.209333 | expert_interviews_227 | chunk 6 | prompt_tokens=24159, candidates_tokens=307, total_tokens=25342
2025-11-21T18:56:30.576472 | expert_interviews_227 | chunk 7 | prompt_tokens=10858, candidates_tokens=256, total_tokens=11593
2025-11-21T18:57:14.488840 | expert_interviews_227 | chunk 8 | prompt_tokens=15003, candidates_tokens=224, total_tokens=15728
2025-11-21T18:57:35.096247 | expert_interviews_227 | chunk 9 | prompt_tokens=6588, candidates_tokens=259, total_tokens=7376
2025-11-21T18:58:05.710795 | expert_interviews_227 | chunk 10 | prompt_tokens=10783, candidates_tokens=149, total_tokens=11513
2025-11-21T18:58:28.755892 | expert_interviews_227 | chunk 11 | prompt_tokens=8079, candidates_tokens=300, total_tokens=9182
2025-11-21T18:58:53.572837 | expert_interviews_259 | chunk 0 | prompt_tokens=15743, candidates_tokens=170, total_tokens=16466
2025-11-21T18:59:32.988933 | expert_interviews_259 | chunk 1 | prompt_tokens=17933, candidates_tokens=178, total_tokens=18809
2025-11-21T19:00:00.725504 | expert_interviews_259 | chunk 2 | prompt_tokens=14512, candidates_tokens=173, total_tokens=15071
2025-11-21T19:00:21.784984 | expert_interviews_259 | chunk 3 | prompt_tokens=8877, candidates_tokens=174, total_tokens=9511
2025-11-21T19:00:43.393987 | expert_interviews_259 | chunk 4 | prompt_tokens=10242, candidates_tokens=167, total_tokens=10717
2025-11-21T19:01:00.053871 | expert_interviews_259 | chunk 5 | prompt_tokens=6871, candidates_tokens=157, total_tokens=7233
2025-11-21T19:01:20.160498 | expert_interviews_259 | chunk 6 | prompt_tokens=6513, candidates_tokens=153, total_tokens=7253
2025-11-21T19:01:49.597877 | expert_interviews_259 | chunk 7 | prompt_tokens=16210, candidates_tokens=111, total_tokens=16768
2025-11-21T19:02:11.221529 | expert_interviews_259 | chunk 8 | prompt_tokens=11424, candidates_tokens=198, total_tokens=11837
2025-11-21T19:02:23.496191 | expert_interviews_259 | chunk 9 | prompt_tokens=3192, candidates_tokens=121, total_tokens=3703
2025-11-21T19:02:40.997865 | expert_interviews_259 | chunk 10 | prompt_tokens=8827, candidates_tokens=186, total_tokens=9503
2025-11-21T19:03:07.956289 | expert_interviews_259 | chunk 11 | prompt_tokens=20455, candidates_tokens=124, total_tokens=21015
2025-11-21T19:03:31.910370 | expert_interviews_259 | chunk 12 | prompt_tokens=13399, candidates_tokens=158, total_tokens=14124
2025-11-21T19:04:10.457066 | expert_interviews_259 | chunk 13 | prompt_tokens=23876, candidates_tokens=275, total_tokens=24739
2025-11-21T19:04:20.949394 | expert_interviews_259 | chunk 14 | prompt_tokens=3966, candidates_tokens=193, total_tokens=4542
2025-11-21T19:04:32.350901 | expert_interviews_149 | chunk 0 | prompt_tokens=3658, candidates_tokens=218, total_tokens=4255
