2025-11-20T18:34:18.571224 | chemistry_443 | chunk 0 | prompt_tokens=957, candidates_tokens=106, total_tokens=1063
2025-11-20T18:38:39.134824 | chemistry_216 | chunk 0 | prompt_tokens=1332, candidates_tokens=86, total_tokens=1418
2025-11-20T18:38:45.321154 | chemistry_216 | chunk 1 | prompt_tokens=907, candidates_tokens=44, total_tokens=951
2025-11-20T18:38:51.745039 | chemistry_216 | chunk 2 | prompt_tokens=857, candidates_tokens=74, total_tokens=931
2025-11-20T18:38:59.093305 | chemistry_216 | chunk 3 | prompt_tokens=2207, candidates_tokens=119, total_tokens=2326
2025-11-20T18:39:04.242686 | chemistry_216 | chunk 4 | prompt_tokens=1332, candidates_tokens=80, total_tokens=1412
2025-11-20T18:39:11.123678 | chemistry_216 | chunk 5 | prompt_tokens=1032, candidates_tokens=91, total_tokens=1123
2025-11-20T18:39:17.106018 | chemistry_216 | chunk 6 | prompt_tokens=1082, candidates_tokens=70, total_tokens=1152
2025-11-20T18:39:23.001540 | chemistry_216 | chunk 7 | prompt_tokens=707, candidates_tokens=58, total_tokens=765
2025-11-20T18:39:27.104111 | chemistry_216 | chunk 8 | prompt_tokens=707, candidates_tokens=73, total_tokens=780
2025-11-20T18:39:33.320669 | chemistry_216 | chunk 9 | prompt_tokens=682, candidates_tokens=87, total_tokens=769
2025-11-20T18:39:39.216457 | chemistry_216 | chunk 10 | prompt_tokens=682, candidates_tokens=63, total_tokens=745
2025-11-20T18:39:47.256760 | chemistry_216 | chunk 11 | prompt_tokens=1232, candidates_tokens=126, total_tokens=1358
2025-11-20T18:39:52.599240 | chemistry_216 | chunk 12 | prompt_tokens=1107, candidates_tokens=51, total_tokens=1158
2025-11-20T18:40:00.129992 | chemistry_216 | chunk 13 | prompt_tokens=1032, candidates_tokens=129, total_tokens=1161
2025-11-20T18:40:06.503105 | chemistry_216 | chunk 14 | prompt_tokens=1532, candidates_tokens=58, total_tokens=1590
2025-11-20T18:40:11.557299 | chemistry_455 | chunk 0 | prompt_tokens=807, candidates_tokens=106, total_tokens=913
2025-11-20T18:40:18.605081 | chemistry_455 | chunk 1 | prompt_tokens=1207, candidates_tokens=50, total_tokens=1257
2025-11-20T18:40:26.601963 | chemistry_455 | chunk 2 | prompt_tokens=1457, candidates_tokens=81, total_tokens=1538
2025-11-20T18:40:32.658823 | chemistry_455 | chunk 3 | prompt_tokens=1882, candidates_tokens=44, total_tokens=1926
2025-11-20T18:40:38.785083 | chemistry_455 | chunk 4 | prompt_tokens=1532, candidates_tokens=74, total_tokens=1606
2025-11-20T18:40:50.399970 | chemistry_455 | chunk 5 | prompt_tokens=2432, candidates_tokens=129, total_tokens=2561
2025-11-20T18:40:56.646656 | chemistry_455 | chunk 6 | prompt_tokens=1332, candidates_tokens=81, total_tokens=1413
2025-11-20T18:41:11.962566 | chemistry_455 | chunk 7 | prompt_tokens=3582, candidates_tokens=134, total_tokens=3716
2025-11-20T18:41:17.586499 | chemistry_388 | chunk 0 | prompt_tokens=1257, candidates_tokens=80, total_tokens=1337
2025-11-20T18:41:24.841827 | chemistry_388 | chunk 1 | prompt_tokens=932, candidates_tokens=71, total_tokens=1003
2025-11-20T18:41:31.459687 | chemistry_388 | chunk 2 | prompt_tokens=857, candidates_tokens=98, total_tokens=955
2025-11-20T18:41:36.681985 | chemistry_388 | chunk 3 | prompt_tokens=1357, candidates_tokens=95, total_tokens=1452
2025-11-20T18:41:45.750273 | chemistry_388 | chunk 4 | prompt_tokens=1932, candidates_tokens=82, total_tokens=2014
2025-11-20T18:41:50.032188 | chemistry_388 | chunk 5 | prompt_tokens=407, candidates_tokens=57, total_tokens=464
2025-11-20T18:41:55.566853 | chemistry_388 | chunk 6 | prompt_tokens=682, candidates_tokens=65, total_tokens=747
2025-11-20T18:42:01.819093 | chemistry_388 | chunk 7 | prompt_tokens=857, candidates_tokens=58, total_tokens=915
2025-11-20T18:42:09.124926 | chemistry_388 | chunk 8 | prompt_tokens=1207, candidates_tokens=49, total_tokens=1256
2025-11-20T18:42:17.140633 | chemistry_388 | chunk 9 | prompt_tokens=2107, candidates_tokens=129, total_tokens=2236
2025-11-20T18:42:25.175167 | chemistry_388 | chunk 10 | prompt_tokens=1107, candidates_tokens=67, total_tokens=1174
2025-11-20T18:42:35.981091 | chemistry_388 | chunk 11 | prompt_tokens=1057, candidates_tokens=66, total_tokens=1123
2025-11-20T18:42:42.081696 | chemistry_388 | chunk 12 | prompt_tokens=657, candidates_tokens=85, total_tokens=742
2025-11-20T18:42:47.794148 | chemistry_388 | chunk 13 | prompt_tokens=907, candidates_tokens=74, total_tokens=981
2025-11-20T18:42:55.717741 | chemistry_219 | chunk 0 | prompt_tokens=1132, candidates_tokens=82, total_tokens=1214
2025-11-20T18:43:03.113349 | chemistry_219 | chunk 1 | prompt_tokens=1182, candidates_tokens=110, total_tokens=1292
2025-11-20T18:43:11.333974 | chemistry_219 | chunk 2 | prompt_tokens=2257, candidates_tokens=121, total_tokens=2378
2025-11-20T18:43:18.702910 | chemistry_219 | chunk 3 | prompt_tokens=757, candidates_tokens=104, total_tokens=861
2025-11-20T18:43:22.224891 | chemistry_219 | chunk 4 | prompt_tokens=332, candidates_tokens=55, total_tokens=387
2025-11-20T18:43:28.408929 | chemistry_219 | chunk 5 | prompt_tokens=1082, candidates_tokens=114, total_tokens=1196
2025-11-20T18:43:35.765413 | chemistry_219 | chunk 6 | prompt_tokens=957, candidates_tokens=105, total_tokens=1062
2025-11-20T18:43:42.200635 | chemistry_219 | chunk 7 | prompt_tokens=1557, candidates_tokens=95, total_tokens=1652
2025-11-20T18:43:52.605202 | chemistry_219 | chunk 8 | prompt_tokens=2282, candidates_tokens=115, total_tokens=2397
2025-11-20T18:43:59.905088 | chemistry_219 | chunk 9 | prompt_tokens=1057, candidates_tokens=111, total_tokens=1168
2025-11-20T18:44:05.699810 | chemistry_219 | chunk 10 | prompt_tokens=1057, candidates_tokens=82, total_tokens=1139
2025-11-20T18:44:11.212968 | chemistry_219 | chunk 11 | prompt_tokens=882, candidates_tokens=85, total_tokens=967
2025-11-20T18:44:16.231784 | chemistry_219 | chunk 12 | prompt_tokens=432, candidates_tokens=59, total_tokens=491
2025-11-20T18:44:22.666317 | chemistry_219 | chunk 13 | prompt_tokens=782, candidates_tokens=92, total_tokens=874
2025-11-20T18:44:28.067610 | chemistry_219 | chunk 14 | prompt_tokens=832, candidates_tokens=79, total_tokens=911
2025-11-20T18:44:35.966328 | chemistry_219 | chunk 15 | prompt_tokens=982, candidates_tokens=100, total_tokens=1082
2025-11-20T18:44:41.126561 | chemistry_219 | chunk 16 | prompt_tokens=807, candidates_tokens=99, total_tokens=906
2025-11-20T18:44:52.650509 | chemistry_306 | chunk 0 | prompt_tokens=2157, candidates_tokens=121, total_tokens=2278
2025-11-20T18:45:00.093849 | chemistry_306 | chunk 1 | prompt_tokens=1482, candidates_tokens=150, total_tokens=1632
2025-11-20T18:45:08.617648 | chemistry_306 | chunk 2 | prompt_tokens=982, candidates_tokens=69, total_tokens=1051
2025-11-20T18:45:17.675188 | chemistry_306 | chunk 3 | prompt_tokens=832, candidates_tokens=63, total_tokens=895
2025-11-20T18:45:27.803941 | chemistry_306 | chunk 4 | prompt_tokens=1507, candidates_tokens=110, total_tokens=1617
2025-11-20T18:45:34.557963 | chemistry_306 | chunk 5 | prompt_tokens=707, candidates_tokens=54, total_tokens=761
2025-11-20T18:45:43.883354 | chemistry_306 | chunk 6 | prompt_tokens=1307, candidates_tokens=73, total_tokens=1380
2025-11-20T18:45:51.086714 | chemistry_306 | chunk 7 | prompt_tokens=1507, candidates_tokens=102, total_tokens=1609
2025-11-20T18:46:00.867450 | chemistry_306 | chunk 8 | prompt_tokens=1332, candidates_tokens=118, total_tokens=1450
2025-11-20T18:46:09.676770 | chemistry_306 | chunk 9 | prompt_tokens=1032, candidates_tokens=115, total_tokens=1147
2025-11-20T18:46:14.297116 | chemistry_306 | chunk 10 | prompt_tokens=682, candidates_tokens=65, total_tokens=747
2025-11-20T18:46:20.158998 | chemistry_453 | chunk 0 | prompt_tokens=682, candidates_tokens=53, total_tokens=735
2025-11-20T18:46:25.238264 | chemistry_453 | chunk 1 | prompt_tokens=1032, candidates_tokens=82, total_tokens=1114
2025-11-20T18:46:34.218468 | chemistry_453 | chunk 2 | prompt_tokens=1807, candidates_tokens=100, total_tokens=1907
2025-11-20T18:46:55.245361 | chemistry_453 | chunk 3 | prompt_tokens=5407, candidates_tokens=132, total_tokens=5539
2025-11-20T18:47:01.428046 | chemistry_453 | chunk 4 | prompt_tokens=782, candidates_tokens=85, total_tokens=867
2025-11-20T18:47:06.428763 | chemistry_453 | chunk 5 | prompt_tokens=1132, candidates_tokens=64, total_tokens=1196
2025-11-20T18:47:16.573737 | chemistry_453 | chunk 6 | prompt_tokens=2532, candidates_tokens=103, total_tokens=2635
2025-11-20T18:47:23.887576 | chemistry_453 | chunk 7 | prompt_tokens=682, candidates_tokens=55, total_tokens=737
2025-11-20T18:47:34.326060 | chemistry_453 | chunk 8 | prompt_tokens=1157, candidates_tokens=64, total_tokens=1221
2025-11-20T18:47:39.641768 | chemistry_453 | chunk 9 | prompt_tokens=732, candidates_tokens=58, total_tokens=790
2025-11-20T18:47:49.353580 | chemistry_371 | chunk 0 | prompt_tokens=1307, candidates_tokens=108, total_tokens=1415
2025-11-20T18:47:52.769472 | chemistry_371 | chunk 1 | prompt_tokens=432, candidates_tokens=48, total_tokens=480
2025-11-20T18:48:00.721944 | chemistry_371 | chunk 2 | prompt_tokens=1182, candidates_tokens=113, total_tokens=1295
2025-11-20T18:48:06.371685 | chemistry_371 | chunk 3 | prompt_tokens=882, candidates_tokens=75, total_tokens=957
2025-11-20T18:48:16.074162 | chemistry_371 | chunk 4 | prompt_tokens=757, candidates_tokens=64, total_tokens=821
2025-11-20T18:48:20.678115 | chemistry_371 | chunk 5 | prompt_tokens=632, candidates_tokens=85, total_tokens=717
2025-11-20T18:48:26.586752 | chemistry_371 | chunk 6 | prompt_tokens=557, candidates_tokens=57, total_tokens=614
2025-11-20T18:48:31.592025 | chemistry_371 | chunk 7 | prompt_tokens=682, candidates_tokens=35, total_tokens=717
2025-11-20T18:48:42.812238 | chemistry_371 | chunk 8 | prompt_tokens=1807, candidates_tokens=91, total_tokens=1898
2025-11-20T18:48:52.303813 | chemistry_371 | chunk 9 | prompt_tokens=1182, candidates_tokens=104, total_tokens=1286
2025-11-20T18:49:02.025551 | chemistry_371 | chunk 10 | prompt_tokens=1507, candidates_tokens=90, total_tokens=1597
2025-11-20T18:49:07.819379 | chemistry_371 | chunk 11 | prompt_tokens=557, candidates_tokens=70, total_tokens=627
2025-11-20T18:49:13.627825 | chemistry_371 | chunk 12 | prompt_tokens=557, candidates_tokens=56, total_tokens=613
2025-11-20T18:49:21.290329 | chemistry_371 | chunk 13 | prompt_tokens=882, candidates_tokens=67, total_tokens=949
2025-11-20T18:49:28.567277 | chemistry_371 | chunk 14 | prompt_tokens=832, candidates_tokens=56, total_tokens=888
2025-11-20T18:49:35.894867 | chemistry_371 | chunk 15 | prompt_tokens=807, candidates_tokens=74, total_tokens=881
2025-11-20T18:49:46.642648 | chemistry_55 | chunk 0 | prompt_tokens=2057, candidates_tokens=104, total_tokens=2161
2025-11-20T18:49:54.571235 | chemistry_55 | chunk 1 | prompt_tokens=1132, candidates_tokens=89, total_tokens=1221
2025-11-20T18:50:02.416974 | chemistry_55 | chunk 2 | prompt_tokens=1307, candidates_tokens=68, total_tokens=1375
2025-11-20T18:50:07.166369 | chemistry_55 | chunk 3 | prompt_tokens=807, candidates_tokens=60, total_tokens=867
2025-11-20T18:50:13.640672 | chemistry_55 | chunk 4 | prompt_tokens=982, candidates_tokens=76, total_tokens=1058
2025-11-20T18:50:22.464066 | chemistry_55 | chunk 5 | prompt_tokens=1232, candidates_tokens=146, total_tokens=1378
2025-11-20T18:50:31.385035 | chemistry_55 | chunk 6 | prompt_tokens=1257, candidates_tokens=85, total_tokens=1342
2025-11-20T18:50:42.414306 | chemistry_55 | chunk 7 | prompt_tokens=2332, candidates_tokens=108, total_tokens=2440
2025-11-20T18:50:46.523812 | chemistry_55 | chunk 8 | prompt_tokens=657, candidates_tokens=57, total_tokens=714
2025-11-20T18:50:51.169441 | chemistry_55 | chunk 9 | prompt_tokens=782, candidates_tokens=58, total_tokens=840
2025-11-20T18:51:01.828916 | chemistry_55 | chunk 10 | prompt_tokens=1532, candidates_tokens=110, total_tokens=1642
2025-11-20T18:51:10.184044 | chemistry_55 | chunk 11 | prompt_tokens=1057, candidates_tokens=84, total_tokens=1141
2025-11-20T18:51:17.244978 | chemistry_55 | chunk 12 | prompt_tokens=907, candidates_tokens=76, total_tokens=983
2025-11-20T18:51:25.449132 | chemistry_372 | chunk 0 | prompt_tokens=832, candidates_tokens=85, total_tokens=917
2025-11-20T18:51:33.114964 | chemistry_372 | chunk 1 | prompt_tokens=1032, candidates_tokens=77, total_tokens=1109
2025-11-20T18:51:45.103307 | chemistry_372 | chunk 2 | prompt_tokens=1957, candidates_tokens=116, total_tokens=2073
2025-11-20T18:51:58.268707 | chemistry_372 | chunk 3 | prompt_tokens=2007, candidates_tokens=142, total_tokens=2149
2025-11-20T18:52:10.629197 | chemistry_372 | chunk 4 | prompt_tokens=1807, candidates_tokens=102, total_tokens=1909
2025-11-20T18:52:23.992203 | chemistry_372 | chunk 5 | prompt_tokens=1982, candidates_tokens=79, total_tokens=2061
2025-11-20T18:52:28.639043 | chemistry_372 | chunk 6 | prompt_tokens=607, candidates_tokens=73, total_tokens=680
2025-11-20T18:52:38.757432 | chemistry_372 | chunk 7 | prompt_tokens=1607, candidates_tokens=181, total_tokens=1788
2025-11-20T18:52:45.726639 | chemistry_372 | chunk 8 | prompt_tokens=1357, candidates_tokens=61, total_tokens=1418
2025-11-20T18:52:54.316908 | chemistry_372 | chunk 9 | prompt_tokens=1482, candidates_tokens=70, total_tokens=1552
2025-11-20T18:53:08.124892 | chemistry_372 | chunk 10 | prompt_tokens=2257, candidates_tokens=112, total_tokens=2369
2025-11-20T18:53:17.847551 | chemistry_213 | chunk 0 | prompt_tokens=1232, candidates_tokens=93, total_tokens=1325
2025-11-20T18:53:27.780286 | chemistry_213 | chunk 1 | prompt_tokens=2082, candidates_tokens=86, total_tokens=2168
2025-11-20T18:53:33.839461 | chemistry_213 | chunk 2 | prompt_tokens=682, candidates_tokens=74, total_tokens=756
2025-11-20T18:53:39.083507 | chemistry_213 | chunk 3 | prompt_tokens=1132, candidates_tokens=127, total_tokens=1259
2025-11-20T18:53:43.227104 | chemistry_213 | chunk 4 | prompt_tokens=732, candidates_tokens=66, total_tokens=798
2025-11-20T18:53:49.520906 | chemistry_213 | chunk 5 | prompt_tokens=632, candidates_tokens=70, total_tokens=702
2025-11-20T18:53:58.204602 | chemistry_213 | chunk 6 | prompt_tokens=1157, candidates_tokens=85, total_tokens=1242
2025-11-20T18:54:05.596934 | chemistry_213 | chunk 7 | prompt_tokens=1532, candidates_tokens=135, total_tokens=1667
2025-11-20T18:54:12.836182 | chemistry_213 | chunk 8 | prompt_tokens=807, candidates_tokens=58, total_tokens=865
2025-11-20T18:54:20.257520 | chemistry_213 | chunk 9 | prompt_tokens=757, candidates_tokens=68, total_tokens=825
2025-11-20T18:54:24.681060 | chemistry_213 | chunk 10 | prompt_tokens=457, candidates_tokens=56, total_tokens=513
2025-11-20T18:54:30.896236 | chemistry_213 | chunk 11 | prompt_tokens=932, candidates_tokens=85, total_tokens=1017
2025-11-20T18:54:35.970410 | chemistry_213 | chunk 12 | prompt_tokens=582, candidates_tokens=74, total_tokens=656
2025-11-20T18:54:44.359418 | chemistry_213 | chunk 13 | prompt_tokens=957, candidates_tokens=93, total_tokens=1050
2025-11-20T18:54:52.551913 | chemistry_250 | chunk 0 | prompt_tokens=1207, candidates_tokens=66, total_tokens=1273
2025-11-20T18:54:59.388711 | chemistry_250 | chunk 1 | prompt_tokens=832, candidates_tokens=51, total_tokens=883
2025-11-20T18:55:06.042366 | chemistry_250 | chunk 2 | prompt_tokens=1057, candidates_tokens=86, total_tokens=1143
2025-11-20T18:55:12.391787 | chemistry_250 | chunk 3 | prompt_tokens=682, candidates_tokens=57, total_tokens=739
2025-11-20T18:55:20.090007 | chemistry_250 | chunk 4 | prompt_tokens=1307, candidates_tokens=41, total_tokens=1348
2025-11-20T18:55:27.136329 | chemistry_250 | chunk 5 | prompt_tokens=807, candidates_tokens=57, total_tokens=864
2025-11-20T18:55:34.877096 | chemistry_250 | chunk 6 | prompt_tokens=1132, candidates_tokens=74, total_tokens=1206
2025-11-20T18:55:42.306823 | chemistry_250 | chunk 7 | prompt_tokens=1007, candidates_tokens=66, total_tokens=1073
2025-11-20T18:55:46.925297 | chemistry_250 | chunk 8 | prompt_tokens=357, candidates_tokens=40, total_tokens=397
2025-11-20T18:55:52.801697 | chemistry_250 | chunk 9 | prompt_tokens=682, candidates_tokens=35, total_tokens=717
2025-11-20T18:55:57.420993 | chemistry_250 | chunk 10 | prompt_tokens=732, candidates_tokens=43, total_tokens=775
2025-11-20T18:56:03.491508 | chemistry_250 | chunk 11 | prompt_tokens=1082, candidates_tokens=68, total_tokens=1150
2025-11-20T18:56:14.395282 | chemistry_250 | chunk 12 | prompt_tokens=1707, candidates_tokens=94, total_tokens=1801
2025-11-20T18:56:20.098119 | chemistry_250 | chunk 13 | prompt_tokens=507, candidates_tokens=36, total_tokens=543
2025-11-20T18:56:30.756220 | chemistry_214 | chunk 0 | prompt_tokens=1732, candidates_tokens=65, total_tokens=1797
2025-11-20T18:56:39.900143 | chemistry_214 | chunk 1 | prompt_tokens=1507, candidates_tokens=78, total_tokens=1585
2025-11-20T18:56:53.669462 | chemistry_214 | chunk 2 | prompt_tokens=2182, candidates_tokens=112, total_tokens=2294
2025-11-20T18:57:08.190721 | chemistry_214 | chunk 3 | prompt_tokens=2257, candidates_tokens=98, total_tokens=2355
2025-11-20T18:57:14.180993 | chemistry_214 | chunk 4 | prompt_tokens=532, candidates_tokens=40, total_tokens=572
2025-11-20T18:57:19.263038 | chemistry_214 | chunk 5 | prompt_tokens=932, candidates_tokens=71, total_tokens=1003
2025-11-20T18:57:26.850307 | chemistry_214 | chunk 6 | prompt_tokens=1432, candidates_tokens=101, total_tokens=1533
2025-11-20T18:57:33.335312 | chemistry_214 | chunk 7 | prompt_tokens=632, candidates_tokens=58, total_tokens=690
2025-11-20T18:57:44.531728 | chemistry_214 | chunk 8 | prompt_tokens=2207, candidates_tokens=91, total_tokens=2298
2025-11-20T18:57:51.013157 | chemistry_360 | chunk 0 | prompt_tokens=757, candidates_tokens=64, total_tokens=821
2025-11-20T18:58:04.324601 | chemistry_360 | chunk 1 | prompt_tokens=2782, candidates_tokens=141, total_tokens=2923
2025-11-20T18:58:22.376071 | chemistry_360 | chunk 2 | prompt_tokens=3182, candidates_tokens=133, total_tokens=3315
2025-11-20T18:58:31.167187 | chemistry_360 | chunk 3 | prompt_tokens=1757, candidates_tokens=69, total_tokens=1826
2025-11-20T18:58:44.026476 | chemistry_360 | chunk 4 | prompt_tokens=2007, candidates_tokens=105, total_tokens=2112
2025-11-20T18:58:49.758621 | chemistry_360 | chunk 5 | prompt_tokens=1107, candidates_tokens=83, total_tokens=1190
2025-11-20T18:59:00.655309 | chemistry_360 | chunk 6 | prompt_tokens=1482, candidates_tokens=84, total_tokens=1566
2025-11-20T18:59:06.949739 | chemistry_360 | chunk 7 | prompt_tokens=557, candidates_tokens=61, total_tokens=618
2025-11-20T18:59:14.141017 | chemistry_360 | chunk 8 | prompt_tokens=1357, candidates_tokens=79, total_tokens=1436
2025-11-20T18:59:17.364734 | chemistry_360 | chunk 9 | prompt_tokens=307, candidates_tokens=51, total_tokens=358
