2025-11-20T23:57:40.396935 | physics_579 | chunk 0 | prompt_tokens=16701, candidates_tokens=308, total_tokens=17009
2025-11-21T00:02:14.419195 | physics_594 | chunk 3 | prompt_tokens=11632, candidates_tokens=145, total_tokens=11777
2025-11-21T00:02:31.690138 | physics_594 | chunk 4 | prompt_tokens=7129, candidates_tokens=197, total_tokens=7326
2025-11-21T00:02:40.671565 | physics_594 | chunk 5 | prompt_tokens=3733, candidates_tokens=186, total_tokens=3919
2025-11-21T00:02:51.498937 | physics_594 | chunk 6 | prompt_tokens=6280, candidates_tokens=195, total_tokens=6475
2025-11-21T00:02:58.324768 | physics_594 | chunk 7 | prompt_tokens=5123, candidates_tokens=176, total_tokens=5299
2025-11-21T00:03:14.577609 | physics_594 | chunk 8 | prompt_tokens=21820, candidates_tokens=207, total_tokens=22027
2025-11-21T00:03:29.132333 | physics_594 | chunk 9 | prompt_tokens=11632, candidates_tokens=255, total_tokens=11887
2025-11-21T00:03:39.410686 | physics_594 | chunk 10 | prompt_tokens=6613, candidates_tokens=221, total_tokens=6834
2025-11-21T00:03:57.530987 | physics_594 | chunk 11 | prompt_tokens=15594, candidates_tokens=221, total_tokens=15815
2025-11-21T00:04:10.655982 | physics_594 | chunk 12 | prompt_tokens=10500, candidates_tokens=183, total_tokens=10683
2025-11-21T00:04:23.495196 | physics_594 | chunk 13 | prompt_tokens=21046, candidates_tokens=145, total_tokens=21191
2025-11-21T00:04:39.565965 | physics_496 | chunk 0 | prompt_tokens=17242, candidates_tokens=246, total_tokens=17488
2025-11-21T00:04:56.574056 | physics_496 | chunk 1 | prompt_tokens=21612, candidates_tokens=232, total_tokens=21844
2025-11-21T00:05:04.903351 | physics_496 | chunk 2 | prompt_tokens=4915, candidates_tokens=176, total_tokens=5091
2025-11-21T00:05:14.396169 | physics_496 | chunk 3 | prompt_tokens=7104, candidates_tokens=264, total_tokens=7368
2025-11-21T00:05:26.495661 | physics_496 | chunk 4 | prompt_tokens=16776, candidates_tokens=241, total_tokens=17017
2025-11-21T00:05:34.623395 | physics_496 | chunk 5 | prompt_tokens=9035, candidates_tokens=255, total_tokens=9290
2025-11-21T00:05:45.605456 | physics_496 | chunk 6 | prompt_tokens=9160, candidates_tokens=280, total_tokens=9440
2025-11-21T00:05:58.172868 | physics_496 | chunk 7 | prompt_tokens=13688, candidates_tokens=186, total_tokens=13874
2025-11-21T00:06:08.581219 | physics_496 | chunk 8 | prompt_tokens=7079, candidates_tokens=179, total_tokens=7258
2025-11-21T00:06:27.096571 | physics_496 | chunk 9 | prompt_tokens=19040, candidates_tokens=203, total_tokens=19243
2025-11-21T00:06:34.541325 | physics_496 | chunk 10 | prompt_tokens=3991, candidates_tokens=241, total_tokens=4232
2025-11-21T02:01:02.175261 | physics_353 | chunk 0 | prompt_tokens=15852, candidates_tokens=171, total_tokens=16023
2025-11-21T02:01:09.595647 | physics_353 | chunk 1 | prompt_tokens=4582, candidates_tokens=236, total_tokens=4818
2025-11-21T02:01:17.137332 | physics_353 | chunk 2 | prompt_tokens=5947, candidates_tokens=239, total_tokens=6186
2025-11-21T02:01:27.174049 | physics_353 | chunk 3 | prompt_tokens=10475, candidates_tokens=223, total_tokens=10698
2025-11-21T02:01:38.153811 | physics_353 | chunk 4 | prompt_tokens=22644, candidates_tokens=175, total_tokens=22819
2025-11-21T02:01:47.631448 | physics_353 | chunk 5 | prompt_tokens=11424, candidates_tokens=148, total_tokens=11572
2025-11-21T02:01:57.567034 | physics_353 | chunk 6 | prompt_tokens=16468, candidates_tokens=215, total_tokens=16683
2025-11-21T02:02:09.812340 | physics_353 | chunk 7 | prompt_tokens=29536, candidates_tokens=314, total_tokens=29850
2025-11-21T02:02:15.951822 | physics_353 | chunk 8 | prompt_tokens=1186, candidates_tokens=269, total_tokens=1455
2025-11-21T02:02:23.394072 | physics_353 | chunk 9 | prompt_tokens=5456, candidates_tokens=212, total_tokens=5668
2025-11-21T02:02:30.856418 | physics_353 | chunk 10 | prompt_tokens=8827, candidates_tokens=186, total_tokens=9013
2025-11-21T02:02:39.396794 | physics_353 | chunk 11 | prompt_tokens=12556, candidates_tokens=127, total_tokens=12683
2025-11-21T02:02:45.594672 | physics_353 | chunk 12 | prompt_tokens=8211, candidates_tokens=170, total_tokens=8381
2025-11-21T02:02:55.636371 | physics_333 | chunk 0 | prompt_tokens=8211, candidates_tokens=169, total_tokens=8380
2025-11-21T02:03:04.787623 | physics_333 | chunk 1 | prompt_tokens=13355, candidates_tokens=229, total_tokens=13584
2025-11-21T02:03:10.972501 | physics_333 | chunk 2 | prompt_tokens=5481, candidates_tokens=171, total_tokens=5652
2025-11-21T02:03:17.970408 | physics_333 | chunk 3 | prompt_tokens=3192, candidates_tokens=171, total_tokens=3363
2025-11-21T02:03:34.049423 | physics_333 | chunk 4 | prompt_tokens=24883, candidates_tokens=199, total_tokens=25082
2025-11-21T02:03:43.269015 | physics_333 | chunk 5 | prompt_tokens=12481, candidates_tokens=210, total_tokens=12691
2025-11-21T02:03:52.213237 | physics_333 | chunk 6 | prompt_tokens=9651, candidates_tokens=175, total_tokens=9826
2025-11-21T02:04:01.320947 | physics_333 | chunk 7 | prompt_tokens=9085, candidates_tokens=230, total_tokens=9315
2025-11-21T02:04:09.516179 | physics_333 | chunk 8 | prompt_tokens=4224, candidates_tokens=290, total_tokens=4514
2025-11-21T02:04:16.693832 | physics_333 | chunk 9 | prompt_tokens=5456, candidates_tokens=239, total_tokens=5695
2025-11-21T02:04:25.939533 | physics_333 | chunk 10 | prompt_tokens=15336, candidates_tokens=220, total_tokens=15556
2025-11-21T02:04:38.675714 | physics_333 | chunk 11 | prompt_tokens=13022, candidates_tokens=221, total_tokens=13243
2025-11-21T02:04:46.973551 | physics_333 | chunk 12 | prompt_tokens=10242, candidates_tokens=209, total_tokens=10451
2025-11-21T02:05:00.528473 | physics_333 | chunk 13 | prompt_tokens=19914, candidates_tokens=673, total_tokens=20587
2025-11-21T02:05:07.875821 | physics_326 | chunk 0 | prompt_tokens=16393, candidates_tokens=178, total_tokens=16571
2025-11-21T02:05:18.408789 | physics_326 | chunk 1 | prompt_tokens=18782, candidates_tokens=159, total_tokens=18941
2025-11-21T02:05:27.515290 | physics_326 | chunk 2 | prompt_tokens=13896, candidates_tokens=230, total_tokens=14126
2025-11-21T02:05:34.668878 | physics_326 | chunk 3 | prompt_tokens=10758, candidates_tokens=199, total_tokens=10957
2025-11-21T02:05:46.907119 | physics_326 | chunk 4 | prompt_tokens=30851, candidates_tokens=326, total_tokens=31177
2025-11-21T02:05:59.390967 | physics_326 | chunk 5 | prompt_tokens=16185, candidates_tokens=706, total_tokens=16891
2025-11-21T02:06:13.485246 | physics_326 | chunk 6 | prompt_tokens=23285, candidates_tokens=514, total_tokens=23799
2025-11-21T02:06:24.305169 | physics_326 | chunk 7 | prompt_tokens=7079, candidates_tokens=237, total_tokens=7316
2025-11-21T02:06:32.565464 | physics_326 | chunk 8 | prompt_tokens=12814, candidates_tokens=329, total_tokens=13143
2025-11-21T02:06:39.935562 | physics_326 | chunk 9 | prompt_tokens=7953, candidates_tokens=279, total_tokens=8232
2025-11-21T02:06:51.296658 | physics_326 | chunk 10 | prompt_tokens=16443, candidates_tokens=247, total_tokens=16690
2025-11-21T02:07:01.767763 | physics_74 | chunk 0 | prompt_tokens=22078, candidates_tokens=268, total_tokens=22346
2025-11-21T02:07:08.833073 | physics_74 | chunk 1 | prompt_tokens=9135, candidates_tokens=131, total_tokens=9266
2025-11-21T02:07:16.515811 | physics_74 | chunk 2 | prompt_tokens=15128, candidates_tokens=233, total_tokens=15361
2025-11-21T02:07:25.520781 | physics_74 | chunk 3 | prompt_tokens=10167, candidates_tokens=197, total_tokens=10364
2025-11-21T02:07:34.704183 | physics_74 | chunk 4 | prompt_tokens=7154, candidates_tokens=319, total_tokens=7473
2025-11-21T02:07:42.871749 | physics_74 | chunk 5 | prompt_tokens=9701, candidates_tokens=110, total_tokens=9811
2025-11-21T02:07:50.868094 | physics_74 | chunk 6 | prompt_tokens=10217, candidates_tokens=100, total_tokens=10317
2025-11-21T02:08:00.920137 | physics_74 | chunk 7 | prompt_tokens=13122, candidates_tokens=161, total_tokens=13283
2025-11-21T02:08:08.431177 | physics_74 | chunk 8 | prompt_tokens=6588, candidates_tokens=157, total_tokens=6745
2025-11-21T02:08:14.807944 | physics_74 | chunk 9 | prompt_tokens=7670, candidates_tokens=155, total_tokens=7825
2025-11-21T02:08:23.193101 | physics_74 | chunk 10 | prompt_tokens=7745, candidates_tokens=220, total_tokens=7965
2025-11-21T02:08:31.341104 | physics_74 | chunk 11 | prompt_tokens=10009, candidates_tokens=177, total_tokens=10186
2025-11-21T02:08:37.090987 | physics_74 | chunk 12 | prompt_tokens=387, candidates_tokens=177, total_tokens=564
2025-11-21T02:08:45.791271 | physics_461 | chunk 0 | prompt_tokens=6488, candidates_tokens=183, total_tokens=6671
2025-11-21T02:08:55.810450 | physics_461 | chunk 1 | prompt_tokens=7978, candidates_tokens=232, total_tokens=8210
2025-11-21T02:09:02.970729 | physics_461 | chunk 2 | prompt_tokens=3167, candidates_tokens=214, total_tokens=3381
2025-11-21T02:09:09.426221 | physics_461 | chunk 3 | prompt_tokens=7079, candidates_tokens=173, total_tokens=7252
2025-11-21T02:09:14.786661 | physics_461 | chunk 4 | prompt_tokens=4532, candidates_tokens=182, total_tokens=4714
2025-11-21T02:09:23.610733 | physics_461 | chunk 5 | prompt_tokens=17550, candidates_tokens=257, total_tokens=17807
2025-11-21T02:09:32.328553 | physics_461 | chunk 6 | prompt_tokens=7104, candidates_tokens=200, total_tokens=7304
2025-11-21T02:09:39.795432 | physics_461 | chunk 7 | prompt_tokens=5198, candidates_tokens=246, total_tokens=5444
2025-11-21T02:09:48.825616 | physics_461 | chunk 8 | prompt_tokens=6280, candidates_tokens=325, total_tokens=6605
2025-11-21T02:09:55.860784 | physics_461 | chunk 9 | prompt_tokens=5406, candidates_tokens=223, total_tokens=5629
2025-11-21T02:10:08.337625 | physics_461 | chunk 10 | prompt_tokens=15952, candidates_tokens=239, total_tokens=16191
2025-11-21T02:10:20.202895 | physics_461 | chunk 11 | prompt_tokens=24159, candidates_tokens=154, total_tokens=24313
2025-11-21T02:10:28.416787 | physics_480 | chunk 0 | prompt_tokens=11865, candidates_tokens=176, total_tokens=12041
2025-11-21T02:10:38.123487 | physics_480 | chunk 1 | prompt_tokens=10009, candidates_tokens=257, total_tokens=10266
2025-11-21T02:10:48.515086 | physics_480 | chunk 2 | prompt_tokens=4607, candidates_tokens=297, total_tokens=4904
2025-11-21T02:10:56.069487 | physics_480 | chunk 3 | prompt_tokens=9884, candidates_tokens=351, total_tokens=10235
2025-11-21T02:11:02.873569 | physics_480 | chunk 4 | prompt_tokens=6538, candidates_tokens=214, total_tokens=6752
2025-11-21T02:11:09.397625 | physics_480 | chunk 5 | prompt_tokens=3991, candidates_tokens=255, total_tokens=4246
2025-11-21T02:11:17.881143 | physics_480 | chunk 6 | prompt_tokens=11374, candidates_tokens=299, total_tokens=11673
2025-11-21T02:11:26.458498 | physics_480 | chunk 7 | prompt_tokens=6280, candidates_tokens=310, total_tokens=6590
2025-11-21T02:11:34.956586 | physics_480 | chunk 8 | prompt_tokens=9626, candidates_tokens=221, total_tokens=9847
2025-11-21T02:11:45.190359 | physics_480 | chunk 9 | prompt_tokens=10500, candidates_tokens=234, total_tokens=10734
2025-11-21T02:11:53.024856 | physics_480 | chunk 10 | prompt_tokens=8311, candidates_tokens=212, total_tokens=8523
2025-11-21T02:12:01.419500 | physics_480 | chunk 11 | prompt_tokens=9110, candidates_tokens=268, total_tokens=9378
2025-11-21T02:12:13.937536 | physics_480 | chunk 12 | prompt_tokens=22053, candidates_tokens=334, total_tokens=22387
2025-11-21T02:12:23.843140 | physics_480 | chunk 13 | prompt_tokens=17600, candidates_tokens=408, total_tokens=18008
2025-11-21T02:12:31.053694 | physics_480 | chunk 14 | prompt_tokens=7695, candidates_tokens=281, total_tokens=7976
2025-11-21T02:12:37.321592 | physics_364 | chunk 0 | prompt_tokens=3941, candidates_tokens=184, total_tokens=4125
2025-11-21T02:12:48.457076 | physics_364 | chunk 1 | prompt_tokens=18474, candidates_tokens=259, total_tokens=18733
2025-11-21T02:12:56.928178 | physics_364 | chunk 2 | prompt_tokens=17908, candidates_tokens=237, total_tokens=18145
2025-11-21T02:13:03.216622 | physics_364 | chunk 3 | prompt_tokens=7104, candidates_tokens=212, total_tokens=7316
2025-11-21T02:13:10.850061 | physics_364 | chunk 4 | prompt_tokens=15669, candidates_tokens=284, total_tokens=15953
2025-11-21T02:13:21.150759 | physics_364 | chunk 5 | prompt_tokens=24109, candidates_tokens=190, total_tokens=24299
2025-11-21T02:13:33.142940 | physics_364 | chunk 6 | prompt_tokens=26939, candidates_tokens=444, total_tokens=27383
2025-11-21T02:13:36.924941 | physics_364 | chunk 7 | prompt_tokens=387, candidates_tokens=135, total_tokens=522
2025-11-21T02:13:42.095989 | physics_532 | chunk 0 | prompt_tokens=3217, candidates_tokens=173, total_tokens=3390
2025-11-21T02:13:48.389393 | physics_532 | chunk 1 | prompt_tokens=5664, candidates_tokens=136, total_tokens=5800
2025-11-21T02:13:55.859353 | physics_532 | chunk 2 | prompt_tokens=16235, candidates_tokens=198, total_tokens=16433
2025-11-21T02:14:02.084658 | physics_532 | chunk 3 | prompt_tokens=3683, candidates_tokens=224, total_tokens=3907
2025-11-21T02:14:12.015654 | physics_532 | chunk 4 | prompt_tokens=14795, candidates_tokens=272, total_tokens=15067
2025-11-21T02:14:18.604749 | physics_532 | chunk 5 | prompt_tokens=3425, candidates_tokens=238, total_tokens=3663
2025-11-21T02:14:27.372713 | physics_532 | chunk 6 | prompt_tokens=9934, candidates_tokens=232, total_tokens=10166
2025-11-21T02:14:34.246885 | physics_532 | chunk 7 | prompt_tokens=10550, candidates_tokens=252, total_tokens=10802
2025-11-21T02:14:41.936128 | physics_532 | chunk 8 | prompt_tokens=17267, candidates_tokens=204, total_tokens=17471
2025-11-21T02:14:52.678107 | physics_532 | chunk 9 | prompt_tokens=22436, candidates_tokens=271, total_tokens=22707
2025-11-21T02:15:08.175945 | physics_532 | chunk 10 | prompt_tokens=38800, candidates_tokens=236, total_tokens=39036
2025-11-21T02:15:15.327099 | physics_532 | chunk 11 | prompt_tokens=11965, candidates_tokens=204, total_tokens=12169
2025-11-21T02:15:23.182300 | physics_532 | chunk 12 | prompt_tokens=11632, candidates_tokens=206, total_tokens=11838
2025-11-21T02:15:31.257328 | physics_564 | chunk 0 | prompt_tokens=8469, candidates_tokens=216, total_tokens=8685
2025-11-21T02:15:42.899930 | physics_564 | chunk 1 | prompt_tokens=17908, candidates_tokens=239, total_tokens=18147
2025-11-21T02:15:56.803585 | physics_564 | chunk 2 | prompt_tokens=23002, candidates_tokens=355, total_tokens=23357
2025-11-21T02:16:03.810589 | physics_564 | chunk 3 | prompt_tokens=5356, candidates_tokens=188, total_tokens=5544
2025-11-21T02:16:10.299481 | physics_564 | chunk 4 | prompt_tokens=3142, candidates_tokens=219, total_tokens=3361
2025-11-21T02:16:21.396732 | physics_564 | chunk 5 | prompt_tokens=11707, candidates_tokens=234, total_tokens=11941
2025-11-21T02:16:31.022339 | physics_564 | chunk 6 | prompt_tokens=3192, candidates_tokens=204, total_tokens=3396
2025-11-21T02:16:37.718598 | physics_564 | chunk 7 | prompt_tokens=3966, candidates_tokens=124, total_tokens=4090
2025-11-21T02:16:45.273958 | physics_564 | chunk 8 | prompt_tokens=5739, candidates_tokens=135, total_tokens=5874
2025-11-21T02:16:58.724799 | physics_564 | chunk 9 | prompt_tokens=21021, candidates_tokens=330, total_tokens=21351
2025-11-21T02:17:08.861774 | physics_564 | chunk 10 | prompt_tokens=9418, candidates_tokens=245, total_tokens=9663
2025-11-21T02:17:19.350149 | physics_564 | chunk 11 | prompt_tokens=17550, candidates_tokens=237, total_tokens=17787
2025-11-21T02:17:27.877757 | physics_564 | chunk 12 | prompt_tokens=13638, candidates_tokens=273, total_tokens=13911
2025-11-21T02:17:36.347568 | physics_140 | chunk 0 | prompt_tokens=9318, candidates_tokens=187, total_tokens=9505
2025-11-21T02:17:44.309575 | physics_140 | chunk 1 | prompt_tokens=11299, candidates_tokens=257, total_tokens=11556
2025-11-21T02:17:53.409108 | physics_140 | chunk 2 | prompt_tokens=15594, candidates_tokens=298, total_tokens=15892
2025-11-21T02:18:01.182681 | physics_140 | chunk 3 | prompt_tokens=7953, candidates_tokens=193, total_tokens=8146
2025-11-21T02:18:10.567698 | physics_140 | chunk 4 | prompt_tokens=16726, candidates_tokens=186, total_tokens=16912
2025-11-21T02:18:19.091420 | physics_140 | chunk 5 | prompt_tokens=14154, candidates_tokens=267, total_tokens=14421
2025-11-21T02:18:28.630393 | physics_140 | chunk 6 | prompt_tokens=8261, candidates_tokens=316, total_tokens=8577
2025-11-21T02:18:37.455913 | physics_140 | chunk 7 | prompt_tokens=22411, candidates_tokens=162, total_tokens=22573
2025-11-21T02:18:45.665580 | physics_140 | chunk 8 | prompt_tokens=11424, candidates_tokens=323, total_tokens=11747
2025-11-21T02:18:55.660251 | physics_140 | chunk 9 | prompt_tokens=12764, candidates_tokens=260, total_tokens=13024
2025-11-21T02:19:03.310164 | physics_140 | chunk 10 | prompt_tokens=5123, candidates_tokens=237, total_tokens=5360
2025-11-21T02:19:10.768393 | physics_140 | chunk 11 | prompt_tokens=2010, candidates_tokens=260, total_tokens=2270
2025-11-21T02:19:18.927093 | physics_140 | chunk 12 | prompt_tokens=6255, candidates_tokens=303, total_tokens=6558
2025-11-21T02:19:27.618663 | physics_140 | chunk 13 | prompt_tokens=12739, candidates_tokens=420, total_tokens=13159
2025-11-21T02:19:36.015983 | physics_457 | chunk 0 | prompt_tokens=8211, candidates_tokens=130, total_tokens=8341
2025-11-21T02:19:47.557378 | physics_457 | chunk 1 | prompt_tokens=21870, candidates_tokens=226, total_tokens=22096
2025-11-21T02:19:56.018923 | physics_457 | chunk 2 | prompt_tokens=5506, candidates_tokens=342, total_tokens=5848
2025-11-21T02:20:04.967105 | physics_457 | chunk 3 | prompt_tokens=9701, candidates_tokens=194, total_tokens=9895
2025-11-21T02:20:14.506223 | physics_457 | chunk 4 | prompt_tokens=14512, candidates_tokens=246, total_tokens=14758
2025-11-21T02:20:21.778316 | physics_457 | chunk 5 | prompt_tokens=5356, candidates_tokens=288, total_tokens=5644
2025-11-21T02:20:31.374493 | physics_457 | chunk 6 | prompt_tokens=11116, candidates_tokens=279, total_tokens=11395
2025-11-21T02:20:41.939405 | physics_457 | chunk 7 | prompt_tokens=22977, candidates_tokens=323, total_tokens=23300
2025-11-21T02:20:52.513580 | physics_457 | chunk 8 | prompt_tokens=20172, candidates_tokens=190, total_tokens=20362
2025-11-21T02:21:00.168396 | physics_457 | chunk 9 | prompt_tokens=8877, candidates_tokens=182, total_tokens=9059
2025-11-21T02:21:09.721995 | physics_457 | chunk 10 | prompt_tokens=12456, candidates_tokens=140, total_tokens=12596
2025-11-21T02:21:19.843347 | physics_156 | chunk 0 | prompt_tokens=18374, candidates_tokens=243, total_tokens=18617
2025-11-21T02:21:27.355730 | physics_156 | chunk 1 | prompt_tokens=9651, candidates_tokens=115, total_tokens=9766
2025-11-21T02:21:34.789637 | physics_156 | chunk 2 | prompt_tokens=4840, candidates_tokens=246, total_tokens=5086
2025-11-21T02:21:41.092891 | physics_156 | chunk 3 | prompt_tokens=2268, candidates_tokens=236, total_tokens=2504
2025-11-21T02:21:48.755562 | physics_156 | chunk 4 | prompt_tokens=10242, candidates_tokens=192, total_tokens=10434
2025-11-21T02:21:56.127313 | physics_156 | chunk 5 | prompt_tokens=5481, candidates_tokens=209, total_tokens=5690
2025-11-21T02:22:02.848512 | physics_156 | chunk 6 | prompt_tokens=9676, candidates_tokens=189, total_tokens=9865
2025-11-21T02:22:11.356909 | physics_156 | chunk 7 | prompt_tokens=11915, candidates_tokens=222, total_tokens=12137
2025-11-21T02:22:20.313135 | physics_156 | chunk 8 | prompt_tokens=8877, candidates_tokens=303, total_tokens=9180
2025-11-21T02:22:30.178733 | physics_156 | chunk 9 | prompt_tokens=19323, candidates_tokens=211, total_tokens=19534
2025-11-21T02:22:38.925912 | physics_156 | chunk 10 | prompt_tokens=18757, candidates_tokens=206, total_tokens=18963
2025-11-21T02:22:45.285928 | physics_156 | chunk 11 | prompt_tokens=4557, candidates_tokens=171, total_tokens=4728
2025-11-21T02:23:00.385798 | physics_415 | chunk 0 | prompt_tokens=17808, candidates_tokens=247, total_tokens=18055
2025-11-21T02:23:25.494935 | physics_415 | chunk 1 | prompt_tokens=18191, candidates_tokens=315, total_tokens=18506
2025-11-21T02:23:52.314185 | physics_415 | chunk 2 | prompt_tokens=25291, candidates_tokens=234, total_tokens=25525
2025-11-21T02:24:07.577940 | physics_415 | chunk 3 | prompt_tokens=19889, candidates_tokens=281, total_tokens=20170
2025-11-21T02:24:17.687643 | physics_415 | chunk 4 | prompt_tokens=13871, candidates_tokens=234, total_tokens=14105
2025-11-21T02:24:28.543204 | physics_415 | chunk 5 | prompt_tokens=16418, candidates_tokens=281, total_tokens=16699
2025-11-21T02:24:36.477501 | physics_415 | chunk 6 | prompt_tokens=12556, candidates_tokens=231, total_tokens=12787
2025-11-21T02:24:50.089986 | physics_415 | chunk 7 | prompt_tokens=18682, candidates_tokens=236, total_tokens=18918
2025-11-21T02:24:57.810920 | physics_11 | chunk 0 | prompt_tokens=10758, candidates_tokens=166, total_tokens=10924
2025-11-21T02:25:06.807915 | physics_410 | chunk 0 | prompt_tokens=11166, candidates_tokens=136, total_tokens=11302
2025-11-21T02:25:13.826280 | physics_410 | chunk 1 | prompt_tokens=5714, candidates_tokens=137, total_tokens=5851
2025-11-21T02:25:20.131176 | physics_410 | chunk 2 | prompt_tokens=9726, candidates_tokens=135, total_tokens=9861
2025-11-21T02:25:28.876922 | physics_410 | chunk 3 | prompt_tokens=18141, candidates_tokens=186, total_tokens=18327
2025-11-21T02:25:37.036204 | physics_410 | chunk 4 | prompt_tokens=15386, candidates_tokens=213, total_tokens=15599
2025-11-21T02:25:48.858549 | physics_410 | chunk 5 | prompt_tokens=23185, candidates_tokens=273, total_tokens=23458
2025-11-21T02:25:59.065734 | physics_410 | chunk 6 | prompt_tokens=19814, candidates_tokens=151, total_tokens=19965
2025-11-21T02:26:06.538621 | physics_410 | chunk 7 | prompt_tokens=3400, candidates_tokens=268, total_tokens=3668
2025-11-21T02:26:15.420407 | physics_410 | chunk 8 | prompt_tokens=13896, candidates_tokens=252, total_tokens=14148
2025-11-21T02:26:22.385011 | physics_410 | chunk 9 | prompt_tokens=2293, candidates_tokens=257, total_tokens=2550
2025-11-21T09:12:29.367234 | physics_11 | chunk 0 | prompt_tokens=10758, candidates_tokens=179, total_tokens=10937
2025-11-21T09:12:44.755008 | physics_11 | chunk 2 | prompt_tokens=21562, candidates_tokens=122, total_tokens=21684
2025-11-21T09:13:00.780971 | physics_11 | chunk 3 | prompt_tokens=28687, candidates_tokens=236, total_tokens=28923
2025-11-21T09:13:11.548892 | physics_11 | chunk 4 | prompt_tokens=17367, candidates_tokens=190, total_tokens=17557
2025-11-21T09:13:21.196711 | physics_11 | chunk 5 | prompt_tokens=9443, candidates_tokens=197, total_tokens=9640
2025-11-21T09:13:28.203127 | physics_11 | chunk 6 | prompt_tokens=2035, candidates_tokens=173, total_tokens=2208
2025-11-21T09:13:36.375623 | physics_11 | chunk 7 | prompt_tokens=7670, candidates_tokens=213, total_tokens=7883
2025-11-21T09:13:50.573569 | physics_11 | chunk 8 | prompt_tokens=25757, candidates_tokens=290, total_tokens=26047
2025-11-21T09:13:58.406988 | physics_11 | chunk 9 | prompt_tokens=8028, candidates_tokens=329, total_tokens=8357
2025-11-21T09:14:12.479472 | physics_11 | chunk 10 | prompt_tokens=24675, candidates_tokens=257, total_tokens=24932
