2025-11-20T17:42:13.483655 | hiking_115 | chunk 0 | prompt_tokens=632, candidates_tokens=81, total_tokens=713
2025-11-20T17:48:53.009876 | hiking_61 | chunk 4 | prompt_tokens=1032, candidates_tokens=85, total_tokens=1117
2025-11-20T17:48:59.321280 | hiking_61 | chunk 5 | prompt_tokens=1032, candidates_tokens=118, total_tokens=1150
2025-11-20T17:49:04.090432 | hiking_61 | chunk 6 | prompt_tokens=1157, candidates_tokens=110, total_tokens=1267
2025-11-20T17:49:09.145295 | hiking_61 | chunk 7 | prompt_tokens=732, candidates_tokens=77, total_tokens=809
2025-11-20T17:49:15.132798 | hiking_61 | chunk 8 | prompt_tokens=582, candidates_tokens=85, total_tokens=667
2025-11-20T17:49:19.033316 | hiking_61 | chunk 9 | prompt_tokens=532, candidates_tokens=94, total_tokens=626
2025-11-20T17:49:27.649309 | hiking_61 | chunk 10 | prompt_tokens=1307, candidates_tokens=102, total_tokens=1409
2025-11-20T17:49:34.575251 | hiking_61 | chunk 11 | prompt_tokens=1282, candidates_tokens=65, total_tokens=1347
2025-11-20T17:49:40.216577 | hiking_61 | chunk 12 | prompt_tokens=682, candidates_tokens=85, total_tokens=767
2025-11-20T17:49:44.745225 | hiking_61 | chunk 13 | prompt_tokens=1007, candidates_tokens=79, total_tokens=1086
2025-11-20T17:49:51.020216 | hiking_61 | chunk 14 | prompt_tokens=1832, candidates_tokens=162, total_tokens=1994
2025-11-20T17:49:58.595610 | hiking_97 | chunk 0 | prompt_tokens=1407, candidates_tokens=85, total_tokens=1492
2025-11-20T17:50:06.566699 | hiking_97 | chunk 1 | prompt_tokens=1807, candidates_tokens=110, total_tokens=1917
2025-11-20T17:50:13.106775 | hiking_97 | chunk 2 | prompt_tokens=1007, candidates_tokens=76, total_tokens=1083
2025-11-20T17:50:17.685904 | hiking_97 | chunk 3 | prompt_tokens=782, candidates_tokens=79, total_tokens=861
2025-11-20T17:50:22.640604 | hiking_97 | chunk 4 | prompt_tokens=382, candidates_tokens=75, total_tokens=457
2025-11-20T17:50:29.283153 | hiking_97 | chunk 5 | prompt_tokens=1082, candidates_tokens=95, total_tokens=1177
2025-11-20T17:50:37.048824 | hiking_97 | chunk 6 | prompt_tokens=1982, candidates_tokens=159, total_tokens=2141
2025-11-20T17:50:41.152139 | hiking_97 | chunk 7 | prompt_tokens=807, candidates_tokens=103, total_tokens=910
2025-11-20T17:50:46.266983 | hiking_97 | chunk 8 | prompt_tokens=532, candidates_tokens=58, total_tokens=590
2025-11-20T17:50:50.153394 | hiking_97 | chunk 9 | prompt_tokens=857, candidates_tokens=52, total_tokens=909
2025-11-20T17:50:56.000406 | hiking_97 | chunk 10 | prompt_tokens=1057, candidates_tokens=128, total_tokens=1185
2025-11-20T17:51:02.949687 | hiking_97 | chunk 11 | prompt_tokens=1032, candidates_tokens=100, total_tokens=1132
2025-11-20T17:51:09.733584 | hiking_97 | chunk 12 | prompt_tokens=1132, candidates_tokens=114, total_tokens=1246
2025-11-20T17:51:15.738529 | hiking_97 | chunk 13 | prompt_tokens=757, candidates_tokens=84, total_tokens=841
2025-11-20T17:51:25.798495 | hiking_97 | chunk 14 | prompt_tokens=2582, candidates_tokens=123, total_tokens=2705
2025-11-20T17:51:32.822336 | hiking_202 | chunk 0 | prompt_tokens=1582, candidates_tokens=82, total_tokens=1664
2025-11-20T17:51:39.758116 | hiking_202 | chunk 1 | prompt_tokens=907, candidates_tokens=136, total_tokens=1043
2025-11-20T17:51:46.780122 | hiking_202 | chunk 2 | prompt_tokens=2782, candidates_tokens=137, total_tokens=2919
2025-11-20T17:51:53.769499 | hiking_202 | chunk 3 | prompt_tokens=1232, candidates_tokens=94, total_tokens=1326
2025-11-20T17:51:58.982238 | hiking_202 | chunk 4 | prompt_tokens=807, candidates_tokens=88, total_tokens=895
2025-11-20T17:52:02.265016 | hiking_202 | chunk 5 | prompt_tokens=557, candidates_tokens=66, total_tokens=623
2025-11-20T17:52:08.869413 | hiking_202 | chunk 6 | prompt_tokens=1132, candidates_tokens=84, total_tokens=1216
2025-11-20T17:52:13.028716 | hiking_202 | chunk 7 | prompt_tokens=807, candidates_tokens=106, total_tokens=913
2025-11-20T17:52:17.931320 | hiking_202 | chunk 8 | prompt_tokens=782, candidates_tokens=43, total_tokens=825
2025-11-20T17:52:25.509810 | hiking_202 | chunk 9 | prompt_tokens=1557, candidates_tokens=99, total_tokens=1656
2025-11-20T17:52:29.472338 | hiking_202 | chunk 10 | prompt_tokens=1157, candidates_tokens=52, total_tokens=1209
2025-11-20T17:52:36.041136 | hiking_202 | chunk 11 | prompt_tokens=857, candidates_tokens=87, total_tokens=944
2025-11-20T17:52:41.074435 | hiking_202 | chunk 12 | prompt_tokens=682, candidates_tokens=65, total_tokens=747
2025-11-20T17:52:45.998408 | hiking_202 | chunk 13 | prompt_tokens=932, candidates_tokens=80, total_tokens=1012
2025-11-20T17:52:49.102504 | hiking_159 | chunk 0 | prompt_tokens=332, candidates_tokens=46, total_tokens=378
2025-11-20T17:52:57.696792 | hiking_159 | chunk 1 | prompt_tokens=2007, candidates_tokens=121, total_tokens=2128
2025-11-20T17:53:03.181830 | hiking_159 | chunk 2 | prompt_tokens=1857, candidates_tokens=105, total_tokens=1962
2025-11-20T17:53:11.117868 | hiking_159 | chunk 3 | prompt_tokens=1632, candidates_tokens=131, total_tokens=1763
2025-11-20T17:53:19.651292 | hiking_159 | chunk 4 | prompt_tokens=1782, candidates_tokens=153, total_tokens=1935
2025-11-20T17:53:25.347693 | hiking_159 | chunk 5 | prompt_tokens=1307, candidates_tokens=115, total_tokens=1422
2025-11-20T17:53:32.166456 | hiking_159 | chunk 6 | prompt_tokens=1032, candidates_tokens=98, total_tokens=1130
2025-11-20T17:53:38.549013 | hiking_159 | chunk 7 | prompt_tokens=932, candidates_tokens=124, total_tokens=1056
2025-11-20T17:53:45.066111 | hiking_159 | chunk 8 | prompt_tokens=982, candidates_tokens=106, total_tokens=1088
2025-11-20T17:53:53.152597 | hiking_159 | chunk 9 | prompt_tokens=1857, candidates_tokens=153, total_tokens=2010
2025-11-20T17:53:57.013034 | hiking_159 | chunk 10 | prompt_tokens=732, candidates_tokens=72, total_tokens=804
2025-11-20T17:54:00.026622 | hiking_159 | chunk 11 | prompt_tokens=432, candidates_tokens=69, total_tokens=501
2025-11-20T17:54:02.897475 | hiking_159 | chunk 12 | prompt_tokens=307, candidates_tokens=91, total_tokens=398
2025-11-20T17:54:07.271968 | hiking_50 | chunk 0 | prompt_tokens=832, candidates_tokens=75, total_tokens=907
2025-11-20T17:54:10.493124 | hiking_50 | chunk 1 | prompt_tokens=607, candidates_tokens=72, total_tokens=679
2025-11-20T17:54:15.943648 | hiking_50 | chunk 2 | prompt_tokens=1907, candidates_tokens=130, total_tokens=2037
2025-11-20T17:54:21.255075 | hiking_50 | chunk 3 | prompt_tokens=1757, candidates_tokens=131, total_tokens=1888
2025-11-20T17:54:27.992799 | hiking_50 | chunk 4 | prompt_tokens=2432, candidates_tokens=168, total_tokens=2600
2025-11-20T17:54:34.453431 | hiking_50 | chunk 5 | prompt_tokens=957, candidates_tokens=78, total_tokens=1035
2025-11-20T17:54:42.783125 | hiking_50 | chunk 6 | prompt_tokens=1757, candidates_tokens=143, total_tokens=1900
2025-11-20T17:54:49.834855 | hiking_50 | chunk 7 | prompt_tokens=1182, candidates_tokens=108, total_tokens=1290
2025-11-20T17:54:53.670520 | hiking_50 | chunk 8 | prompt_tokens=682, candidates_tokens=74, total_tokens=756
2025-11-20T17:54:59.879083 | hiking_50 | chunk 9 | prompt_tokens=907, candidates_tokens=82, total_tokens=989
2025-11-20T17:55:03.840738 | hiking_50 | chunk 10 | prompt_tokens=582, candidates_tokens=95, total_tokens=677
2025-11-20T17:55:09.376481 | hiking_50 | chunk 11 | prompt_tokens=707, candidates_tokens=57, total_tokens=764
2025-11-20T17:55:14.305255 | hiking_50 | chunk 12 | prompt_tokens=757, candidates_tokens=63, total_tokens=820
2025-11-20T17:55:19.695272 | hiking_50 | chunk 13 | prompt_tokens=557, candidates_tokens=68, total_tokens=625
2025-11-20T17:55:27.380563 | hiking_151 | chunk 0 | prompt_tokens=1407, candidates_tokens=126, total_tokens=1533
2025-11-20T17:55:33.147184 | hiking_151 | chunk 1 | prompt_tokens=907, candidates_tokens=66, total_tokens=973
2025-11-20T17:55:39.092385 | hiking_151 | chunk 2 | prompt_tokens=832, candidates_tokens=95, total_tokens=927
2025-11-20T17:55:45.307422 | hiking_151 | chunk 3 | prompt_tokens=882, candidates_tokens=80, total_tokens=962
2025-11-20T17:55:49.098138 | hiking_151 | chunk 4 | prompt_tokens=757, candidates_tokens=95, total_tokens=852
2025-11-20T17:55:59.183422 | hiking_151 | chunk 5 | prompt_tokens=2307, candidates_tokens=182, total_tokens=2489
2025-11-20T17:56:07.930666 | hiking_151 | chunk 6 | prompt_tokens=1482, candidates_tokens=98, total_tokens=1580
2025-11-20T17:56:11.796517 | hiking_151 | chunk 7 | prompt_tokens=707, candidates_tokens=62, total_tokens=769
2025-11-20T17:56:14.968657 | hiking_151 | chunk 8 | prompt_tokens=357, candidates_tokens=61, total_tokens=418
2025-11-20T17:56:20.630536 | hiking_151 | chunk 9 | prompt_tokens=857, candidates_tokens=82, total_tokens=939
2025-11-20T17:56:23.728363 | hiking_151 | chunk 10 | prompt_tokens=407, candidates_tokens=56, total_tokens=463
2025-11-20T17:56:32.166929 | hiking_151 | chunk 11 | prompt_tokens=1382, candidates_tokens=109, total_tokens=1491
2025-11-20T17:56:38.988807 | hiking_151 | chunk 12 | prompt_tokens=1232, candidates_tokens=103, total_tokens=1335
2025-11-20T17:56:47.949489 | hiking_151 | chunk 13 | prompt_tokens=1907, candidates_tokens=100, total_tokens=2007
2025-11-20T17:56:55.465118 | hiking_151 | chunk 14 | prompt_tokens=1332, candidates_tokens=123, total_tokens=1455
2025-11-20T17:57:00.739918 | hiking_241 | chunk 0 | prompt_tokens=907, candidates_tokens=47, total_tokens=954
2025-11-20T17:57:04.041143 | hiking_241 | chunk 1 | prompt_tokens=757, candidates_tokens=48, total_tokens=805
2025-11-20T17:57:09.516840 | hiking_241 | chunk 2 | prompt_tokens=782, candidates_tokens=71, total_tokens=853
2025-11-20T17:57:12.459735 | hiking_241 | chunk 3 | prompt_tokens=457, candidates_tokens=50, total_tokens=507
2025-11-20T17:57:33.560882 | hiking_241 | chunk 4 | prompt_tokens=7907, candidates_tokens=76, total_tokens=7983
2025-11-20T17:57:39.276578 | hiking_241 | chunk 5 | prompt_tokens=782, candidates_tokens=94, total_tokens=876
2025-11-20T17:57:41.940929 | hiking_213 | chunk 0 | prompt_tokens=1107, candidates_tokens=72, total_tokens=1179
2025-11-20T17:57:46.950504 | hiking_213 | chunk 1 | prompt_tokens=557, candidates_tokens=75, total_tokens=632
2025-11-20T17:57:52.005110 | hiking_213 | chunk 2 | prompt_tokens=857, candidates_tokens=68, total_tokens=925
2025-11-20T17:57:54.781985 | hiking_213 | chunk 3 | prompt_tokens=332, candidates_tokens=57, total_tokens=389
2025-11-20T17:58:01.432210 | hiking_213 | chunk 4 | prompt_tokens=1507, candidates_tokens=87, total_tokens=1594
2025-11-20T17:58:04.571811 | hiking_213 | chunk 5 | prompt_tokens=557, candidates_tokens=77, total_tokens=634
2025-11-20T17:58:08.240101 | hiking_213 | chunk 6 | prompt_tokens=1157, candidates_tokens=75, total_tokens=1232
2025-11-20T17:58:15.853842 | hiking_213 | chunk 7 | prompt_tokens=1607, candidates_tokens=97, total_tokens=1704
2025-11-20T17:58:21.980685 | hiking_213 | chunk 8 | prompt_tokens=932, candidates_tokens=86, total_tokens=1018
2025-11-20T17:58:27.343272 | hiking_213 | chunk 9 | prompt_tokens=632, candidates_tokens=81, total_tokens=713
2025-11-20T17:58:34.081976 | hiking_213 | chunk 10 | prompt_tokens=1707, candidates_tokens=122, total_tokens=1829
2025-11-20T17:58:38.733409 | hiking_213 | chunk 11 | prompt_tokens=1257, candidates_tokens=115, total_tokens=1372
2025-11-20T17:58:43.149742 | hiking_213 | chunk 12 | prompt_tokens=1157, candidates_tokens=59, total_tokens=1216
2025-11-20T17:58:46.722418 | hiking_213 | chunk 13 | prompt_tokens=532, candidates_tokens=86, total_tokens=618
2025-11-20T17:58:53.799680 | hiking_213 | chunk 14 | prompt_tokens=1107, candidates_tokens=87, total_tokens=1194
2025-11-20T17:58:58.176824 | hiking_213 | chunk 15 | prompt_tokens=1982, candidates_tokens=57, total_tokens=2039
2025-11-20T17:59:04.987294 | hiking_18 | chunk 0 | prompt_tokens=1507, candidates_tokens=62, total_tokens=1569
2025-11-20T17:59:08.956737 | hiking_18 | chunk 1 | prompt_tokens=357, candidates_tokens=71, total_tokens=428
2025-11-20T17:59:11.895601 | hiking_18 | chunk 2 | prompt_tokens=207, candidates_tokens=48, total_tokens=255
2025-11-20T17:59:17.026003 | hiking_18 | chunk 3 | prompt_tokens=1907, candidates_tokens=120, total_tokens=2027
2025-11-20T17:59:23.348471 | hiking_18 | chunk 4 | prompt_tokens=1407, candidates_tokens=65, total_tokens=1472
2025-11-20T17:59:26.965758 | hiking_18 | chunk 5 | prompt_tokens=857, candidates_tokens=91, total_tokens=948
2025-11-20T17:59:32.535435 | hiking_18 | chunk 6 | prompt_tokens=532, candidates_tokens=95, total_tokens=627
2025-11-20T17:59:38.444892 | hiking_18 | chunk 7 | prompt_tokens=907, candidates_tokens=77, total_tokens=984
2025-11-20T17:59:43.654066 | hiking_18 | chunk 8 | prompt_tokens=1082, candidates_tokens=96, total_tokens=1178
2025-11-20T17:59:54.455486 | hiking_18 | chunk 9 | prompt_tokens=3282, candidates_tokens=143, total_tokens=3425
2025-11-20T18:00:02.210946 | hiking_18 | chunk 10 | prompt_tokens=1282, candidates_tokens=165, total_tokens=1447
2025-11-20T18:00:09.397407 | hiking_18 | chunk 11 | prompt_tokens=1107, candidates_tokens=62, total_tokens=1169
2025-11-20T18:00:16.646028 | hiking_18 | chunk 12 | prompt_tokens=957, candidates_tokens=143, total_tokens=1100
2025-11-20T18:00:22.311482 | hiking_18 | chunk 13 | prompt_tokens=1257, candidates_tokens=93, total_tokens=1350
2025-11-20T18:00:27.066832 | hiking_224 | chunk 0 | prompt_tokens=2207, candidates_tokens=40, total_tokens=2247
2025-11-20T18:00:29.632225 | hiking_224 | chunk 1 | prompt_tokens=232, candidates_tokens=51, total_tokens=283
2025-11-20T18:00:32.237003 | hiking_224 | chunk 2 | prompt_tokens=232, candidates_tokens=58, total_tokens=290
2025-11-20T18:00:37.024336 | hiking_224 | chunk 3 | prompt_tokens=457, candidates_tokens=59, total_tokens=516
2025-11-20T18:00:43.301208 | hiking_224 | chunk 4 | prompt_tokens=1207, candidates_tokens=114, total_tokens=1321
2025-11-20T18:00:52.002055 | hiking_224 | chunk 5 | prompt_tokens=1432, candidates_tokens=79, total_tokens=1511
2025-11-20T18:00:58.234052 | hiking_224 | chunk 6 | prompt_tokens=1432, candidates_tokens=83, total_tokens=1515
2025-11-20T18:01:02.567375 | hiking_224 | chunk 7 | prompt_tokens=907, candidates_tokens=84, total_tokens=991
2025-11-20T18:01:13.034919 | hiking_224 | chunk 8 | prompt_tokens=2782, candidates_tokens=119, total_tokens=2901
2025-11-20T18:01:19.909698 | hiking_224 | chunk 9 | prompt_tokens=1132, candidates_tokens=86, total_tokens=1218
2025-11-20T18:01:25.793175 | hiking_224 | chunk 10 | prompt_tokens=932, candidates_tokens=79, total_tokens=1011
2025-11-20T18:01:29.969264 | hiking_224 | chunk 11 | prompt_tokens=332, candidates_tokens=64, total_tokens=396
2025-11-20T18:01:35.133922 | hiking_224 | chunk 12 | prompt_tokens=782, candidates_tokens=87, total_tokens=869
2025-11-20T18:01:39.583190 | hiking_224 | chunk 13 | prompt_tokens=1332, candidates_tokens=109, total_tokens=1441
2025-11-20T18:01:44.737994 | hiking_224 | chunk 14 | prompt_tokens=757, candidates_tokens=72, total_tokens=829
2025-11-20T18:01:49.036944 | hiking_224 | chunk 15 | prompt_tokens=2682, candidates_tokens=73, total_tokens=2755
2025-11-20T18:02:01.488784 | hiking_184 | chunk 0 | prompt_tokens=3132, candidates_tokens=139, total_tokens=3271
2025-11-20T18:02:08.013565 | hiking_184 | chunk 1 | prompt_tokens=932, candidates_tokens=111, total_tokens=1043
2025-11-20T18:02:15.479507 | hiking_184 | chunk 2 | prompt_tokens=1232, candidates_tokens=138, total_tokens=1370
2025-11-20T18:02:24.382040 | hiking_184 | chunk 3 | prompt_tokens=2082, candidates_tokens=198, total_tokens=2280
2025-11-20T18:02:31.465934 | hiking_184 | chunk 4 | prompt_tokens=1007, candidates_tokens=114, total_tokens=1121
2025-11-20T18:02:41.985092 | hiking_184 | chunk 5 | prompt_tokens=4007, candidates_tokens=83, total_tokens=4090
2025-11-20T18:02:47.583464 | hiking_184 | chunk 6 | prompt_tokens=732, candidates_tokens=68, total_tokens=800
2025-11-20T18:02:52.296976 | hiking_184 | chunk 7 | prompt_tokens=457, candidates_tokens=64, total_tokens=521
2025-11-20T18:02:58.850939 | hiking_184 | chunk 8 | prompt_tokens=1782, candidates_tokens=146, total_tokens=1928
2025-11-20T18:03:02.425901 | hiking_184 | chunk 9 | prompt_tokens=957, candidates_tokens=77, total_tokens=1034
2025-11-20T18:03:10.781861 | hiking_227 | chunk 0 | prompt_tokens=1682, candidates_tokens=156, total_tokens=1838
2025-11-20T18:03:15.808571 | hiking_227 | chunk 1 | prompt_tokens=932, candidates_tokens=112, total_tokens=1044
2025-11-20T18:03:19.723268 | hiking_227 | chunk 2 | prompt_tokens=482, candidates_tokens=61, total_tokens=543
2025-11-20T18:03:24.907088 | hiking_227 | chunk 3 | prompt_tokens=782, candidates_tokens=96, total_tokens=878
2025-11-20T18:03:30.687185 | hiking_227 | chunk 4 | prompt_tokens=807, candidates_tokens=89, total_tokens=896
2025-11-20T18:03:41.499880 | hiking_227 | chunk 5 | prompt_tokens=2332, candidates_tokens=92, total_tokens=2424
2025-11-20T18:03:50.109705 | hiking_227 | chunk 6 | prompt_tokens=1757, candidates_tokens=210, total_tokens=1967
2025-11-20T18:03:54.984022 | hiking_227 | chunk 7 | prompt_tokens=1257, candidates_tokens=101, total_tokens=1358
2025-11-20T18:03:58.611498 | hiking_227 | chunk 8 | prompt_tokens=557, candidates_tokens=50, total_tokens=607
2025-11-20T18:04:03.389951 | hiking_227 | chunk 9 | prompt_tokens=1107, candidates_tokens=130, total_tokens=1237
2025-11-20T18:04:10.370181 | hiking_227 | chunk 10 | prompt_tokens=1257, candidates_tokens=106, total_tokens=1363
2025-11-20T18:04:16.289940 | hiking_227 | chunk 11 | prompt_tokens=732, candidates_tokens=104, total_tokens=836
2025-11-20T18:04:24.117491 | hiking_227 | chunk 12 | prompt_tokens=1357, candidates_tokens=117, total_tokens=1474
2025-11-20T18:04:29.040879 | hiking_206 | chunk 0 | prompt_tokens=1207, candidates_tokens=153, total_tokens=1360
2025-11-20T18:04:34.434869 | hiking_206 | chunk 1 | prompt_tokens=1682, candidates_tokens=149, total_tokens=1831
2025-11-20T18:04:43.119732 | hiking_206 | chunk 2 | prompt_tokens=2282, candidates_tokens=134, total_tokens=2416
2025-11-20T18:04:49.796623 | hiking_206 | chunk 3 | prompt_tokens=1407, candidates_tokens=99, total_tokens=1506
