2025-11-20T17:56:03.221967 | political_interviews_49 | chunk 0 | prompt_tokens=20921, candidates_tokens=304, total_tokens=21225
2025-11-20T18:00:49.038983 | political_interviews_282 | chunk 4 | prompt_tokens=6047, candidates_tokens=200, total_tokens=6247
2025-11-20T18:00:58.553142 | political_interviews_282 | chunk 5 | prompt_tokens=10292, candidates_tokens=222, total_tokens=10514
2025-11-20T18:01:09.735982 | political_interviews_282 | chunk 6 | prompt_tokens=10550, candidates_tokens=213, total_tokens=10763
2025-11-20T18:01:24.309849 | political_interviews_282 | chunk 7 | prompt_tokens=17084, candidates_tokens=199, total_tokens=17283
2025-11-20T18:01:35.494442 | political_interviews_282 | chunk 8 | prompt_tokens=10758, candidates_tokens=264, total_tokens=11022
2025-11-20T18:01:44.506346 | political_interviews_282 | chunk 9 | prompt_tokens=17550, candidates_tokens=253, total_tokens=17803
2025-11-20T18:01:54.002907 | political_interviews_282 | chunk 10 | prompt_tokens=7720, candidates_tokens=263, total_tokens=7983
2025-11-20T18:02:00.097371 | political_interviews_282 | chunk 11 | prompt_tokens=6771, candidates_tokens=236, total_tokens=7007
2025-11-20T18:02:10.904776 | political_interviews_282 | chunk 12 | prompt_tokens=10500, candidates_tokens=246, total_tokens=10746
2025-11-20T18:02:18.466965 | political_interviews_282 | chunk 13 | prompt_tokens=12248, candidates_tokens=337, total_tokens=12585
2025-11-20T18:02:24.816634 | political_interviews_460 | chunk 0 | prompt_tokens=5073, candidates_tokens=162, total_tokens=5235
2025-11-20T18:02:31.728218 | political_interviews_460 | chunk 1 | prompt_tokens=5406, candidates_tokens=224, total_tokens=5630
2025-11-20T18:02:40.866198 | political_interviews_460 | chunk 2 | prompt_tokens=5456, candidates_tokens=211, total_tokens=5667
2025-11-20T18:02:50.759198 | political_interviews_460 | chunk 3 | prompt_tokens=14512, candidates_tokens=198, total_tokens=14710
2025-11-20T18:03:00.560579 | political_interviews_460 | chunk 4 | prompt_tokens=8286, candidates_tokens=210, total_tokens=8496
2025-11-20T18:03:06.607052 | political_interviews_460 | chunk 5 | prompt_tokens=4274, candidates_tokens=134, total_tokens=4408
2025-11-20T18:03:15.598287 | political_interviews_460 | chunk 6 | prompt_tokens=6588, candidates_tokens=173, total_tokens=6761
2025-11-20T18:03:25.609708 | political_interviews_460 | chunk 7 | prompt_tokens=8236, candidates_tokens=173, total_tokens=8409
2025-11-20T18:03:47.690705 | political_interviews_460 | chunk 8 | prompt_tokens=24650, candidates_tokens=202, total_tokens=24852
2025-11-20T18:03:56.270042 | political_interviews_460 | chunk 9 | prompt_tokens=12764, candidates_tokens=183, total_tokens=12947
2025-11-20T18:04:09.767152 | political_interviews_460 | chunk 10 | prompt_tokens=16468, candidates_tokens=159, total_tokens=16627
2025-11-20T18:04:21.855003 | political_interviews_460 | chunk 11 | prompt_tokens=12556, candidates_tokens=243, total_tokens=12799
2025-11-20T18:04:34.671314 | political_interviews_158 | chunk 0 | prompt_tokens=11324, candidates_tokens=362, total_tokens=11686
2025-11-20T18:04:44.943925 | political_interviews_158 | chunk 1 | prompt_tokens=6047, candidates_tokens=223, total_tokens=6270
2025-11-20T18:04:51.584689 | political_interviews_158 | chunk 2 | prompt_tokens=1702, candidates_tokens=179, total_tokens=1881
2025-11-20T18:05:00.313674 | political_interviews_158 | chunk 3 | prompt_tokens=2293, candidates_tokens=213, total_tokens=2506
2025-11-20T18:05:07.677075 | political_interviews_158 | chunk 4 | prompt_tokens=9443, candidates_tokens=246, total_tokens=9689
2025-11-20T18:05:18.634664 | political_interviews_158 | chunk 5 | prompt_tokens=13613, candidates_tokens=253, total_tokens=13866
2025-11-20T18:05:29.834119 | political_interviews_158 | chunk 6 | prompt_tokens=13047, candidates_tokens=295, total_tokens=13342
2025-11-20T18:05:37.715297 | political_interviews_158 | chunk 7 | prompt_tokens=10883, candidates_tokens=242, total_tokens=11125
2025-11-20T18:05:48.377182 | political_interviews_158 | chunk 8 | prompt_tokens=9393, candidates_tokens=289, total_tokens=9682
2025-11-20T18:05:55.207382 | political_interviews_158 | chunk 9 | prompt_tokens=6280, candidates_tokens=227, total_tokens=6507
2025-11-20T18:06:02.817130 | political_interviews_158 | chunk 10 | prompt_tokens=9934, candidates_tokens=243, total_tokens=10177
2025-11-20T18:06:13.442456 | political_interviews_158 | chunk 11 | prompt_tokens=13946, candidates_tokens=223, total_tokens=14169
2025-11-20T18:06:24.834218 | political_interviews_158 | chunk 12 | prompt_tokens=8336, candidates_tokens=291, total_tokens=8627
2025-11-20T18:06:32.731144 | political_interviews_158 | chunk 13 | prompt_tokens=11915, candidates_tokens=225, total_tokens=12140
2025-11-20T18:06:46.506936 | political_interviews_158 | chunk 14 | prompt_tokens=20763, candidates_tokens=260, total_tokens=21023
2025-11-20T18:06:53.468722 | political_interviews_244 | chunk 0 | prompt_tokens=10600, candidates_tokens=192, total_tokens=10792
2025-11-20T18:07:02.234178 | political_interviews_244 | chunk 1 | prompt_tokens=20197, candidates_tokens=232, total_tokens=20429
2025-11-20T18:07:12.164848 | political_interviews_244 | chunk 2 | prompt_tokens=7953, candidates_tokens=132, total_tokens=8085
2025-11-20T18:07:18.864306 | political_interviews_244 | chunk 3 | prompt_tokens=3991, candidates_tokens=182, total_tokens=4173
2025-11-20T18:07:26.013306 | political_interviews_244 | chunk 4 | prompt_tokens=11399, candidates_tokens=212, total_tokens=11611
2025-11-20T18:07:33.721224 | political_interviews_244 | chunk 5 | prompt_tokens=5431, candidates_tokens=120, total_tokens=5551
2025-11-20T18:07:40.590708 | political_interviews_244 | chunk 6 | prompt_tokens=12506, candidates_tokens=144, total_tokens=12650
2025-11-20T18:07:46.729909 | political_interviews_244 | chunk 7 | prompt_tokens=6821, candidates_tokens=180, total_tokens=7001
2025-11-20T18:07:54.924093 | political_interviews_244 | chunk 8 | prompt_tokens=8544, candidates_tokens=147, total_tokens=8691
2025-11-20T18:08:01.593355 | political_interviews_244 | chunk 9 | prompt_tokens=9984, candidates_tokens=147, total_tokens=10131
2025-11-20T18:08:11.483479 | political_interviews_244 | chunk 10 | prompt_tokens=20455, candidates_tokens=241, total_tokens=20696
2025-11-20T18:08:24.783692 | political_interviews_252 | chunk 0 | prompt_tokens=23618, candidates_tokens=209, total_tokens=23827
2025-11-20T18:08:35.702145 | political_interviews_252 | chunk 1 | prompt_tokens=11374, candidates_tokens=151, total_tokens=11525
2025-11-20T18:08:44.073362 | political_interviews_252 | chunk 2 | prompt_tokens=5198, candidates_tokens=162, total_tokens=5360
2025-11-20T18:08:52.014029 | political_interviews_252 | chunk 3 | prompt_tokens=10217, candidates_tokens=193, total_tokens=10410
2025-11-20T18:09:02.238664 | political_interviews_252 | chunk 4 | prompt_tokens=8852, candidates_tokens=197, total_tokens=9049
2025-11-20T18:09:13.667426 | political_interviews_252 | chunk 5 | prompt_tokens=7079, candidates_tokens=248, total_tokens=7327
2025-11-20T18:09:23.393812 | political_interviews_252 | chunk 6 | prompt_tokens=8311, candidates_tokens=173, total_tokens=8484
2025-11-20T18:09:30.973987 | political_interviews_252 | chunk 7 | prompt_tokens=11990, candidates_tokens=194, total_tokens=12184
2025-11-20T18:09:40.079926 | political_interviews_252 | chunk 8 | prompt_tokens=14437, candidates_tokens=200, total_tokens=14637
2025-11-20T18:09:46.817612 | political_interviews_252 | chunk 9 | prompt_tokens=4066, candidates_tokens=111, total_tokens=4177
2025-11-20T18:09:56.836306 | political_interviews_252 | chunk 10 | prompt_tokens=7720, candidates_tokens=158, total_tokens=7878
2025-11-20T18:10:06.897003 | political_interviews_252 | chunk 11 | prompt_tokens=14537, candidates_tokens=175, total_tokens=14712
2025-11-20T18:10:22.713150 | political_interviews_252 | chunk 12 | prompt_tokens=22669, candidates_tokens=227, total_tokens=22896
2025-11-20T18:10:37.094910 | political_interviews_479 | chunk 0 | prompt_tokens=23751, candidates_tokens=328, total_tokens=24079
2025-11-20T18:10:45.935432 | political_interviews_479 | chunk 1 | prompt_tokens=9343, candidates_tokens=163, total_tokens=9506
2025-11-20T18:10:55.131306 | political_interviews_479 | chunk 2 | prompt_tokens=17575, candidates_tokens=175, total_tokens=17750
2025-11-20T18:11:03.757484 | political_interviews_479 | chunk 3 | prompt_tokens=18141, candidates_tokens=203, total_tokens=18344
2025-11-20T18:11:12.758941 | political_interviews_479 | chunk 4 | prompt_tokens=20172, candidates_tokens=191, total_tokens=20363
2025-11-20T18:11:45.058145 | political_interviews_479 | chunk 5 | prompt_tokens=8777, candidates_tokens=185, total_tokens=8962
2025-11-20T18:11:53.517168 | political_interviews_479 | chunk 6 | prompt_tokens=10858, candidates_tokens=120, total_tokens=10978
2025-11-20T18:12:00.430914 | political_interviews_479 | chunk 7 | prompt_tokens=8802, candidates_tokens=202, total_tokens=9004
2025-11-20T18:12:11.906696 | political_interviews_437 | chunk 0 | prompt_tokens=10192, candidates_tokens=157, total_tokens=10349
2025-11-20T18:12:27.062484 | political_interviews_437 | chunk 1 | prompt_tokens=3217, candidates_tokens=215, total_tokens=3432
2025-11-20T18:12:36.647358 | political_interviews_437 | chunk 2 | prompt_tokens=5664, candidates_tokens=139, total_tokens=5803
2025-11-20T18:12:44.284461 | political_interviews_437 | chunk 3 | prompt_tokens=7437, candidates_tokens=151, total_tokens=7588
2025-11-20T18:12:53.501191 | political_interviews_437 | chunk 4 | prompt_tokens=8028, candidates_tokens=157, total_tokens=8185
2025-11-20T18:13:06.379938 | political_interviews_437 | chunk 5 | prompt_tokens=16443, candidates_tokens=167, total_tokens=16610
2025-11-20T18:13:13.119058 | political_interviews_437 | chunk 6 | prompt_tokens=9160, candidates_tokens=182, total_tokens=9342
2025-11-20T18:13:20.252963 | political_interviews_437 | chunk 7 | prompt_tokens=7054, candidates_tokens=147, total_tokens=7201
2025-11-20T18:13:27.368215 | political_interviews_437 | chunk 8 | prompt_tokens=7720, candidates_tokens=132, total_tokens=7852
2025-11-20T18:13:36.538597 | political_interviews_437 | chunk 9 | prompt_tokens=7179, candidates_tokens=176, total_tokens=7355
2025-11-20T18:13:44.323589 | political_interviews_437 | chunk 10 | prompt_tokens=4041, candidates_tokens=141, total_tokens=4182
2025-11-20T18:13:56.006221 | political_interviews_437 | chunk 11 | prompt_tokens=9676, candidates_tokens=191, total_tokens=9867
2025-11-20T18:14:08.169751 | political_interviews_437 | chunk 12 | prompt_tokens=11632, candidates_tokens=143, total_tokens=11775
2025-11-20T18:14:15.259923 | political_interviews_437 | chunk 13 | prompt_tokens=9418, candidates_tokens=185, total_tokens=9603
2025-11-20T18:14:23.460866 | political_interviews_522 | chunk 0 | prompt_tokens=3375, candidates_tokens=233, total_tokens=3608
2025-11-20T18:14:33.605357 | political_interviews_522 | chunk 1 | prompt_tokens=11374, candidates_tokens=193, total_tokens=11567
2025-11-20T18:14:45.764201 | political_interviews_522 | chunk 2 | prompt_tokens=14229, candidates_tokens=227, total_tokens=14456
2025-11-20T18:14:58.130329 | political_interviews_522 | chunk 3 | prompt_tokens=20197, candidates_tokens=196, total_tokens=20393
2025-11-20T18:15:08.625598 | political_interviews_522 | chunk 4 | prompt_tokens=11424, candidates_tokens=215, total_tokens=11639
2025-11-20T18:15:15.523891 | political_interviews_522 | chunk 5 | prompt_tokens=3758, candidates_tokens=189, total_tokens=3947
2025-11-20T18:15:25.316195 | political_interviews_522 | chunk 6 | prompt_tokens=9110, candidates_tokens=265, total_tokens=9375
2025-11-20T18:15:31.974902 | political_interviews_522 | chunk 7 | prompt_tokens=4557, candidates_tokens=190, total_tokens=4747
2025-11-20T18:15:38.723450 | political_interviews_522 | chunk 8 | prompt_tokens=5098, candidates_tokens=200, total_tokens=5298
2025-11-20T18:15:45.624159 | political_interviews_522 | chunk 9 | prompt_tokens=8261, candidates_tokens=193, total_tokens=8454
2025-11-20T18:15:57.702159 | political_interviews_522 | chunk 10 | prompt_tokens=15078, candidates_tokens=179, total_tokens=15257
2025-11-20T18:16:11.135189 | political_interviews_522 | chunk 11 | prompt_tokens=19581, candidates_tokens=230, total_tokens=19811
2025-11-20T18:16:21.836688 | political_interviews_522 | chunk 12 | prompt_tokens=11116, candidates_tokens=201, total_tokens=11317
2025-11-20T18:16:29.684794 | political_interviews_522 | chunk 13 | prompt_tokens=3475, candidates_tokens=202, total_tokens=3677
2025-11-20T18:16:37.301961 | political_interviews_283 | chunk 0 | prompt_tokens=7079, candidates_tokens=220, total_tokens=7299
2025-11-20T18:16:57.210936 | political_interviews_283 | chunk 1 | prompt_tokens=23876, candidates_tokens=181, total_tokens=24057
2025-11-20T18:17:07.397769 | political_interviews_283 | chunk 2 | prompt_tokens=19323, candidates_tokens=235, total_tokens=19558
2025-11-20T18:17:35.875627 | political_interviews_283 | chunk 3 | prompt_tokens=20172, candidates_tokens=174, total_tokens=20346
2025-11-20T18:17:50.271048 | political_interviews_283 | chunk 4 | prompt_tokens=13047, candidates_tokens=194, total_tokens=13241
2025-11-20T18:18:01.363217 | political_interviews_283 | chunk 5 | prompt_tokens=6588, candidates_tokens=246, total_tokens=6834
2025-11-20T18:18:16.378238 | political_interviews_283 | chunk 6 | prompt_tokens=13047, candidates_tokens=198, total_tokens=13245
2025-11-20T18:18:26.409370 | political_interviews_283 | chunk 7 | prompt_tokens=10833, candidates_tokens=159, total_tokens=10992
2025-11-20T18:18:33.739586 | political_interviews_283 | chunk 8 | prompt_tokens=2551, candidates_tokens=199, total_tokens=2750
2025-11-20T18:18:41.692843 | political_interviews_283 | chunk 9 | prompt_tokens=7978, candidates_tokens=221, total_tokens=8199
2025-11-20T18:18:51.247199 | political_interviews_283 | chunk 10 | prompt_tokens=17550, candidates_tokens=206, total_tokens=17756
2025-11-20T18:18:57.355242 | political_interviews_283 | chunk 11 | prompt_tokens=5148, candidates_tokens=192, total_tokens=5340
2025-11-20T18:19:08.201499 | political_interviews_283 | chunk 12 | prompt_tokens=8519, candidates_tokens=243, total_tokens=8762
2025-11-20T18:19:21.635635 | political_interviews_283 | chunk 13 | prompt_tokens=10550, candidates_tokens=271, total_tokens=10821
2025-11-20T18:19:29.629536 | political_interviews_413 | chunk 0 | prompt_tokens=8186, candidates_tokens=344, total_tokens=8530
2025-11-20T18:19:45.988528 | political_interviews_413 | chunk 1 | prompt_tokens=23518, candidates_tokens=513, total_tokens=24031
2025-11-20T18:19:57.861167 | political_interviews_413 | chunk 2 | prompt_tokens=14204, candidates_tokens=192, total_tokens=14396
2025-11-20T18:20:06.735506 | political_interviews_413 | chunk 3 | prompt_tokens=8544, candidates_tokens=282, total_tokens=8826
2025-11-20T18:20:22.551826 | political_interviews_413 | chunk 4 | prompt_tokens=23285, candidates_tokens=644, total_tokens=23929
2025-11-20T18:20:36.149539 | political_interviews_413 | chunk 5 | prompt_tokens=24367, candidates_tokens=355, total_tokens=24722
2025-11-20T18:20:44.885480 | political_interviews_413 | chunk 6 | prompt_tokens=11041, candidates_tokens=375, total_tokens=11416
2025-11-20T18:20:51.914177 | political_interviews_413 | chunk 7 | prompt_tokens=4274, candidates_tokens=171, total_tokens=4445
2025-11-20T18:21:00.315234 | political_interviews_413 | chunk 8 | prompt_tokens=9701, candidates_tokens=203, total_tokens=9904
2025-11-20T18:21:09.992991 | political_interviews_413 | chunk 9 | prompt_tokens=16160, candidates_tokens=439, total_tokens=16599
2025-11-20T18:21:19.227108 | political_interviews_413 | chunk 10 | prompt_tokens=15927, candidates_tokens=485, total_tokens=16412
2025-11-20T18:21:32.549980 | political_interviews_413 | chunk 11 | prompt_tokens=14487, candidates_tokens=460, total_tokens=14947
2025-11-20T18:21:40.541804 | political_interviews_515 | chunk 0 | prompt_tokens=5764, candidates_tokens=191, total_tokens=5955
2025-11-20T18:21:49.905192 | political_interviews_515 | chunk 1 | prompt_tokens=8594, candidates_tokens=199, total_tokens=8793
2025-11-20T18:22:00.263696 | political_interviews_515 | chunk 2 | prompt_tokens=11965, candidates_tokens=166, total_tokens=12131
2025-11-20T18:22:07.866996 | political_interviews_515 | chunk 3 | prompt_tokens=7179, candidates_tokens=157, total_tokens=7336
2025-11-20T18:22:15.015165 | political_interviews_515 | chunk 4 | prompt_tokens=6047, candidates_tokens=171, total_tokens=6218
2025-11-20T18:22:20.680955 | political_interviews_515 | chunk 5 | prompt_tokens=1186, candidates_tokens=140, total_tokens=1326
2025-11-20T18:22:30.317972 | political_interviews_515 | chunk 6 | prompt_tokens=15927, candidates_tokens=165, total_tokens=16092
2025-11-20T18:22:35.820396 | political_interviews_515 | chunk 7 | prompt_tokens=1752, candidates_tokens=176, total_tokens=1928
2025-11-20T18:22:46.027689 | political_interviews_515 | chunk 8 | prompt_tokens=11299, candidates_tokens=236, total_tokens=11535
2025-11-20T18:22:53.612769 | political_interviews_515 | chunk 9 | prompt_tokens=9676, candidates_tokens=172, total_tokens=9848
2025-11-20T18:22:59.142255 | political_interviews_515 | chunk 10 | prompt_tokens=8544, candidates_tokens=148, total_tokens=8692
2025-11-20T18:23:09.537005 | political_interviews_515 | chunk 11 | prompt_tokens=12531, candidates_tokens=152, total_tokens=12683
2025-11-20T18:23:18.005280 | political_interviews_515 | chunk 12 | prompt_tokens=11607, candidates_tokens=156, total_tokens=11763
2025-11-20T18:23:23.065023 | political_interviews_515 | chunk 13 | prompt_tokens=928, candidates_tokens=133, total_tokens=1061
2025-11-20T18:23:32.466824 | political_interviews_314 | chunk 0 | prompt_tokens=14129, candidates_tokens=241, total_tokens=14370
2025-11-20T18:23:48.371608 | political_interviews_314 | chunk 1 | prompt_tokens=17575, candidates_tokens=160, total_tokens=17735
2025-11-20T18:24:01.580606 | political_interviews_314 | chunk 2 | prompt_tokens=14487, candidates_tokens=214, total_tokens=14701
2025-11-20T18:24:12.024541 | political_interviews_314 | chunk 3 | prompt_tokens=18449, candidates_tokens=253, total_tokens=18702
2025-11-20T18:24:24.412495 | political_interviews_314 | chunk 4 | prompt_tokens=18141, candidates_tokens=244, total_tokens=18385
2025-11-20T18:24:40.663067 | political_interviews_314 | chunk 5 | prompt_tokens=20355, candidates_tokens=162, total_tokens=20517
2025-11-20T18:24:51.948296 | political_interviews_314 | chunk 6 | prompt_tokens=20738, candidates_tokens=204, total_tokens=20942
2025-11-20T18:25:07.782210 | political_interviews_314 | chunk 7 | prompt_tokens=17342, candidates_tokens=250, total_tokens=17592
2025-11-20T18:25:20.875723 | political_interviews_26 | chunk 0 | prompt_tokens=4507, candidates_tokens=156, total_tokens=4663
2025-11-20T18:25:27.293420 | political_interviews_26 | chunk 1 | prompt_tokens=4507, candidates_tokens=202, total_tokens=4709
2025-11-20T18:25:40.129189 | political_interviews_26 | chunk 2 | prompt_tokens=9160, candidates_tokens=214, total_tokens=9374
2025-11-20T18:25:50.877444 | political_interviews_26 | chunk 3 | prompt_tokens=8311, candidates_tokens=272, total_tokens=8583
2025-11-20T18:25:57.963100 | political_interviews_26 | chunk 4 | prompt_tokens=4299, candidates_tokens=171, total_tokens=4470
2025-11-20T18:26:11.759561 | political_interviews_26 | chunk 5 | prompt_tokens=12839, candidates_tokens=251, total_tokens=13090
2025-11-20T18:26:23.672477 | political_interviews_26 | chunk 6 | prompt_tokens=10783, candidates_tokens=300, total_tokens=11083
2025-11-20T18:26:29.361207 | political_interviews_26 | chunk 7 | prompt_tokens=2268, candidates_tokens=183, total_tokens=2451
2025-11-20T18:26:36.960782 | political_interviews_26 | chunk 8 | prompt_tokens=2601, candidates_tokens=200, total_tokens=2801
2025-11-20T18:26:51.748844 | political_interviews_26 | chunk 9 | prompt_tokens=21021, candidates_tokens=197, total_tokens=21218
2025-11-20T18:27:03.425497 | political_interviews_26 | chunk 10 | prompt_tokens=13663, candidates_tokens=211, total_tokens=13874
2025-11-20T18:27:09.841197 | political_interviews_26 | chunk 11 | prompt_tokens=7054, candidates_tokens=145, total_tokens=7199
2025-11-20T18:27:15.972032 | political_interviews_26 | chunk 12 | prompt_tokens=7978, candidates_tokens=137, total_tokens=8115
2025-11-20T18:27:20.994678 | political_interviews_26 | chunk 13 | prompt_tokens=1702, candidates_tokens=229, total_tokens=1931
2025-11-20T18:27:30.905120 | political_interviews_26 | chunk 14 | prompt_tokens=5664, candidates_tokens=237, total_tokens=5901
2025-11-20T18:27:44.722594 | political_interviews_26 | chunk 15 | prompt_tokens=17625, candidates_tokens=236, total_tokens=17861
2025-11-20T18:27:54.135228 | political_interviews_361 | chunk 0 | prompt_tokens=15927, candidates_tokens=209, total_tokens=16136
2025-11-20T18:28:07.599978 | political_interviews_361 | chunk 1 | prompt_tokens=21820, candidates_tokens=146, total_tokens=21966
2025-11-20T18:28:19.122274 | political_interviews_361 | chunk 2 | prompt_tokens=15952, candidates_tokens=191, total_tokens=16143
2025-11-20T18:28:26.026631 | political_interviews_361 | chunk 3 | prompt_tokens=10575, candidates_tokens=157, total_tokens=10732
2025-11-20T18:28:32.932944 | political_interviews_361 | chunk 4 | prompt_tokens=5406, candidates_tokens=162, total_tokens=5568
2025-11-20T18:28:40.394694 | political_interviews_361 | chunk 5 | prompt_tokens=8286, candidates_tokens=181, total_tokens=8467
2025-11-20T18:28:46.758525 | political_interviews_361 | chunk 6 | prompt_tokens=6280, candidates_tokens=157, total_tokens=6437
2025-11-20T18:28:55.949484 | political_interviews_361 | chunk 7 | prompt_tokens=11324, candidates_tokens=143, total_tokens=11467
2025-11-20T18:29:05.067828 | political_interviews_361 | chunk 8 | prompt_tokens=10575, candidates_tokens=155, total_tokens=10730
2025-11-20T18:29:16.500474 | political_interviews_361 | chunk 9 | prompt_tokens=14154, candidates_tokens=238, total_tokens=14392
2025-11-20T18:29:25.830103 | political_interviews_60 | chunk 0 | prompt_tokens=7770, candidates_tokens=208, total_tokens=7978
2025-11-20T18:29:33.085307 | political_interviews_60 | chunk 1 | prompt_tokens=1469, candidates_tokens=160, total_tokens=1629
2025-11-20T18:29:42.583893 | political_interviews_60 | chunk 2 | prompt_tokens=11374, candidates_tokens=218, total_tokens=11592
2025-11-20T18:29:56.309077 | political_interviews_60 | chunk 3 | prompt_tokens=17242, candidates_tokens=287, total_tokens=17529
2025-11-20T18:30:11.562776 | political_interviews_271 | chunk 0 | prompt_tokens=17808, candidates_tokens=289, total_tokens=18097
2025-11-20T18:30:18.153780 | political_interviews_271 | chunk 1 | prompt_tokens=3192, candidates_tokens=248, total_tokens=3440
2025-11-20T18:30:25.477799 | political_interviews_271 | chunk 2 | prompt_tokens=15003, candidates_tokens=197, total_tokens=15200
2025-11-20T18:30:32.831433 | political_interviews_271 | chunk 3 | prompt_tokens=10292, candidates_tokens=196, total_tokens=10488
2025-11-20T18:30:41.736451 | political_interviews_271 | chunk 4 | prompt_tokens=9135, candidates_tokens=197, total_tokens=9332
2025-11-20T18:30:52.761115 | political_interviews_271 | chunk 5 | prompt_tokens=11016, candidates_tokens=205, total_tokens=11221
2025-11-20T18:31:05.677484 | political_interviews_271 | chunk 6 | prompt_tokens=16701, candidates_tokens=262, total_tokens=16963
2025-11-20T18:31:11.915549 | political_interviews_271 | chunk 7 | prompt_tokens=7204, candidates_tokens=149, total_tokens=7353
2025-11-20T18:31:25.579332 | political_interviews_271 | chunk 8 | prompt_tokens=21870, candidates_tokens=235, total_tokens=22105
2025-11-20T18:31:33.315051 | political_interviews_271 | chunk 9 | prompt_tokens=13921, candidates_tokens=215, total_tokens=14136
2025-11-20T18:31:42.467275 | political_interviews_271 | chunk 10 | prompt_tokens=10758, candidates_tokens=179, total_tokens=10937
2025-11-20T18:31:51.331000 | political_interviews_271 | chunk 11 | prompt_tokens=7645, candidates_tokens=242, total_tokens=7887
2025-11-20T18:31:58.267939 | political_interviews_271 | chunk 12 | prompt_tokens=13022, candidates_tokens=188, total_tokens=13210
