2025-11-21T00:29:18.490083 | software_tutorials_40 | chunk 0 | prompt_tokens=8777, candidates_tokens=270, total_tokens=9047
2025-11-21T00:41:24.967011 | software_tutorials_269 | chunk 14 | prompt_tokens=15336, candidates_tokens=204, total_tokens=15540
2025-11-21T00:41:35.216378 | software_tutorials_269 | chunk 15 | prompt_tokens=9418, candidates_tokens=183, total_tokens=9601
2025-11-21T00:41:41.477134 | software_tutorials_269 | chunk 16 | prompt_tokens=9393, candidates_tokens=161, total_tokens=9554
2025-11-21T00:41:53.524064 | software_tutorials_284 | chunk 0 | prompt_tokens=10142, candidates_tokens=182, total_tokens=10324
2025-11-21T00:42:02.614652 | software_tutorials_284 | chunk 1 | prompt_tokens=6180, candidates_tokens=197, total_tokens=6377
2025-11-21T00:42:09.067117 | software_tutorials_284 | chunk 2 | prompt_tokens=5664, candidates_tokens=155, total_tokens=5819
2025-11-21T00:42:25.455323 | software_tutorials_284 | chunk 3 | prompt_tokens=5614, candidates_tokens=145, total_tokens=5759
2025-11-21T00:42:36.981277 | software_tutorials_284 | chunk 4 | prompt_tokens=13638, candidates_tokens=120, total_tokens=13758
2025-11-21T00:42:42.382258 | software_tutorials_284 | chunk 5 | prompt_tokens=2110, candidates_tokens=91, total_tokens=2201
2025-11-21T00:42:57.384525 | software_tutorials_284 | chunk 6 | prompt_tokens=25965, candidates_tokens=158, total_tokens=26123
2025-11-21T00:43:22.582644 | software_tutorials_284 | chunk 7 | prompt_tokens=33190, candidates_tokens=154, total_tokens=33344
2025-11-21T00:43:35.641022 | software_tutorials_284 | chunk 8 | prompt_tokens=13663, candidates_tokens=211, total_tokens=13874
2025-11-21T00:43:42.947559 | software_tutorials_284 | chunk 9 | prompt_tokens=5198, candidates_tokens=176, total_tokens=5374
2025-11-21T00:43:49.373329 | software_tutorials_284 | chunk 10 | prompt_tokens=4890, candidates_tokens=213, total_tokens=5103
2025-11-21T00:44:01.102512 | software_tutorials_284 | chunk 11 | prompt_tokens=4582, candidates_tokens=169, total_tokens=4751
2025-11-21T00:44:12.129992 | software_tutorials_284 | chunk 12 | prompt_tokens=15261, candidates_tokens=191, total_tokens=15452
2025-11-21T00:44:18.616122 | software_tutorials_33 | chunk 0 | prompt_tokens=6205, candidates_tokens=208, total_tokens=6413
2025-11-21T00:44:30.297836 | software_tutorials_33 | chunk 1 | prompt_tokens=7387, candidates_tokens=221, total_tokens=7608
2025-11-21T00:44:40.959047 | software_tutorials_33 | chunk 2 | prompt_tokens=6330, candidates_tokens=223, total_tokens=6553
2025-11-21T00:44:51.438581 | software_tutorials_33 | chunk 3 | prompt_tokens=8777, candidates_tokens=218, total_tokens=8995
2025-11-21T00:44:57.952240 | software_tutorials_33 | chunk 4 | prompt_tokens=1161, candidates_tokens=234, total_tokens=1395
2025-11-21T00:45:05.200813 | software_tutorials_33 | chunk 5 | prompt_tokens=6305, candidates_tokens=301, total_tokens=6606
2025-11-21T00:45:13.255909 | software_tutorials_33 | chunk 6 | prompt_tokens=6513, candidates_tokens=197, total_tokens=6710
2025-11-21T00:45:20.618564 | software_tutorials_33 | chunk 7 | prompt_tokens=7953, candidates_tokens=189, total_tokens=8142
2025-11-21T00:45:28.089154 | software_tutorials_33 | chunk 8 | prompt_tokens=2859, candidates_tokens=172, total_tokens=3031
2025-11-21T00:45:35.033638 | software_tutorials_33 | chunk 9 | prompt_tokens=6022, candidates_tokens=238, total_tokens=6260
2025-11-21T00:45:52.091784 | software_tutorials_33 | chunk 10 | prompt_tokens=16418, candidates_tokens=262, total_tokens=16680
2025-11-21T00:46:05.187949 | software_tutorials_33 | chunk 11 | prompt_tokens=21895, candidates_tokens=310, total_tokens=22205
2025-11-21T00:46:31.276134 | software_tutorials_33 | chunk 12 | prompt_tokens=39957, candidates_tokens=223, total_tokens=40180
2025-11-21T00:46:39.207533 | software_tutorials_33 | chunk 13 | prompt_tokens=5714, candidates_tokens=186, total_tokens=5900
2025-11-21T00:46:46.370028 | software_tutorials_33 | chunk 14 | prompt_tokens=4066, candidates_tokens=184, total_tokens=4250
2025-11-21T00:46:53.806411 | software_tutorials_33 | chunk 15 | prompt_tokens=3475, candidates_tokens=200, total_tokens=3675
2025-11-21T00:47:02.718142 | software_tutorials_33 | chunk 16 | prompt_tokens=10783, candidates_tokens=294, total_tokens=11077
2025-11-21T00:47:20.043209 | software_tutorials_380 | chunk 0 | prompt_tokens=24725, candidates_tokens=277, total_tokens=25002
2025-11-21T00:47:26.770669 | software_tutorials_380 | chunk 1 | prompt_tokens=5714, candidates_tokens=173, total_tokens=5887
2025-11-21T00:47:37.737964 | software_tutorials_380 | chunk 2 | prompt_tokens=7337, candidates_tokens=135, total_tokens=7472
2025-11-21T00:47:45.393344 | software_tutorials_380 | chunk 3 | prompt_tokens=6230, candidates_tokens=211, total_tokens=6441
2025-11-21T00:47:54.003569 | software_tutorials_380 | chunk 4 | prompt_tokens=5997, candidates_tokens=123, total_tokens=6120
2025-11-21T00:48:03.834912 | software_tutorials_380 | chunk 5 | prompt_tokens=1702, candidates_tokens=217, total_tokens=1919
2025-11-21T00:48:21.967609 | software_tutorials_380 | chunk 6 | prompt_tokens=22361, candidates_tokens=232, total_tokens=22593
2025-11-21T00:48:38.109003 | software_tutorials_380 | chunk 7 | prompt_tokens=19606, candidates_tokens=214, total_tokens=19820
2025-11-21T00:48:46.055327 | software_tutorials_380 | chunk 8 | prompt_tokens=17367, candidates_tokens=175, total_tokens=17542
2025-11-21T00:48:54.471776 | software_tutorials_380 | chunk 9 | prompt_tokens=1702, candidates_tokens=185, total_tokens=1887
2025-11-21T00:49:09.303354 | software_tutorials_79 | chunk 0 | prompt_tokens=16959, candidates_tokens=228, total_tokens=17187
2025-11-21T00:49:30.089034 | software_tutorials_79 | chunk 1 | prompt_tokens=12764, candidates_tokens=302, total_tokens=13066
2025-11-21T00:49:37.338581 | software_tutorials_79 | chunk 2 | prompt_tokens=4274, candidates_tokens=171, total_tokens=4445
2025-11-21T00:49:48.850958 | software_tutorials_79 | chunk 3 | prompt_tokens=12248, candidates_tokens=262, total_tokens=12510
2025-11-21T00:49:58.616940 | software_tutorials_79 | chunk 4 | prompt_tokens=11707, candidates_tokens=202, total_tokens=11909
2025-11-21T00:50:30.066229 | software_tutorials_79 | chunk 5 | prompt_tokens=34322, candidates_tokens=244, total_tokens=34566
2025-11-21T00:50:51.532655 | software_tutorials_79 | chunk 6 | prompt_tokens=23593, candidates_tokens=202, total_tokens=23795
2025-11-21T00:50:59.518653 | software_tutorials_79 | chunk 7 | prompt_tokens=2035, candidates_tokens=177, total_tokens=2212
2025-11-21T00:51:17.201502 | software_tutorials_251 | chunk 0 | prompt_tokens=11324, candidates_tokens=162, total_tokens=11486
2025-11-21T00:51:27.655415 | software_tutorials_251 | chunk 1 | prompt_tokens=11374, candidates_tokens=190, total_tokens=11564
2025-11-21T00:52:02.668091 | software_tutorials_251 | chunk 2 | prompt_tokens=14487, candidates_tokens=180, total_tokens=14667
2025-11-21T00:52:14.197223 | software_tutorials_251 | chunk 3 | prompt_tokens=10783, candidates_tokens=187, total_tokens=10970
2025-11-21T00:52:22.718291 | software_tutorials_251 | chunk 4 | prompt_tokens=6230, candidates_tokens=145, total_tokens=6375
2025-11-21T00:52:44.835125 | software_tutorials_251 | chunk 5 | prompt_tokens=17550, candidates_tokens=210, total_tokens=17760
2025-11-21T00:52:55.201059 | software_tutorials_251 | chunk 6 | prompt_tokens=16701, candidates_tokens=206, total_tokens=16907
2025-11-21T00:53:03.394910 | software_tutorials_251 | chunk 7 | prompt_tokens=4632, candidates_tokens=145, total_tokens=4777
2025-11-21T00:53:12.489655 | software_tutorials_251 | chunk 8 | prompt_tokens=9035, candidates_tokens=241, total_tokens=9276
2025-11-21T00:53:25.556624 | software_tutorials_251 | chunk 9 | prompt_tokens=8494, candidates_tokens=199, total_tokens=8693
2025-11-21T00:53:34.684409 | software_tutorials_251 | chunk 10 | prompt_tokens=9135, candidates_tokens=183, total_tokens=9318
2025-11-21T00:53:48.830635 | software_tutorials_251 | chunk 11 | prompt_tokens=12148, candidates_tokens=164, total_tokens=12312
2025-11-21T00:54:06.217599 | software_tutorials_359 | chunk 0 | prompt_tokens=8236, candidates_tokens=248, total_tokens=8484
2025-11-21T00:54:17.462008 | software_tutorials_359 | chunk 1 | prompt_tokens=14953, candidates_tokens=192, total_tokens=15145
2025-11-21T00:54:24.896871 | software_tutorials_359 | chunk 2 | prompt_tokens=6796, candidates_tokens=244, total_tokens=7040
2025-11-21T00:54:35.414315 | software_tutorials_359 | chunk 3 | prompt_tokens=16210, candidates_tokens=246, total_tokens=16456
2025-11-21T00:54:46.205948 | software_tutorials_359 | chunk 4 | prompt_tokens=10142, candidates_tokens=210, total_tokens=10352
2025-11-21T00:54:54.537776 | software_tutorials_359 | chunk 5 | prompt_tokens=5922, candidates_tokens=227, total_tokens=6149
2025-11-21T00:55:04.542162 | software_tutorials_359 | chunk 6 | prompt_tokens=27172, candidates_tokens=304, total_tokens=27476
2025-11-21T00:55:15.306799 | software_tutorials_359 | chunk 7 | prompt_tokens=3683, candidates_tokens=179, total_tokens=3862
2025-11-21T00:55:29.758664 | software_tutorials_359 | chunk 8 | prompt_tokens=35454, candidates_tokens=256, total_tokens=35710
2025-11-21T00:55:52.057452 | software_tutorials_359 | chunk 9 | prompt_tokens=17650, candidates_tokens=228, total_tokens=17878
2025-11-21T00:57:49.527922 | software_tutorials_359 | chunk 10 | prompt_tokens=8877, candidates_tokens=208, total_tokens=9085
2025-11-21T00:58:10.326937 | software_tutorials_20 | chunk 0 | prompt_tokens=13022, candidates_tokens=166, total_tokens=13188
2025-11-21T00:58:23.534407 | software_tutorials_20 | chunk 1 | prompt_tokens=10167, candidates_tokens=179, total_tokens=10346
2025-11-21T00:58:32.025083 | software_tutorials_20 | chunk 2 | prompt_tokens=9318, candidates_tokens=161, total_tokens=9479
2025-11-21T00:58:46.911077 | software_tutorials_20 | chunk 3 | prompt_tokens=16468, candidates_tokens=170, total_tokens=16638
2025-11-21T00:58:54.307831 | software_tutorials_20 | chunk 4 | prompt_tokens=5123, candidates_tokens=136, total_tokens=5259
2025-11-21T00:59:02.869116 | software_tutorials_20 | chunk 5 | prompt_tokens=6280, candidates_tokens=169, total_tokens=6449
2025-11-21T00:59:13.102940 | software_tutorials_20 | chunk 6 | prompt_tokens=5381, candidates_tokens=148, total_tokens=5529
2025-11-21T00:59:24.860010 | software_tutorials_20 | chunk 7 | prompt_tokens=9959, candidates_tokens=174, total_tokens=10133
2025-11-21T00:59:38.800031 | software_tutorials_20 | chunk 8 | prompt_tokens=9701, candidates_tokens=190, total_tokens=9891
2025-11-21T01:00:07.090610 | software_tutorials_20 | chunk 9 | prompt_tokens=12814, candidates_tokens=188, total_tokens=13002
2025-11-21T01:00:18.124162 | software_tutorials_20 | chunk 10 | prompt_tokens=21895, candidates_tokens=205, total_tokens=22100
2025-11-21T01:00:24.469722 | software_tutorials_20 | chunk 11 | prompt_tokens=1419, candidates_tokens=125, total_tokens=1544
2025-11-21T01:00:32.527472 | software_tutorials_20 | chunk 12 | prompt_tokens=8311, candidates_tokens=159, total_tokens=8470
2025-11-21T01:00:39.594339 | software_tutorials_20 | chunk 13 | prompt_tokens=5173, candidates_tokens=197, total_tokens=5370
2025-11-21T01:00:57.598685 | software_tutorials_20 | chunk 14 | prompt_tokens=13072, candidates_tokens=189, total_tokens=13261
2025-11-21T01:01:05.225293 | software_tutorials_20 | chunk 15 | prompt_tokens=5198, candidates_tokens=156, total_tokens=5354
2025-11-21T01:01:16.699627 | software_tutorials_339 | chunk 0 | prompt_tokens=5947, candidates_tokens=208, total_tokens=6155
2025-11-21T01:01:25.934183 | software_tutorials_339 | chunk 1 | prompt_tokens=3683, candidates_tokens=202, total_tokens=3885
2025-11-21T01:01:47.996471 | software_tutorials_339 | chunk 2 | prompt_tokens=16751, candidates_tokens=261, total_tokens=17012
2025-11-21T01:01:59.918914 | software_tutorials_339 | chunk 3 | prompt_tokens=9318, candidates_tokens=295, total_tokens=9613
2025-11-21T01:02:22.860912 | software_tutorials_339 | chunk 4 | prompt_tokens=17034, candidates_tokens=268, total_tokens=17302
2025-11-21T01:02:36.856181 | software_tutorials_339 | chunk 5 | prompt_tokens=18191, candidates_tokens=176, total_tokens=18367
2025-11-21T01:03:15.045608 | software_tutorials_339 | chunk 6 | prompt_tokens=32649, candidates_tokens=185, total_tokens=32834
2025-11-21T01:03:31.497210 | software_tutorials_339 | chunk 7 | prompt_tokens=12506, candidates_tokens=226, total_tokens=12732
2025-11-21T01:03:41.375083 | software_tutorials_339 | chunk 8 | prompt_tokens=3991, candidates_tokens=147, total_tokens=4138
2025-11-21T01:03:50.045317 | software_tutorials_296 | chunk 0 | prompt_tokens=6230, candidates_tokens=216, total_tokens=6446
2025-11-21T01:04:02.203359 | software_tutorials_296 | chunk 1 | prompt_tokens=13638, candidates_tokens=225, total_tokens=13863
2025-11-21T01:04:11.260612 | software_tutorials_296 | chunk 2 | prompt_tokens=4324, candidates_tokens=181, total_tokens=4505
2025-11-21T01:04:18.296021 | software_tutorials_296 | chunk 3 | prompt_tokens=7645, candidates_tokens=216, total_tokens=7861
2025-11-21T01:04:26.248934 | software_tutorials_296 | chunk 4 | prompt_tokens=6280, candidates_tokens=189, total_tokens=6469
2025-11-21T01:04:40.119672 | software_tutorials_296 | chunk 5 | prompt_tokens=16726, candidates_tokens=194, total_tokens=16920
2025-11-21T01:04:50.747458 | software_tutorials_296 | chunk 6 | prompt_tokens=8594, candidates_tokens=202, total_tokens=8796
2025-11-21T01:05:01.848922 | software_tutorials_296 | chunk 7 | prompt_tokens=10575, candidates_tokens=195, total_tokens=10770
2025-11-21T01:05:07.524202 | software_tutorials_296 | chunk 8 | prompt_tokens=3991, candidates_tokens=272, total_tokens=4263
2025-11-21T01:05:13.413620 | software_tutorials_296 | chunk 9 | prompt_tokens=4632, candidates_tokens=259, total_tokens=4891
2025-11-21T01:05:31.182000 | software_tutorials_296 | chunk 10 | prompt_tokens=20380, candidates_tokens=280, total_tokens=20660
2025-11-21T01:07:41.448808 | software_tutorials_296 | chunk 11 | prompt_tokens=9934, candidates_tokens=182, total_tokens=10116
2025-11-21T01:07:47.972892 | software_tutorials_318 | chunk 0 | prompt_tokens=4815, candidates_tokens=218, total_tokens=5033
2025-11-21T01:08:00.985972 | software_tutorials_318 | chunk 1 | prompt_tokens=18707, candidates_tokens=187, total_tokens=18894
2025-11-21T01:08:26.150080 | software_tutorials_318 | chunk 2 | prompt_tokens=6330, candidates_tokens=173, total_tokens=6503
2025-11-21T01:08:31.228981 | software_tutorials_318 | chunk 3 | prompt_tokens=2293, candidates_tokens=159, total_tokens=2452
2025-11-21T01:08:43.333086 | software_tutorials_318 | chunk 4 | prompt_tokens=17034, candidates_tokens=268, total_tokens=17302
2025-11-21T01:08:49.609806 | software_tutorials_318 | chunk 5 | prompt_tokens=3475, candidates_tokens=121, total_tokens=3596
2025-11-21T01:08:56.303492 | software_tutorials_318 | chunk 6 | prompt_tokens=4532, candidates_tokens=160, total_tokens=4692
2025-11-21T01:09:02.479120 | software_tutorials_318 | chunk 7 | prompt_tokens=5664, candidates_tokens=178, total_tokens=5842
2025-11-21T01:09:21.522007 | software_tutorials_318 | chunk 8 | prompt_tokens=11424, candidates_tokens=249, total_tokens=11673
2025-11-21T01:09:26.945120 | software_tutorials_318 | chunk 9 | prompt_tokens=1677, candidates_tokens=195, total_tokens=1872
2025-11-21T01:09:34.770534 | software_tutorials_318 | chunk 10 | prompt_tokens=3117, candidates_tokens=138, total_tokens=3255
2025-11-21T01:09:59.067490 | software_tutorials_318 | chunk 11 | prompt_tokens=29719, candidates_tokens=229, total_tokens=29948
2025-11-21T01:10:12.213470 | software_tutorials_318 | chunk 12 | prompt_tokens=15053, candidates_tokens=139, total_tokens=15192
2025-11-21T01:10:30.666568 | software_tutorials_318 | chunk 13 | prompt_tokens=23826, candidates_tokens=258, total_tokens=24084
2025-11-21T01:10:41.836775 | software_tutorials_318 | chunk 14 | prompt_tokens=15569, candidates_tokens=188, total_tokens=15757
2025-11-21T01:10:51.460534 | software_tutorials_152 | chunk 0 | prompt_tokens=9601, candidates_tokens=178, total_tokens=9779
2025-11-21T01:11:05.505681 | software_tutorials_152 | chunk 1 | prompt_tokens=7953, candidates_tokens=217, total_tokens=8170
2025-11-21T01:11:22.219535 | software_tutorials_152 | chunk 2 | prompt_tokens=10475, candidates_tokens=132, total_tokens=10607
2025-11-21T01:11:45.305777 | software_tutorials_152 | chunk 3 | prompt_tokens=10575, candidates_tokens=144, total_tokens=10719
2025-11-21T01:11:54.432989 | software_tutorials_152 | chunk 4 | prompt_tokens=8211, candidates_tokens=127, total_tokens=8338
2025-11-21T01:12:15.687403 | software_tutorials_152 | chunk 5 | prompt_tokens=12481, candidates_tokens=151, total_tokens=12632
2025-11-21T01:12:40.258890 | software_tutorials_152 | chunk 6 | prompt_tokens=20971, candidates_tokens=190, total_tokens=21161
2025-11-21T01:12:49.002806 | software_tutorials_152 | chunk 7 | prompt_tokens=5481, candidates_tokens=119, total_tokens=5600
2025-11-21T01:13:07.302651 | software_tutorials_152 | chunk 8 | prompt_tokens=12814, candidates_tokens=137, total_tokens=12951
2025-11-21T01:13:25.904618 | software_tutorials_152 | chunk 9 | prompt_tokens=14770, candidates_tokens=136, total_tokens=14906
2025-11-21T01:13:47.580325 | software_tutorials_152 | chunk 10 | prompt_tokens=6588, candidates_tokens=127, total_tokens=6715
2025-11-21T01:13:54.652945 | software_tutorials_152 | chunk 11 | prompt_tokens=4865, candidates_tokens=136, total_tokens=5001
2025-11-21T01:14:19.464763 | software_tutorials_152 | chunk 12 | prompt_tokens=42504, candidates_tokens=283, total_tokens=42787
2025-11-21T01:14:26.119850 | software_tutorials_152 | chunk 13 | prompt_tokens=1519, candidates_tokens=91, total_tokens=1610
2025-11-21T01:14:37.006380 | software_tutorials_363 | chunk 0 | prompt_tokens=9676, candidates_tokens=282, total_tokens=9958
2025-11-21T01:14:48.844115 | software_tutorials_363 | chunk 1 | prompt_tokens=9060, candidates_tokens=214, total_tokens=9274
2025-11-21T01:14:56.720431 | software_tutorials_363 | chunk 2 | prompt_tokens=2809, candidates_tokens=213, total_tokens=3022
2025-11-21T01:15:00.909883 | software_tutorials_363 | chunk 3 | prompt_tokens=645, candidates_tokens=146, total_tokens=791
2025-11-21T01:15:11.133380 | software_tutorials_363 | chunk 4 | prompt_tokens=20971, candidates_tokens=294, total_tokens=21265
2025-11-21T01:15:20.376540 | software_tutorials_363 | chunk 5 | prompt_tokens=4507, candidates_tokens=211, total_tokens=4718
2025-11-21T01:15:27.203795 | software_tutorials_363 | chunk 6 | prompt_tokens=2268, candidates_tokens=202, total_tokens=2470
2025-11-21T01:15:34.106236 | software_tutorials_363 | chunk 7 | prompt_tokens=4299, candidates_tokens=231, total_tokens=4530
