2025-11-21T00:46:44.076266 | physics_496 | chunk 0 | prompt_tokens=1807, candidates_tokens=119, total_tokens=1926
2025-11-21T00:50:31.619621 | physics_564 | chunk 4 | prompt_tokens=482, candidates_tokens=54, total_tokens=536
2025-11-21T00:50:40.808772 | physics_564 | chunk 5 | prompt_tokens=1157, candidates_tokens=94, total_tokens=1251
2025-11-21T00:50:44.526397 | physics_564 | chunk 6 | prompt_tokens=482, candidates_tokens=69, total_tokens=551
2025-11-21T00:50:48.966495 | physics_564 | chunk 7 | prompt_tokens=607, candidates_tokens=107, total_tokens=714
2025-11-21T00:50:55.835069 | physics_564 | chunk 8 | prompt_tokens=707, candidates_tokens=68, total_tokens=775
2025-11-21T00:51:10.997003 | physics_564 | chunk 9 | prompt_tokens=2007, candidates_tokens=114, total_tokens=2121
2025-11-21T00:51:18.566897 | physics_564 | chunk 10 | prompt_tokens=982, candidates_tokens=119, total_tokens=1101
2025-11-21T00:51:27.141653 | physics_564 | chunk 11 | prompt_tokens=1807, candidates_tokens=94, total_tokens=1901
2025-11-21T00:51:35.693248 | physics_564 | chunk 12 | prompt_tokens=1382, candidates_tokens=119, total_tokens=1501
2025-11-21T00:51:39.456820 | physics_594 | chunk 0 | prompt_tokens=582, candidates_tokens=58, total_tokens=640
2025-11-21T00:51:44.916022 | physics_594 | chunk 1 | prompt_tokens=507, candidates_tokens=47, total_tokens=554
2025-11-21T00:51:56.407476 | physics_594 | chunk 2 | prompt_tokens=1132, candidates_tokens=41, total_tokens=1173
2025-11-21T00:52:08.961781 | physics_594 | chunk 3 | prompt_tokens=1257, candidates_tokens=71, total_tokens=1328
2025-11-21T00:52:13.492457 | physics_594 | chunk 4 | prompt_tokens=807, candidates_tokens=75, total_tokens=882
2025-11-21T00:52:18.575510 | physics_594 | chunk 5 | prompt_tokens=507, candidates_tokens=48, total_tokens=555
2025-11-21T00:52:26.796866 | physics_594 | chunk 6 | prompt_tokens=782, candidates_tokens=70, total_tokens=852
2025-11-21T00:52:32.061381 | physics_594 | chunk 7 | prompt_tokens=707, candidates_tokens=78, total_tokens=785
2025-11-21T00:52:48.113277 | physics_594 | chunk 8 | prompt_tokens=2132, candidates_tokens=72, total_tokens=2204
2025-11-21T00:52:59.614232 | physics_594 | chunk 9 | prompt_tokens=1257, candidates_tokens=113, total_tokens=1370
2025-11-21T00:53:04.537858 | physics_594 | chunk 10 | prompt_tokens=757, candidates_tokens=85, total_tokens=842
2025-11-21T00:53:12.949955 | physics_594 | chunk 11 | prompt_tokens=1607, candidates_tokens=76, total_tokens=1683
2025-11-21T00:53:24.288211 | physics_594 | chunk 12 | prompt_tokens=1157, candidates_tokens=93, total_tokens=1250
2025-11-21T00:53:46.967318 | physics_594 | chunk 13 | prompt_tokens=2007, candidates_tokens=120, total_tokens=2127
2025-11-21T00:53:54.236263 | physics_427 | chunk 0 | prompt_tokens=1182, candidates_tokens=46, total_tokens=1228
2025-11-21T00:54:06.313670 | physics_427 | chunk 1 | prompt_tokens=1007, candidates_tokens=46, total_tokens=1053
2025-11-21T00:54:15.789874 | physics_427 | chunk 2 | prompt_tokens=1532, candidates_tokens=109, total_tokens=1641
2025-11-21T00:54:24.844912 | physics_427 | chunk 3 | prompt_tokens=1782, candidates_tokens=63, total_tokens=1845
2025-11-21T00:54:37.138479 | physics_427 | chunk 4 | prompt_tokens=1732, candidates_tokens=94, total_tokens=1826
2025-11-21T00:54:44.923665 | physics_427 | chunk 5 | prompt_tokens=957, candidates_tokens=72, total_tokens=1029
2025-11-21T00:54:51.672090 | physics_427 | chunk 6 | prompt_tokens=907, candidates_tokens=59, total_tokens=966
2025-11-21T00:54:57.788023 | physics_427 | chunk 7 | prompt_tokens=807, candidates_tokens=61, total_tokens=868
2025-11-21T00:55:10.145065 | physics_427 | chunk 8 | prompt_tokens=1132, candidates_tokens=74, total_tokens=1206
2025-11-21T00:55:21.821575 | physics_427 | chunk 9 | prompt_tokens=1932, candidates_tokens=95, total_tokens=2027
2025-11-21T00:55:34.486384 | physics_353 | chunk 0 | prompt_tokens=1682, candidates_tokens=112, total_tokens=1794
2025-11-21T00:55:43.739317 | physics_353 | chunk 1 | prompt_tokens=607, candidates_tokens=80, total_tokens=687
2025-11-21T00:55:49.251501 | physics_353 | chunk 2 | prompt_tokens=807, candidates_tokens=63, total_tokens=870
2025-11-21T00:56:16.302740 | physics_353 | chunk 3 | prompt_tokens=1182, candidates_tokens=63, total_tokens=1245
2025-11-21T00:56:27.480139 | physics_353 | chunk 4 | prompt_tokens=2257, candidates_tokens=129, total_tokens=2386
2025-11-21T00:56:31.664519 | physics_353 | chunk 5 | prompt_tokens=1132, candidates_tokens=55, total_tokens=1187
2025-11-21T00:56:40.162566 | physics_353 | chunk 6 | prompt_tokens=1657, candidates_tokens=79, total_tokens=1736
2025-11-21T00:56:55.468153 | physics_353 | chunk 7 | prompt_tokens=2757, candidates_tokens=49, total_tokens=2806
2025-11-21T00:57:01.826623 | physics_353 | chunk 8 | prompt_tokens=307, candidates_tokens=41, total_tokens=348
2025-11-21T00:57:12.549097 | physics_353 | chunk 9 | prompt_tokens=632, candidates_tokens=67, total_tokens=699
2025-11-21T00:57:18.156524 | physics_353 | chunk 10 | prompt_tokens=982, candidates_tokens=48, total_tokens=1030
2025-11-21T00:57:26.525836 | physics_353 | chunk 11 | prompt_tokens=1282, candidates_tokens=104, total_tokens=1386
2025-11-21T00:57:31.708326 | physics_353 | chunk 12 | prompt_tokens=957, candidates_tokens=100, total_tokens=1057
2025-11-21T00:57:36.132143 | physics_333 | chunk 0 | prompt_tokens=1007, candidates_tokens=130, total_tokens=1137
2025-11-21T00:57:42.391840 | physics_333 | chunk 1 | prompt_tokens=1407, candidates_tokens=89, total_tokens=1496
2025-11-21T00:57:45.360756 | physics_333 | chunk 2 | prompt_tokens=657, candidates_tokens=42, total_tokens=699
2025-11-21T00:57:49.807399 | physics_333 | chunk 3 | prompt_tokens=482, candidates_tokens=47, total_tokens=529
2025-11-21T00:58:06.453481 | physics_333 | chunk 4 | prompt_tokens=2457, candidates_tokens=102, total_tokens=2559
2025-11-21T00:58:12.903333 | physics_333 | chunk 5 | prompt_tokens=1332, candidates_tokens=38, total_tokens=1370
2025-11-21T00:58:17.711878 | physics_333 | chunk 6 | prompt_tokens=1107, candidates_tokens=65, total_tokens=1172
2025-11-21T00:58:22.929150 | physics_333 | chunk 7 | prompt_tokens=1032, candidates_tokens=91, total_tokens=1123
2025-11-21T00:58:52.174893 | physics_333 | chunk 8 | prompt_tokens=657, candidates_tokens=59, total_tokens=716
2025-11-21T00:58:56.993139 | physics_333 | chunk 9 | prompt_tokens=632, candidates_tokens=85, total_tokens=717
2025-11-21T00:59:04.523359 | physics_333 | chunk 10 | prompt_tokens=1557, candidates_tokens=94, total_tokens=1651
2025-11-21T00:59:11.859789 | physics_333 | chunk 11 | prompt_tokens=1407, candidates_tokens=83, total_tokens=1490
2025-11-21T00:59:19.645562 | physics_333 | chunk 12 | prompt_tokens=1107, candidates_tokens=81, total_tokens=1188
2025-11-21T00:59:27.532800 | physics_333 | chunk 13 | prompt_tokens=1932, candidates_tokens=124, total_tokens=2056
2025-11-21T00:59:35.805189 | physics_326 | chunk 0 | prompt_tokens=1732, candidates_tokens=77, total_tokens=1809
2025-11-21T00:59:45.604338 | physics_326 | chunk 1 | prompt_tokens=1807, candidates_tokens=68, total_tokens=1875
2025-11-21T00:59:52.822580 | physics_326 | chunk 2 | prompt_tokens=1457, candidates_tokens=62, total_tokens=1519
2025-11-21T00:59:58.812695 | physics_326 | chunk 3 | prompt_tokens=1232, candidates_tokens=56, total_tokens=1288
2025-11-21T01:00:15.217542 | physics_326 | chunk 4 | prompt_tokens=2982, candidates_tokens=72, total_tokens=3054
2025-11-21T01:00:22.531508 | physics_326 | chunk 5 | prompt_tokens=1657, candidates_tokens=52, total_tokens=1709
2025-11-21T01:00:29.612205 | physics_326 | chunk 6 | prompt_tokens=2232, candidates_tokens=83, total_tokens=2315
2025-11-21T01:00:33.820563 | physics_326 | chunk 7 | prompt_tokens=857, candidates_tokens=64, total_tokens=921
2025-11-21T01:00:41.141374 | physics_326 | chunk 8 | prompt_tokens=1307, candidates_tokens=74, total_tokens=1381
2025-11-21T01:00:50.639937 | physics_326 | chunk 9 | prompt_tokens=932, candidates_tokens=67, total_tokens=999
2025-11-21T01:00:59.155225 | physics_326 | chunk 10 | prompt_tokens=1682, candidates_tokens=61, total_tokens=1743
2025-11-21T01:01:07.480082 | physics_579 | chunk 0 | prompt_tokens=1757, candidates_tokens=135, total_tokens=1892
2025-11-21T01:01:18.010005 | physics_579 | chunk 1 | prompt_tokens=2182, candidates_tokens=167, total_tokens=2349
2025-11-21T01:01:24.563690 | physics_579 | chunk 2 | prompt_tokens=1357, candidates_tokens=97, total_tokens=1454
2025-11-21T01:01:29.336541 | physics_579 | chunk 3 | prompt_tokens=757, candidates_tokens=60, total_tokens=817
2025-11-21T01:01:43.637664 | physics_579 | chunk 4 | prompt_tokens=2307, candidates_tokens=102, total_tokens=2409
2025-11-21T01:01:51.543890 | physics_579 | chunk 5 | prompt_tokens=1632, candidates_tokens=51, total_tokens=1683
2025-11-21T01:01:58.955472 | physics_579 | chunk 6 | prompt_tokens=2032, candidates_tokens=86, total_tokens=2118
2025-11-21T01:02:07.735702 | physics_579 | chunk 7 | prompt_tokens=1007, candidates_tokens=68, total_tokens=1075
2025-11-21T01:02:12.980767 | physics_532 | chunk 0 | prompt_tokens=407, candidates_tokens=42, total_tokens=449
2025-11-21T01:02:19.831590 | physics_532 | chunk 1 | prompt_tokens=757, candidates_tokens=92, total_tokens=849
2025-11-21T01:02:29.202024 | physics_532 | chunk 2 | prompt_tokens=1557, candidates_tokens=126, total_tokens=1683
2025-11-21T01:02:33.235308 | physics_532 | chunk 3 | prompt_tokens=582, candidates_tokens=77, total_tokens=659
2025-11-21T01:02:40.459273 | physics_532 | chunk 4 | prompt_tokens=1507, candidates_tokens=160, total_tokens=1667
2025-11-21T01:02:50.910060 | physics_532 | chunk 5 | prompt_tokens=532, candidates_tokens=70, total_tokens=602
2025-11-21T01:02:59.994670 | physics_532 | chunk 6 | prompt_tokens=1107, candidates_tokens=103, total_tokens=1210
2025-11-21T01:03:06.590372 | physics_532 | chunk 7 | prompt_tokens=1082, candidates_tokens=110, total_tokens=1192
2025-11-21T01:03:18.298922 | physics_532 | chunk 8 | prompt_tokens=1782, candidates_tokens=169, total_tokens=1951
2025-11-21T01:03:26.083366 | physics_532 | chunk 9 | prompt_tokens=2132, candidates_tokens=83, total_tokens=2215
2025-11-21T01:03:48.347310 | physics_532 | chunk 10 | prompt_tokens=3657, candidates_tokens=73, total_tokens=3730
2025-11-21T01:03:54.099897 | physics_532 | chunk 11 | prompt_tokens=1232, candidates_tokens=93, total_tokens=1325
2025-11-21T01:04:01.052335 | physics_532 | chunk 12 | prompt_tokens=1282, candidates_tokens=61, total_tokens=1343
2025-11-21T01:04:06.036138 | physics_461 | chunk 0 | prompt_tokens=832, candidates_tokens=94, total_tokens=926
2025-11-21T01:04:10.558553 | physics_461 | chunk 1 | prompt_tokens=907, candidates_tokens=87, total_tokens=994
2025-11-21T01:04:14.083085 | physics_461 | chunk 2 | prompt_tokens=457, candidates_tokens=57, total_tokens=514
2025-11-21T01:04:18.846303 | physics_461 | chunk 3 | prompt_tokens=882, candidates_tokens=75, total_tokens=957
2025-11-21T01:04:23.087428 | physics_461 | chunk 4 | prompt_tokens=657, candidates_tokens=64, total_tokens=721
2025-11-21T01:04:29.939275 | physics_461 | chunk 5 | prompt_tokens=1807, candidates_tokens=84, total_tokens=1891
2025-11-21T01:04:34.269754 | physics_461 | chunk 6 | prompt_tokens=832, candidates_tokens=69, total_tokens=901
2025-11-21T01:04:39.981178 | physics_461 | chunk 7 | prompt_tokens=607, candidates_tokens=91, total_tokens=698
2025-11-21T01:04:45.123317 | physics_461 | chunk 8 | prompt_tokens=732, candidates_tokens=111, total_tokens=843
2025-11-21T01:04:51.892420 | physics_461 | chunk 9 | prompt_tokens=707, candidates_tokens=65, total_tokens=772
2025-11-21T01:05:00.863643 | physics_461 | chunk 10 | prompt_tokens=1532, candidates_tokens=108, total_tokens=1640
2025-11-21T01:05:08.272129 | physics_461 | chunk 11 | prompt_tokens=2282, candidates_tokens=127, total_tokens=2409
2025-11-21T01:05:13.887728 | physics_457 | chunk 0 | prompt_tokens=1007, candidates_tokens=68, total_tokens=1075
2025-11-21T01:05:23.024559 | physics_457 | chunk 1 | prompt_tokens=2107, candidates_tokens=76, total_tokens=2183
2025-11-21T01:05:27.483294 | physics_457 | chunk 2 | prompt_tokens=632, candidates_tokens=61, total_tokens=693
2025-11-21T01:05:36.050616 | physics_457 | chunk 3 | prompt_tokens=1032, candidates_tokens=78, total_tokens=1110
2025-11-21T01:05:49.377257 | physics_457 | chunk 4 | prompt_tokens=1482, candidates_tokens=83, total_tokens=1565
2025-11-21T01:06:25.587475 | physics_457 | chunk 5 | prompt_tokens=732, candidates_tokens=71, total_tokens=803
2025-11-21T01:06:32.347716 | physics_457 | chunk 6 | prompt_tokens=1157, candidates_tokens=109, total_tokens=1266
2025-11-21T01:06:43.415261 | physics_457 | chunk 7 | prompt_tokens=2207, candidates_tokens=203, total_tokens=2410
2025-11-21T01:06:51.521021 | physics_457 | chunk 8 | prompt_tokens=1957, candidates_tokens=112, total_tokens=2069
2025-11-21T01:06:55.170751 | physics_457 | chunk 9 | prompt_tokens=957, candidates_tokens=40, total_tokens=997
2025-11-21T01:06:59.703029 | physics_457 | chunk 10 | prompt_tokens=1357, candidates_tokens=83, total_tokens=1440
2025-11-21T01:10:20.492988 | physics_140 | chunk 0 | prompt_tokens=1107, candidates_tokens=65, total_tokens=1172
2025-11-21T01:10:27.072724 | physics_140 | chunk 1 | prompt_tokens=1232, candidates_tokens=50, total_tokens=1282
2025-11-21T01:10:37.052096 | physics_140 | chunk 2 | prompt_tokens=1607, candidates_tokens=59, total_tokens=1666
2025-11-21T01:10:41.649479 | physics_140 | chunk 3 | prompt_tokens=932, candidates_tokens=46, total_tokens=978
2025-11-21T01:10:52.716648 | physics_140 | chunk 4 | prompt_tokens=1732, candidates_tokens=75, total_tokens=1807
2025-11-21T01:11:03.995383 | physics_140 | chunk 5 | prompt_tokens=1507, candidates_tokens=157, total_tokens=1664
2025-11-21T01:11:10.980473 | physics_140 | chunk 6 | prompt_tokens=957, candidates_tokens=68, total_tokens=1025
2025-11-21T01:11:23.615050 | physics_140 | chunk 7 | prompt_tokens=2207, candidates_tokens=52, total_tokens=2259
2025-11-21T01:11:32.128540 | physics_140 | chunk 8 | prompt_tokens=1157, candidates_tokens=60, total_tokens=1217
2025-11-21T01:11:42.486485 | physics_140 | chunk 9 | prompt_tokens=1332, candidates_tokens=61, total_tokens=1393
2025-11-21T01:11:46.875656 | physics_140 | chunk 10 | prompt_tokens=682, candidates_tokens=65, total_tokens=747
2025-11-21T01:11:50.122103 | physics_140 | chunk 11 | prompt_tokens=407, candidates_tokens=62, total_tokens=469
2025-11-21T01:11:53.739865 | physics_140 | chunk 12 | prompt_tokens=807, candidates_tokens=37, total_tokens=844
2025-11-21T01:11:58.789818 | physics_140 | chunk 13 | prompt_tokens=1382, candidates_tokens=92, total_tokens=1474
2025-11-21T01:12:13.087629 | physics_415 | chunk 0 | prompt_tokens=1857, candidates_tokens=126, total_tokens=1983
2025-11-21T01:12:24.736608 | physics_415 | chunk 1 | prompt_tokens=1757, candidates_tokens=192, total_tokens=1949
2025-11-21T01:12:39.301640 | physics_415 | chunk 2 | prompt_tokens=2357, candidates_tokens=204, total_tokens=2561
2025-11-21T01:12:49.337614 | physics_415 | chunk 3 | prompt_tokens=1957, candidates_tokens=171, total_tokens=2128
2025-11-21T01:13:03.326274 | physics_415 | chunk 4 | prompt_tokens=1482, candidates_tokens=112, total_tokens=1594
2025-11-21T01:13:11.227127 | physics_415 | chunk 5 | prompt_tokens=1682, candidates_tokens=112, total_tokens=1794
2025-11-21T01:13:21.402018 | physics_415 | chunk 6 | prompt_tokens=1257, candidates_tokens=63, total_tokens=1320
2025-11-21T01:13:33.974702 | physics_415 | chunk 7 | prompt_tokens=1882, candidates_tokens=105, total_tokens=1987
2025-11-21T01:13:45.091510 | physics_480 | chunk 0 | prompt_tokens=1307, candidates_tokens=106, total_tokens=1413
2025-11-21T01:13:50.147106 | physics_480 | chunk 1 | prompt_tokens=1057, candidates_tokens=99, total_tokens=1156
2025-11-21T01:13:53.826524 | physics_480 | chunk 2 | prompt_tokens=607, candidates_tokens=61, total_tokens=668
2025-11-21T01:14:00.292912 | physics_480 | chunk 3 | prompt_tokens=1132, candidates_tokens=68, total_tokens=1200
2025-11-21T01:14:05.469269 | physics_480 | chunk 4 | prompt_tokens=782, candidates_tokens=44, total_tokens=826
2025-11-21T01:14:09.356475 | physics_480 | chunk 5 | prompt_tokens=607, candidates_tokens=37, total_tokens=644
2025-11-21T01:14:17.188284 | physics_480 | chunk 6 | prompt_tokens=1182, candidates_tokens=63, total_tokens=1245
2025-11-21T01:14:23.223972 | physics_480 | chunk 7 | prompt_tokens=782, candidates_tokens=52, total_tokens=834
2025-11-21T01:14:31.031469 | physics_480 | chunk 8 | prompt_tokens=1107, candidates_tokens=66, total_tokens=1173
2025-11-21T01:14:38.721801 | physics_480 | chunk 9 | prompt_tokens=1157, candidates_tokens=91, total_tokens=1248
2025-11-21T01:14:43.747220 | physics_480 | chunk 10 | prompt_tokens=882, candidates_tokens=83, total_tokens=965
2025-11-21T01:14:50.229185 | physics_480 | chunk 11 | prompt_tokens=1032, candidates_tokens=88, total_tokens=1120
2025-11-21T01:14:59.575782 | physics_480 | chunk 12 | prompt_tokens=2232, candidates_tokens=94, total_tokens=2326
2025-11-21T01:15:12.967847 | physics_480 | chunk 13 | prompt_tokens=1732, candidates_tokens=74, total_tokens=1806
2025-11-21T01:15:22.358796 | physics_480 | chunk 14 | prompt_tokens=882, candidates_tokens=90, total_tokens=972
2025-11-21T01:15:28.467814 | physics_410 | chunk 0 | prompt_tokens=1132, candidates_tokens=79, total_tokens=1211
2025-11-21T01:15:33.913009 | physics_410 | chunk 1 | prompt_tokens=732, candidates_tokens=60, total_tokens=792
2025-11-21T01:15:40.843366 | physics_410 | chunk 2 | prompt_tokens=1032, candidates_tokens=64, total_tokens=1096
2025-11-21T01:15:48.906058 | physics_410 | chunk 3 | prompt_tokens=1832, candidates_tokens=81, total_tokens=1913
2025-11-21T01:15:59.722920 | physics_410 | chunk 4 | prompt_tokens=1507, candidates_tokens=80, total_tokens=1587
2025-11-21T01:16:11.105849 | physics_410 | chunk 5 | prompt_tokens=2307, candidates_tokens=143, total_tokens=2450
2025-11-21T01:16:31.369889 | physics_410 | chunk 6 | prompt_tokens=1982, candidates_tokens=115, total_tokens=2097
2025-11-21T01:16:36.329413 | physics_410 | chunk 7 | prompt_tokens=557, candidates_tokens=67, total_tokens=624
2025-11-21T01:16:44.590627 | physics_410 | chunk 8 | prompt_tokens=1482, candidates_tokens=124, total_tokens=1606
2025-11-21T01:16:48.001847 | physics_410 | chunk 9 | prompt_tokens=457, candidates_tokens=60, total_tokens=517
2025-11-21T01:16:55.216595 | physics_364 | chunk 0 | prompt_tokens=632, candidates_tokens=69, total_tokens=701
2025-11-21T01:17:06.634950 | physics_364 | chunk 1 | prompt_tokens=1807, candidates_tokens=125, total_tokens=1932
2025-11-21T01:17:13.810476 | physics_364 | chunk 2 | prompt_tokens=1757, candidates_tokens=167, total_tokens=1924
2025-11-21T01:17:19.893510 | physics_364 | chunk 3 | prompt_tokens=857, candidates_tokens=85, total_tokens=942
2025-11-21T01:17:26.458209 | physics_364 | chunk 4 | prompt_tokens=1532, candidates_tokens=63, total_tokens=1595
2025-11-21T01:17:36.893488 | physics_364 | chunk 5 | prompt_tokens=2307, candidates_tokens=129, total_tokens=2436
2025-11-21T01:17:54.905788 | physics_364 | chunk 6 | prompt_tokens=2582, candidates_tokens=177, total_tokens=2759
2025-11-21T01:17:57.989266 | physics_364 | chunk 7 | prompt_tokens=232, candidates_tokens=50, total_tokens=282
2025-11-21T01:18:08.635934 | physics_74 | chunk 0 | prompt_tokens=2232, candidates_tokens=94, total_tokens=2326
2025-11-21T01:18:13.643644 | physics_74 | chunk 1 | prompt_tokens=982, candidates_tokens=57, total_tokens=1039
2025-11-21T01:18:21.973566 | physics_74 | chunk 2 | prompt_tokens=1482, candidates_tokens=87, total_tokens=1569
2025-11-21T01:18:31.297116 | physics_74 | chunk 3 | prompt_tokens=1182, candidates_tokens=84, total_tokens=1266
2025-11-21T01:18:35.874794 | physics_74 | chunk 4 | prompt_tokens=807, candidates_tokens=75, total_tokens=882
2025-11-21T01:18:42.903564 | physics_74 | chunk 5 | prompt_tokens=1032, candidates_tokens=69, total_tokens=1101
2025-11-21T01:18:50.810389 | physics_74 | chunk 6 | prompt_tokens=1132, candidates_tokens=73, total_tokens=1205
2025-11-21T01:18:57.698848 | physics_74 | chunk 7 | prompt_tokens=1332, candidates_tokens=90, total_tokens=1422
2025-11-21T01:19:03.881019 | physics_74 | chunk 8 | prompt_tokens=757, candidates_tokens=50, total_tokens=807
2025-11-21T01:19:08.727384 | physics_74 | chunk 9 | prompt_tokens=882, candidates_tokens=84, total_tokens=966
2025-11-21T01:19:21.453628 | physics_74 | chunk 10 | prompt_tokens=807, candidates_tokens=85, total_tokens=892
2025-11-21T01:19:27.118489 | physics_74 | chunk 11 | prompt_tokens=1032, candidates_tokens=76, total_tokens=1108
2025-11-21T01:19:31.079112 | physics_74 | chunk 12 | prompt_tokens=232, candidates_tokens=35, total_tokens=267
2025-11-21T01:19:37.163712 | physics_11 | chunk 0 | prompt_tokens=1232, candidates_tokens=88, total_tokens=1320
2025-11-21T01:19:39.336879 | physics_11 | chunk 1 | prompt_tokens=157, candidates_tokens=31, total_tokens=188
2025-11-21T01:19:50.995762 | physics_11 | chunk 2 | prompt_tokens=2082, candidates_tokens=138, total_tokens=2220
2025-11-21T01:20:03.171701 | physics_11 | chunk 3 | prompt_tokens=2707, candidates_tokens=61, total_tokens=2768
2025-11-21T01:20:11.991840 | physics_11 | chunk 4 | prompt_tokens=1657, candidates_tokens=101, total_tokens=1758
2025-11-21T01:20:17.573629 | physics_11 | chunk 5 | prompt_tokens=957, candidates_tokens=125, total_tokens=1082
2025-11-21T01:20:21.175226 | physics_11 | chunk 6 | prompt_tokens=407, candidates_tokens=47, total_tokens=454
2025-11-21T01:20:26.037639 | physics_11 | chunk 7 | prompt_tokens=882, candidates_tokens=73, total_tokens=955
2025-11-21T01:20:38.693169 | physics_11 | chunk 8 | prompt_tokens=2507, candidates_tokens=87, total_tokens=2594
2025-11-21T01:20:44.354966 | physics_11 | chunk 9 | prompt_tokens=857, candidates_tokens=63, total_tokens=920
2025-11-21T01:20:50.320987 | physics_11 | chunk 10 | prompt_tokens=2382, candidates_tokens=54, total_tokens=2436
