2025-11-20T20:34:44.133634 | astronomy_524 | chunk 0 | prompt_tokens=7337, candidates_tokens=160, total_tokens=7497
2025-11-20T20:52:19.397955 | astronomy_224 | chunk 6 | prompt_tokens=10833, candidates_tokens=244, total_tokens=11077
2025-11-20T20:52:27.825032 | astronomy_224 | chunk 7 | prompt_tokens=3450, candidates_tokens=168, total_tokens=3618
2025-11-20T20:52:41.359495 | astronomy_224 | chunk 8 | prompt_tokens=7129, candidates_tokens=242, total_tokens=7371
2025-11-20T20:53:05.242085 | astronomy_224 | chunk 9 | prompt_tokens=12248, candidates_tokens=199, total_tokens=12447
2025-11-20T20:53:27.348877 | astronomy_224 | chunk 10 | prompt_tokens=11915, candidates_tokens=163, total_tokens=12078
2025-11-20T20:53:58.510356 | astronomy_224 | chunk 11 | prompt_tokens=28612, candidates_tokens=293, total_tokens=28905
2025-11-20T20:54:27.532754 | astronomy_569 | chunk 0 | prompt_tokens=12173, candidates_tokens=190, total_tokens=12363
2025-11-20T20:54:50.839904 | astronomy_569 | chunk 1 | prompt_tokens=9110, candidates_tokens=207, total_tokens=9317
2025-11-20T20:55:21.148930 | astronomy_569 | chunk 2 | prompt_tokens=12764, candidates_tokens=202, total_tokens=12966
2025-11-20T20:55:49.228455 | astronomy_569 | chunk 3 | prompt_tokens=14512, candidates_tokens=212, total_tokens=14724
2025-11-20T20:56:20.559987 | astronomy_569 | chunk 4 | prompt_tokens=15386, candidates_tokens=187, total_tokens=15573
2025-11-20T20:56:36.391342 | astronomy_569 | chunk 5 | prompt_tokens=7412, candidates_tokens=169, total_tokens=7581
2025-11-20T20:56:49.738874 | astronomy_569 | chunk 6 | prompt_tokens=4915, candidates_tokens=167, total_tokens=5082
2025-11-20T20:57:08.273775 | astronomy_569 | chunk 7 | prompt_tokens=9676, candidates_tokens=165, total_tokens=9841
2025-11-20T20:57:44.153040 | astronomy_569 | chunk 8 | prompt_tokens=19040, candidates_tokens=230, total_tokens=19270
2025-11-20T20:58:06.366773 | astronomy_569 | chunk 9 | prompt_tokens=9726, candidates_tokens=181, total_tokens=9907
2025-11-20T20:58:18.640095 | astronomy_569 | chunk 10 | prompt_tokens=5173, candidates_tokens=208, total_tokens=5381
2025-11-20T20:58:38.965704 | astronomy_569 | chunk 11 | prompt_tokens=7695, candidates_tokens=209, total_tokens=7904
2025-11-20T20:59:04.122105 | astronomy_569 | chunk 12 | prompt_tokens=7953, candidates_tokens=235, total_tokens=8188
2025-11-20T20:59:36.921590 | astronomy_569 | chunk 13 | prompt_tokens=10858, candidates_tokens=198, total_tokens=11056
2025-11-20T20:59:55.023261 | astronomy_569 | chunk 14 | prompt_tokens=7928, candidates_tokens=216, total_tokens=8144
2025-11-20T21:00:11.234738 | astronomy_569 | chunk 15 | prompt_tokens=6563, candidates_tokens=172, total_tokens=6735
2025-11-20T21:00:24.720314 | astronomy_569 | chunk 16 | prompt_tokens=4865, candidates_tokens=196, total_tokens=5061
2025-11-20T21:00:36.345940 | astronomy_3 | chunk 0 | prompt_tokens=6771, candidates_tokens=186, total_tokens=6957
2025-11-20T21:00:43.254648 | astronomy_3 | chunk 1 | prompt_tokens=1777, candidates_tokens=142, total_tokens=1919
2025-11-20T21:00:54.592372 | astronomy_3 | chunk 2 | prompt_tokens=8494, candidates_tokens=226, total_tokens=8720
2025-11-20T21:01:05.087633 | astronomy_3 | chunk 3 | prompt_tokens=6871, candidates_tokens=163, total_tokens=7034
2025-11-20T21:01:22.306286 | astronomy_3 | chunk 4 | prompt_tokens=17342, candidates_tokens=210, total_tokens=17552
2025-11-20T21:01:33.908292 | astronomy_3 | chunk 5 | prompt_tokens=5173, candidates_tokens=184, total_tokens=5357
2025-11-20T21:01:45.747587 | astronomy_3 | chunk 6 | prompt_tokens=7104, candidates_tokens=160, total_tokens=7264
2025-11-20T21:02:01.962102 | astronomy_3 | chunk 7 | prompt_tokens=14254, candidates_tokens=173, total_tokens=14427
2025-11-20T21:02:12.227541 | astronomy_3 | chunk 8 | prompt_tokens=4324, candidates_tokens=181, total_tokens=4505
2025-11-20T21:02:40.448774 | astronomy_3 | chunk 9 | prompt_tokens=14254, candidates_tokens=196, total_tokens=14450
2025-11-20T21:03:10.201754 | astronomy_3 | chunk 10 | prompt_tokens=13380, candidates_tokens=236, total_tokens=13616
2025-11-20T21:03:54.263549 | astronomy_3 | chunk 11 | prompt_tokens=24084, candidates_tokens=232, total_tokens=24316
2025-11-20T21:04:12.691908 | astronomy_3 | chunk 12 | prompt_tokens=9676, candidates_tokens=180, total_tokens=9856
2025-11-20T21:04:35.953626 | astronomy_3 | chunk 13 | prompt_tokens=16751, candidates_tokens=297, total_tokens=17048
2025-11-20T21:05:13.288955 | astronomy_115 | chunk 0 | prompt_tokens=23027, candidates_tokens=201, total_tokens=23228
2025-11-20T21:05:32.535973 | astronomy_115 | chunk 1 | prompt_tokens=8236, candidates_tokens=202, total_tokens=8438
2025-11-20T21:06:04.155165 | astronomy_115 | chunk 2 | prompt_tokens=17933, candidates_tokens=312, total_tokens=18245
2025-11-20T21:06:27.380963 | astronomy_115 | chunk 3 | prompt_tokens=9035, candidates_tokens=217, total_tokens=9252
2025-11-20T21:06:49.730989 | astronomy_115 | chunk 4 | prompt_tokens=4632, candidates_tokens=172, total_tokens=4804
2025-11-20T21:07:23.686365 | astronomy_115 | chunk 5 | prompt_tokens=9726, candidates_tokens=154, total_tokens=9880
2025-11-20T21:07:36.697087 | astronomy_115 | chunk 6 | prompt_tokens=9418, candidates_tokens=218, total_tokens=9636
2025-11-20T21:07:57.605514 | astronomy_115 | chunk 7 | prompt_tokens=7154, candidates_tokens=156, total_tokens=7310
2025-11-20T21:08:13.317855 | astronomy_115 | chunk 8 | prompt_tokens=4607, candidates_tokens=204, total_tokens=4811
2025-11-20T21:08:28.405551 | astronomy_115 | chunk 9 | prompt_tokens=5639, candidates_tokens=205, total_tokens=5844
2025-11-20T21:08:46.443227 | astronomy_115 | chunk 10 | prompt_tokens=5198, candidates_tokens=156, total_tokens=5354
2025-11-20T21:09:30.796274 | astronomy_115 | chunk 11 | prompt_tokens=15386, candidates_tokens=289, total_tokens=15675
2025-11-20T21:09:41.687766 | astronomy_346 | chunk 0 | prompt_tokens=4790, candidates_tokens=195, total_tokens=4985
2025-11-20T21:10:05.991842 | astronomy_346 | chunk 1 | prompt_tokens=11890, candidates_tokens=180, total_tokens=12070
2025-11-20T21:10:18.307038 | astronomy_346 | chunk 2 | prompt_tokens=9443, candidates_tokens=212, total_tokens=9655
2025-11-20T21:10:34.038381 | astronomy_346 | chunk 3 | prompt_tokens=13588, candidates_tokens=155, total_tokens=13743
2025-11-20T21:10:59.741158 | astronomy_346 | chunk 4 | prompt_tokens=18807, candidates_tokens=292, total_tokens=19099
2025-11-20T21:11:16.201252 | astronomy_346 | chunk 5 | prompt_tokens=16443, candidates_tokens=156, total_tokens=16599
2025-11-20T21:12:02.234099 | astronomy_346 | chunk 6 | prompt_tokens=30385, candidates_tokens=311, total_tokens=30696
2025-11-20T21:12:16.501886 | astronomy_346 | chunk 7 | prompt_tokens=10733, candidates_tokens=191, total_tokens=10924
2025-11-20T21:12:45.173787 | astronomy_346 | chunk 8 | prompt_tokens=26581, candidates_tokens=99, total_tokens=26680
2025-11-20T21:12:59.671828 | astronomy_346 | chunk 9 | prompt_tokens=7129, candidates_tokens=145, total_tokens=7274
2025-11-20T21:13:38.435271 | astronomy_8 | chunk 0 | prompt_tokens=17317, candidates_tokens=425, total_tokens=17742
2025-11-20T21:13:51.947090 | astronomy_8 | chunk 1 | prompt_tokens=7978, candidates_tokens=257, total_tokens=8235
2025-11-20T21:14:40.793113 | astronomy_8 | chunk 2 | prompt_tokens=13380, candidates_tokens=221, total_tokens=13601
2025-11-20T21:14:57.877252 | astronomy_8 | chunk 3 | prompt_tokens=6871, candidates_tokens=200, total_tokens=7071
2025-11-20T21:15:34.395712 | astronomy_8 | chunk 4 | prompt_tokens=17059, candidates_tokens=186, total_tokens=17245
2025-11-20T21:15:53.774991 | astronomy_8 | chunk 5 | prompt_tokens=7978, candidates_tokens=197, total_tokens=8175
2025-11-20T21:16:10.897363 | astronomy_8 | chunk 6 | prompt_tokens=7387, candidates_tokens=186, total_tokens=7573
2025-11-20T21:16:34.530391 | astronomy_8 | chunk 7 | prompt_tokens=15594, candidates_tokens=338, total_tokens=15932
2025-11-20T21:16:48.915269 | astronomy_8 | chunk 8 | prompt_tokens=5972, candidates_tokens=176, total_tokens=6148
2025-11-20T21:17:21.658280 | astronomy_8 | chunk 9 | prompt_tokens=16160, candidates_tokens=189, total_tokens=16349
2025-11-20T21:17:59.959715 | astronomy_8 | chunk 10 | prompt_tokens=22669, candidates_tokens=294, total_tokens=22963
2025-11-20T21:18:35.421831 | astronomy_8 | chunk 11 | prompt_tokens=22436, candidates_tokens=610, total_tokens=23046
2025-11-20T21:18:54.436819 | astronomy_429 | chunk 0 | prompt_tokens=10167, candidates_tokens=342, total_tokens=10509
2025-11-20T21:19:16.320349 | astronomy_429 | chunk 1 | prompt_tokens=9418, candidates_tokens=347, total_tokens=9765
2025-11-20T21:19:33.957887 | astronomy_429 | chunk 2 | prompt_tokens=13896, candidates_tokens=220, total_tokens=14116
2025-11-20T21:19:59.199521 | astronomy_429 | chunk 3 | prompt_tokens=19556, candidates_tokens=314, total_tokens=19870
2025-11-20T21:20:14.280622 | astronomy_429 | chunk 4 | prompt_tokens=9626, candidates_tokens=264, total_tokens=9890
2025-11-20T21:20:25.496037 | astronomy_429 | chunk 5 | prompt_tokens=8261, candidates_tokens=320, total_tokens=8581
2025-11-20T21:20:39.150976 | astronomy_429 | chunk 6 | prompt_tokens=5972, candidates_tokens=323, total_tokens=6295
2025-11-20T21:20:53.454383 | astronomy_429 | chunk 7 | prompt_tokens=8311, candidates_tokens=288, total_tokens=8599
2025-11-20T21:21:06.205977 | astronomy_429 | chunk 8 | prompt_tokens=5431, candidates_tokens=223, total_tokens=5654
2025-11-20T21:21:34.251598 | astronomy_429 | chunk 9 | prompt_tokens=24134, candidates_tokens=409, total_tokens=24543
2025-11-20T21:21:57.392266 | astronomy_429 | chunk 10 | prompt_tokens=9601, candidates_tokens=174, total_tokens=9775
2025-11-20T21:22:19.685350 | astronomy_429 | chunk 11 | prompt_tokens=5406, candidates_tokens=217, total_tokens=5623
2025-11-20T21:22:31.266183 | astronomy_231 | chunk 0 | prompt_tokens=5947, candidates_tokens=245, total_tokens=6192
2025-11-20T21:22:49.583956 | astronomy_231 | chunk 1 | prompt_tokens=7645, candidates_tokens=190, total_tokens=7835
2025-11-20T21:22:59.772813 | astronomy_231 | chunk 2 | prompt_tokens=4840, candidates_tokens=256, total_tokens=5096
2025-11-20T21:23:10.498294 | astronomy_231 | chunk 3 | prompt_tokens=2859, candidates_tokens=216, total_tokens=3075
2025-11-20T21:23:27.508825 | astronomy_231 | chunk 4 | prompt_tokens=11424, candidates_tokens=232, total_tokens=11656
2025-11-20T21:23:46.932797 | astronomy_231 | chunk 5 | prompt_tokens=16801, candidates_tokens=239, total_tokens=17040
2025-11-20T21:24:02.306099 | astronomy_231 | chunk 6 | prompt_tokens=8827, candidates_tokens=225, total_tokens=9052
2025-11-20T21:24:29.046422 | astronomy_231 | chunk 7 | prompt_tokens=22744, candidates_tokens=325, total_tokens=23069
2025-11-20T21:24:45.720478 | astronomy_231 | chunk 8 | prompt_tokens=14512, candidates_tokens=232, total_tokens=14744
2025-11-20T21:25:10.047188 | astronomy_231 | chunk 9 | prompt_tokens=18399, candidates_tokens=277, total_tokens=18676
2025-11-20T21:25:21.309751 | astronomy_231 | chunk 10 | prompt_tokens=5739, candidates_tokens=273, total_tokens=6012
2025-11-20T21:25:39.391366 | astronomy_543 | chunk 0 | prompt_tokens=9884, candidates_tokens=222, total_tokens=10106
2025-11-20T21:25:51.235311 | astronomy_543 | chunk 1 | prompt_tokens=2909, candidates_tokens=211, total_tokens=3120
2025-11-20T21:26:07.483228 | astronomy_543 | chunk 2 | prompt_tokens=12556, candidates_tokens=217, total_tokens=12773
2025-11-20T21:26:21.246505 | astronomy_543 | chunk 3 | prompt_tokens=10475, candidates_tokens=200, total_tokens=10675
2025-11-20T21:26:47.482054 | astronomy_543 | chunk 4 | prompt_tokens=16676, candidates_tokens=241, total_tokens=16917
2025-11-20T21:27:12.269825 | astronomy_543 | chunk 5 | prompt_tokens=18940, candidates_tokens=202, total_tokens=19142
2025-11-20T21:27:38.531159 | astronomy_543 | chunk 6 | prompt_tokens=19298, candidates_tokens=175, total_tokens=19473
2025-11-20T21:27:51.084092 | astronomy_543 | chunk 7 | prompt_tokens=7720, candidates_tokens=179, total_tokens=7899
2025-11-20T21:28:04.537954 | astronomy_543 | chunk 8 | prompt_tokens=12148, candidates_tokens=150, total_tokens=12298
2025-11-20T21:28:26.884288 | astronomy_543 | chunk 9 | prompt_tokens=18657, candidates_tokens=145, total_tokens=18802
2025-11-20T21:28:51.309313 | astronomy_543 | chunk 10 | prompt_tokens=24084, candidates_tokens=253, total_tokens=24337
2025-11-20T21:29:08.343059 | astronomy_543 | chunk 11 | prompt_tokens=19914, candidates_tokens=194, total_tokens=20108
2025-11-20T21:29:40.451015 | astronomy_76 | chunk 0 | prompt_tokens=15544, candidates_tokens=218, total_tokens=15762
2025-11-20T21:30:16.917468 | astronomy_76 | chunk 1 | prompt_tokens=18499, candidates_tokens=212, total_tokens=18711
2025-11-20T21:30:37.855361 | astronomy_76 | chunk 2 | prompt_tokens=9651, candidates_tokens=215, total_tokens=9866
2025-11-20T21:31:05.899929 | astronomy_76 | chunk 3 | prompt_tokens=12764, candidates_tokens=189, total_tokens=12953
2025-11-20T21:31:28.731325 | astronomy_76 | chunk 4 | prompt_tokens=9651, candidates_tokens=229, total_tokens=9880
2025-11-20T21:31:39.995620 | astronomy_76 | chunk 5 | prompt_tokens=2859, candidates_tokens=125, total_tokens=2984
2025-11-20T21:32:00.984023 | astronomy_76 | chunk 6 | prompt_tokens=9751, candidates_tokens=162, total_tokens=9913
2025-11-20T21:32:28.453180 | astronomy_76 | chunk 7 | prompt_tokens=16468, candidates_tokens=196, total_tokens=16664
2025-11-20T21:33:16.809766 | astronomy_76 | chunk 8 | prompt_tokens=15103, candidates_tokens=200, total_tokens=15303
2025-11-20T21:33:48.141802 | astronomy_76 | chunk 9 | prompt_tokens=8311, candidates_tokens=148, total_tokens=8459
2025-11-20T21:34:22.733975 | astronomy_76 | chunk 10 | prompt_tokens=11632, candidates_tokens=223, total_tokens=11855
2025-11-20T21:34:36.440306 | astronomy_214 | chunk 0 | prompt_tokens=8211, candidates_tokens=179, total_tokens=8390
2025-11-20T21:34:51.133337 | astronomy_214 | chunk 1 | prompt_tokens=12814, candidates_tokens=210, total_tokens=13024
2025-11-20T21:34:58.552608 | astronomy_214 | chunk 2 | prompt_tokens=4324, candidates_tokens=194, total_tokens=4518
2025-11-20T21:35:16.660712 | astronomy_214 | chunk 3 | prompt_tokens=10600, candidates_tokens=255, total_tokens=10855
2025-11-20T21:35:29.662132 | astronomy_214 | chunk 4 | prompt_tokens=7928, candidates_tokens=149, total_tokens=8077
2025-11-20T21:35:48.188271 | astronomy_214 | chunk 5 | prompt_tokens=16443, candidates_tokens=196, total_tokens=16639
2025-11-20T21:35:58.579427 | astronomy_214 | chunk 6 | prompt_tokens=2859, candidates_tokens=171, total_tokens=3030
2025-11-20T21:36:17.830169 | astronomy_214 | chunk 7 | prompt_tokens=15952, candidates_tokens=270, total_tokens=16222
2025-11-20T21:37:09.629100 | astronomy_214 | chunk 8 | prompt_tokens=39058, candidates_tokens=209, total_tokens=39267
2025-11-20T21:37:50.107856 | astronomy_214 | chunk 9 | prompt_tokens=26373, candidates_tokens=248, total_tokens=26621
2025-11-20T21:38:30.853244 | astronomy_214 | chunk 10 | prompt_tokens=15594, candidates_tokens=325, total_tokens=15919
2025-11-20T21:39:02.693697 | astronomy_214 | chunk 11 | prompt_tokens=6588, candidates_tokens=192, total_tokens=6780
2025-11-20T21:40:13.553907 | astronomy_214 | chunk 12 | prompt_tokens=9651, candidates_tokens=267, total_tokens=9918
2025-11-20T21:41:04.937217 | astronomy_408 | chunk 0 | prompt_tokens=18091, candidates_tokens=257, total_tokens=18348
2025-11-20T21:41:58.507922 | astronomy_408 | chunk 1 | prompt_tokens=14129, candidates_tokens=167, total_tokens=14296
2025-11-20T21:42:38.980208 | astronomy_408 | chunk 2 | prompt_tokens=10500, candidates_tokens=216, total_tokens=10716
2025-11-20T21:43:30.408615 | astronomy_408 | chunk 3 | prompt_tokens=20763, candidates_tokens=225, total_tokens=20988
2025-11-20T21:44:18.459148 | astronomy_408 | chunk 4 | prompt_tokens=17034, candidates_tokens=179, total_tokens=17213
2025-11-20T21:44:54.667547 | astronomy_408 | chunk 5 | prompt_tokens=14129, candidates_tokens=166, total_tokens=14295
2025-11-20T21:45:25.390340 | astronomy_408 | chunk 6 | prompt_tokens=11632, candidates_tokens=174, total_tokens=11806
2025-11-20T21:46:37.875879 | astronomy_408 | chunk 7 | prompt_tokens=15078, candidates_tokens=214, total_tokens=15292
2025-11-20T21:47:40.071928 | astronomy_408 | chunk 8 | prompt_tokens=14254, candidates_tokens=159, total_tokens=14413
2025-11-20T21:48:17.516507 | astronomy_408 | chunk 9 | prompt_tokens=10783, candidates_tokens=174, total_tokens=10957
2025-11-20T21:49:20.272180 | astronomy_502 | chunk 0 | prompt_tokens=19789, candidates_tokens=286, total_tokens=20075
2025-11-20T21:51:19.471713 | astronomy_502 | chunk 1 | prompt_tokens=18524, candidates_tokens=342, total_tokens=18866
2025-11-20T21:51:39.517037 | astronomy_502 | chunk 2 | prompt_tokens=3991, candidates_tokens=240, total_tokens=4231
2025-11-20T21:52:07.953913 | astronomy_502 | chunk 3 | prompt_tokens=9418, candidates_tokens=153, total_tokens=9571
2025-11-20T21:52:23.755306 | astronomy_502 | chunk 4 | prompt_tokens=4299, candidates_tokens=249, total_tokens=4548
2025-11-20T21:52:52.618324 | astronomy_502 | chunk 5 | prompt_tokens=13405, candidates_tokens=313, total_tokens=13718
2025-11-20T21:53:38.521221 | astronomy_502 | chunk 6 | prompt_tokens=18965, candidates_tokens=217, total_tokens=19182
2025-11-20T21:53:49.937543 | astronomy_502 | chunk 7 | prompt_tokens=3808, candidates_tokens=217, total_tokens=4025
2025-11-20T21:54:02.927096 | astronomy_502 | chunk 8 | prompt_tokens=10833, candidates_tokens=197, total_tokens=11030
2025-11-20T21:54:15.812131 | astronomy_502 | chunk 9 | prompt_tokens=6280, candidates_tokens=205, total_tokens=6485
2025-11-20T21:54:26.198708 | astronomy_502 | chunk 10 | prompt_tokens=4557, candidates_tokens=206, total_tokens=4763
2025-11-20T21:54:37.754044 | astronomy_502 | chunk 11 | prompt_tokens=6230, candidates_tokens=171, total_tokens=6401
2025-11-20T21:54:55.696838 | astronomy_143 | chunk 0 | prompt_tokens=5789, candidates_tokens=160, total_tokens=5949
2025-11-20T21:55:09.800427 | astronomy_143 | chunk 1 | prompt_tokens=8985, candidates_tokens=141, total_tokens=9126
2025-11-20T21:55:31.411586 | astronomy_143 | chunk 2 | prompt_tokens=11449, candidates_tokens=170, total_tokens=11619
2025-11-20T21:55:48.047000 | astronomy_143 | chunk 3 | prompt_tokens=10758, candidates_tokens=156, total_tokens=10914
2025-11-20T21:56:09.096875 | astronomy_143 | chunk 4 | prompt_tokens=16260, candidates_tokens=190, total_tokens=16450
2025-11-20T21:56:30.227386 | astronomy_143 | chunk 5 | prompt_tokens=22719, candidates_tokens=178, total_tokens=22897
2025-11-20T21:57:00.528207 | astronomy_143 | chunk 6 | prompt_tokens=9909, candidates_tokens=222, total_tokens=10131
2025-11-20T21:57:14.436529 | astronomy_143 | chunk 7 | prompt_tokens=9651, candidates_tokens=148, total_tokens=9799
2025-11-20T21:57:27.550595 | astronomy_143 | chunk 8 | prompt_tokens=13538, candidates_tokens=235, total_tokens=13773
2025-11-20T21:57:42.543740 | astronomy_143 | chunk 9 | prompt_tokens=4632, candidates_tokens=207, total_tokens=4839
2025-11-20T21:58:02.699169 | astronomy_328 | chunk 0 | prompt_tokens=12714, candidates_tokens=224, total_tokens=12938
2025-11-20T21:58:12.793907 | astronomy_328 | chunk 1 | prompt_tokens=9934, candidates_tokens=203, total_tokens=10137
2025-11-20T21:58:24.947054 | astronomy_328 | chunk 2 | prompt_tokens=9418, candidates_tokens=291, total_tokens=9709
2025-11-20T21:58:38.629318 | astronomy_328 | chunk 3 | prompt_tokens=8236, candidates_tokens=226, total_tokens=8462
2025-11-20T21:58:49.084647 | astronomy_328 | chunk 4 | prompt_tokens=5714, candidates_tokens=367, total_tokens=6081
2025-11-20T21:59:01.735476 | astronomy_328 | chunk 5 | prompt_tokens=9418, candidates_tokens=234, total_tokens=9652
2025-11-20T21:59:10.603772 | astronomy_328 | chunk 6 | prompt_tokens=3941, candidates_tokens=218, total_tokens=4159
2025-11-20T21:59:20.569430 | astronomy_328 | chunk 7 | prompt_tokens=7412, candidates_tokens=257, total_tokens=7669
2025-11-20T21:59:43.880965 | astronomy_328 | chunk 8 | prompt_tokens=23568, candidates_tokens=301, total_tokens=23869
2025-11-20T21:59:58.013276 | astronomy_328 | chunk 9 | prompt_tokens=11657, candidates_tokens=343, total_tokens=12000
2025-11-20T22:00:13.030287 | astronomy_328 | chunk 10 | prompt_tokens=12814, candidates_tokens=214, total_tokens=13028
