2025-11-21T17:47:21.753677 | hiking_227 | chunk 0 | prompt_tokens=16726, candidates_tokens=129, total_tokens=17090
2025-11-21T18:01:16.757930 | hiking_202 | chunk 11 | prompt_tokens=7720, candidates_tokens=211, total_tokens=8655
2025-11-21T18:01:28.248758 | hiking_202 | chunk 12 | prompt_tokens=4815, candidates_tokens=153, total_tokens=5371
2025-11-21T18:01:39.870484 | hiking_202 | chunk 13 | prompt_tokens=7645, candidates_tokens=153, total_tokens=8326
2025-11-21T18:02:02.728050 | hiking_224 | chunk 0 | prompt_tokens=21795, candidates_tokens=272, total_tokens=22953
2025-11-21T18:02:13.137826 | hiking_224 | chunk 1 | prompt_tokens=3483, candidates_tokens=142, total_tokens=3961
2025-11-21T18:02:25.182336 | hiking_224 | chunk 3 | prompt_tokens=2909, candidates_tokens=134, total_tokens=3483
2025-11-21T18:02:38.902938 | hiking_224 | chunk 4 | prompt_tokens=12015, candidates_tokens=137, total_tokens=12629
2025-11-21T18:03:00.327830 | hiking_224 | chunk 5 | prompt_tokens=14562, candidates_tokens=227, total_tokens=15931
2025-11-21T18:03:38.349934 | hiking_224 | chunk 6 | prompt_tokens=15453, candidates_tokens=202, total_tokens=16034
2025-11-21T18:03:51.782041 | hiking_224 | chunk 7 | prompt_tokens=8261, candidates_tokens=183, total_tokens=9219
2025-11-21T18:04:17.008288 | hiking_224 | chunk 8 | prompt_tokens=29819, candidates_tokens=247, total_tokens=31040
2025-11-21T18:04:34.092516 | hiking_224 | chunk 9 | prompt_tokens=10833, candidates_tokens=141, total_tokens=11309
2025-11-21T18:04:47.501984 | hiking_224 | chunk 10 | prompt_tokens=7645, candidates_tokens=144, total_tokens=7837
2025-11-21T18:04:54.341402 | hiking_224 | chunk 11 | prompt_tokens=645, candidates_tokens=121, total_tokens=1112
2025-11-21T18:05:04.457574 | hiking_224 | chunk 12 | prompt_tokens=6255, candidates_tokens=117, total_tokens=6898
2025-11-21T18:05:26.429773 | hiking_224 | chunk 13 | prompt_tokens=12173, candidates_tokens=266, total_tokens=13422
2025-11-21T18:06:04.345562 | hiking_224 | chunk 14 | prompt_tokens=7477, candidates_tokens=200, total_tokens=8433
2025-11-21T18:06:28.435022 | hiking_224 | chunk 15 | prompt_tokens=27788, candidates_tokens=268, total_tokens=28906
2025-11-21T18:06:43.628747 | hiking_206 | chunk 0 | prompt_tokens=10167, candidates_tokens=319, total_tokens=11389
2025-11-21T18:07:11.002592 | hiking_206 | chunk 1 | prompt_tokens=15544, candidates_tokens=392, total_tokens=16829
2025-11-21T18:07:37.139721 | hiking_206 | chunk 2 | prompt_tokens=23518, candidates_tokens=195, total_tokens=24482
2025-11-21T18:07:55.216772 | hiking_206 | chunk 3 | prompt_tokens=14254, candidates_tokens=198, total_tokens=14992
2025-11-21T18:08:35.441179 | hiking_206 | chunk 4 | prompt_tokens=16921, candidates_tokens=292, total_tokens=18224
2025-11-21T18:09:00.218621 | hiking_206 | chunk 5 | prompt_tokens=18374, candidates_tokens=294, total_tokens=19552
2025-11-21T18:09:22.541539 | hiking_206 | chunk 6 | prompt_tokens=9751, candidates_tokens=249, total_tokens=11073
2025-11-21T18:10:01.555487 | hiking_206 | chunk 7 | prompt_tokens=7801, candidates_tokens=230, total_tokens=8440
2025-11-21T18:10:20.724865 | hiking_206 | chunk 8 | prompt_tokens=13971, candidates_tokens=230, total_tokens=15228
2025-11-21T18:10:29.273248 | hiking_206 | chunk 9 | prompt_tokens=387, candidates_tokens=121, total_tokens=861
2025-11-21T18:10:44.212531 | hiking_206 | chunk 10 | prompt_tokens=7337, candidates_tokens=258, total_tokens=8210
2025-11-21T18:10:56.911221 | hiking_206 | chunk 11 | prompt_tokens=4557, candidates_tokens=169, total_tokens=5129
2025-11-21T18:11:10.375120 | hiking_206 | chunk 12 | prompt_tokens=5356, candidates_tokens=159, total_tokens=6039
2025-11-21T18:11:20.650561 | hiking_206 | chunk 13 | prompt_tokens=4016, candidates_tokens=172, total_tokens=4485
2025-11-21T18:11:34.717157 | hiking_206 | chunk 14 | prompt_tokens=5997, candidates_tokens=276, total_tokens=6805
2025-11-21T18:11:55.375442 | hiking_61 | chunk 0 | prompt_tokens=15852, candidates_tokens=177, total_tokens=16538
2025-11-21T18:12:13.374676 | hiking_61 | chunk 1 | prompt_tokens=11374, candidates_tokens=277, total_tokens=12186
2025-11-21T18:12:31.943276 | hiking_61 | chunk 2 | prompt_tokens=9959, candidates_tokens=184, total_tokens=10708
2025-11-21T18:12:43.407950 | hiking_61 | chunk 3 | prompt_tokens=8544, candidates_tokens=111, total_tokens=8826
2025-11-21T18:13:17.419974 | hiking_61 | chunk 4 | prompt_tokens=10744, candidates_tokens=243, total_tokens=11698
2025-11-21T18:13:52.324402 | hiking_61 | chunk 5 | prompt_tokens=10456, candidates_tokens=159, total_tokens=10934
2025-11-21T18:14:09.830853 | hiking_61 | chunk 6 | prompt_tokens=11424, candidates_tokens=330, total_tokens=12297
2025-11-21T18:14:29.602645 | hiking_61 | chunk 7 | prompt_tokens=5997, candidates_tokens=244, total_tokens=6819
2025-11-21T18:14:45.455092 | hiking_61 | chunk 8 | prompt_tokens=5198, candidates_tokens=217, total_tokens=6271
2025-11-21T18:14:58.262096 | hiking_61 | chunk 9 | prompt_tokens=3708, candidates_tokens=149, total_tokens=4328
2025-11-21T18:15:18.408329 | hiking_61 | chunk 10 | prompt_tokens=12481, candidates_tokens=282, total_tokens=13315
2025-11-21T18:15:40.229071 | hiking_61 | chunk 11 | prompt_tokens=12839, candidates_tokens=268, total_tokens=13847
2025-11-21T18:15:53.004767 | hiking_61 | chunk 12 | prompt_tokens=5148, candidates_tokens=168, total_tokens=5724
2025-11-21T18:16:15.512955 | hiking_61 | chunk 13 | prompt_tokens=9085, candidates_tokens=189, total_tokens=10328
2025-11-21T18:16:46.683653 | hiking_61 | chunk 14 | prompt_tokens=19065, candidates_tokens=268, total_tokens=20163
2025-11-21T18:17:13.641303 | hiking_30 | chunk 0 | prompt_tokens=17883, candidates_tokens=329, total_tokens=18558
2025-11-21T18:18:06.482475 | hiking_30 | chunk 1 | prompt_tokens=26655, candidates_tokens=236, total_tokens=28478
2025-11-21T18:18:16.458132 | hiking_30 | chunk 2 | prompt_tokens=2576, candidates_tokens=84, total_tokens=2808
2025-11-21T18:19:16.802257 | hiking_30 | chunk 3 | prompt_tokens=10550, candidates_tokens=1167, total_tokens=11717
2025-11-21T18:19:56.467101 | hiking_30 | chunk 5 | prompt_tokens=13965, candidates_tokens=153, total_tokens=14772
2025-11-21T18:20:38.885988 | hiking_30 | chunk 6 | prompt_tokens=21660, candidates_tokens=426, total_tokens=23019
2025-11-21T18:21:00.231745 | hiking_30 | chunk 7 | prompt_tokens=12198, candidates_tokens=244, total_tokens=13184
2025-11-21T18:21:17.759631 | hiking_30 | chunk 8 | prompt_tokens=2318, candidates_tokens=158, total_tokens=2909
2025-11-21T18:22:06.727256 | hiking_30 | chunk 9 | prompt_tokens=19570, candidates_tokens=286, total_tokens=20542
2025-11-21T18:22:29.396162 | hiking_241 | chunk 0 | prompt_tokens=7054, candidates_tokens=410, total_tokens=8377
2025-11-21T18:23:05.763697 | hiking_241 | chunk 1 | prompt_tokens=7489, candidates_tokens=349, total_tokens=8597
2025-11-21T18:23:30.454567 | hiking_241 | chunk 2 | prompt_tokens=5972, candidates_tokens=626, total_tokens=8666
2025-11-21T18:23:42.472738 | hiking_241 | chunk 3 | prompt_tokens=2243, candidates_tokens=137, total_tokens=2743
2025-11-21T18:25:23.626309 | hiking_241 | chunk 4 | prompt_tokens=91860, candidates_tokens=308, total_tokens=93664
2025-11-21T18:25:41.163876 | hiking_241 | chunk 5 | prompt_tokens=6896, candidates_tokens=150, total_tokens=7657
2025-11-21T18:26:12.404287 | hiking_184 | chunk 0 | prompt_tokens=32882, candidates_tokens=245, total_tokens=33326
2025-11-21T18:26:32.279756 | hiking_184 | chunk 1 | prompt_tokens=8852, candidates_tokens=164, total_tokens=9618
2025-11-21T18:26:50.095288 | hiking_184 | chunk 2 | prompt_tokens=11041, candidates_tokens=165, total_tokens=11652
2025-11-21T18:27:19.266599 | hiking_184 | chunk 3 | prompt_tokens=21895, candidates_tokens=127, total_tokens=22341
2025-11-21T18:27:40.682943 | hiking_184 | chunk 4 | prompt_tokens=8827, candidates_tokens=185, total_tokens=9874
2025-11-21T18:28:23.796284 | hiking_184 | chunk 5 | prompt_tokens=42762, candidates_tokens=148, total_tokens=43776
2025-11-21T18:28:54.303167 | hiking_184 | chunk 6 | prompt_tokens=7181, candidates_tokens=162, total_tokens=7859
2025-11-21T18:29:21.000411 | hiking_184 | chunk 7 | prompt_tokens=3944, candidates_tokens=191, total_tokens=4698
2025-11-21T18:29:42.932137 | hiking_184 | chunk 8 | prompt_tokens=17858, candidates_tokens=249, total_tokens=18843
2025-11-21T18:30:16.394923 | hiking_184 | chunk 9 | prompt_tokens=9845, candidates_tokens=364, total_tokens=11352
2025-11-21T18:30:40.555872 | hiking_213 | chunk 0 | prompt_tokens=9318, candidates_tokens=207, total_tokens=10211
2025-11-21T18:30:54.962543 | hiking_213 | chunk 1 | prompt_tokens=3400, candidates_tokens=154, total_tokens=4108
2025-11-21T18:31:18.383163 | hiking_213 | chunk 2 | prompt_tokens=6796, candidates_tokens=141, total_tokens=7356
2025-11-21T18:31:28.560845 | hiking_213 | chunk 3 | prompt_tokens=1469, candidates_tokens=118, total_tokens=1878
2025-11-21T18:32:05.905371 | hiking_213 | chunk 4 | prompt_tokens=15386, candidates_tokens=141, total_tokens=16447
2025-11-21T18:32:18.976897 | hiking_213 | chunk 5 | prompt_tokens=3117, candidates_tokens=127, total_tokens=3613
2025-11-21T18:32:38.574494 | hiking_213 | chunk 6 | prompt_tokens=10192, candidates_tokens=106, total_tokens=10550
2025-11-21T18:33:06.751465 | hiking_213 | chunk 7 | prompt_tokens=16210, candidates_tokens=123, total_tokens=16902
2025-11-21T18:33:34.295831 | hiking_213 | chunk 8 | prompt_tokens=8569, candidates_tokens=73, total_tokens=8788
2025-11-21T18:34:14.071895 | hiking_213 | chunk 9 | prompt_tokens=6025, candidates_tokens=128, total_tokens=6414
2025-11-21T18:34:52.020617 | hiking_213 | chunk 10 | prompt_tokens=16726, candidates_tokens=149, total_tokens=17213
2025-11-21T18:35:44.490843 | hiking_213 | chunk 11 | prompt_tokens=13377, candidates_tokens=131, total_tokens=14050
2025-11-21T18:36:11.123680 | hiking_213 | chunk 12 | prompt_tokens=10475, candidates_tokens=129, total_tokens=10878
2025-11-21T18:36:28.938338 | hiking_213 | chunk 13 | prompt_tokens=4349, candidates_tokens=117, total_tokens=4980
2025-11-21T18:36:53.215751 | hiking_213 | chunk 14 | prompt_tokens=10575, candidates_tokens=198, total_tokens=11367
2025-11-21T18:37:29.729056 | hiking_213 | chunk 15 | prompt_tokens=21046, candidates_tokens=276, total_tokens=22007
2025-11-21T18:38:08.021363 | hiking_151 | chunk 0 | prompt_tokens=15147, candidates_tokens=250, total_tokens=15901
2025-11-21T18:38:35.501957 | hiking_151 | chunk 1 | prompt_tokens=7670, candidates_tokens=132, total_tokens=8121
2025-11-21T18:38:51.563407 | hiking_151 | chunk 2 | prompt_tokens=6230, candidates_tokens=138, total_tokens=7078
2025-11-21T18:39:25.965535 | hiking_151 | chunk 3 | prompt_tokens=8971, candidates_tokens=135, total_tokens=9672
2025-11-21T18:39:39.361403 | hiking_151 | chunk 4 | prompt_tokens=6588, candidates_tokens=90, total_tokens=7079
2025-11-21T18:40:35.450501 | hiking_151 | chunk 5 | prompt_tokens=23518, candidates_tokens=174, total_tokens=24270
2025-11-21T18:41:08.202331 | hiking_151 | chunk 6 | prompt_tokens=14512, candidates_tokens=154, total_tokens=14937
2025-11-21T18:41:23.405496 | hiking_151 | chunk 7 | prompt_tokens=5714, candidates_tokens=89, total_tokens=6124
2025-11-21T18:41:36.168364 | hiking_151 | chunk 8 | prompt_tokens=2060, candidates_tokens=156, total_tokens=2689
2025-11-21T18:41:58.215115 | hiking_151 | chunk 9 | prompt_tokens=7104, candidates_tokens=187, total_tokens=7929
2025-11-21T18:42:12.052273 | hiking_151 | chunk 10 | prompt_tokens=2909, candidates_tokens=160, total_tokens=3563
2025-11-21T18:42:36.668093 | hiking_151 | chunk 11 | prompt_tokens=13663, candidates_tokens=195, total_tokens=14186
2025-11-21T18:43:04.365940 | hiking_151 | chunk 12 | prompt_tokens=13088, candidates_tokens=202, total_tokens=13931
2025-11-21T18:43:23.527268 | hiking_151 | chunk 13 | prompt_tokens=18399, candidates_tokens=75, total_tokens=18604
2025-11-21T18:43:47.555911 | hiking_151 | chunk 14 | prompt_tokens=12198, candidates_tokens=143, total_tokens=12641
2025-11-21T18:43:59.605918 | hiking_159 | chunk 0 | prompt_tokens=645, candidates_tokens=186, total_tokens=1224
2025-11-21T18:44:52.332657 | hiking_159 | chunk 1 | prompt_tokens=20405, candidates_tokens=252, total_tokens=21277
2025-11-21T18:45:35.759079 | hiking_159 | chunk 2 | prompt_tokens=18424, candidates_tokens=182, total_tokens=19069
2025-11-21T18:46:28.059317 | hiking_159 | chunk 3 | prompt_tokens=15852, candidates_tokens=178, total_tokens=16811
2025-11-21T18:47:09.961281 | hiking_159 | chunk 4 | prompt_tokens=17858, candidates_tokens=182, total_tokens=18541
2025-11-21T18:47:44.925673 | hiking_159 | chunk 5 | prompt_tokens=12814, candidates_tokens=176, total_tokens=13509
2025-11-21T18:48:12.335801 | hiking_159 | chunk 6 | prompt_tokens=9110, candidates_tokens=131, total_tokens=9924
2025-11-21T18:48:38.310432 | hiking_159 | chunk 7 | prompt_tokens=9555, candidates_tokens=250, total_tokens=10384
2025-11-21T18:49:04.383315 | hiking_159 | chunk 8 | prompt_tokens=9443, candidates_tokens=168, total_tokens=10005
2025-11-21T18:50:06.804591 | hiking_159 | chunk 9 | prompt_tokens=18116, candidates_tokens=185, total_tokens=18823
2025-11-21T18:50:26.786771 | hiking_159 | chunk 10 | prompt_tokens=5073, candidates_tokens=125, total_tokens=5670
2025-11-21T18:50:40.094249 | hiking_159 | chunk 11 | prompt_tokens=2293, candidates_tokens=162, total_tokens=2982
2025-11-21T18:50:50.590282 | hiking_159 | chunk 12 | prompt_tokens=1186, candidates_tokens=149, total_tokens=1691
2025-11-21T18:51:07.698492 | hiking_142 | chunk 0 | prompt_tokens=4091, candidates_tokens=149, total_tokens=4597
2025-11-21T18:52:18.680862 | hiking_142 | chunk 1 | prompt_tokens=22436, candidates_tokens=151, total_tokens=22729
2025-11-21T18:53:13.110759 | hiking_142 | chunk 2 | prompt_tokens=20763, candidates_tokens=105, total_tokens=21176
2025-11-21T18:53:37.968960 | hiking_142 | chunk 3 | prompt_tokens=4532, candidates_tokens=129, total_tokens=5123
2025-11-21T18:54:05.711577 | hiking_142 | chunk 4 | prompt_tokens=10217, candidates_tokens=140, total_tokens=10630
2025-11-21T18:54:28.871829 | hiking_142 | chunk 5 | prompt_tokens=5714, candidates_tokens=160, total_tokens=6197
2025-11-21T18:55:07.449089 | hiking_142 | chunk 6 | prompt_tokens=8261, candidates_tokens=161, total_tokens=8638
2025-11-21T18:55:33.419211 | hiking_142 | chunk 7 | prompt_tokens=8802, candidates_tokens=102, total_tokens=8999
2025-11-21T18:56:18.719190 | hiking_142 | chunk 8 | prompt_tokens=12839, candidates_tokens=95, total_tokens=13194
2025-11-21T18:57:08.512146 | hiking_142 | chunk 9 | prompt_tokens=15619, candidates_tokens=113, total_tokens=16134
2025-11-21T18:57:34.905200 | hiking_142 | chunk 10 | prompt_tokens=8519, candidates_tokens=126, total_tokens=8950
2025-11-21T18:58:05.905567 | hiking_18 | chunk 0 | prompt_tokens=13871, candidates_tokens=281, total_tokens=14712
2025-11-21T18:58:16.674582 | hiking_18 | chunk 1 | prompt_tokens=1161, candidates_tokens=104, total_tokens=1480
2025-11-21T18:58:25.135352 | hiking_18 | chunk 2 | prompt_tokens=645, candidates_tokens=134, total_tokens=1012
2025-11-21T18:59:38.316615 | hiking_18 | chunk 3 | prompt_tokens=19581, candidates_tokens=476, total_tokens=21111
2025-11-21T19:00:23.508971 | hiking_18 | chunk 4 | prompt_tokens=13663, candidates_tokens=355, total_tokens=15212
2025-11-21T19:00:52.580078 | hiking_18 | chunk 5 | prompt_tokens=6513, candidates_tokens=191, total_tokens=7151
2025-11-21T19:01:05.364040 | hiking_18 | chunk 6 | prompt_tokens=3708, candidates_tokens=138, total_tokens=4050
2025-11-21T19:01:35.984381 | hiking_18 | chunk 7 | prompt_tokens=7670, candidates_tokens=176, total_tokens=8059
2025-11-21T19:02:16.609545 | hiking_18 | chunk 8 | prompt_tokens=9676, candidates_tokens=269, total_tokens=11031
2025-11-21T19:03:28.842823 | hiking_18 | chunk 9 | prompt_tokens=33964, candidates_tokens=401, total_tokens=35524
2025-11-21T19:04:10.190419 | hiking_18 | chunk 10 | prompt_tokens=12556, candidates_tokens=471, total_tokens=14199
2025-11-21T19:04:39.511492 | hiking_18 | chunk 11 | prompt_tokens=9626, candidates_tokens=275, total_tokens=10684
2025-11-21T19:05:05.445406 | hiking_18 | chunk 12 | prompt_tokens=8827, candidates_tokens=149, total_tokens=9449
2025-11-21T19:05:39.406571 | hiking_18 | chunk 13 | prompt_tokens=12248, candidates_tokens=297, total_tokens=13200
2025-11-21T19:05:56.196869 | hiking_115 | chunk 0 | prompt_tokens=5506, candidates_tokens=203, total_tokens=6454
2025-11-21T19:06:24.656069 | hiking_115 | chunk 1 | prompt_tokens=13688, candidates_tokens=244, total_tokens=15086
2025-11-21T19:06:58.069685 | hiking_115 | chunk 2 | prompt_tokens=10292, candidates_tokens=227, total_tokens=11441
2025-11-21T19:07:16.560575 | hiking_115 | chunk 3 | prompt_tokens=6022, candidates_tokens=221, total_tokens=6586
2025-11-21T19:07:33.320185 | hiking_115 | chunk 4 | prompt_tokens=4632, candidates_tokens=260, total_tokens=5411
2025-11-21T19:08:13.024864 | hiking_115 | chunk 5 | prompt_tokens=8619, candidates_tokens=256, total_tokens=9295
2025-11-21T19:08:30.007748 | hiking_115 | chunk 6 | prompt_tokens=6305, candidates_tokens=228, total_tokens=7075
2025-11-21T19:08:53.989648 | hiking_115 | chunk 7 | prompt_tokens=6320, candidates_tokens=288, total_tokens=7203
2025-11-21T19:09:22.149999 | hiking_115 | chunk 8 | prompt_tokens=11399, candidates_tokens=160, total_tokens=12136
2025-11-21T19:10:10.834815 | hiking_115 | chunk 9 | prompt_tokens=17317, candidates_tokens=269, total_tokens=18633
2025-11-21T19:10:40.826627 | hiking_115 | chunk 10 | prompt_tokens=10575, candidates_tokens=460, total_tokens=12103
2025-11-21T19:11:03.823709 | hiking_115 | chunk 11 | prompt_tokens=4016, candidates_tokens=238, total_tokens=4925
2025-11-21T19:11:26.783625 | hiking_115 | chunk 12 | prompt_tokens=5098, candidates_tokens=246, total_tokens=5847
2025-11-21T19:12:08.649669 | hiking_115 | chunk 13 | prompt_tokens=14487, candidates_tokens=216, total_tokens=15445
2025-11-21T19:12:50.401831 | hiking_115 | chunk 14 | prompt_tokens=11990, candidates_tokens=282, total_tokens=13581
2025-11-21T19:13:29.058574 | hiking_115 | chunk 15 | prompt_tokens=9838, candidates_tokens=211, total_tokens=10886
2025-11-21T19:14:00.455480 | hiking_115 | chunk 16 | prompt_tokens=9060, candidates_tokens=268, total_tokens=10346
2025-11-21T19:14:31.530846 | hiking_97 | chunk 0 | prompt_tokens=12997, candidates_tokens=247, total_tokens=13882
2025-11-21T19:15:23.532155 | hiking_97 | chunk 1 | prompt_tokens=18782, candidates_tokens=209, total_tokens=19412
2025-11-21T19:16:12.187980 | hiking_97 | chunk 2 | prompt_tokens=9726, candidates_tokens=349, total_tokens=11034
2025-11-21T19:16:40.122457 | hiking_97 | chunk 3 | prompt_tokens=7154, candidates_tokens=303, total_tokens=8102
2025-11-21T19:16:54.812101 | hiking_97 | chunk 4 | prompt_tokens=2060, candidates_tokens=174, total_tokens=2907
2025-11-21T19:17:29.202384 | hiking_97 | chunk 5 | prompt_tokens=9959, candidates_tokens=212, total_tokens=11154
2025-11-21T19:18:23.164087 | hiking_97 | chunk 6 | prompt_tokens=20480, candidates_tokens=179, total_tokens=20928
2025-11-21T19:18:52.911376 | hiking_97 | chunk 7 | prompt_tokens=7462, candidates_tokens=261, total_tokens=8882
2025-11-21T19:19:15.046131 | hiking_97 | chunk 8 | prompt_tokens=4825, candidates_tokens=161, total_tokens=5385
2025-11-21T19:19:50.164043 | hiking_97 | chunk 9 | prompt_tokens=8672, candidates_tokens=220, total_tokens=9452
2025-11-21T19:20:30.884014 | hiking_97 | chunk 10 | prompt_tokens=9701, candidates_tokens=308, total_tokens=10698
2025-11-21T19:21:06.704148 | hiking_97 | chunk 11 | prompt_tokens=9676, candidates_tokens=260, total_tokens=10851
2025-11-21T19:21:47.545163 | hiking_97 | chunk 12 | prompt_tokens=10525, candidates_tokens=274, total_tokens=11610
2025-11-21T19:22:09.873852 | hiking_97 | chunk 13 | prompt_tokens=6563, candidates_tokens=251, total_tokens=7335
2025-11-21T19:23:15.147936 | hiking_97 | chunk 14 | prompt_tokens=29020, candidates_tokens=76, total_tokens=29326
2025-11-21T19:23:59.608395 | hiking_83 | chunk 0 | prompt_tokens=11299, candidates_tokens=170, total_tokens=11970
2025-11-21T19:24:37.814086 | hiking_83 | chunk 1 | prompt_tokens=21366, candidates_tokens=98, total_tokens=21738
2025-11-21T19:24:53.660863 | hiking_83 | chunk 2 | prompt_tokens=5639, candidates_tokens=131, total_tokens=6002
2025-11-21T19:25:16.047101 | hiking_83 | chunk 3 | prompt_tokens=10267, candidates_tokens=113, total_tokens=10688
2025-11-21T19:25:54.476137 | hiking_83 | chunk 4 | prompt_tokens=24417, candidates_tokens=114, total_tokens=24886
2025-11-21T19:26:14.845709 | hiking_83 | chunk 5 | prompt_tokens=6230, candidates_tokens=222, total_tokens=7093
2025-11-21T19:26:44.496325 | hiking_83 | chunk 6 | prompt_tokens=7362, candidates_tokens=174, total_tokens=7897
2025-11-21T19:27:36.258031 | hiking_83 | chunk 7 | prompt_tokens=15669, candidates_tokens=215, total_tokens=16628
2025-11-21T19:29:09.861309 | hiking_83 | chunk 8 | prompt_tokens=27480, candidates_tokens=261, total_tokens=28187
2025-11-21T19:30:04.225817 | hiking_83 | chunk 9 | prompt_tokens=16726, candidates_tokens=210, total_tokens=17499
2025-11-21T19:30:30.360081 | hiking_50 | chunk 0 | prompt_tokens=6205, candidates_tokens=143, total_tokens=6586
2025-11-21T19:30:50.949779 | hiking_50 | chunk 1 | prompt_tokens=4582, candidates_tokens=111, total_tokens=5051
