2025-11-21T02:24:07.430054 | chemistry_372 | chunk 0 | prompt_tokens=6488, candidates_tokens=122, total_tokens=6610
2025-11-21T02:36:23.518095 | chemistry_219 | chunk 9 | prompt_tokens=10267, candidates_tokens=232, total_tokens=10499
2025-11-21T02:36:32.826670 | chemistry_219 | chunk 10 | prompt_tokens=9035, candidates_tokens=177, total_tokens=9212
2025-11-21T02:36:42.715144 | chemistry_219 | chunk 11 | prompt_tokens=7362, candidates_tokens=147, total_tokens=7509
2025-11-21T02:36:49.397047 | chemistry_219 | chunk 12 | prompt_tokens=1985, candidates_tokens=155, total_tokens=2140
2025-11-21T02:36:58.347772 | chemistry_219 | chunk 13 | prompt_tokens=6255, candidates_tokens=143, total_tokens=6398
2025-11-21T02:37:07.682690 | chemistry_219 | chunk 14 | prompt_tokens=7720, candidates_tokens=193, total_tokens=7913
2025-11-21T02:37:17.792816 | chemistry_219 | chunk 15 | prompt_tokens=9160, candidates_tokens=136, total_tokens=9296
2025-11-21T02:37:29.569749 | chemistry_219 | chunk 16 | prompt_tokens=6821, candidates_tokens=237, total_tokens=7058
2025-11-21T02:37:38.066653 | chemistry_455 | chunk 0 | prompt_tokens=7487, candidates_tokens=170, total_tokens=7657
2025-11-21T02:37:48.757678 | chemistry_455 | chunk 1 | prompt_tokens=11990, candidates_tokens=189, total_tokens=12179
2025-11-21T02:38:00.646836 | chemistry_455 | chunk 2 | prompt_tokens=14845, candidates_tokens=261, total_tokens=15106
2025-11-21T02:38:12.636609 | chemistry_455 | chunk 3 | prompt_tokens=19606, candidates_tokens=185, total_tokens=19791
2025-11-21T02:38:22.426910 | chemistry_455 | chunk 4 | prompt_tokens=15669, candidates_tokens=190, total_tokens=15859
2025-11-21T02:38:37.937162 | chemistry_455 | chunk 5 | prompt_tokens=24933, candidates_tokens=169, total_tokens=25102
2025-11-21T02:38:47.471292 | chemistry_455 | chunk 6 | prompt_tokens=12506, candidates_tokens=197, total_tokens=12703
2025-11-21T02:38:58.671472 | chemistry_455 | chunk 7 | prompt_tokens=37951, candidates_tokens=256, total_tokens=38207
2025-11-21T02:39:07.799800 | chemistry_55 | chunk 0 | prompt_tokens=20072, candidates_tokens=279, total_tokens=20351
2025-11-21T02:39:16.677817 | chemistry_55 | chunk 1 | prompt_tokens=10192, candidates_tokens=279, total_tokens=10471
2025-11-21T02:39:23.292940 | chemistry_55 | chunk 2 | prompt_tokens=12789, candidates_tokens=198, total_tokens=12987
2025-11-21T02:39:29.222426 | chemistry_55 | chunk 3 | prompt_tokens=6538, candidates_tokens=180, total_tokens=6718
2025-11-21T02:39:39.348922 | chemistry_55 | chunk 4 | prompt_tokens=8494, candidates_tokens=206, total_tokens=8700
2025-11-21T02:39:45.887644 | chemistry_55 | chunk 5 | prompt_tokens=11915, candidates_tokens=204, total_tokens=12119
2025-11-21T02:39:54.375016 | chemistry_55 | chunk 6 | prompt_tokens=12248, candidates_tokens=181, total_tokens=12429
2025-11-21T02:40:02.606806 | chemistry_55 | chunk 7 | prompt_tokens=23468, candidates_tokens=208, total_tokens=23676
2025-11-21T02:40:08.692738 | chemistry_55 | chunk 8 | prompt_tokens=5123, candidates_tokens=232, total_tokens=5355
2025-11-21T02:40:15.748556 | chemistry_55 | chunk 9 | prompt_tokens=6513, candidates_tokens=324, total_tokens=6837
2025-11-21T02:40:25.618041 | chemistry_55 | chunk 10 | prompt_tokens=14412, candidates_tokens=197, total_tokens=14609
2025-11-21T02:40:34.924164 | chemistry_55 | chunk 11 | prompt_tokens=9651, candidates_tokens=226, total_tokens=9877
2025-11-21T02:40:42.770578 | chemistry_55 | chunk 12 | prompt_tokens=7645, candidates_tokens=179, total_tokens=7824
2025-11-21T02:40:51.420822 | chemistry_360 | chunk 0 | prompt_tokens=5356, candidates_tokens=246, total_tokens=5602
2025-11-21T02:41:07.363378 | chemistry_360 | chunk 1 | prompt_tokens=29486, candidates_tokens=284, total_tokens=29770
2025-11-21T02:41:25.915269 | chemistry_360 | chunk 2 | prompt_tokens=33706, candidates_tokens=242, total_tokens=33948
2025-11-21T02:41:35.286996 | chemistry_360 | chunk 3 | prompt_tokens=17267, candidates_tokens=202, total_tokens=17469
2025-11-21T02:41:44.508910 | chemistry_360 | chunk 4 | prompt_tokens=20122, candidates_tokens=209, total_tokens=20331
2025-11-21T02:41:56.052835 | chemistry_360 | chunk 5 | prompt_tokens=10858, candidates_tokens=228, total_tokens=11086
2025-11-21T02:42:09.639212 | chemistry_360 | chunk 6 | prompt_tokens=14487, candidates_tokens=276, total_tokens=14763
2025-11-21T02:42:18.172207 | chemistry_360 | chunk 7 | prompt_tokens=3991, candidates_tokens=227, total_tokens=4218
2025-11-21T02:42:28.564426 | chemistry_360 | chunk 8 | prompt_tokens=13072, candidates_tokens=347, total_tokens=13419
2025-11-21T02:42:36.815908 | chemistry_360 | chunk 9 | prompt_tokens=1211, candidates_tokens=214, total_tokens=1425
2025-11-21T02:42:44.450915 | chemistry_250 | chunk 0 | prompt_tokens=10425, candidates_tokens=150, total_tokens=10575
2025-11-21T02:42:52.068698 | chemistry_250 | chunk 1 | prompt_tokens=7154, candidates_tokens=192, total_tokens=7346
2025-11-21T02:43:00.475909 | chemistry_250 | chunk 2 | prompt_tokens=10292, candidates_tokens=244, total_tokens=10536
2025-11-21T02:43:07.146474 | chemistry_250 | chunk 3 | prompt_tokens=5431, candidates_tokens=216, total_tokens=5647
2025-11-21T02:43:17.157019 | chemistry_250 | chunk 4 | prompt_tokens=13122, candidates_tokens=345, total_tokens=13467
2025-11-21T02:43:25.424303 | chemistry_250 | chunk 5 | prompt_tokens=5947, candidates_tokens=301, total_tokens=6248
2025-11-21T02:43:39.355817 | chemistry_313 | chunk 0 | prompt_tokens=8469, candidates_tokens=209, total_tokens=8678
2025-11-21T02:43:48.606293 | chemistry_313 | chunk 1 | prompt_tokens=11707, candidates_tokens=198, total_tokens=11905
2025-11-21T02:44:02.543018 | chemistry_313 | chunk 2 | prompt_tokens=10733, candidates_tokens=225, total_tokens=10958
2025-11-21T02:44:11.166955 | chemistry_313 | chunk 3 | prompt_tokens=8236, candidates_tokens=230, total_tokens=8466
2025-11-21T02:44:18.269058 | chemistry_313 | chunk 4 | prompt_tokens=4324, candidates_tokens=228, total_tokens=4552
2025-11-21T02:44:25.437762 | chemistry_313 | chunk 5 | prompt_tokens=10317, candidates_tokens=207, total_tokens=10524
2025-11-21T02:44:34.632762 | chemistry_313 | chunk 6 | prompt_tokens=11299, candidates_tokens=196, total_tokens=11495
2025-11-21T02:44:45.899698 | chemistry_313 | chunk 7 | prompt_tokens=23851, candidates_tokens=255, total_tokens=24106
2025-11-21T02:45:03.627413 | chemistry_313 | chunk 8 | prompt_tokens=37410, candidates_tokens=226, total_tokens=37636
2025-11-21T02:45:13.593907 | chemistry_313 | chunk 9 | prompt_tokens=23568, candidates_tokens=179, total_tokens=23747
2025-11-21T02:45:21.614632 | chemistry_313 | chunk 10 | prompt_tokens=6821, candidates_tokens=287, total_tokens=7108
2025-11-21T02:45:28.276699 | chemistry_216 | chunk 0 | prompt_tokens=11865, candidates_tokens=205, total_tokens=12070
2025-11-21T02:45:37.199614 | chemistry_216 | chunk 1 | prompt_tokens=8569, candidates_tokens=277, total_tokens=8846
2025-11-21T02:45:45.864701 | chemistry_216 | chunk 2 | prompt_tokens=7412, candidates_tokens=307, total_tokens=7719
2025-11-21T02:45:59.088344 | chemistry_216 | chunk 3 | prompt_tokens=23027, candidates_tokens=358, total_tokens=23385
2025-11-21T02:46:08.960097 | chemistry_216 | chunk 4 | prompt_tokens=12456, candidates_tokens=191, total_tokens=12647
2025-11-21T02:46:15.651792 | chemistry_216 | chunk 5 | prompt_tokens=8777, candidates_tokens=209, total_tokens=8986
2025-11-21T02:46:23.407160 | chemistry_216 | chunk 6 | prompt_tokens=10550, candidates_tokens=301, total_tokens=10851
2025-11-21T02:46:30.830761 | chemistry_216 | chunk 7 | prompt_tokens=6047, candidates_tokens=178, total_tokens=6225
2025-11-21T02:46:37.249491 | chemistry_216 | chunk 8 | prompt_tokens=6613, candidates_tokens=205, total_tokens=6818
2025-11-21T02:46:44.617469 | chemistry_216 | chunk 9 | prompt_tokens=5123, candidates_tokens=189, total_tokens=5312
2025-11-21T02:46:51.953541 | chemistry_216 | chunk 10 | prompt_tokens=5406, candidates_tokens=204, total_tokens=5610
2025-11-21T02:47:00.626763 | chemistry_216 | chunk 11 | prompt_tokens=11657, candidates_tokens=200, total_tokens=11857
2025-11-21T02:47:11.096739 | chemistry_216 | chunk 12 | prompt_tokens=10550, candidates_tokens=245, total_tokens=10795
2025-11-21T02:47:20.185085 | chemistry_216 | chunk 13 | prompt_tokens=10009, candidates_tokens=268, total_tokens=10277
2025-11-21T02:47:27.868277 | chemistry_216 | chunk 14 | prompt_tokens=15336, candidates_tokens=223, total_tokens=15559
2025-11-21T02:47:39.403167 | chemistry_214 | chunk 0 | prompt_tokens=17933, candidates_tokens=206, total_tokens=18139
2025-11-21T02:47:50.051261 | chemistry_214 | chunk 1 | prompt_tokens=15361, candidates_tokens=210, total_tokens=15571
2025-11-21T02:48:00.283202 | chemistry_214 | chunk 2 | prompt_tokens=21770, candidates_tokens=163, total_tokens=21933
2025-11-21T02:48:08.996031 | chemistry_214 | chunk 3 | prompt_tokens=22952, candidates_tokens=242, total_tokens=23194
2025-11-21T02:48:16.257173 | chemistry_214 | chunk 4 | prompt_tokens=3117, candidates_tokens=167, total_tokens=3284
2025-11-21T02:48:22.142953 | chemistry_214 | chunk 5 | prompt_tokens=7337, candidates_tokens=185, total_tokens=7522
2025-11-21T02:48:31.621883 | chemistry_214 | chunk 6 | prompt_tokens=14254, candidates_tokens=168, total_tokens=14422
2025-11-21T02:48:39.315034 | chemistry_214 | chunk 7 | prompt_tokens=5198, candidates_tokens=188, total_tokens=5386
2025-11-21T02:48:51.849704 | chemistry_214 | chunk 8 | prompt_tokens=21770, candidates_tokens=278, total_tokens=22048
2025-11-21T02:49:01.124098 | chemistry_306 | chunk 0 | prompt_tokens=21229, candidates_tokens=289, total_tokens=21518
2025-11-21T02:49:10.776333 | chemistry_306 | chunk 1 | prompt_tokens=13896, candidates_tokens=196, total_tokens=14092
2025-11-21T02:49:19.490991 | chemistry_306 | chunk 2 | prompt_tokens=9468, candidates_tokens=236, total_tokens=9704
2025-11-21T02:49:25.965123 | chemistry_306 | chunk 3 | prompt_tokens=7437, candidates_tokens=241, total_tokens=7678
2025-11-21T02:49:34.984400 | chemistry_306 | chunk 4 | prompt_tokens=14437, candidates_tokens=157, total_tokens=14594
2025-11-21T02:49:41.618750 | chemistry_306 | chunk 5 | prompt_tokens=5381, candidates_tokens=151, total_tokens=5532
2025-11-21T02:49:48.750531 | chemistry_306 | chunk 6 | prompt_tokens=13097, candidates_tokens=183, total_tokens=13280
2025-11-21T02:49:56.635701 | chemistry_306 | chunk 7 | prompt_tokens=15669, candidates_tokens=240, total_tokens=15909
2025-11-21T02:50:05.688585 | chemistry_306 | chunk 8 | prompt_tokens=12481, candidates_tokens=278, total_tokens=12759
2025-11-21T02:50:14.186744 | chemistry_306 | chunk 9 | prompt_tokens=10009, candidates_tokens=206, total_tokens=10215
2025-11-21T02:50:20.932547 | chemistry_306 | chunk 10 | prompt_tokens=4815, candidates_tokens=216, total_tokens=5031
2025-11-21T02:50:30.354838 | chemistry_371 | chunk 0 | prompt_tokens=13405, candidates_tokens=188, total_tokens=13593
2025-11-21T02:50:35.234800 | chemistry_371 | chunk 1 | prompt_tokens=3192, candidates_tokens=131, total_tokens=3323
2025-11-21T02:50:42.863088 | chemistry_371 | chunk 2 | prompt_tokens=11990, candidates_tokens=156, total_tokens=12146
2025-11-21T02:50:50.555346 | chemistry_371 | chunk 3 | prompt_tokens=8028, candidates_tokens=186, total_tokens=8214
2025-11-21T02:50:57.461402 | chemistry_371 | chunk 4 | prompt_tokens=5972, candidates_tokens=201, total_tokens=6173
2025-11-21T02:51:04.758922 | chemistry_371 | chunk 5 | prompt_tokens=5456, candidates_tokens=242, total_tokens=5698
2025-11-21T02:51:11.563891 | chemistry_371 | chunk 6 | prompt_tokens=4016, candidates_tokens=156, total_tokens=4172
2025-11-21T02:51:19.096611 | chemistry_371 | chunk 7 | prompt_tokens=5456, candidates_tokens=221, total_tokens=5677
2025-11-21T02:51:43.437537 | chemistry_371 | chunk 8 | prompt_tokens=18449, candidates_tokens=219, total_tokens=18668
2025-11-21T02:51:50.329839 | chemistry_371 | chunk 9 | prompt_tokens=10192, candidates_tokens=276, total_tokens=10468
2025-11-21T02:51:57.151389 | chemistry_371 | chunk 10 | prompt_tokens=15361, candidates_tokens=207, total_tokens=15568
2025-11-21T02:52:03.413973 | chemistry_371 | chunk 11 | prompt_tokens=3375, candidates_tokens=179, total_tokens=3554
2025-11-21T02:52:10.877913 | chemistry_371 | chunk 12 | prompt_tokens=3708, candidates_tokens=164, total_tokens=3872
2025-11-21T02:52:18.385411 | chemistry_371 | chunk 13 | prompt_tokens=7362, candidates_tokens=197, total_tokens=7559
2025-11-21T02:52:27.352447 | chemistry_371 | chunk 14 | prompt_tokens=7437, candidates_tokens=297, total_tokens=7734
2025-11-21T02:52:35.103303 | chemistry_371 | chunk 15 | prompt_tokens=7179, candidates_tokens=182, total_tokens=7361
2025-11-21T02:52:42.097069 | chemistry_453 | chunk 0 | prompt_tokens=4790, candidates_tokens=236, total_tokens=5026
2025-11-21T02:52:51.705759 | chemistry_453 | chunk 1 | prompt_tokens=9393, candidates_tokens=206, total_tokens=9599
2025-11-21T02:52:58.972830 | chemistry_453 | chunk 2 | prompt_tokens=17550, candidates_tokens=228, total_tokens=17778
2025-11-21T02:53:16.480587 | chemistry_453 | chunk 3 | prompt_tokens=58585, candidates_tokens=263, total_tokens=58848
2025-11-21T02:53:26.039500 | chemistry_453 | chunk 4 | prompt_tokens=6871, candidates_tokens=139, total_tokens=7010
2025-11-21T02:53:36.212721 | chemistry_453 | chunk 5 | prompt_tokens=10833, candidates_tokens=138, total_tokens=10971
2025-11-21T02:53:46.056751 | chemistry_453 | chunk 6 | prompt_tokens=26373, candidates_tokens=120, total_tokens=26493
2025-11-21T02:53:53.278762 | chemistry_453 | chunk 7 | prompt_tokens=4840, candidates_tokens=97, total_tokens=4937
2025-11-21T02:54:03.935038 | chemistry_453 | chunk 8 | prompt_tokens=11449, candidates_tokens=152, total_tokens=11601
2025-11-21T02:54:13.191459 | chemistry_453 | chunk 9 | prompt_tokens=5714, candidates_tokens=191, total_tokens=5905
2025-11-21T09:08:27.678649 | chemistry_250 | chunk 0 | prompt_tokens=10425, candidates_tokens=208, total_tokens=10633
2025-11-21T09:08:33.686950 | chemistry_250 | chunk 1 | prompt_tokens=7154, candidates_tokens=203, total_tokens=7357
2025-11-21T09:08:42.542973 | chemistry_250 | chunk 2 | prompt_tokens=10292, candidates_tokens=206, total_tokens=10498
2025-11-21T09:08:48.185758 | chemistry_250 | chunk 3 | prompt_tokens=5431, candidates_tokens=254, total_tokens=5685
2025-11-21T09:08:56.365294 | chemistry_250 | chunk 4 | prompt_tokens=13122, candidates_tokens=261, total_tokens=13383
2025-11-21T09:09:01.717142 | chemistry_250 | chunk 5 | prompt_tokens=5947, candidates_tokens=194, total_tokens=6141
2025-11-21T09:09:10.242401 | chemistry_250 | chunk 6 | prompt_tokens=9909, candidates_tokens=223, total_tokens=10132
2025-11-21T09:09:17.993326 | chemistry_250 | chunk 7 | prompt_tokens=8802, candidates_tokens=213, total_tokens=9015
2025-11-21T09:09:23.004278 | chemistry_250 | chunk 8 | prompt_tokens=2343, candidates_tokens=167, total_tokens=2510
2025-11-21T09:09:29.960978 | chemistry_250 | chunk 9 | prompt_tokens=4790, candidates_tokens=208, total_tokens=4998
2025-11-21T09:09:36.039352 | chemistry_250 | chunk 10 | prompt_tokens=5714, candidates_tokens=164, total_tokens=5878
2025-11-21T09:09:44.636860 | chemistry_250 | chunk 11 | prompt_tokens=9060, candidates_tokens=266, total_tokens=9326
2025-11-21T09:09:52.266487 | chemistry_250 | chunk 12 | prompt_tokens=16085, candidates_tokens=189, total_tokens=16274
2025-11-21T09:09:59.013880 | chemistry_250 | chunk 13 | prompt_tokens=3758, candidates_tokens=166, total_tokens=3924
