2025-11-21T17:42:50.516781 | academic_lectures_198 | chunk 0 | prompt_tokens=21637, candidates_tokens=344, total_tokens=22402
2025-11-21T17:54:13.111626 | academic_lectures_261 | chunk 3 | prompt_tokens=14229, candidates_tokens=344, total_tokens=15099
2025-11-21T17:54:29.972320 | academic_lectures_261 | chunk 4 | prompt_tokens=5406, candidates_tokens=198, total_tokens=6240
2025-11-21T17:54:54.708782 | academic_lectures_261 | chunk 5 | prompt_tokens=24392, candidates_tokens=395, total_tokens=25988
2025-11-21T17:55:13.317648 | academic_lectures_261 | chunk 6 | prompt_tokens=20921, candidates_tokens=203, total_tokens=21372
2025-11-21T17:55:27.496019 | academic_lectures_261 | chunk 7 | prompt_tokens=9726, candidates_tokens=148, total_tokens=10141
2025-11-21T17:55:41.746914 | academic_lectures_261 | chunk 8 | prompt_tokens=13896, candidates_tokens=343, total_tokens=14712
2025-11-21T17:56:09.120188 | academic_lectures_261 | chunk 9 | prompt_tokens=13971, candidates_tokens=313, total_tokens=15120
2025-11-21T17:56:21.655647 | academic_lectures_261 | chunk 10 | prompt_tokens=11424, candidates_tokens=307, total_tokens=12013
2025-11-21T17:56:36.867651 | academic_lectures_261 | chunk 11 | prompt_tokens=15619, candidates_tokens=456, total_tokens=16513
2025-11-21T17:56:45.240845 | academic_lectures_298 | chunk 0 | prompt_tokens=4224, candidates_tokens=226, total_tokens=4734
2025-11-21T17:57:18.612987 | academic_lectures_298 | chunk 1 | prompt_tokens=20505, candidates_tokens=539, total_tokens=21508
2025-11-21T17:57:30.238301 | academic_lectures_298 | chunk 2 | prompt_tokens=7154, candidates_tokens=300, total_tokens=8068
2025-11-21T17:57:44.888645 | academic_lectures_298 | chunk 3 | prompt_tokens=16418, candidates_tokens=111, total_tokens=16774
2025-11-21T17:58:05.087189 | academic_lectures_298 | chunk 4 | prompt_tokens=21587, candidates_tokens=302, total_tokens=22672
2025-11-21T17:58:14.595626 | academic_lectures_298 | chunk 5 | prompt_tokens=3142, candidates_tokens=158, total_tokens=3626
2025-11-21T17:58:38.834666 | academic_lectures_298 | chunk 7 | prompt_tokens=28970, candidates_tokens=198, total_tokens=29650
2025-11-21T17:59:09.297498 | academic_lectures_298 | chunk 8 | prompt_tokens=31384, candidates_tokens=318, total_tokens=32102
2025-11-21T17:59:26.739569 | academic_lectures_298 | chunk 9 | prompt_tokens=10883, candidates_tokens=197, total_tokens=11550
2025-11-21T17:59:40.920454 | academic_lectures_298 | chunk 10 | prompt_tokens=20197, candidates_tokens=208, total_tokens=20652
2025-11-21T17:59:55.953055 | academic_lectures_236 | chunk 0 | prompt_tokens=19506, candidates_tokens=176, total_tokens=20234
2025-11-21T18:00:05.269084 | academic_lectures_236 | chunk 1 | prompt_tokens=4324, candidates_tokens=219, total_tokens=5072
2025-11-21T18:00:20.601373 | academic_lectures_236 | chunk 2 | prompt_tokens=9576, candidates_tokens=307, total_tokens=10843
2025-11-21T18:00:32.148509 | academic_lectures_236 | chunk 3 | prompt_tokens=11940, candidates_tokens=128, total_tokens=12421
2025-11-21T18:00:46.001620 | academic_lectures_236 | chunk 4 | prompt_tokens=6463, candidates_tokens=238, total_tokens=7855
2025-11-21T18:00:59.147457 | academic_lectures_236 | chunk 5 | prompt_tokens=14179, candidates_tokens=160, total_tokens=14678
2025-11-21T18:01:12.436257 | academic_lectures_236 | chunk 6 | prompt_tokens=13638, candidates_tokens=357, total_tokens=14537
2025-11-21T18:01:23.935239 | academic_lectures_236 | chunk 7 | prompt_tokens=14437, candidates_tokens=247, total_tokens=15089
2025-11-21T18:01:36.483436 | academic_lectures_236 | chunk 8 | prompt_tokens=12506, candidates_tokens=134, total_tokens=12962
2025-11-21T18:01:52.194415 | academic_lectures_236 | chunk 9 | prompt_tokens=13097, candidates_tokens=367, total_tokens=14405
2025-11-21T18:02:04.950490 | academic_lectures_236 | chunk 10 | prompt_tokens=13122, candidates_tokens=345, total_tokens=14006
2025-11-21T18:02:15.833860 | academic_lectures_236 | chunk 11 | prompt_tokens=11990, candidates_tokens=235, total_tokens=12751
2025-11-21T18:02:28.250154 | academic_lectures_236 | chunk 12 | prompt_tokens=6588, candidates_tokens=278, total_tokens=7491
2025-11-21T18:02:39.501776 | academic_lectures_53 | chunk 0 | prompt_tokens=18216, candidates_tokens=111, total_tokens=18617
2025-11-21T18:02:51.427132 | academic_lectures_53 | chunk 1 | prompt_tokens=7978, candidates_tokens=171, total_tokens=8498
2025-11-21T18:03:02.577020 | academic_lectures_53 | chunk 2 | prompt_tokens=8236, candidates_tokens=226, total_tokens=8759
2025-11-21T18:03:14.953921 | academic_lectures_53 | chunk 3 | prompt_tokens=7129, candidates_tokens=147, total_tokens=7904
2025-11-21T18:03:22.700380 | academic_lectures_53 | chunk 4 | prompt_tokens=5098, candidates_tokens=92, total_tokens=5295
2025-11-21T18:03:34.806305 | academic_lectures_53 | chunk 5 | prompt_tokens=8003, candidates_tokens=203, total_tokens=8764
2025-11-21T18:04:09.002656 | academic_lectures_53 | chunk 6 | prompt_tokens=13978, candidates_tokens=273, total_tokens=14375
2025-11-21T18:04:26.260697 | academic_lectures_53 | chunk 7 | prompt_tokens=20097, candidates_tokens=203, total_tokens=20571
2025-11-21T18:04:39.018058 | academic_lectures_53 | chunk 8 | prompt_tokens=14229, candidates_tokens=206, total_tokens=14604
2025-11-21T18:04:59.378920 | academic_lectures_53 | chunk 9 | prompt_tokens=28662, candidates_tokens=407, total_tokens=29965
2025-11-21T18:05:10.672428 | academic_lectures_53 | chunk 10 | prompt_tokens=5431, candidates_tokens=201, total_tokens=6358
2025-11-21T18:05:24.820870 | academic_lectures_53 | chunk 11 | prompt_tokens=11940, candidates_tokens=247, total_tokens=12685
2025-11-21T18:05:46.779765 | academic_lectures_53 | chunk 12 | prompt_tokens=16368, candidates_tokens=561, total_tokens=18258
2025-11-21T18:06:02.650654 | academic_lectures_180 | chunk 0 | prompt_tokens=7154, candidates_tokens=475, total_tokens=8687
2025-11-21T18:06:20.039454 | academic_lectures_180 | chunk 1 | prompt_tokens=9060, candidates_tokens=305, total_tokens=10133
2025-11-21T18:06:30.932253 | academic_lectures_180 | chunk 2 | prompt_tokens=23260, candidates_tokens=79, total_tokens=23483
2025-11-21T18:06:54.379204 | academic_lectures_180 | chunk 3 | prompt_tokens=23543, candidates_tokens=429, total_tokens=25902
2025-11-21T18:07:07.069544 | academic_lectures_180 | chunk 4 | prompt_tokens=4557, candidates_tokens=222, total_tokens=5327
2025-11-21T18:07:32.774852 | academic_lectures_180 | chunk 5 | prompt_tokens=24625, candidates_tokens=449, total_tokens=26590
2025-11-21T18:07:45.665706 | academic_lectures_180 | chunk 6 | prompt_tokens=12739, candidates_tokens=429, total_tokens=13824
2025-11-21T18:07:54.592884 | academic_lectures_180 | chunk 7 | prompt_tokens=5764, candidates_tokens=258, total_tokens=6550
2025-11-21T18:08:02.801385 | academic_lectures_180 | chunk 8 | prompt_tokens=4349, candidates_tokens=268, total_tokens=5032
2025-11-21T18:08:20.834238 | academic_lectures_275 | chunk 0 | prompt_tokens=10034, candidates_tokens=453, total_tokens=11544
2025-11-21T18:09:00.641934 | academic_lectures_275 | chunk 1 | prompt_tokens=25782, candidates_tokens=698, total_tokens=28357
2025-11-21T18:09:21.649009 | academic_lectures_275 | chunk 2 | prompt_tokens=18191, candidates_tokens=375, total_tokens=19621
2025-11-21T18:09:42.002103 | academic_lectures_275 | chunk 3 | prompt_tokens=18116, candidates_tokens=458, total_tokens=19828
2025-11-21T18:09:59.046588 | academic_lectures_275 | chunk 4 | prompt_tokens=24467, candidates_tokens=497, total_tokens=25566
2025-11-21T18:10:34.437837 | academic_lectures_275 | chunk 5 | prompt_tokens=15152, candidates_tokens=485, total_tokens=16655
2025-11-21T18:10:56.676376 | academic_lectures_275 | chunk 6 | prompt_tokens=15003, candidates_tokens=510, total_tokens=16492
2025-11-21T18:11:17.340846 | academic_lectures_275 | chunk 7 | prompt_tokens=13022, candidates_tokens=677, total_tokens=14971
2025-11-21T18:11:34.523382 | academic_lectures_113 | chunk 0 | prompt_tokens=10317, candidates_tokens=232, total_tokens=10998
2025-11-21T18:11:45.283230 | academic_lectures_113 | chunk 1 | prompt_tokens=5764, candidates_tokens=168, total_tokens=6183
2025-11-21T18:11:56.456801 | academic_lectures_113 | chunk 2 | prompt_tokens=3117, candidates_tokens=205, total_tokens=4024
2025-11-21T18:12:07.689350 | academic_lectures_113 | chunk 3 | prompt_tokens=9934, candidates_tokens=268, total_tokens=10598
2025-11-21T18:12:19.116122 | academic_lectures_113 | chunk 4 | prompt_tokens=2834, candidates_tokens=251, total_tokens=3447
2025-11-21T18:12:32.068714 | academic_lectures_113 | chunk 5 | prompt_tokens=10192, candidates_tokens=351, total_tokens=11192
2025-11-21T18:12:43.219926 | academic_lectures_113 | chunk 6 | prompt_tokens=7953, candidates_tokens=304, total_tokens=8685
2025-11-21T18:13:18.486689 | academic_lectures_113 | chunk 7 | prompt_tokens=10433, candidates_tokens=451, total_tokens=11544
2025-11-21T18:13:30.484144 | academic_lectures_113 | chunk 8 | prompt_tokens=5431, candidates_tokens=303, total_tokens=6280
2025-11-21T18:14:04.527389 | academic_lectures_113 | chunk 9 | prompt_tokens=12513, candidates_tokens=413, total_tokens=13605
2025-11-21T18:14:47.699234 | academic_lectures_113 | chunk 10 | prompt_tokens=15644, candidates_tokens=609, total_tokens=20814
2025-11-21T18:15:03.378933 | academic_lectures_113 | chunk 11 | prompt_tokens=4249, candidates_tokens=483, total_tokens=5696
2025-11-21T18:15:15.240016 | academic_lectures_113 | chunk 12 | prompt_tokens=8236, candidates_tokens=245, total_tokens=8930
2025-11-21T18:15:30.296289 | academic_lectures_113 | chunk 13 | prompt_tokens=15361, candidates_tokens=452, total_tokens=16682
2025-11-21T18:15:47.532484 | academic_lectures_113 | chunk 14 | prompt_tokens=20738, candidates_tokens=314, total_tokens=21690
2025-11-21T18:16:20.942679 | academic_lectures_113 | chunk 15 | prompt_tokens=8981, candidates_tokens=206, total_tokens=9823
2025-11-21T18:16:39.789794 | academic_lectures_128 | chunk 0 | prompt_tokens=11890, candidates_tokens=459, total_tokens=13366
2025-11-21T18:16:49.432495 | academic_lectures_128 | chunk 1 | prompt_tokens=4532, candidates_tokens=252, total_tokens=5144
2025-11-21T18:17:05.317884 | academic_lectures_128 | chunk 2 | prompt_tokens=9060, candidates_tokens=464, total_tokens=10748
2025-11-21T18:17:17.514469 | academic_lectures_128 | chunk 3 | prompt_tokens=5639, candidates_tokens=172, total_tokens=6021
2025-11-21T18:17:33.758508 | academic_lectures_128 | chunk 4 | prompt_tokens=12481, candidates_tokens=308, total_tokens=13205
2025-11-21T18:17:46.534740 | academic_lectures_128 | chunk 5 | prompt_tokens=6821, candidates_tokens=248, total_tokens=7741
2025-11-21T18:17:59.228089 | academic_lectures_128 | chunk 6 | prompt_tokens=4865, candidates_tokens=192, total_tokens=5642
2025-11-21T18:18:11.852882 | academic_lectures_128 | chunk 7 | prompt_tokens=7745, candidates_tokens=235, total_tokens=8379
2025-11-21T18:18:26.460916 | academic_lectures_128 | chunk 8 | prompt_tokens=9934, candidates_tokens=264, total_tokens=11082
2025-11-21T18:19:11.629859 | academic_lectures_128 | chunk 9 | prompt_tokens=13563, candidates_tokens=513, total_tokens=14076
2025-11-21T18:19:24.643855 | academic_lectures_128 | chunk 10 | prompt_tokens=7720, candidates_tokens=217, total_tokens=8288
2025-11-21T18:19:40.441518 | academic_lectures_128 | chunk 11 | prompt_tokens=9085, candidates_tokens=231, total_tokens=9911
2025-11-21T18:19:56.072214 | academic_lectures_128 | chunk 12 | prompt_tokens=8702, candidates_tokens=337, total_tokens=9703
2025-11-21T18:20:08.374368 | academic_lectures_128 | chunk 13 | prompt_tokens=6255, candidates_tokens=256, total_tokens=6959
2025-11-21T18:20:24.929618 | academic_lectures_128 | chunk 14 | prompt_tokens=14462, candidates_tokens=486, total_tokens=15430
2025-11-21T18:20:39.043194 | academic_lectures_128 | chunk 15 | prompt_tokens=6047, candidates_tokens=308, total_tokens=7205
2025-11-21T18:21:09.327739 | academic_lectures_128 | chunk 16 | prompt_tokens=11582, candidates_tokens=448, total_tokens=13150
2025-11-21T18:21:48.147983 | academic_lectures_302 | chunk 0 | prompt_tokens=19881, candidates_tokens=90, total_tokens=20111
2025-11-21T18:22:00.557321 | academic_lectures_302 | chunk 1 | prompt_tokens=6588, candidates_tokens=117, total_tokens=7080
2025-11-21T18:22:15.177317 | academic_lectures_302 | chunk 2 | prompt_tokens=12764, candidates_tokens=165, total_tokens=13307
2025-11-21T18:22:26.918769 | academic_lectures_302 | chunk 3 | prompt_tokens=5714, candidates_tokens=131, total_tokens=6255
2025-11-21T18:22:44.631500 | academic_lectures_302 | chunk 4 | prompt_tokens=11682, candidates_tokens=242, total_tokens=12332
2025-11-21T18:22:58.155275 | academic_lectures_302 | chunk 5 | prompt_tokens=5739, candidates_tokens=132, total_tokens=6303
2025-11-21T18:23:38.529924 | academic_lectures_302 | chunk 6 | prompt_tokens=46774, candidates_tokens=118, total_tokens=47254
2025-11-21T18:23:48.338188 | academic_lectures_302 | chunk 7 | prompt_tokens=2601, candidates_tokens=112, total_tokens=3163
2025-11-21T18:24:02.784882 | academic_lectures_302 | chunk 8 | prompt_tokens=9984, candidates_tokens=254, total_tokens=10640
2025-11-21T18:24:40.607248 | academic_lectures_3 | chunk 0 | prompt_tokens=14875, candidates_tokens=107, total_tokens=15216
2025-11-21T18:25:07.361873 | academic_lectures_3 | chunk 1 | prompt_tokens=22386, candidates_tokens=265, total_tokens=23474
2025-11-21T18:25:28.087443 | academic_lectures_3 | chunk 2 | prompt_tokens=27247, candidates_tokens=92, total_tokens=27492
2025-11-21T18:25:45.482176 | academic_lectures_3 | chunk 3 | prompt_tokens=20480, candidates_tokens=231, total_tokens=21368
2025-11-21T18:26:01.025176 | academic_lectures_3 | chunk 4 | prompt_tokens=20405, candidates_tokens=195, total_tokens=21074
2025-11-21T18:26:15.697820 | academic_lectures_3 | chunk 5 | prompt_tokens=15644, candidates_tokens=95, total_tokens=15914
2025-11-21T18:26:31.248111 | academic_lectures_3 | chunk 6 | prompt_tokens=10758, candidates_tokens=164, total_tokens=11369
2025-11-21T18:26:39.095393 | academic_lectures_3 | chunk 7 | prompt_tokens=1985, candidates_tokens=132, total_tokens=2358
2025-11-21T18:26:52.026149 | academic_lectures_3 | chunk 8 | prompt_tokens=12481, candidates_tokens=185, total_tokens=13038
2025-11-21T18:27:01.240977 | academic_lectures_3 | chunk 9 | prompt_tokens=2010, candidates_tokens=168, total_tokens=2684
2025-11-21T18:27:16.418397 | academic_lectures_3 | chunk 10 | prompt_tokens=15952, candidates_tokens=287, total_tokens=16657
2025-11-21T18:27:39.417292 | academic_lectures_27 | chunk 0 | prompt_tokens=6771, candidates_tokens=274, total_tokens=7566
2025-11-21T18:28:11.486362 | academic_lectures_27 | chunk 1 | prompt_tokens=6899, candidates_tokens=198, total_tokens=7387
2025-11-21T18:28:46.233294 | academic_lectures_27 | chunk 2 | prompt_tokens=17801, candidates_tokens=157, total_tokens=18182
2025-11-21T18:28:58.073782 | academic_lectures_27 | chunk 3 | prompt_tokens=3966, candidates_tokens=341, total_tokens=4840
2025-11-21T18:29:14.767636 | academic_lectures_27 | chunk 4 | prompt_tokens=14795, candidates_tokens=155, total_tokens=15247
2025-11-21T18:29:28.915261 | academic_lectures_27 | chunk 5 | prompt_tokens=7387, candidates_tokens=238, total_tokens=8121
2025-11-21T18:29:45.894223 | academic_lectures_27 | chunk 6 | prompt_tokens=7079, candidates_tokens=312, total_tokens=7901
2025-11-21T18:30:06.786906 | academic_lectures_27 | chunk 7 | prompt_tokens=19065, candidates_tokens=228, total_tokens=19816
2025-11-21T18:30:30.749512 | academic_lectures_27 | chunk 8 | prompt_tokens=16726, candidates_tokens=486, total_tokens=18000
2025-11-21T18:30:49.429223 | academic_lectures_27 | chunk 9 | prompt_tokens=13380, candidates_tokens=279, total_tokens=14139
2025-11-21T18:31:06.880859 | academic_lectures_27 | chunk 10 | prompt_tokens=9651, candidates_tokens=269, total_tokens=10505
2025-11-21T18:31:31.031032 | academic_lectures_27 | chunk 11 | prompt_tokens=21870, candidates_tokens=195, total_tokens=22553
2025-11-21T18:31:51.535927 | academic_lectures_122 | chunk 0 | prompt_tokens=16651, candidates_tokens=199, total_tokens=17340
2025-11-21T18:32:08.611417 | academic_lectures_122 | chunk 1 | prompt_tokens=5897, candidates_tokens=363, total_tokens=7415
2025-11-21T18:32:26.424904 | academic_lectures_122 | chunk 2 | prompt_tokens=9859, candidates_tokens=600, total_tokens=11124
2025-11-21T18:32:50.756844 | academic_lectures_122 | chunk 3 | prompt_tokens=14745, candidates_tokens=572, total_tokens=16580
2025-11-21T18:33:19.603728 | academic_lectures_122 | chunk 4 | prompt_tokens=14437, candidates_tokens=525, total_tokens=16100
2025-11-21T18:33:47.952243 | academic_lectures_122 | chunk 5 | prompt_tokens=14745, candidates_tokens=451, total_tokens=16242
2025-11-21T18:34:02.913420 | academic_lectures_122 | chunk 6 | prompt_tokens=5098, candidates_tokens=260, total_tokens=5790
2025-11-21T18:37:10.691053 | academic_lectures_307 | chunk 0 | prompt_tokens=22361, candidates_tokens=618, total_tokens=24126
2025-11-21T18:37:25.367103 | academic_lectures_307 | chunk 1 | prompt_tokens=10858, candidates_tokens=242, total_tokens=11758
2025-11-21T18:37:38.555702 | academic_lectures_307 | chunk 2 | prompt_tokens=8827, candidates_tokens=226, total_tokens=9511
2025-11-21T18:37:50.180424 | academic_lectures_307 | chunk 3 | prompt_tokens=4840, candidates_tokens=182, total_tokens=5568
2025-11-21T18:38:05.945600 | academic_lectures_307 | chunk 4 | prompt_tokens=6821, candidates_tokens=211, total_tokens=7258
2025-11-21T18:38:21.617520 | academic_lectures_307 | chunk 5 | prompt_tokens=9135, candidates_tokens=119, total_tokens=9714
2025-11-21T18:38:56.185107 | academic_lectures_307 | chunk 6 | prompt_tokens=7775, candidates_tokens=241, total_tokens=9354
2025-11-21T18:39:05.472190 | academic_lectures_307 | chunk 7 | prompt_tokens=4274, candidates_tokens=171, total_tokens=4767
2025-11-21T18:39:28.751366 | academic_lectures_307 | chunk 8 | prompt_tokens=5764, candidates_tokens=312, total_tokens=6695
2025-11-21T18:39:47.288099 | academic_lectures_307 | chunk 9 | prompt_tokens=10858, candidates_tokens=270, total_tokens=12213
2025-11-21T18:39:56.732124 | academic_lectures_307 | chunk 10 | prompt_tokens=5431, candidates_tokens=182, total_tokens=5919
2025-11-21T18:40:09.666641 | academic_lectures_307 | chunk 11 | prompt_tokens=4349, candidates_tokens=203, total_tokens=5069
2025-11-21T18:40:33.387047 | academic_lectures_307 | chunk 12 | prompt_tokens=9251, candidates_tokens=247, total_tokens=10067
2025-11-21T18:40:48.931854 | academic_lectures_307 | chunk 13 | prompt_tokens=9651, candidates_tokens=329, total_tokens=10720
2025-11-21T18:41:03.191292 | academic_lectures_307 | chunk 14 | prompt_tokens=9984, candidates_tokens=241, total_tokens=10939
2025-11-21T18:41:11.280589 | academic_lectures_307 | chunk 15 | prompt_tokens=1702, candidates_tokens=162, total_tokens=2131
2025-11-21T18:41:22.653385 | academic_lectures_307 | chunk 16 | prompt_tokens=7953, candidates_tokens=193, total_tokens=8429
2025-11-21T18:41:39.569985 | academic_lectures_307 | chunk 17 | prompt_tokens=13072, candidates_tokens=282, total_tokens=14210
2025-11-21T18:41:53.926462 | academic_lectures_307 | chunk 18 | prompt_tokens=16726, candidates_tokens=141, total_tokens=17090
2025-11-21T18:42:05.669145 | academic_lectures_307 | chunk 19 | prompt_tokens=5198, candidates_tokens=140, total_tokens=5639
2025-11-21T18:42:20.204241 | academic_lectures_101 | chunk 0 | prompt_tokens=10450, candidates_tokens=285, total_tokens=11165
2025-11-21T18:42:29.391414 | academic_lectures_101 | chunk 1 | prompt_tokens=5198, candidates_tokens=53, total_tokens=5368
2025-11-21T18:43:02.920996 | academic_lectures_101 | chunk 2 | prompt_tokens=10808, candidates_tokens=302, total_tokens=11936
2025-11-21T18:43:14.044749 | academic_lectures_101 | chunk 3 | prompt_tokens=6513, candidates_tokens=248, total_tokens=7406
2025-11-21T18:43:37.660969 | academic_lectures_101 | chunk 4 | prompt_tokens=27455, candidates_tokens=104, total_tokens=27726
2025-11-21T18:43:53.692745 | academic_lectures_101 | chunk 5 | prompt_tokens=5098, candidates_tokens=287, total_tokens=6096
2025-11-21T18:44:18.591950 | academic_lectures_101 | chunk 6 | prompt_tokens=8079, candidates_tokens=218, total_tokens=9013
2025-11-21T18:44:54.975048 | academic_lectures_101 | chunk 7 | prompt_tokens=33423, candidates_tokens=431, total_tokens=35235
2025-11-21T18:45:13.789214 | academic_lectures_101 | chunk 8 | prompt_tokens=8961, candidates_tokens=348, total_tokens=10091
2025-11-21T18:45:22.889075 | academic_lectures_101 | chunk 9 | prompt_tokens=3733, candidates_tokens=162, total_tokens=4172
2025-11-21T18:45:41.235800 | academic_lectures_101 | chunk 10 | prompt_tokens=7953, candidates_tokens=326, total_tokens=9297
2025-11-21T18:46:05.935188 | academic_lectures_101 | chunk 11 | prompt_tokens=16418, candidates_tokens=348, total_tokens=17665
2025-11-21T18:46:21.060790 | academic_lectures_101 | chunk 12 | prompt_tokens=6896, candidates_tokens=370, total_tokens=8052
2025-11-21T18:46:44.935249 | academic_lectures_182 | chunk 0 | prompt_tokens=10525, candidates_tokens=362, total_tokens=11597
2025-11-21T18:47:12.636751 | academic_lectures_182 | chunk 1 | prompt_tokens=15053, candidates_tokens=328, total_tokens=16408
2025-11-21T18:47:35.385833 | academic_lectures_182 | chunk 2 | prompt_tokens=16468, candidates_tokens=284, total_tokens=17336
2025-11-21T18:48:04.556437 | academic_lectures_182 | chunk 3 | prompt_tokens=23543, candidates_tokens=445, total_tokens=25183
2025-11-21T18:48:20.414056 | academic_lectures_182 | chunk 4 | prompt_tokens=10525, candidates_tokens=199, total_tokens=11030
2025-11-21T18:48:46.675000 | academic_lectures_182 | chunk 5 | prompt_tokens=18449, candidates_tokens=284, total_tokens=19932
2025-11-21T18:48:59.569358 | academic_lectures_182 | chunk 6 | prompt_tokens=5356, candidates_tokens=225, total_tokens=6003
2025-11-21T18:49:16.328484 | academic_lectures_182 | chunk 7 | prompt_tokens=10142, candidates_tokens=319, total_tokens=11097
2025-11-21T18:49:24.533379 | academic_lectures_182 | chunk 8 | prompt_tokens=2809, candidates_tokens=105, total_tokens=3136
2025-11-21T18:49:35.854075 | academic_lectures_182 | chunk 9 | prompt_tokens=5406, candidates_tokens=246, total_tokens=6151
2025-11-21T18:49:58.899884 | academic_lectures_182 | chunk 10 | prompt_tokens=23210, candidates_tokens=652, total_tokens=24738
2025-11-21T18:50:15.147809 | academic_lectures_155 | chunk 0 | prompt_tokens=6488, candidates_tokens=295, total_tokens=7347
2025-11-21T18:50:44.305184 | academic_lectures_155 | chunk 1 | prompt_tokens=24392, candidates_tokens=263, total_tokens=25015
2025-11-21T18:51:04.553089 | academic_lectures_155 | chunk 2 | prompt_tokens=10267, candidates_tokens=272, total_tokens=11286
