2025-11-21T00:40:11.458869 | biology_281 | chunk 0 | prompt_tokens=1007, candidates_tokens=43, total_tokens=1050
2025-11-21T00:42:35.624796 | biology_242 | chunk 10 | prompt_tokens=1282, candidates_tokens=89, total_tokens=1371
2025-11-21T00:42:40.127833 | biology_242 | chunk 11 | prompt_tokens=1532, candidates_tokens=81, total_tokens=1613
2025-11-21T00:42:45.037466 | biology_242 | chunk 12 | prompt_tokens=857, candidates_tokens=78, total_tokens=935
2025-11-21T00:42:50.576719 | biology_242 | chunk 13 | prompt_tokens=707, candidates_tokens=82, total_tokens=789
2025-11-21T00:43:00.426883 | biology_242 | chunk 14 | prompt_tokens=1407, candidates_tokens=119, total_tokens=1526
2025-11-21T00:43:05.576830 | biology_242 | chunk 15 | prompt_tokens=857, candidates_tokens=60, total_tokens=917
2025-11-21T00:43:22.458666 | biology_242 | chunk 16 | prompt_tokens=1532, candidates_tokens=64, total_tokens=1596
2025-11-21T00:43:27.897586 | biology_87 | chunk 0 | prompt_tokens=1232, candidates_tokens=84, total_tokens=1316
2025-11-21T00:43:32.058348 | biology_87 | chunk 1 | prompt_tokens=907, candidates_tokens=74, total_tokens=981
2025-11-21T00:43:37.266726 | biology_87 | chunk 2 | prompt_tokens=1432, candidates_tokens=84, total_tokens=1516
2025-11-21T00:43:40.961685 | biology_87 | chunk 3 | prompt_tokens=1107, candidates_tokens=64, total_tokens=1171
2025-11-21T00:43:48.800590 | biology_87 | chunk 4 | prompt_tokens=1107, candidates_tokens=87, total_tokens=1194
2025-11-21T00:43:56.642418 | biology_87 | chunk 5 | prompt_tokens=1382, candidates_tokens=58, total_tokens=1440
2025-11-21T00:44:04.622193 | biology_87 | chunk 6 | prompt_tokens=2782, candidates_tokens=136, total_tokens=2918
2025-11-21T00:44:14.081839 | biology_87 | chunk 7 | prompt_tokens=1707, candidates_tokens=107, total_tokens=1814
2025-11-21T00:44:27.600687 | biology_87 | chunk 8 | prompt_tokens=2307, candidates_tokens=89, total_tokens=2396
2025-11-21T00:44:37.344955 | biology_87 | chunk 9 | prompt_tokens=1882, candidates_tokens=111, total_tokens=1993
2025-11-21T00:44:46.927078 | biology_87 | chunk 10 | prompt_tokens=1782, candidates_tokens=126, total_tokens=1908
2025-11-21T00:44:54.220204 | biology_91 | chunk 0 | prompt_tokens=1157, candidates_tokens=61, total_tokens=1218
2025-11-21T00:44:57.872144 | biology_91 | chunk 1 | prompt_tokens=657, candidates_tokens=70, total_tokens=727
2025-11-21T00:45:04.174331 | biology_91 | chunk 2 | prompt_tokens=982, candidates_tokens=55, total_tokens=1037
2025-11-21T00:45:20.265465 | biology_91 | chunk 3 | prompt_tokens=1557, candidates_tokens=70, total_tokens=1627
2025-11-21T00:45:26.181469 | biology_91 | chunk 4 | prompt_tokens=1357, candidates_tokens=85, total_tokens=1442
2025-11-21T00:45:34.224704 | biology_91 | chunk 5 | prompt_tokens=2007, candidates_tokens=68, total_tokens=2075
2025-11-21T00:45:51.056262 | biology_91 | chunk 6 | prompt_tokens=1932, candidates_tokens=97, total_tokens=2029
2025-11-21T00:45:54.655731 | biology_91 | chunk 7 | prompt_tokens=382, candidates_tokens=50, total_tokens=432
2025-11-21T00:45:59.925701 | biology_91 | chunk 8 | prompt_tokens=857, candidates_tokens=50, total_tokens=907
2025-11-21T00:46:04.788296 | biology_91 | chunk 9 | prompt_tokens=557, candidates_tokens=49, total_tokens=606
2025-11-21T00:46:12.307001 | biology_91 | chunk 10 | prompt_tokens=782, candidates_tokens=91, total_tokens=873
2025-11-21T00:46:21.942685 | biology_91 | chunk 11 | prompt_tokens=1257, candidates_tokens=87, total_tokens=1344
2025-11-21T00:46:28.597025 | biology_91 | chunk 12 | prompt_tokens=1282, candidates_tokens=61, total_tokens=1343
2025-11-21T00:46:35.996001 | biology_91 | chunk 13 | prompt_tokens=932, candidates_tokens=54, total_tokens=986
2025-11-21T00:46:41.210763 | biology_91 | chunk 14 | prompt_tokens=1332, candidates_tokens=62, total_tokens=1394
2025-11-21T00:46:45.393709 | biology_91 | chunk 15 | prompt_tokens=882, candidates_tokens=53, total_tokens=935
2025-11-21T00:46:54.660545 | biology_34 | chunk 0 | prompt_tokens=1657, candidates_tokens=74, total_tokens=1731
2025-11-21T00:47:08.030434 | biology_34 | chunk 1 | prompt_tokens=1232, candidates_tokens=85, total_tokens=1317
2025-11-21T00:47:11.525440 | biology_34 | chunk 2 | prompt_tokens=582, candidates_tokens=47, total_tokens=629
2025-11-21T00:47:16.560816 | biology_34 | chunk 3 | prompt_tokens=807, candidates_tokens=56, total_tokens=863
2025-11-21T00:47:19.091798 | biology_34 | chunk 4 | prompt_tokens=457, candidates_tokens=51, total_tokens=508
2025-11-21T00:47:24.641685 | biology_34 | chunk 5 | prompt_tokens=1182, candidates_tokens=78, total_tokens=1260
2025-11-21T00:47:30.351856 | biology_34 | chunk 6 | prompt_tokens=482, candidates_tokens=40, total_tokens=522
2025-11-21T00:47:39.323909 | biology_34 | chunk 7 | prompt_tokens=1707, candidates_tokens=102, total_tokens=1809
2025-11-21T00:47:42.958214 | biology_34 | chunk 8 | prompt_tokens=457, candidates_tokens=54, total_tokens=511
2025-11-21T00:48:00.493634 | biology_34 | chunk 9 | prompt_tokens=1607, candidates_tokens=109, total_tokens=1716
2025-11-21T00:48:11.595752 | biology_34 | chunk 10 | prompt_tokens=932, candidates_tokens=70, total_tokens=1002
2025-11-21T00:48:20.507796 | biology_34 | chunk 11 | prompt_tokens=1107, candidates_tokens=77, total_tokens=1184
2025-11-21T00:48:28.376446 | biology_34 | chunk 12 | prompt_tokens=682, candidates_tokens=55, total_tokens=737
2025-11-21T00:48:40.899066 | biology_418 | chunk 0 | prompt_tokens=1832, candidates_tokens=142, total_tokens=1974
2025-11-21T00:48:48.963782 | biology_418 | chunk 1 | prompt_tokens=2007, candidates_tokens=121, total_tokens=2128
2025-11-21T00:48:54.066209 | biology_418 | chunk 2 | prompt_tokens=1007, candidates_tokens=102, total_tokens=1109
2025-11-21T00:49:03.911083 | biology_418 | chunk 3 | prompt_tokens=1207, candidates_tokens=66, total_tokens=1273
2025-11-21T00:49:14.251554 | biology_418 | chunk 4 | prompt_tokens=732, candidates_tokens=46, total_tokens=778
2025-11-21T00:49:22.179320 | biology_418 | chunk 5 | prompt_tokens=807, candidates_tokens=70, total_tokens=877
2025-11-21T00:49:34.317276 | biology_418 | chunk 6 | prompt_tokens=2057, candidates_tokens=114, total_tokens=2171
2025-11-21T00:49:44.630832 | biology_418 | chunk 7 | prompt_tokens=1082, candidates_tokens=83, total_tokens=1165
2025-11-21T00:49:49.682704 | biology_418 | chunk 8 | prompt_tokens=732, candidates_tokens=51, total_tokens=783
2025-11-21T00:49:53.380627 | biology_418 | chunk 9 | prompt_tokens=607, candidates_tokens=45, total_tokens=652
2025-11-21T00:49:57.975648 | biology_418 | chunk 10 | prompt_tokens=532, candidates_tokens=65, total_tokens=597
2025-11-21T00:50:25.712553 | biology_264 | chunk 0 | prompt_tokens=3232, candidates_tokens=68, total_tokens=3300
2025-11-21T00:50:28.485466 | biology_264 | chunk 1 | prompt_tokens=507, candidates_tokens=50, total_tokens=557
2025-11-21T00:50:32.715198 | biology_264 | chunk 2 | prompt_tokens=657, candidates_tokens=39, total_tokens=696
2025-11-21T00:50:42.787777 | biology_264 | chunk 3 | prompt_tokens=957, candidates_tokens=62, total_tokens=1019
2025-11-21T00:50:49.990917 | biology_264 | chunk 4 | prompt_tokens=1307, candidates_tokens=76, total_tokens=1383
2025-11-21T00:50:58.091847 | biology_264 | chunk 5 | prompt_tokens=882, candidates_tokens=69, total_tokens=951
2025-11-21T00:51:12.829553 | biology_264 | chunk 6 | prompt_tokens=1057, candidates_tokens=73, total_tokens=1130
2025-11-21T00:51:18.566885 | biology_264 | chunk 7 | prompt_tokens=807, candidates_tokens=75, total_tokens=882
2025-11-21T00:51:26.345463 | biology_264 | chunk 8 | prompt_tokens=1457, candidates_tokens=86, total_tokens=1543
2025-11-21T00:51:32.004023 | biology_264 | chunk 9 | prompt_tokens=757, candidates_tokens=89, total_tokens=846
2025-11-21T00:51:39.918207 | biology_264 | chunk 10 | prompt_tokens=957, candidates_tokens=69, total_tokens=1026
2025-11-21T00:51:53.115508 | biology_264 | chunk 11 | prompt_tokens=1432, candidates_tokens=104, total_tokens=1536
2025-11-21T00:52:09.508015 | biology_264 | chunk 12 | prompt_tokens=1982, candidates_tokens=57, total_tokens=2039
2025-11-21T00:52:16.569704 | biology_434 | chunk 0 | prompt_tokens=782, candidates_tokens=74, total_tokens=856
2025-11-21T00:52:27.466506 | biology_434 | chunk 1 | prompt_tokens=1682, candidates_tokens=183, total_tokens=1865
2025-11-21T00:52:37.831255 | biology_434 | chunk 2 | prompt_tokens=1307, candidates_tokens=143, total_tokens=1450
2025-11-21T00:52:50.162052 | biology_434 | chunk 3 | prompt_tokens=1732, candidates_tokens=89, total_tokens=1821
2025-11-21T00:52:55.888983 | biology_434 | chunk 4 | prompt_tokens=307, candidates_tokens=37, total_tokens=344
2025-11-21T00:53:06.262256 | biology_434 | chunk 5 | prompt_tokens=2207, candidates_tokens=143, total_tokens=2350
2025-11-21T00:53:11.243335 | biology_434 | chunk 6 | prompt_tokens=782, candidates_tokens=27, total_tokens=809
2025-11-21T00:53:20.661530 | biology_434 | chunk 7 | prompt_tokens=957, candidates_tokens=67, total_tokens=1024
2025-11-21T00:53:27.689176 | biology_434 | chunk 8 | prompt_tokens=807, candidates_tokens=57, total_tokens=864
2025-11-21T00:53:36.988947 | biology_434 | chunk 9 | prompt_tokens=857, candidates_tokens=101, total_tokens=958
2025-11-21T00:53:49.941092 | biology_434 | chunk 10 | prompt_tokens=2257, candidates_tokens=189, total_tokens=2446
2025-11-21T00:54:05.097542 | biology_434 | chunk 11 | prompt_tokens=1182, candidates_tokens=86, total_tokens=1268
2025-11-21T00:54:12.035859 | biology_48 | chunk 0 | prompt_tokens=982, candidates_tokens=101, total_tokens=1083
2025-11-21T00:54:17.941679 | biology_48 | chunk 1 | prompt_tokens=1082, candidates_tokens=66, total_tokens=1148
2025-11-21T00:54:27.087189 | biology_48 | chunk 2 | prompt_tokens=1007, candidates_tokens=41, total_tokens=1048
2025-11-21T00:54:49.324406 | biology_48 | chunk 3 | prompt_tokens=1707, candidates_tokens=118, total_tokens=1825
2025-11-21T00:54:55.049128 | biology_48 | chunk 4 | prompt_tokens=557, candidates_tokens=41, total_tokens=598
2025-11-21T00:54:59.770858 | biology_48 | chunk 5 | prompt_tokens=582, candidates_tokens=50, total_tokens=632
2025-11-21T00:55:10.406306 | biology_48 | chunk 6 | prompt_tokens=1082, candidates_tokens=77, total_tokens=1159
2025-11-21T00:55:22.185663 | biology_48 | chunk 7 | prompt_tokens=982, candidates_tokens=84, total_tokens=1066
2025-11-21T00:55:40.200469 | biology_48 | chunk 8 | prompt_tokens=932, candidates_tokens=71, total_tokens=1003
2025-11-21T00:55:52.390247 | biology_48 | chunk 9 | prompt_tokens=1082, candidates_tokens=57, total_tokens=1139
2025-11-21T00:56:27.139912 | biology_48 | chunk 10 | prompt_tokens=1207, candidates_tokens=54, total_tokens=1261
2025-11-21T00:56:34.121913 | biology_48 | chunk 11 | prompt_tokens=1782, candidates_tokens=82, total_tokens=1864
2025-11-21T00:56:40.364326 | biology_48 | chunk 12 | prompt_tokens=1082, candidates_tokens=81, total_tokens=1163
2025-11-21T00:56:44.345844 | biology_139 | chunk 0 | prompt_tokens=782, candidates_tokens=52, total_tokens=834
2025-11-21T00:56:53.518156 | biology_139 | chunk 1 | prompt_tokens=857, candidates_tokens=59, total_tokens=916
2025-11-21T00:56:57.685690 | biology_139 | chunk 2 | prompt_tokens=1007, candidates_tokens=82, total_tokens=1089
2025-11-21T00:57:00.784858 | biology_139 | chunk 3 | prompt_tokens=657, candidates_tokens=52, total_tokens=709
2025-11-21T00:57:07.292395 | biology_139 | chunk 4 | prompt_tokens=1007, candidates_tokens=56, total_tokens=1063
2025-11-21T00:57:13.869487 | biology_139 | chunk 5 | prompt_tokens=1157, candidates_tokens=71, total_tokens=1228
2025-11-21T00:57:19.104184 | biology_139 | chunk 6 | prompt_tokens=1157, candidates_tokens=66, total_tokens=1223
2025-11-21T01:01:56.820423 | biology_139 | chunk 7 | prompt_tokens=1832, candidates_tokens=131, total_tokens=1963
2025-11-21T01:02:07.318590 | biology_139 | chunk 8 | prompt_tokens=2057, candidates_tokens=111, total_tokens=2168
2025-11-21T01:02:11.687273 | biology_139 | chunk 9 | prompt_tokens=982, candidates_tokens=102, total_tokens=1084
2025-11-21T01:02:16.087396 | biology_139 | chunk 10 | prompt_tokens=1057, candidates_tokens=84, total_tokens=1141
2025-11-21T01:02:28.038418 | biology_139 | chunk 11 | prompt_tokens=1482, candidates_tokens=103, total_tokens=1585
2025-11-21T01:02:33.404634 | biology_139 | chunk 12 | prompt_tokens=1282, candidates_tokens=111, total_tokens=1393
2025-11-21T01:02:37.520293 | biology_139 | chunk 13 | prompt_tokens=732, candidates_tokens=69, total_tokens=801
2025-11-21T01:02:42.839925 | biology_139 | chunk 14 | prompt_tokens=1032, candidates_tokens=78, total_tokens=1110
2025-11-21T01:02:59.220889 | biology_139 | chunk 15 | prompt_tokens=1182, candidates_tokens=84, total_tokens=1266
2025-11-21T01:03:04.345272 | biology_39 | chunk 0 | prompt_tokens=932, candidates_tokens=62, total_tokens=994
2025-11-21T01:03:11.718227 | biology_39 | chunk 1 | prompt_tokens=2157, candidates_tokens=142, total_tokens=2299
2025-11-21T01:03:20.033246 | biology_39 | chunk 2 | prompt_tokens=2132, candidates_tokens=167, total_tokens=2299
2025-11-21T01:03:23.040069 | biology_39 | chunk 3 | prompt_tokens=532, candidates_tokens=51, total_tokens=583
2025-11-21T01:03:29.004223 | biology_39 | chunk 4 | prompt_tokens=1432, candidates_tokens=63, total_tokens=1495
2025-11-21T01:03:46.743298 | biology_39 | chunk 5 | prompt_tokens=3132, candidates_tokens=64, total_tokens=3196
2025-11-21T01:03:54.045659 | biology_39 | chunk 6 | prompt_tokens=1657, candidates_tokens=111, total_tokens=1768
2025-11-21T01:03:57.361659 | biology_39 | chunk 7 | prompt_tokens=557, candidates_tokens=59, total_tokens=616
2025-11-21T01:04:04.856082 | biology_171 | chunk 0 | prompt_tokens=1657, candidates_tokens=119, total_tokens=1776
2025-11-21T01:04:10.896513 | biology_171 | chunk 1 | prompt_tokens=1032, candidates_tokens=111, total_tokens=1143
2025-11-21T01:04:17.611683 | biology_171 | chunk 2 | prompt_tokens=1382, candidates_tokens=79, total_tokens=1461
2025-11-21T01:04:24.469397 | biology_171 | chunk 3 | prompt_tokens=1357, candidates_tokens=106, total_tokens=1463
2025-11-21T01:04:32.043443 | biology_171 | chunk 4 | prompt_tokens=1882, candidates_tokens=80, total_tokens=1962
2025-11-21T01:04:54.190848 | biology_171 | chunk 5 | prompt_tokens=3907, candidates_tokens=98, total_tokens=4005
2025-11-21T01:05:00.027154 | biology_171 | chunk 6 | prompt_tokens=1457, candidates_tokens=75, total_tokens=1532
2025-11-21T01:05:05.496753 | biology_171 | chunk 7 | prompt_tokens=657, candidates_tokens=75, total_tokens=732
2025-11-21T01:05:11.802712 | biology_171 | chunk 8 | prompt_tokens=882, candidates_tokens=68, total_tokens=950
2025-11-21T01:05:17.652164 | biology_171 | chunk 9 | prompt_tokens=832, candidates_tokens=77, total_tokens=909
2025-11-21T01:05:24.700442 | biology_171 | chunk 10 | prompt_tokens=1032, candidates_tokens=51, total_tokens=1083
2025-11-21T01:05:32.323151 | biology_171 | chunk 11 | prompt_tokens=1557, candidates_tokens=131, total_tokens=1688
2025-11-21T01:05:48.954858 | biology_344 | chunk 0 | prompt_tokens=1332, candidates_tokens=61, total_tokens=1393
2025-11-21T01:05:53.755146 | biology_344 | chunk 1 | prompt_tokens=957, candidates_tokens=71, total_tokens=1028
2025-11-21T01:06:00.188737 | biology_344 | chunk 2 | prompt_tokens=1007, candidates_tokens=85, total_tokens=1092
2025-11-21T01:20:44.577048 | biology_344 | chunk 3 | prompt_tokens=1282, candidates_tokens=71, total_tokens=1353
2025-11-21T01:20:49.909532 | biology_344 | chunk 4 | prompt_tokens=1107, candidates_tokens=59, total_tokens=1166
2025-11-21T01:20:55.506894 | biology_344 | chunk 5 | prompt_tokens=982, candidates_tokens=63, total_tokens=1045
2025-11-21T01:21:00.576340 | biology_344 | chunk 6 | prompt_tokens=632, candidates_tokens=64, total_tokens=696
2025-11-21T01:21:08.602974 | biology_344 | chunk 7 | prompt_tokens=1632, candidates_tokens=100, total_tokens=1732
2025-11-21T01:21:15.028466 | biology_344 | chunk 8 | prompt_tokens=1007, candidates_tokens=78, total_tokens=1085
2025-11-21T01:21:21.975442 | biology_344 | chunk 9 | prompt_tokens=1182, candidates_tokens=54, total_tokens=1236
2025-11-21T01:21:31.153216 | biology_344 | chunk 10 | prompt_tokens=1332, candidates_tokens=92, total_tokens=1424
2025-11-21T01:21:35.964076 | biology_374 | chunk 0 | prompt_tokens=1407, candidates_tokens=88, total_tokens=1495
2025-11-21T01:21:39.435038 | biology_374 | chunk 1 | prompt_tokens=732, candidates_tokens=79, total_tokens=811
2025-11-21T01:21:47.773510 | biology_374 | chunk 2 | prompt_tokens=1457, candidates_tokens=111, total_tokens=1568
2025-11-21T01:21:52.377574 | biology_374 | chunk 3 | prompt_tokens=1207, candidates_tokens=77, total_tokens=1284
2025-11-21T01:21:56.436551 | biology_374 | chunk 4 | prompt_tokens=1082, candidates_tokens=81, total_tokens=1163
2025-11-21T01:22:05.416171 | biology_374 | chunk 5 | prompt_tokens=1432, candidates_tokens=55, total_tokens=1487
2025-11-21T01:22:11.595229 | biology_374 | chunk 6 | prompt_tokens=1407, candidates_tokens=92, total_tokens=1499
2025-11-21T01:22:15.215098 | biology_374 | chunk 7 | prompt_tokens=557, candidates_tokens=57, total_tokens=614
2025-11-21T01:22:19.204212 | biology_374 | chunk 8 | prompt_tokens=1032, candidates_tokens=76, total_tokens=1108
2025-11-21T01:22:23.011656 | biology_374 | chunk 9 | prompt_tokens=557, candidates_tokens=52, total_tokens=609
2025-11-21T01:22:28.048500 | biology_374 | chunk 10 | prompt_tokens=707, candidates_tokens=83, total_tokens=790
2025-11-21T01:22:42.077251 | biology_374 | chunk 11 | prompt_tokens=2307, candidates_tokens=120, total_tokens=2427
2025-11-21T01:22:46.963082 | biology_163 | chunk 0 | prompt_tokens=732, candidates_tokens=69, total_tokens=801
2025-11-21T01:22:56.107072 | biology_163 | chunk 1 | prompt_tokens=1557, candidates_tokens=108, total_tokens=1665
2025-11-21T01:23:06.583258 | biology_163 | chunk 2 | prompt_tokens=1657, candidates_tokens=101, total_tokens=1758
2025-11-21T01:23:10.872857 | biology_163 | chunk 3 | prompt_tokens=832, candidates_tokens=79, total_tokens=911
2025-11-21T01:23:15.530536 | biology_163 | chunk 4 | prompt_tokens=732, candidates_tokens=86, total_tokens=818
2025-11-21T01:23:22.206441 | biology_163 | chunk 5 | prompt_tokens=707, candidates_tokens=61, total_tokens=768
2025-11-21T01:23:33.275799 | biology_163 | chunk 6 | prompt_tokens=632, candidates_tokens=51, total_tokens=683
2025-11-21T01:23:42.236996 | biology_163 | chunk 7 | prompt_tokens=1557, candidates_tokens=96, total_tokens=1653
2025-11-21T01:23:50.783515 | biology_163 | chunk 8 | prompt_tokens=1957, candidates_tokens=91, total_tokens=2048
2025-11-21T01:23:54.928736 | biology_163 | chunk 9 | prompt_tokens=582, candidates_tokens=70, total_tokens=652
2025-11-21T01:23:59.902621 | biology_163 | chunk 10 | prompt_tokens=757, candidates_tokens=75, total_tokens=832
2025-11-21T01:24:06.435233 | biology_163 | chunk 11 | prompt_tokens=1057, candidates_tokens=73, total_tokens=1130
2025-11-21T01:24:18.680041 | biology_163 | chunk 12 | prompt_tokens=1332, candidates_tokens=85, total_tokens=1417
2025-11-21T01:24:29.632764 | biology_397 | chunk 0 | prompt_tokens=2307, candidates_tokens=106, total_tokens=2413
2025-11-21T01:24:34.766087 | biology_397 | chunk 1 | prompt_tokens=682, candidates_tokens=63, total_tokens=745
2025-11-21T01:24:39.322749 | biology_397 | chunk 2 | prompt_tokens=632, candidates_tokens=58, total_tokens=690
2025-11-21T01:24:44.159056 | biology_397 | chunk 3 | prompt_tokens=782, candidates_tokens=53, total_tokens=835
2025-11-21T01:25:00.995744 | biology_397 | chunk 4 | prompt_tokens=1082, candidates_tokens=79, total_tokens=1161
2025-11-21T01:25:08.602444 | biology_397 | chunk 5 | prompt_tokens=2082, candidates_tokens=87, total_tokens=2169
2025-11-21T01:25:14.050208 | biology_397 | chunk 6 | prompt_tokens=1257, candidates_tokens=71, total_tokens=1328
2025-11-21T01:25:19.419076 | biology_397 | chunk 7 | prompt_tokens=457, candidates_tokens=50, total_tokens=507
2025-11-21T01:25:24.024065 | biology_397 | chunk 8 | prompt_tokens=657, candidates_tokens=72, total_tokens=729
2025-11-21T01:25:28.190684 | biology_397 | chunk 9 | prompt_tokens=807, candidates_tokens=63, total_tokens=870
2025-11-21T01:25:38.264248 | biology_397 | chunk 10 | prompt_tokens=2232, candidates_tokens=56, total_tokens=2288
