2025-11-21T00:41:10.208385 | astronomy_96 | chunk 0 | prompt_tokens=1982, candidates_tokens=103, total_tokens=2085
2025-11-21T00:45:23.756477 | astronomy_435 | chunk 12 | prompt_tokens=857, candidates_tokens=97, total_tokens=954
2025-11-21T00:45:31.224024 | astronomy_435 | chunk 13 | prompt_tokens=2032, candidates_tokens=68, total_tokens=2100
2025-11-21T00:45:39.201016 | astronomy_435 | chunk 14 | prompt_tokens=1932, candidates_tokens=143, total_tokens=2075
2025-11-21T00:45:51.216846 | astronomy_435 | chunk 15 | prompt_tokens=2132, candidates_tokens=180, total_tokens=2312
2025-11-21T00:45:55.322170 | astronomy_143 | chunk 0 | prompt_tokens=657, candidates_tokens=53, total_tokens=710
2025-11-21T00:46:01.661022 | astronomy_143 | chunk 1 | prompt_tokens=1107, candidates_tokens=125, total_tokens=1232
2025-11-21T00:46:09.205599 | astronomy_143 | chunk 2 | prompt_tokens=1157, candidates_tokens=84, total_tokens=1241
2025-11-21T00:46:17.526547 | astronomy_143 | chunk 3 | prompt_tokens=1207, candidates_tokens=94, total_tokens=1301
2025-11-21T00:46:27.331162 | astronomy_143 | chunk 4 | prompt_tokens=1582, candidates_tokens=184, total_tokens=1766
2025-11-21T00:46:33.437040 | astronomy_143 | chunk 5 | prompt_tokens=2182, candidates_tokens=134, total_tokens=2316
2025-11-21T00:46:37.293101 | astronomy_143 | chunk 6 | prompt_tokens=1132, candidates_tokens=105, total_tokens=1237
2025-11-21T00:46:42.636195 | astronomy_143 | chunk 7 | prompt_tokens=1057, candidates_tokens=86, total_tokens=1143
2025-11-21T00:46:49.512909 | astronomy_143 | chunk 8 | prompt_tokens=1507, candidates_tokens=107, total_tokens=1614
2025-11-21T00:46:54.605264 | astronomy_143 | chunk 9 | prompt_tokens=557, candidates_tokens=72, total_tokens=629
2025-11-21T00:46:57.641991 | astronomy_224 | chunk 0 | prompt_tokens=457, candidates_tokens=70, total_tokens=527
2025-11-21T00:47:09.140945 | astronomy_224 | chunk 1 | prompt_tokens=757, candidates_tokens=66, total_tokens=823
2025-11-21T00:47:20.234446 | astronomy_224 | chunk 2 | prompt_tokens=2282, candidates_tokens=181, total_tokens=2463
2025-11-21T00:47:24.633344 | astronomy_224 | chunk 3 | prompt_tokens=1182, candidates_tokens=83, total_tokens=1265
2025-11-21T00:47:31.455012 | astronomy_224 | chunk 4 | prompt_tokens=607, candidates_tokens=77, total_tokens=684
2025-11-21T00:47:38.606446 | astronomy_224 | chunk 5 | prompt_tokens=1307, candidates_tokens=95, total_tokens=1402
2025-11-21T00:47:55.512182 | astronomy_224 | chunk 6 | prompt_tokens=1132, candidates_tokens=99, total_tokens=1231
2025-11-21T00:48:00.930113 | astronomy_224 | chunk 7 | prompt_tokens=532, candidates_tokens=84, total_tokens=616
2025-11-21T00:48:10.487897 | astronomy_224 | chunk 8 | prompt_tokens=857, candidates_tokens=77, total_tokens=934
2025-11-21T00:48:20.315139 | astronomy_224 | chunk 9 | prompt_tokens=1232, candidates_tokens=109, total_tokens=1341
2025-11-21T00:48:30.994246 | astronomy_224 | chunk 10 | prompt_tokens=1257, candidates_tokens=152, total_tokens=1409
2025-11-21T00:48:43.090088 | astronomy_224 | chunk 11 | prompt_tokens=2782, candidates_tokens=90, total_tokens=2872
2025-11-21T00:48:48.260494 | astronomy_193 | chunk 0 | prompt_tokens=882, candidates_tokens=68, total_tokens=950
2025-11-21T00:48:53.914709 | astronomy_193 | chunk 1 | prompt_tokens=857, candidates_tokens=77, total_tokens=934
2025-11-21T00:49:03.119385 | astronomy_193 | chunk 2 | prompt_tokens=957, candidates_tokens=118, total_tokens=1075
2025-11-21T00:49:17.082386 | astronomy_193 | chunk 3 | prompt_tokens=1582, candidates_tokens=107, total_tokens=1689
2025-11-21T00:49:27.318536 | astronomy_193 | chunk 4 | prompt_tokens=1257, candidates_tokens=86, total_tokens=1343
2025-11-21T00:49:38.472727 | astronomy_193 | chunk 5 | prompt_tokens=1207, candidates_tokens=109, total_tokens=1316
2025-11-21T00:49:45.876969 | astronomy_193 | chunk 6 | prompt_tokens=1132, candidates_tokens=90, total_tokens=1222
2025-11-21T00:49:49.183719 | astronomy_193 | chunk 7 | prompt_tokens=407, candidates_tokens=76, total_tokens=483
2025-11-21T00:49:54.218672 | astronomy_193 | chunk 8 | prompt_tokens=882, candidates_tokens=95, total_tokens=977
2025-11-21T00:50:00.132666 | astronomy_193 | chunk 9 | prompt_tokens=732, candidates_tokens=81, total_tokens=813
2025-11-21T00:50:06.373975 | astronomy_193 | chunk 10 | prompt_tokens=782, candidates_tokens=71, total_tokens=853
2025-11-21T00:50:21.893360 | astronomy_193 | chunk 11 | prompt_tokens=807, candidates_tokens=72, total_tokens=879
2025-11-21T00:50:27.968552 | astronomy_193 | chunk 12 | prompt_tokens=1082, candidates_tokens=83, total_tokens=1165
2025-11-21T00:50:34.616798 | astronomy_193 | chunk 13 | prompt_tokens=1482, candidates_tokens=91, total_tokens=1573
2025-11-21T00:50:44.067770 | astronomy_193 | chunk 14 | prompt_tokens=1482, candidates_tokens=97, total_tokens=1579
2025-11-21T00:50:48.732283 | astronomy_193 | chunk 15 | prompt_tokens=707, candidates_tokens=65, total_tokens=772
2025-11-21T00:50:55.465194 | astronomy_301 | chunk 0 | prompt_tokens=732, candidates_tokens=39, total_tokens=771
2025-11-21T00:51:14.867421 | astronomy_301 | chunk 1 | prompt_tokens=1382, candidates_tokens=116, total_tokens=1498
2025-11-21T00:51:21.716857 | astronomy_301 | chunk 2 | prompt_tokens=1007, candidates_tokens=114, total_tokens=1121
2025-11-21T00:51:27.310598 | astronomy_301 | chunk 3 | prompt_tokens=1582, candidates_tokens=119, total_tokens=1701
2025-11-21T00:51:33.352270 | astronomy_301 | chunk 4 | prompt_tokens=982, candidates_tokens=70, total_tokens=1052
2025-11-21T00:51:43.521898 | astronomy_301 | chunk 5 | prompt_tokens=832, candidates_tokens=86, total_tokens=918
2025-11-21T00:52:03.051518 | astronomy_301 | chunk 6 | prompt_tokens=2007, candidates_tokens=124, total_tokens=2131
2025-11-21T00:52:08.716738 | astronomy_301 | chunk 7 | prompt_tokens=582, candidates_tokens=68, total_tokens=650
2025-11-21T00:52:19.263929 | astronomy_301 | chunk 8 | prompt_tokens=1657, candidates_tokens=73, total_tokens=1730
2025-11-21T00:52:23.377649 | astronomy_301 | chunk 9 | prompt_tokens=582, candidates_tokens=79, total_tokens=661
2025-11-21T00:52:30.271196 | astronomy_301 | chunk 10 | prompt_tokens=1107, candidates_tokens=71, total_tokens=1178
2025-11-21T00:52:47.842849 | astronomy_301 | chunk 11 | prompt_tokens=1982, candidates_tokens=145, total_tokens=2127
2025-11-21T00:52:56.578983 | astronomy_301 | chunk 12 | prompt_tokens=1382, candidates_tokens=85, total_tokens=1467
2025-11-21T00:52:59.346378 | astronomy_301 | chunk 13 | prompt_tokens=382, candidates_tokens=27, total_tokens=409
2025-11-21T00:53:09.097069 | astronomy_301 | chunk 14 | prompt_tokens=2007, candidates_tokens=67, total_tokens=2074
2025-11-21T00:53:25.398007 | astronomy_8 | chunk 0 | prompt_tokens=1757, candidates_tokens=130, total_tokens=1887
2025-11-21T00:53:30.724363 | astronomy_8 | chunk 1 | prompt_tokens=907, candidates_tokens=98, total_tokens=1005
2025-11-21T00:53:41.479116 | astronomy_8 | chunk 2 | prompt_tokens=1332, candidates_tokens=103, total_tokens=1435
2025-11-21T00:53:48.227744 | astronomy_8 | chunk 3 | prompt_tokens=782, candidates_tokens=60, total_tokens=842
2025-11-21T00:54:02.102430 | astronomy_8 | chunk 4 | prompt_tokens=1657, candidates_tokens=106, total_tokens=1763
2025-11-21T00:54:08.980321 | astronomy_8 | chunk 5 | prompt_tokens=882, candidates_tokens=68, total_tokens=950
2025-11-21T00:54:14.180998 | astronomy_8 | chunk 6 | prompt_tokens=857, candidates_tokens=116, total_tokens=973
2025-11-21T00:54:24.100676 | astronomy_8 | chunk 7 | prompt_tokens=1582, candidates_tokens=161, total_tokens=1743
2025-11-21T00:54:29.009390 | astronomy_8 | chunk 8 | prompt_tokens=782, candidates_tokens=64, total_tokens=846
2025-11-21T00:54:44.351165 | astronomy_8 | chunk 9 | prompt_tokens=1682, candidates_tokens=65, total_tokens=1747
2025-11-21T00:55:02.093017 | astronomy_8 | chunk 10 | prompt_tokens=2257, candidates_tokens=126, total_tokens=2383
2025-11-21T00:55:22.288067 | astronomy_8 | chunk 11 | prompt_tokens=2157, candidates_tokens=90, total_tokens=2247
2025-11-21T00:55:30.166439 | astronomy_346 | chunk 0 | prompt_tokens=707, candidates_tokens=69, total_tokens=776
2025-11-21T00:55:49.958290 | astronomy_346 | chunk 1 | prompt_tokens=1307, candidates_tokens=83, total_tokens=1390
2025-11-21T00:56:04.751022 | astronomy_346 | chunk 2 | prompt_tokens=1007, candidates_tokens=97, total_tokens=1104
2025-11-21T00:56:14.597789 | astronomy_346 | chunk 3 | prompt_tokens=1432, candidates_tokens=113, total_tokens=1545
2025-11-21T00:56:25.614599 | astronomy_346 | chunk 4 | prompt_tokens=1807, candidates_tokens=62, total_tokens=1869
2025-11-21T00:56:33.096607 | astronomy_346 | chunk 5 | prompt_tokens=1657, candidates_tokens=113, total_tokens=1770
2025-11-21T00:56:44.762003 | astronomy_346 | chunk 6 | prompt_tokens=2857, candidates_tokens=139, total_tokens=2996
2025-11-21T00:56:55.389336 | astronomy_346 | chunk 7 | prompt_tokens=1207, candidates_tokens=70, total_tokens=1277
2025-11-21T00:57:06.756696 | astronomy_346 | chunk 8 | prompt_tokens=2632, candidates_tokens=101, total_tokens=2733
2025-11-21T00:57:13.022445 | astronomy_346 | chunk 9 | prompt_tokens=832, candidates_tokens=93, total_tokens=925
2025-11-21T00:57:19.586726 | astronomy_76 | chunk 0 | prompt_tokens=1632, candidates_tokens=121, total_tokens=1753
2025-11-21T00:57:28.431876 | astronomy_76 | chunk 1 | prompt_tokens=1782, candidates_tokens=127, total_tokens=1909
2025-11-21T00:57:33.395841 | astronomy_76 | chunk 2 | prompt_tokens=1057, candidates_tokens=92, total_tokens=1149
2025-11-21T00:57:40.735025 | astronomy_76 | chunk 3 | prompt_tokens=1357, candidates_tokens=135, total_tokens=1492
2025-11-21T00:57:46.282875 | astronomy_76 | chunk 4 | prompt_tokens=1057, candidates_tokens=76, total_tokens=1133
2025-11-21T00:57:50.657321 | astronomy_76 | chunk 5 | prompt_tokens=507, candidates_tokens=66, total_tokens=573
2025-11-21T00:57:59.348809 | astronomy_76 | chunk 6 | prompt_tokens=1007, candidates_tokens=105, total_tokens=1112
2025-11-21T00:58:05.656416 | astronomy_76 | chunk 7 | prompt_tokens=1682, candidates_tokens=177, total_tokens=1859
2025-11-21T00:58:12.943466 | astronomy_76 | chunk 8 | prompt_tokens=1482, candidates_tokens=88, total_tokens=1570
2025-11-21T00:58:18.501293 | astronomy_76 | chunk 9 | prompt_tokens=857, candidates_tokens=95, total_tokens=952
2025-11-21T00:58:24.906953 | astronomy_76 | chunk 10 | prompt_tokens=1282, candidates_tokens=111, total_tokens=1393
2025-11-21T00:58:29.251889 | astronomy_186 | chunk 0 | prompt_tokens=582, candidates_tokens=102, total_tokens=684
2025-11-21T00:58:33.332483 | astronomy_186 | chunk 1 | prompt_tokens=932, candidates_tokens=92, total_tokens=1024
2025-11-21T00:58:38.628869 | astronomy_186 | chunk 2 | prompt_tokens=832, candidates_tokens=83, total_tokens=915
2025-11-21T00:58:41.865919 | astronomy_186 | chunk 3 | prompt_tokens=457, candidates_tokens=52, total_tokens=509
2025-11-21T00:58:47.581641 | astronomy_186 | chunk 4 | prompt_tokens=1157, candidates_tokens=55, total_tokens=1212
2025-11-21T00:58:52.466652 | astronomy_186 | chunk 5 | prompt_tokens=832, candidates_tokens=80, total_tokens=912
2025-11-21T00:58:58.658859 | astronomy_186 | chunk 6 | prompt_tokens=1432, candidates_tokens=124, total_tokens=1556
2025-11-21T00:59:08.041053 | astronomy_186 | chunk 7 | prompt_tokens=1932, candidates_tokens=119, total_tokens=2051
2025-11-21T00:59:13.383943 | astronomy_186 | chunk 8 | prompt_tokens=682, candidates_tokens=56, total_tokens=738
2025-11-21T00:59:19.541115 | astronomy_186 | chunk 9 | prompt_tokens=732, candidates_tokens=108, total_tokens=840
2025-11-21T00:59:23.416010 | astronomy_186 | chunk 10 | prompt_tokens=507, candidates_tokens=73, total_tokens=580
2025-11-21T00:59:34.637153 | astronomy_186 | chunk 11 | prompt_tokens=1557, candidates_tokens=93, total_tokens=1650
2025-11-21T00:59:42.015093 | astronomy_186 | chunk 12 | prompt_tokens=882, candidates_tokens=93, total_tokens=975
2025-11-21T00:59:47.530881 | astronomy_186 | chunk 13 | prompt_tokens=1132, candidates_tokens=126, total_tokens=1258
2025-11-21T00:59:53.314252 | astronomy_186 | chunk 14 | prompt_tokens=857, candidates_tokens=59, total_tokens=916
2025-11-21T00:59:58.577325 | astronomy_186 | chunk 15 | prompt_tokens=407, candidates_tokens=75, total_tokens=482
2025-11-21T01:00:05.569077 | astronomy_186 | chunk 16 | prompt_tokens=1382, candidates_tokens=98, total_tokens=1480
2025-11-21T01:00:12.530327 | astronomy_524 | chunk 0 | prompt_tokens=907, candidates_tokens=110, total_tokens=1017
2025-11-21T01:00:22.957806 | astronomy_524 | chunk 1 | prompt_tokens=1782, candidates_tokens=97, total_tokens=1879
2025-11-21T01:00:28.301875 | astronomy_524 | chunk 2 | prompt_tokens=1032, candidates_tokens=93, total_tokens=1125
2025-11-21T01:00:32.671748 | astronomy_524 | chunk 3 | prompt_tokens=632, candidates_tokens=98, total_tokens=730
2025-11-21T01:00:38.083467 | astronomy_524 | chunk 4 | prompt_tokens=1057, candidates_tokens=105, total_tokens=1162
2025-11-21T01:00:45.020836 | astronomy_524 | chunk 5 | prompt_tokens=1607, candidates_tokens=167, total_tokens=1774
2025-11-21T01:00:53.172992 | astronomy_524 | chunk 6 | prompt_tokens=1182, candidates_tokens=69, total_tokens=1251
2025-11-21T01:00:59.653756 | astronomy_524 | chunk 7 | prompt_tokens=1057, candidates_tokens=93, total_tokens=1150
2025-11-21T01:01:06.364516 | astronomy_524 | chunk 8 | prompt_tokens=1107, candidates_tokens=65, total_tokens=1172
2025-11-21T01:01:15.671002 | astronomy_524 | chunk 9 | prompt_tokens=1682, candidates_tokens=119, total_tokens=1801
2025-11-21T01:01:20.773788 | astronomy_524 | chunk 10 | prompt_tokens=482, candidates_tokens=66, total_tokens=548
2025-11-21T01:01:25.783944 | astronomy_524 | chunk 11 | prompt_tokens=807, candidates_tokens=71, total_tokens=878
2025-11-21T01:01:31.650830 | astronomy_524 | chunk 12 | prompt_tokens=857, candidates_tokens=88, total_tokens=945
2025-11-21T01:01:39.326329 | astronomy_524 | chunk 13 | prompt_tokens=1082, candidates_tokens=83, total_tokens=1165
2025-11-21T01:01:45.136840 | astronomy_524 | chunk 14 | prompt_tokens=982, candidates_tokens=104, total_tokens=1086
2025-11-21T01:01:50.578805 | astronomy_524 | chunk 15 | prompt_tokens=657, candidates_tokens=99, total_tokens=756
2025-11-21T01:01:54.376425 | astronomy_524 | chunk 16 | prompt_tokens=582, candidates_tokens=90, total_tokens=672
2025-11-21T01:01:59.909776 | astronomy_524 | chunk 17 | prompt_tokens=857, candidates_tokens=92, total_tokens=949
2025-11-21T01:02:07.842251 | astronomy_502 | chunk 0 | prompt_tokens=2032, candidates_tokens=139, total_tokens=2171
2025-11-21T01:02:13.139413 | astronomy_502 | chunk 1 | prompt_tokens=1782, candidates_tokens=108, total_tokens=1890
2025-11-21T01:02:16.545005 | astronomy_502 | chunk 2 | prompt_tokens=582, candidates_tokens=84, total_tokens=666
2025-11-21T01:02:27.379674 | astronomy_502 | chunk 3 | prompt_tokens=1007, candidates_tokens=130, total_tokens=1137
2025-11-21T01:02:31.684237 | astronomy_502 | chunk 4 | prompt_tokens=557, candidates_tokens=87, total_tokens=644
2025-11-21T01:02:38.312112 | astronomy_502 | chunk 5 | prompt_tokens=1357, candidates_tokens=149, total_tokens=1506
2025-11-21T01:02:58.479372 | astronomy_502 | chunk 6 | prompt_tokens=1932, candidates_tokens=164, total_tokens=2096
2025-11-21T01:03:02.466320 | astronomy_502 | chunk 7 | prompt_tokens=482, candidates_tokens=53, total_tokens=535
2025-11-21T01:03:07.741028 | astronomy_502 | chunk 8 | prompt_tokens=1132, candidates_tokens=139, total_tokens=1271
2025-11-21T01:03:12.008256 | astronomy_502 | chunk 9 | prompt_tokens=732, candidates_tokens=101, total_tokens=833
2025-11-21T01:03:17.631274 | astronomy_502 | chunk 10 | prompt_tokens=657, candidates_tokens=63, total_tokens=720
2025-11-21T01:03:21.758707 | astronomy_502 | chunk 11 | prompt_tokens=807, candidates_tokens=82, total_tokens=889
2025-11-21T01:03:26.894297 | astronomy_328 | chunk 0 | prompt_tokens=1382, candidates_tokens=71, total_tokens=1453
2025-11-21T01:03:33.168755 | astronomy_328 | chunk 1 | prompt_tokens=1107, candidates_tokens=73, total_tokens=1180
2025-11-21T01:03:43.206286 | astronomy_328 | chunk 2 | prompt_tokens=1032, candidates_tokens=54, total_tokens=1086
2025-11-21T01:03:48.857193 | astronomy_328 | chunk 3 | prompt_tokens=982, candidates_tokens=61, total_tokens=1043
2025-11-21T01:03:53.536337 | astronomy_328 | chunk 4 | prompt_tokens=732, candidates_tokens=70, total_tokens=802
2025-11-21T01:03:59.131841 | astronomy_328 | chunk 5 | prompt_tokens=982, candidates_tokens=74, total_tokens=1056
2025-11-21T01:04:03.695146 | astronomy_328 | chunk 6 | prompt_tokens=607, candidates_tokens=51, total_tokens=658
2025-11-21T01:04:08.317586 | astronomy_328 | chunk 7 | prompt_tokens=857, candidates_tokens=68, total_tokens=925
2025-11-21T01:04:18.696055 | astronomy_328 | chunk 8 | prompt_tokens=2232, candidates_tokens=121, total_tokens=2353
2025-11-21T01:04:24.843048 | astronomy_328 | chunk 9 | prompt_tokens=1257, candidates_tokens=84, total_tokens=1341
2025-11-21T01:04:31.918892 | astronomy_328 | chunk 10 | prompt_tokens=1307, candidates_tokens=79, total_tokens=1386
2025-11-21T01:04:36.301184 | astronomy_328 | chunk 11 | prompt_tokens=607, candidates_tokens=58, total_tokens=665
2025-11-21T01:04:44.223413 | astronomy_328 | chunk 12 | prompt_tokens=1207, candidates_tokens=86, total_tokens=1293
2025-11-21T01:04:55.532522 | astronomy_328 | chunk 13 | prompt_tokens=1232, candidates_tokens=70, total_tokens=1302
2025-11-21T01:05:03.856117 | astronomy_376 | chunk 0 | prompt_tokens=1457, candidates_tokens=138, total_tokens=1595
2025-11-21T01:05:14.409793 | astronomy_376 | chunk 1 | prompt_tokens=1607, candidates_tokens=83, total_tokens=1690
2025-11-21T01:05:19.231828 | astronomy_376 | chunk 2 | prompt_tokens=807, candidates_tokens=66, total_tokens=873
2025-11-21T01:05:24.308142 | astronomy_376 | chunk 3 | prompt_tokens=682, candidates_tokens=103, total_tokens=785
2025-11-21T01:05:31.361249 | astronomy_376 | chunk 4 | prompt_tokens=1207, candidates_tokens=122, total_tokens=1329
2025-11-21T01:05:36.928806 | astronomy_376 | chunk 5 | prompt_tokens=682, candidates_tokens=84, total_tokens=766
2025-11-21T01:05:49.943352 | astronomy_376 | chunk 6 | prompt_tokens=1582, candidates_tokens=91, total_tokens=1673
2025-11-21T01:05:55.050539 | astronomy_376 | chunk 7 | prompt_tokens=732, candidates_tokens=84, total_tokens=816
2025-11-21T01:06:01.801613 | astronomy_376 | chunk 8 | prompt_tokens=1032, candidates_tokens=103, total_tokens=1135
2025-11-21T01:06:08.328546 | astronomy_376 | chunk 9 | prompt_tokens=1207, candidates_tokens=77, total_tokens=1284
2025-11-21T01:06:15.355687 | astronomy_376 | chunk 10 | prompt_tokens=1682, candidates_tokens=90, total_tokens=1772
2025-11-21T01:06:22.923277 | astronomy_376 | chunk 11 | prompt_tokens=1632, candidates_tokens=128, total_tokens=1760
2025-11-21T01:06:26.704775 | astronomy_405 | chunk 0 | prompt_tokens=582, candidates_tokens=62, total_tokens=644
2025-11-21T01:06:32.345090 | astronomy_405 | chunk 1 | prompt_tokens=1482, candidates_tokens=67, total_tokens=1549
2025-11-21T01:06:36.673233 | astronomy_405 | chunk 2 | prompt_tokens=1132, candidates_tokens=60, total_tokens=1192
2025-11-21T01:06:42.123188 | astronomy_405 | chunk 3 | prompt_tokens=1107, candidates_tokens=67, total_tokens=1174
2025-11-21T01:06:47.900352 | astronomy_405 | chunk 4 | prompt_tokens=1057, candidates_tokens=77, total_tokens=1134
2025-11-21T01:06:52.720309 | astronomy_405 | chunk 5 | prompt_tokens=1182, candidates_tokens=75, total_tokens=1257
2025-11-21T01:07:01.618862 | astronomy_405 | chunk 6 | prompt_tokens=1582, candidates_tokens=76, total_tokens=1658
2025-11-21T01:07:06.998599 | astronomy_405 | chunk 7 | prompt_tokens=1032, candidates_tokens=101, total_tokens=1133
2025-11-21T01:07:14.438964 | astronomy_405 | chunk 8 | prompt_tokens=2182, candidates_tokens=83, total_tokens=2265
2025-11-21T01:07:24.092983 | astronomy_405 | chunk 9 | prompt_tokens=2382, candidates_tokens=111, total_tokens=2493
2025-11-21T01:07:32.679060 | astronomy_405 | chunk 10 | prompt_tokens=2432, candidates_tokens=154, total_tokens=2586
2025-11-21T01:07:36.557224 | astronomy_440 | chunk 0 | prompt_tokens=232, candidates_tokens=23, total_tokens=255
2025-11-21T01:07:40.046115 | astronomy_440 | chunk 1 | prompt_tokens=407, candidates_tokens=65, total_tokens=472
2025-11-21T01:07:47.332556 | astronomy_440 | chunk 2 | prompt_tokens=457, candidates_tokens=63, total_tokens=520
2025-11-21T01:07:59.646593 | astronomy_440 | chunk 3 | prompt_tokens=3607, candidates_tokens=84, total_tokens=3691
2025-11-21T01:08:04.686129 | astronomy_440 | chunk 4 | prompt_tokens=782, candidates_tokens=85, total_tokens=867
2025-11-21T01:08:09.128161 | astronomy_440 | chunk 5 | prompt_tokens=607, candidates_tokens=68, total_tokens=675
2025-11-21T01:08:15.325644 | astronomy_440 | chunk 6 | prompt_tokens=1232, candidates_tokens=120, total_tokens=1352
2025-11-21T01:08:22.185681 | astronomy_440 | chunk 7 | prompt_tokens=1607, candidates_tokens=88, total_tokens=1695
2025-11-21T01:08:30.052339 | astronomy_440 | chunk 8 | prompt_tokens=1082, candidates_tokens=91, total_tokens=1173
2025-11-21T01:08:36.612916 | astronomy_440 | chunk 9 | prompt_tokens=1032, candidates_tokens=63, total_tokens=1095
2025-11-21T01:08:42.935037 | astronomy_440 | chunk 10 | prompt_tokens=907, candidates_tokens=96, total_tokens=1003
2025-11-21T01:08:46.760784 | astronomy_440 | chunk 11 | prompt_tokens=782, candidates_tokens=71, total_tokens=853
2025-11-21T01:08:58.189242 | astronomy_440 | chunk 12 | prompt_tokens=3657, candidates_tokens=96, total_tokens=3753
2025-11-21T01:09:03.002109 | astronomy_429 | chunk 0 | prompt_tokens=1157, candidates_tokens=61, total_tokens=1218
2025-11-21T01:09:09.860814 | astronomy_429 | chunk 1 | prompt_tokens=1032, candidates_tokens=113, total_tokens=1145
2025-11-21T01:09:16.942403 | astronomy_429 | chunk 2 | prompt_tokens=1482, candidates_tokens=87, total_tokens=1569
2025-11-21T01:09:25.963366 | astronomy_429 | chunk 3 | prompt_tokens=1982, candidates_tokens=140, total_tokens=2122
2025-11-21T01:09:32.502657 | astronomy_429 | chunk 4 | prompt_tokens=1132, candidates_tokens=99, total_tokens=1231
2025-11-21T01:09:37.240046 | astronomy_429 | chunk 5 | prompt_tokens=957, candidates_tokens=61, total_tokens=1018
2025-11-21T01:09:41.899063 | astronomy_429 | chunk 6 | prompt_tokens=732, candidates_tokens=51, total_tokens=783
