2025-11-20T21:48:46.049719 | travel_vlogs_157 | chunk 0 | prompt_tokens=1307, candidates_tokens=114, total_tokens=1421
2025-11-20T21:59:06.156627 | travel_vlogs_201 | chunk 2 | prompt_tokens=682, candidates_tokens=104, total_tokens=786
2025-11-20T21:59:13.784571 | travel_vlogs_201 | chunk 3 | prompt_tokens=582, candidates_tokens=76, total_tokens=658
2025-11-20T21:59:24.448166 | travel_vlogs_201 | chunk 4 | prompt_tokens=1207, candidates_tokens=115, total_tokens=1322
2025-11-20T21:59:29.665532 | travel_vlogs_201 | chunk 5 | prompt_tokens=382, candidates_tokens=98, total_tokens=480
2025-11-20T21:59:37.169935 | travel_vlogs_201 | chunk 6 | prompt_tokens=1307, candidates_tokens=121, total_tokens=1428
2025-11-20T21:59:44.335937 | travel_vlogs_201 | chunk 7 | prompt_tokens=857, candidates_tokens=124, total_tokens=981
2025-11-20T21:59:53.102027 | travel_vlogs_201 | chunk 8 | prompt_tokens=1682, candidates_tokens=191, total_tokens=1873
2025-11-20T21:59:59.881593 | travel_vlogs_201 | chunk 9 | prompt_tokens=607, candidates_tokens=67, total_tokens=674
2025-11-20T22:00:23.647677 | travel_vlogs_201 | chunk 10 | prompt_tokens=2382, candidates_tokens=207, total_tokens=2589
2025-11-20T22:01:00.304624 | travel_vlogs_201 | chunk 11 | prompt_tokens=3607, candidates_tokens=224, total_tokens=3831
2025-11-20T22:01:17.699453 | travel_vlogs_201 | chunk 12 | prompt_tokens=2532, candidates_tokens=219, total_tokens=2751
2025-11-20T22:01:23.522214 | travel_vlogs_201 | chunk 13 | prompt_tokens=307, candidates_tokens=84, total_tokens=391
2025-11-20T22:01:35.345113 | travel_vlogs_125 | chunk 0 | prompt_tokens=1157, candidates_tokens=110, total_tokens=1267
2025-11-20T22:02:23.173571 | travel_vlogs_125 | chunk 1 | prompt_tokens=1782, candidates_tokens=95, total_tokens=1877
2025-11-20T22:02:35.717940 | travel_vlogs_125 | chunk 2 | prompt_tokens=507, candidates_tokens=110, total_tokens=617
2025-11-20T22:02:49.545026 | travel_vlogs_125 | chunk 3 | prompt_tokens=507, candidates_tokens=103, total_tokens=610
2025-11-20T22:03:27.293781 | travel_vlogs_125 | chunk 4 | prompt_tokens=1482, candidates_tokens=180, total_tokens=1662
2025-11-20T22:04:17.624380 | travel_vlogs_125 | chunk 5 | prompt_tokens=1682, candidates_tokens=202, total_tokens=1884
2025-11-20T22:04:48.201845 | travel_vlogs_125 | chunk 6 | prompt_tokens=1932, candidates_tokens=214, total_tokens=2146
2025-11-20T22:05:05.754373 | travel_vlogs_125 | chunk 7 | prompt_tokens=2532, candidates_tokens=157, total_tokens=2689
2025-11-20T22:05:31.667834 | travel_vlogs_125 | chunk 8 | prompt_tokens=1507, candidates_tokens=136, total_tokens=1643
2025-11-20T22:06:39.155152 | travel_vlogs_125 | chunk 9 | prompt_tokens=3382, candidates_tokens=245, total_tokens=3627
2025-11-20T22:07:10.361434 | travel_vlogs_35 | chunk 0 | prompt_tokens=1657, candidates_tokens=119, total_tokens=1776
2025-11-20T22:07:38.432361 | travel_vlogs_35 | chunk 1 | prompt_tokens=1057, candidates_tokens=86, total_tokens=1143
2025-11-20T22:08:14.953570 | travel_vlogs_35 | chunk 2 | prompt_tokens=1582, candidates_tokens=137, total_tokens=1719
2025-11-20T22:10:14.545234 | travel_vlogs_35 | chunk 3 | prompt_tokens=4232, candidates_tokens=354, total_tokens=4586
2025-11-20T22:10:48.579564 | travel_vlogs_35 | chunk 4 | prompt_tokens=1507, candidates_tokens=63, total_tokens=1570
2025-11-20T22:11:09.099213 | travel_vlogs_35 | chunk 5 | prompt_tokens=882, candidates_tokens=113, total_tokens=995
2025-11-20T22:11:41.417788 | travel_vlogs_35 | chunk 6 | prompt_tokens=1282, candidates_tokens=129, total_tokens=1411
2025-11-20T22:11:56.997685 | travel_vlogs_35 | chunk 7 | prompt_tokens=1232, candidates_tokens=135, total_tokens=1367
2025-11-20T22:12:11.624565 | travel_vlogs_35 | chunk 8 | prompt_tokens=1032, candidates_tokens=109, total_tokens=1141
2025-11-20T22:12:50.466163 | travel_vlogs_35 | chunk 9 | prompt_tokens=2332, candidates_tokens=228, total_tokens=2560
2025-11-20T22:13:09.076655 | travel_vlogs_35 | chunk 10 | prompt_tokens=857, candidates_tokens=87, total_tokens=944
2025-11-20T22:13:17.996908 | travel_vlogs_74 | chunk 0 | prompt_tokens=457, candidates_tokens=74, total_tokens=531
2025-11-20T22:13:28.555631 | travel_vlogs_74 | chunk 1 | prompt_tokens=482, candidates_tokens=84, total_tokens=566
2025-11-20T22:13:34.730086 | travel_vlogs_74 | chunk 2 | prompt_tokens=557, candidates_tokens=94, total_tokens=651
2025-11-20T22:13:46.712681 | travel_vlogs_74 | chunk 3 | prompt_tokens=1132, candidates_tokens=151, total_tokens=1283
2025-11-20T22:14:04.552081 | travel_vlogs_74 | chunk 4 | prompt_tokens=1457, candidates_tokens=196, total_tokens=1653
2025-11-20T22:14:26.661849 | travel_vlogs_74 | chunk 5 | prompt_tokens=2357, candidates_tokens=174, total_tokens=2531
2025-11-20T22:14:34.367854 | travel_vlogs_74 | chunk 6 | prompt_tokens=857, candidates_tokens=87, total_tokens=944
2025-11-20T22:14:39.254405 | travel_vlogs_74 | chunk 7 | prompt_tokens=332, candidates_tokens=71, total_tokens=403
2025-11-20T22:14:46.242741 | travel_vlogs_74 | chunk 8 | prompt_tokens=607, candidates_tokens=86, total_tokens=693
2025-11-20T22:15:04.017865 | travel_vlogs_74 | chunk 9 | prompt_tokens=2682, candidates_tokens=179, total_tokens=2861
2025-11-20T22:15:11.851019 | travel_vlogs_74 | chunk 10 | prompt_tokens=857, candidates_tokens=62, total_tokens=919
2025-11-20T22:15:18.832903 | travel_vlogs_74 | chunk 11 | prompt_tokens=882, candidates_tokens=85, total_tokens=967
2025-11-20T22:15:29.084048 | travel_vlogs_74 | chunk 12 | prompt_tokens=982, candidates_tokens=117, total_tokens=1099
2025-11-20T22:15:43.972761 | travel_vlogs_74 | chunk 13 | prompt_tokens=857, candidates_tokens=121, total_tokens=978
2025-11-20T22:15:49.645025 | travel_vlogs_74 | chunk 14 | prompt_tokens=657, candidates_tokens=136, total_tokens=793
2025-11-20T22:15:55.612339 | travel_vlogs_74 | chunk 15 | prompt_tokens=432, candidates_tokens=69, total_tokens=501
2025-11-20T22:16:00.167104 | travel_vlogs_74 | chunk 16 | prompt_tokens=532, candidates_tokens=64, total_tokens=596
2025-11-20T22:16:13.154518 | travel_vlogs_74 | chunk 17 | prompt_tokens=1232, candidates_tokens=130, total_tokens=1362
2025-11-20T22:16:21.087637 | travel_vlogs_74 | chunk 18 | prompt_tokens=782, candidates_tokens=91, total_tokens=873
2025-11-20T22:16:31.236397 | travel_vlogs_74 | chunk 19 | prompt_tokens=1007, candidates_tokens=134, total_tokens=1141
2025-11-20T22:16:49.298895 | travel_vlogs_31 | chunk 0 | prompt_tokens=2357, candidates_tokens=91, total_tokens=2448
2025-11-20T22:16:53.723543 | travel_vlogs_31 | chunk 1 | prompt_tokens=582, candidates_tokens=81, total_tokens=663
2025-11-20T22:17:04.291291 | travel_vlogs_31 | chunk 2 | prompt_tokens=1132, candidates_tokens=158, total_tokens=1290
2025-11-20T22:17:11.764331 | travel_vlogs_31 | chunk 3 | prompt_tokens=1382, candidates_tokens=94, total_tokens=1476
2025-11-20T22:17:22.676328 | travel_vlogs_31 | chunk 4 | prompt_tokens=1957, candidates_tokens=133, total_tokens=2090
2025-11-20T22:17:31.571590 | travel_vlogs_31 | chunk 5 | prompt_tokens=982, candidates_tokens=55, total_tokens=1037
2025-11-20T22:17:41.012545 | travel_vlogs_31 | chunk 6 | prompt_tokens=832, candidates_tokens=92, total_tokens=924
2025-11-20T22:17:49.502278 | travel_vlogs_31 | chunk 7 | prompt_tokens=907, candidates_tokens=79, total_tokens=986
2025-11-20T22:18:01.762892 | travel_vlogs_31 | chunk 8 | prompt_tokens=757, candidates_tokens=94, total_tokens=851
2025-11-20T22:18:06.196655 | travel_vlogs_31 | chunk 9 | prompt_tokens=357, candidates_tokens=51, total_tokens=408
2025-11-20T22:18:24.052174 | travel_vlogs_31 | chunk 10 | prompt_tokens=1932, candidates_tokens=154, total_tokens=2086
2025-11-20T22:18:31.987566 | travel_vlogs_31 | chunk 11 | prompt_tokens=857, candidates_tokens=83, total_tokens=940
2025-11-20T22:18:40.108543 | travel_vlogs_31 | chunk 12 | prompt_tokens=882, candidates_tokens=69, total_tokens=951
2025-11-20T22:18:53.605868 | travel_vlogs_31 | chunk 13 | prompt_tokens=1557, candidates_tokens=101, total_tokens=1658
2025-11-20T22:19:01.044898 | travel_vlogs_31 | chunk 14 | prompt_tokens=1257, candidates_tokens=102, total_tokens=1359
2025-11-20T22:19:07.268324 | travel_vlogs_213 | chunk 0 | prompt_tokens=607, candidates_tokens=71, total_tokens=678
2025-11-20T22:19:14.798407 | travel_vlogs_213 | chunk 1 | prompt_tokens=832, candidates_tokens=83, total_tokens=915
2025-11-20T22:19:24.669720 | travel_vlogs_213 | chunk 2 | prompt_tokens=1157, candidates_tokens=128, total_tokens=1285
2025-11-20T22:19:35.090368 | travel_vlogs_213 | chunk 3 | prompt_tokens=2232, candidates_tokens=249, total_tokens=2481
2025-11-20T22:19:44.088320 | travel_vlogs_213 | chunk 4 | prompt_tokens=1907, candidates_tokens=123, total_tokens=2030
2025-11-20T22:19:57.078717 | travel_vlogs_213 | chunk 5 | prompt_tokens=1107, candidates_tokens=73, total_tokens=1180
2025-11-20T22:20:17.459607 | travel_vlogs_213 | chunk 6 | prompt_tokens=3757, candidates_tokens=171, total_tokens=3928
2025-11-20T22:20:33.843266 | travel_vlogs_213 | chunk 7 | prompt_tokens=2557, candidates_tokens=156, total_tokens=2713
2025-11-20T22:20:53.197928 | travel_vlogs_213 | chunk 8 | prompt_tokens=1657, candidates_tokens=197, total_tokens=1854
2025-11-20T22:21:04.093019 | travel_vlogs_213 | chunk 9 | prompt_tokens=1607, candidates_tokens=179, total_tokens=1786
2025-11-20T22:21:08.910274 | travel_vlogs_75 | chunk 0 | prompt_tokens=632, candidates_tokens=109, total_tokens=741
2025-11-20T22:21:15.178549 | travel_vlogs_75 | chunk 1 | prompt_tokens=1157, candidates_tokens=83, total_tokens=1240
2025-11-20T22:21:20.756851 | travel_vlogs_75 | chunk 2 | prompt_tokens=607, candidates_tokens=55, total_tokens=662
2025-11-20T22:21:28.419066 | travel_vlogs_75 | chunk 3 | prompt_tokens=882, candidates_tokens=48, total_tokens=930
2025-11-20T22:21:36.337710 | travel_vlogs_75 | chunk 4 | prompt_tokens=882, candidates_tokens=68, total_tokens=950
2025-11-20T22:21:40.995250 | travel_vlogs_75 | chunk 5 | prompt_tokens=632, candidates_tokens=52, total_tokens=684
2025-11-20T22:21:55.524396 | travel_vlogs_75 | chunk 6 | prompt_tokens=882, candidates_tokens=114, total_tokens=996
2025-11-20T22:22:12.148078 | travel_vlogs_75 | chunk 7 | prompt_tokens=1232, candidates_tokens=98, total_tokens=1330
2025-11-20T22:22:26.854567 | travel_vlogs_75 | chunk 8 | prompt_tokens=1957, candidates_tokens=80, total_tokens=2037
2025-11-20T22:22:38.812942 | travel_vlogs_75 | chunk 9 | prompt_tokens=1782, candidates_tokens=113, total_tokens=1895
2025-11-20T22:23:05.212209 | travel_vlogs_75 | chunk 10 | prompt_tokens=2232, candidates_tokens=166, total_tokens=2398
2025-11-20T22:23:12.999373 | travel_vlogs_175 | chunk 0 | prompt_tokens=982, candidates_tokens=76, total_tokens=1058
2025-11-20T22:23:26.389722 | travel_vlogs_175 | chunk 1 | prompt_tokens=2082, candidates_tokens=156, total_tokens=2238
2025-11-20T22:23:34.933271 | travel_vlogs_175 | chunk 2 | prompt_tokens=2032, candidates_tokens=103, total_tokens=2135
2025-11-20T22:23:42.242451 | travel_vlogs_175 | chunk 3 | prompt_tokens=1182, candidates_tokens=83, total_tokens=1265
2025-11-20T22:23:51.467383 | travel_vlogs_175 | chunk 4 | prompt_tokens=1232, candidates_tokens=98, total_tokens=1330
2025-11-20T22:24:06.983779 | travel_vlogs_175 | chunk 5 | prompt_tokens=907, candidates_tokens=83, total_tokens=990
2025-11-20T22:24:18.589970 | travel_vlogs_175 | chunk 6 | prompt_tokens=1757, candidates_tokens=119, total_tokens=1876
2025-11-20T22:24:27.734254 | travel_vlogs_175 | chunk 7 | prompt_tokens=832, candidates_tokens=70, total_tokens=902
2025-11-20T22:24:40.256315 | travel_vlogs_175 | chunk 8 | prompt_tokens=1107, candidates_tokens=65, total_tokens=1172
2025-11-20T22:24:47.452094 | travel_vlogs_175 | chunk 9 | prompt_tokens=857, candidates_tokens=75, total_tokens=932
2025-11-20T22:25:04.038465 | travel_vlogs_102 | chunk 0 | prompt_tokens=2532, candidates_tokens=196, total_tokens=2728
2025-11-20T22:25:10.681891 | travel_vlogs_102 | chunk 1 | prompt_tokens=1032, candidates_tokens=158, total_tokens=1190
2025-11-20T22:25:22.577951 | travel_vlogs_102 | chunk 2 | prompt_tokens=1482, candidates_tokens=149, total_tokens=1631
2025-11-20T22:25:35.097831 | travel_vlogs_102 | chunk 3 | prompt_tokens=1182, candidates_tokens=144, total_tokens=1326
2025-11-20T22:25:47.904351 | travel_vlogs_102 | chunk 4 | prompt_tokens=1232, candidates_tokens=107, total_tokens=1339
2025-11-20T22:25:56.780370 | travel_vlogs_102 | chunk 5 | prompt_tokens=1157, candidates_tokens=109, total_tokens=1266
2025-11-20T22:26:11.963307 | travel_vlogs_102 | chunk 6 | prompt_tokens=1457, candidates_tokens=152, total_tokens=1609
2025-11-20T22:26:26.333071 | travel_vlogs_102 | chunk 7 | prompt_tokens=1007, candidates_tokens=167, total_tokens=1174
2025-11-20T22:26:42.142947 | travel_vlogs_102 | chunk 8 | prompt_tokens=2082, candidates_tokens=181, total_tokens=2263
2025-11-20T22:26:52.776969 | travel_vlogs_102 | chunk 9 | prompt_tokens=1357, candidates_tokens=70, total_tokens=1427
2025-11-20T22:27:03.305011 | travel_vlogs_102 | chunk 10 | prompt_tokens=1157, candidates_tokens=120, total_tokens=1277
2025-11-20T22:27:10.271032 | travel_vlogs_102 | chunk 11 | prompt_tokens=882, candidates_tokens=101, total_tokens=983
2025-11-20T22:27:22.949409 | travel_vlogs_102 | chunk 12 | prompt_tokens=707, candidates_tokens=95, total_tokens=802
2025-11-20T22:27:28.801744 | travel_vlogs_145 | chunk 0 | prompt_tokens=582, candidates_tokens=73, total_tokens=655
2025-11-20T22:27:47.746684 | travel_vlogs_145 | chunk 1 | prompt_tokens=2407, candidates_tokens=76, total_tokens=2483
2025-11-20T22:28:08.170518 | travel_vlogs_145 | chunk 2 | prompt_tokens=2057, candidates_tokens=146, total_tokens=2203
2025-11-20T22:28:23.483737 | travel_vlogs_145 | chunk 3 | prompt_tokens=2207, candidates_tokens=99, total_tokens=2306
2025-11-20T22:28:42.588324 | travel_vlogs_145 | chunk 4 | prompt_tokens=2132, candidates_tokens=361, total_tokens=2493
2025-11-20T22:28:46.924985 | travel_vlogs_145 | chunk 5 | prompt_tokens=532, candidates_tokens=72, total_tokens=604
2025-11-20T22:29:00.337257 | travel_vlogs_145 | chunk 6 | prompt_tokens=1657, candidates_tokens=111, total_tokens=1768
2025-11-20T22:29:08.542341 | travel_vlogs_145 | chunk 7 | prompt_tokens=732, candidates_tokens=77, total_tokens=809
2025-11-20T22:29:21.019929 | travel_vlogs_145 | chunk 8 | prompt_tokens=2257, candidates_tokens=97, total_tokens=2354
2025-11-20T22:29:33.910291 | travel_vlogs_145 | chunk 9 | prompt_tokens=1907, candidates_tokens=210, total_tokens=2117
2025-11-20T22:29:58.318971 | travel_vlogs_37 | chunk 0 | prompt_tokens=1282, candidates_tokens=90, total_tokens=1372
2025-11-20T22:30:12.586554 | travel_vlogs_37 | chunk 1 | prompt_tokens=1182, candidates_tokens=102, total_tokens=1284
2025-11-20T22:30:21.713447 | travel_vlogs_37 | chunk 2 | prompt_tokens=982, candidates_tokens=66, total_tokens=1048
2025-11-20T22:30:25.750306 | travel_vlogs_37 | chunk 3 | prompt_tokens=482, candidates_tokens=52, total_tokens=534
2025-11-20T22:30:34.519103 | travel_vlogs_37 | chunk 4 | prompt_tokens=1282, candidates_tokens=110, total_tokens=1392
2025-11-20T22:30:45.572417 | travel_vlogs_37 | chunk 5 | prompt_tokens=1057, candidates_tokens=94, total_tokens=1151
2025-11-20T22:31:04.740071 | travel_vlogs_37 | chunk 6 | prompt_tokens=2007, candidates_tokens=135, total_tokens=2142
2025-11-20T22:31:19.503701 | travel_vlogs_37 | chunk 7 | prompt_tokens=2082, candidates_tokens=94, total_tokens=2176
2025-11-20T22:31:26.875624 | travel_vlogs_37 | chunk 8 | prompt_tokens=1282, candidates_tokens=80, total_tokens=1362
2025-11-20T22:31:34.746154 | travel_vlogs_37 | chunk 9 | prompt_tokens=782, candidates_tokens=63, total_tokens=845
2025-11-20T22:31:40.656172 | travel_vlogs_37 | chunk 10 | prompt_tokens=732, candidates_tokens=62, total_tokens=794
2025-11-20T22:31:50.146430 | travel_vlogs_37 | chunk 11 | prompt_tokens=1682, candidates_tokens=69, total_tokens=1751
2025-11-20T22:31:55.734491 | travel_vlogs_224 | chunk 0 | prompt_tokens=782, candidates_tokens=104, total_tokens=886
2025-11-20T22:32:01.145663 | travel_vlogs_224 | chunk 1 | prompt_tokens=707, candidates_tokens=59, total_tokens=766
2025-11-20T22:32:10.619084 | travel_vlogs_224 | chunk 2 | prompt_tokens=1382, candidates_tokens=156, total_tokens=1538
2025-11-20T22:32:15.588183 | travel_vlogs_224 | chunk 3 | prompt_tokens=607, candidates_tokens=50, total_tokens=657
2025-11-20T22:32:28.063767 | travel_vlogs_224 | chunk 4 | prompt_tokens=657, candidates_tokens=61, total_tokens=718
2025-11-20T22:32:43.640424 | travel_vlogs_224 | chunk 5 | prompt_tokens=1057, candidates_tokens=108, total_tokens=1165
2025-11-20T22:32:57.767129 | travel_vlogs_224 | chunk 6 | prompt_tokens=1207, candidates_tokens=141, total_tokens=1348
2025-11-20T22:33:07.323140 | travel_vlogs_224 | chunk 7 | prompt_tokens=1032, candidates_tokens=112, total_tokens=1144
2025-11-20T22:33:23.209496 | travel_vlogs_224 | chunk 8 | prompt_tokens=1632, candidates_tokens=151, total_tokens=1783
2025-11-20T22:33:32.823056 | travel_vlogs_224 | chunk 9 | prompt_tokens=1182, candidates_tokens=126, total_tokens=1308
2025-11-20T22:33:42.551109 | travel_vlogs_224 | chunk 10 | prompt_tokens=982, candidates_tokens=64, total_tokens=1046
2025-11-20T22:33:49.894531 | travel_vlogs_224 | chunk 11 | prompt_tokens=957, candidates_tokens=109, total_tokens=1066
2025-11-20T22:33:59.031724 | travel_vlogs_224 | chunk 12 | prompt_tokens=982, candidates_tokens=94, total_tokens=1076
2025-11-20T22:34:10.008791 | travel_vlogs_224 | chunk 13 | prompt_tokens=2132, candidates_tokens=130, total_tokens=2262
2025-11-20T22:34:16.294580 | travel_vlogs_26 | chunk 0 | prompt_tokens=1432, candidates_tokens=102, total_tokens=1534
2025-11-20T22:34:23.585930 | travel_vlogs_26 | chunk 1 | prompt_tokens=1682, candidates_tokens=130, total_tokens=1812
2025-11-20T22:34:35.739130 | travel_vlogs_26 | chunk 2 | prompt_tokens=2007, candidates_tokens=125, total_tokens=2132
2025-11-20T22:34:40.778206 | travel_vlogs_26 | chunk 3 | prompt_tokens=757, candidates_tokens=134, total_tokens=891
2025-11-20T22:34:47.088036 | travel_vlogs_26 | chunk 4 | prompt_tokens=632, candidates_tokens=87, total_tokens=719
2025-11-20T22:34:55.846581 | travel_vlogs_26 | chunk 5 | prompt_tokens=1157, candidates_tokens=82, total_tokens=1239
2025-11-20T22:35:02.776273 | travel_vlogs_26 | chunk 6 | prompt_tokens=957, candidates_tokens=63, total_tokens=1020
2025-11-20T22:35:10.153110 | travel_vlogs_26 | chunk 7 | prompt_tokens=1257, candidates_tokens=95, total_tokens=1352
2025-11-20T22:35:18.844819 | travel_vlogs_26 | chunk 8 | prompt_tokens=1182, candidates_tokens=65, total_tokens=1247
2025-11-20T22:35:27.278745 | travel_vlogs_26 | chunk 9 | prompt_tokens=1907, candidates_tokens=73, total_tokens=1980
2025-11-20T22:35:36.615009 | travel_vlogs_26 | chunk 10 | prompt_tokens=2107, candidates_tokens=121, total_tokens=2228
2025-11-20T22:35:47.010424 | travel_vlogs_64 | chunk 0 | prompt_tokens=1007, candidates_tokens=103, total_tokens=1110
2025-11-20T22:36:02.826473 | travel_vlogs_64 | chunk 1 | prompt_tokens=1657, candidates_tokens=181, total_tokens=1838
2025-11-20T22:36:29.522637 | travel_vlogs_64 | chunk 2 | prompt_tokens=1032, candidates_tokens=101, total_tokens=1133
2025-11-20T22:36:33.573786 | travel_vlogs_64 | chunk 3 | prompt_tokens=257, candidates_tokens=43, total_tokens=300
2025-11-20T22:36:39.960739 | travel_vlogs_64 | chunk 4 | prompt_tokens=1107, candidates_tokens=163, total_tokens=1270
2025-11-20T22:36:52.559775 | travel_vlogs_64 | chunk 5 | prompt_tokens=1882, candidates_tokens=266, total_tokens=2148
2025-11-20T22:36:57.737779 | travel_vlogs_64 | chunk 6 | prompt_tokens=357, candidates_tokens=63, total_tokens=420
2025-11-20T22:37:05.667475 | travel_vlogs_64 | chunk 7 | prompt_tokens=1382, candidates_tokens=129, total_tokens=1511
2025-11-20T22:37:18.801093 | travel_vlogs_64 | chunk 8 | prompt_tokens=1907, candidates_tokens=80, total_tokens=1987
2025-11-20T22:37:27.236060 | travel_vlogs_64 | chunk 9 | prompt_tokens=807, candidates_tokens=82, total_tokens=889
2025-11-20T22:37:41.738668 | travel_vlogs_64 | chunk 10 | prompt_tokens=1682, candidates_tokens=278, total_tokens=1960
2025-11-20T22:37:49.491400 | travel_vlogs_73 | chunk 0 | prompt_tokens=857, candidates_tokens=47, total_tokens=904
2025-11-20T22:37:53.679507 | travel_vlogs_73 | chunk 1 | prompt_tokens=357, candidates_tokens=67, total_tokens=424
2025-11-20T22:38:01.276629 | travel_vlogs_73 | chunk 2 | prompt_tokens=682, candidates_tokens=119, total_tokens=801
2025-11-20T22:38:12.670475 | travel_vlogs_73 | chunk 3 | prompt_tokens=1207, candidates_tokens=143, total_tokens=1350
2025-11-20T22:38:19.081005 | travel_vlogs_73 | chunk 4 | prompt_tokens=707, candidates_tokens=157, total_tokens=864
