2025-11-21T00:08:32.277729 | academic_lectures_3 | chunk 0 | prompt_tokens=13971, candidates_tokens=141, total_tokens=14112
2025-11-21T00:19:58.954204 | academic_lectures_39 | chunk 13 | prompt_tokens=20921, candidates_tokens=283, total_tokens=21204
2025-11-21T00:20:08.559461 | academic_lectures_130 | chunk 0 | prompt_tokens=6072, candidates_tokens=274, total_tokens=6346
2025-11-21T00:20:19.101084 | academic_lectures_130 | chunk 1 | prompt_tokens=11990, candidates_tokens=214, total_tokens=12204
2025-11-21T00:20:26.733939 | academic_lectures_130 | chunk 2 | prompt_tokens=8594, candidates_tokens=170, total_tokens=8764
2025-11-21T00:20:38.506817 | academic_lectures_130 | chunk 3 | prompt_tokens=15336, candidates_tokens=565, total_tokens=15901
2025-11-21T00:20:48.863315 | academic_lectures_130 | chunk 4 | prompt_tokens=15827, candidates_tokens=369, total_tokens=16196
2025-11-21T00:21:02.425776 | academic_lectures_130 | chunk 5 | prompt_tokens=20405, candidates_tokens=469, total_tokens=20874
2025-11-21T00:21:10.750466 | academic_lectures_130 | chunk 6 | prompt_tokens=4940, candidates_tokens=364, total_tokens=5304
2025-11-21T00:21:19.361074 | academic_lectures_130 | chunk 7 | prompt_tokens=5739, candidates_tokens=216, total_tokens=5955
2025-11-21T00:21:28.916325 | academic_lectures_130 | chunk 8 | prompt_tokens=13688, candidates_tokens=278, total_tokens=13966
2025-11-21T00:21:36.064899 | academic_lectures_130 | chunk 9 | prompt_tokens=2085, candidates_tokens=273, total_tokens=2358
2025-11-21T00:21:53.197827 | academic_lectures_130 | chunk 10 | prompt_tokens=23543, candidates_tokens=470, total_tokens=24013
2025-11-21T00:22:03.098394 | academic_lectures_130 | chunk 11 | prompt_tokens=9418, candidates_tokens=336, total_tokens=9754
2025-11-21T00:22:13.104060 | academic_lectures_180 | chunk 0 | prompt_tokens=7154, candidates_tokens=445, total_tokens=7599
2025-11-21T00:22:24.160745 | academic_lectures_180 | chunk 1 | prompt_tokens=9060, candidates_tokens=348, total_tokens=9408
2025-11-21T00:22:37.884626 | academic_lectures_180 | chunk 2 | prompt_tokens=23260, candidates_tokens=288, total_tokens=23548
2025-11-21T00:22:50.181569 | academic_lectures_180 | chunk 3 | prompt_tokens=23543, candidates_tokens=385, total_tokens=23928
2025-11-21T00:22:58.000843 | academic_lectures_180 | chunk 4 | prompt_tokens=4557, candidates_tokens=192, total_tokens=4749
2025-11-21T00:23:09.831782 | academic_lectures_180 | chunk 5 | prompt_tokens=24625, candidates_tokens=232, total_tokens=24857
2025-11-21T00:23:20.499306 | academic_lectures_180 | chunk 6 | prompt_tokens=12739, candidates_tokens=425, total_tokens=13164
2025-11-21T00:23:28.110519 | academic_lectures_180 | chunk 7 | prompt_tokens=5764, candidates_tokens=254, total_tokens=6018
2025-11-21T00:23:35.212337 | academic_lectures_180 | chunk 8 | prompt_tokens=4349, candidates_tokens=248, total_tokens=4597
2025-11-21T00:23:44.091586 | academic_lectures_182 | chunk 0 | prompt_tokens=10525, candidates_tokens=251, total_tokens=10776
2025-11-21T00:23:52.423512 | academic_lectures_182 | chunk 1 | prompt_tokens=15053, candidates_tokens=270, total_tokens=15323
2025-11-21T00:24:04.422310 | academic_lectures_182 | chunk 2 | prompt_tokens=16468, candidates_tokens=226, total_tokens=16694
2025-11-21T00:24:18.038090 | academic_lectures_182 | chunk 3 | prompt_tokens=23543, candidates_tokens=188, total_tokens=23731
2025-11-21T00:24:27.541975 | academic_lectures_182 | chunk 4 | prompt_tokens=10525, candidates_tokens=240, total_tokens=10765
2025-11-21T00:24:36.673862 | academic_lectures_182 | chunk 5 | prompt_tokens=18449, candidates_tokens=279, total_tokens=18728
2025-11-21T00:24:43.045179 | academic_lectures_182 | chunk 6 | prompt_tokens=5356, candidates_tokens=198, total_tokens=5554
2025-11-21T00:24:51.000730 | academic_lectures_182 | chunk 7 | prompt_tokens=10142, candidates_tokens=209, total_tokens=10351
2025-11-21T00:24:56.407703 | academic_lectures_182 | chunk 8 | prompt_tokens=2809, candidates_tokens=124, total_tokens=2933
2025-11-21T00:25:06.046166 | academic_lectures_182 | chunk 9 | prompt_tokens=5406, candidates_tokens=200, total_tokens=5606
2025-11-21T00:25:17.870892 | academic_lectures_182 | chunk 10 | prompt_tokens=23210, candidates_tokens=480, total_tokens=23690
2025-11-21T00:25:26.771353 | academic_lectures_54 | chunk 0 | prompt_tokens=19298, candidates_tokens=210, total_tokens=19508
2025-11-21T00:25:38.261976 | academic_lectures_54 | chunk 1 | prompt_tokens=21612, candidates_tokens=241, total_tokens=21853
2025-11-21T00:25:46.199301 | academic_lectures_54 | chunk 2 | prompt_tokens=11091, candidates_tokens=297, total_tokens=11388
2025-11-21T00:25:56.827690 | academic_lectures_54 | chunk 3 | prompt_tokens=12273, candidates_tokens=266, total_tokens=12539
2025-11-21T00:26:03.269815 | academic_lectures_54 | chunk 4 | prompt_tokens=6330, candidates_tokens=182, total_tokens=6512
2025-11-21T00:26:10.818164 | academic_lectures_54 | chunk 5 | prompt_tokens=5922, candidates_tokens=150, total_tokens=6072
2025-11-21T00:26:18.342487 | academic_lectures_54 | chunk 6 | prompt_tokens=8619, candidates_tokens=203, total_tokens=8822
2025-11-21T00:26:25.972691 | academic_lectures_54 | chunk 7 | prompt_tokens=6613, candidates_tokens=170, total_tokens=6783
2025-11-21T00:26:37.636610 | academic_lectures_54 | chunk 8 | prompt_tokens=16909, candidates_tokens=294, total_tokens=17203
2025-11-21T00:26:53.712531 | academic_lectures_54 | chunk 9 | prompt_tokens=25291, candidates_tokens=316, total_tokens=25607
2025-11-21T00:27:01.118158 | academic_lectures_54 | chunk 10 | prompt_tokens=2526, candidates_tokens=143, total_tokens=2669
2025-11-21T00:27:13.292157 | academic_lectures_248 | chunk 0 | prompt_tokens=18732, candidates_tokens=198, total_tokens=18930
2025-11-21T00:27:25.131535 | academic_lectures_248 | chunk 1 | prompt_tokens=12381, candidates_tokens=234, total_tokens=12615
2025-11-21T00:27:34.978729 | academic_lectures_248 | chunk 2 | prompt_tokens=9060, candidates_tokens=263, total_tokens=9323
2025-11-21T00:27:46.694837 | academic_lectures_248 | chunk 3 | prompt_tokens=10425, candidates_tokens=184, total_tokens=10609
2025-11-21T00:27:58.241332 | academic_lectures_248 | chunk 4 | prompt_tokens=18657, candidates_tokens=197, total_tokens=18854
2025-11-21T00:28:11.363869 | academic_lectures_248 | chunk 5 | prompt_tokens=23568, candidates_tokens=196, total_tokens=23764
2025-11-21T00:28:33.379169 | academic_lectures_248 | chunk 6 | prompt_tokens=32857, candidates_tokens=186, total_tokens=33043
2025-11-21T00:28:42.039529 | academic_lectures_248 | chunk 7 | prompt_tokens=19839, candidates_tokens=189, total_tokens=20028
2025-11-21T00:28:52.317867 | academic_lectures_307 | chunk 0 | prompt_tokens=22361, candidates_tokens=279, total_tokens=22640
2025-11-21T00:28:59.268891 | academic_lectures_307 | chunk 1 | prompt_tokens=10858, candidates_tokens=168, total_tokens=11026
2025-11-21T00:29:08.471476 | academic_lectures_307 | chunk 2 | prompt_tokens=8827, candidates_tokens=187, total_tokens=9014
2025-11-21T00:29:14.498600 | academic_lectures_307 | chunk 3 | prompt_tokens=4840, candidates_tokens=205, total_tokens=5045
2025-11-21T00:29:23.797798 | academic_lectures_307 | chunk 4 | prompt_tokens=6821, candidates_tokens=138, total_tokens=6959
2025-11-21T00:29:31.981392 | academic_lectures_307 | chunk 5 | prompt_tokens=9135, candidates_tokens=143, total_tokens=9278
2025-11-21T00:29:39.714575 | academic_lectures_307 | chunk 6 | prompt_tokens=6280, candidates_tokens=223, total_tokens=6503
2025-11-21T00:29:46.961746 | academic_lectures_307 | chunk 7 | prompt_tokens=4274, candidates_tokens=159, total_tokens=4433
2025-11-21T00:29:57.123911 | academic_lectures_307 | chunk 8 | prompt_tokens=5764, candidates_tokens=132, total_tokens=5896
2025-11-21T00:30:06.189929 | academic_lectures_307 | chunk 9 | prompt_tokens=10858, candidates_tokens=241, total_tokens=11099
2025-11-21T00:30:13.537028 | academic_lectures_307 | chunk 10 | prompt_tokens=5431, candidates_tokens=154, total_tokens=5585
2025-11-21T00:30:21.469547 | academic_lectures_307 | chunk 11 | prompt_tokens=4349, candidates_tokens=201, total_tokens=4550
2025-11-21T00:30:30.917455 | academic_lectures_307 | chunk 12 | prompt_tokens=7362, candidates_tokens=166, total_tokens=7528
2025-11-21T00:30:40.818810 | academic_lectures_307 | chunk 13 | prompt_tokens=9651, candidates_tokens=190, total_tokens=9841
2025-11-21T00:30:47.190095 | academic_lectures_307 | chunk 14 | prompt_tokens=9984, candidates_tokens=165, total_tokens=10149
2025-11-21T00:30:54.609693 | academic_lectures_307 | chunk 15 | prompt_tokens=1702, candidates_tokens=129, total_tokens=1831
2025-11-21T00:31:01.982280 | academic_lectures_307 | chunk 16 | prompt_tokens=7953, candidates_tokens=130, total_tokens=8083
2025-11-21T00:31:11.657976 | academic_lectures_307 | chunk 17 | prompt_tokens=13072, candidates_tokens=293, total_tokens=13365
2025-11-21T00:31:24.938857 | academic_lectures_307 | chunk 18 | prompt_tokens=16726, candidates_tokens=222, total_tokens=16948
2025-11-21T00:31:33.677326 | academic_lectures_307 | chunk 19 | prompt_tokens=5198, candidates_tokens=135, total_tokens=5333
2025-11-21T00:31:43.942556 | academic_lectures_128 | chunk 0 | prompt_tokens=11890, candidates_tokens=224, total_tokens=12114
2025-11-21T00:31:50.973207 | academic_lectures_128 | chunk 1 | prompt_tokens=4532, candidates_tokens=238, total_tokens=4770
2025-11-21T00:32:00.779680 | academic_lectures_128 | chunk 2 | prompt_tokens=9060, candidates_tokens=366, total_tokens=9426
2025-11-21T00:32:09.320783 | academic_lectures_128 | chunk 3 | prompt_tokens=5639, candidates_tokens=188, total_tokens=5827
2025-11-21T00:32:22.726079 | academic_lectures_128 | chunk 4 | prompt_tokens=12481, candidates_tokens=303, total_tokens=12784
2025-11-21T00:32:30.312861 | academic_lectures_128 | chunk 5 | prompt_tokens=6821, candidates_tokens=149, total_tokens=6970
2025-11-21T00:32:37.144787 | academic_lectures_128 | chunk 6 | prompt_tokens=4865, candidates_tokens=215, total_tokens=5080
2025-11-21T00:32:45.612953 | academic_lectures_128 | chunk 7 | prompt_tokens=7745, candidates_tokens=223, total_tokens=7968
2025-11-21T00:32:56.613931 | academic_lectures_128 | chunk 8 | prompt_tokens=9934, candidates_tokens=216, total_tokens=10150
2025-11-21T00:33:07.720692 | academic_lectures_128 | chunk 9 | prompt_tokens=13563, candidates_tokens=276, total_tokens=13839
2025-11-21T00:33:17.162321 | academic_lectures_128 | chunk 10 | prompt_tokens=7720, candidates_tokens=250, total_tokens=7970
2025-11-21T00:33:29.399335 | academic_lectures_128 | chunk 11 | prompt_tokens=9085, candidates_tokens=203, total_tokens=9288
2025-11-21T00:33:42.526703 | academic_lectures_128 | chunk 12 | prompt_tokens=8702, candidates_tokens=257, total_tokens=8959
2025-11-21T00:33:50.462453 | academic_lectures_128 | chunk 13 | prompt_tokens=6255, candidates_tokens=226, total_tokens=6481
2025-11-21T00:34:00.905860 | academic_lectures_128 | chunk 14 | prompt_tokens=14462, candidates_tokens=295, total_tokens=14757
2025-11-21T00:34:08.340884 | academic_lectures_128 | chunk 15 | prompt_tokens=6047, candidates_tokens=244, total_tokens=6291
2025-11-21T00:34:18.112717 | academic_lectures_128 | chunk 16 | prompt_tokens=11582, candidates_tokens=207, total_tokens=11789
2025-11-21T00:34:24.936852 | academic_lectures_142 | chunk 0 | prompt_tokens=5664, candidates_tokens=207, total_tokens=5871
2025-11-21T00:34:36.107221 | academic_lectures_142 | chunk 1 | prompt_tokens=17292, candidates_tokens=311, total_tokens=17603
2025-11-21T00:34:45.170599 | academic_lectures_142 | chunk 2 | prompt_tokens=10833, candidates_tokens=196, total_tokens=11029
2025-11-21T00:34:55.804388 | academic_lectures_142 | chunk 3 | prompt_tokens=16801, candidates_tokens=246, total_tokens=17047
2025-11-21T00:35:01.810731 | academic_lectures_142 | chunk 4 | prompt_tokens=4249, candidates_tokens=177, total_tokens=4426
2025-11-21T00:35:12.941754 | academic_lectures_142 | chunk 5 | prompt_tokens=20197, candidates_tokens=253, total_tokens=20450
2025-11-21T00:35:22.261761 | academic_lectures_142 | chunk 6 | prompt_tokens=16676, candidates_tokens=244, total_tokens=16920
2025-11-21T00:35:33.218927 | academic_lectures_142 | chunk 7 | prompt_tokens=13638, candidates_tokens=212, total_tokens=13850
2025-11-21T00:35:45.216996 | academic_lectures_142 | chunk 8 | prompt_tokens=9343, candidates_tokens=326, total_tokens=9669
2025-11-21T00:35:53.041336 | academic_lectures_142 | chunk 9 | prompt_tokens=5947, candidates_tokens=199, total_tokens=6146
2025-11-21T00:36:05.091886 | academic_lectures_302 | chunk 0 | prompt_tokens=17242, candidates_tokens=185, total_tokens=17427
2025-11-21T00:36:15.208037 | academic_lectures_302 | chunk 1 | prompt_tokens=6588, candidates_tokens=141, total_tokens=6729
2025-11-21T00:36:25.202403 | academic_lectures_302 | chunk 2 | prompt_tokens=12764, candidates_tokens=170, total_tokens=12934
2025-11-21T00:36:31.773179 | academic_lectures_302 | chunk 3 | prompt_tokens=5714, candidates_tokens=96, total_tokens=5810
2025-11-21T00:36:43.130397 | academic_lectures_302 | chunk 4 | prompt_tokens=11682, candidates_tokens=148, total_tokens=11830
2025-11-21T00:36:51.645222 | academic_lectures_302 | chunk 5 | prompt_tokens=5739, candidates_tokens=139, total_tokens=5878
2025-11-21T00:37:16.106307 | academic_lectures_302 | chunk 6 | prompt_tokens=46774, candidates_tokens=256, total_tokens=47030
2025-11-21T00:37:23.238632 | academic_lectures_302 | chunk 7 | prompt_tokens=2601, candidates_tokens=129, total_tokens=2730
2025-11-21T00:37:31.890354 | academic_lectures_302 | chunk 8 | prompt_tokens=9984, candidates_tokens=191, total_tokens=10175
2025-11-21T00:37:42.612714 | academic_lectures_122 | chunk 0 | prompt_tokens=16651, candidates_tokens=288, total_tokens=16939
2025-11-21T00:37:51.170762 | academic_lectures_122 | chunk 1 | prompt_tokens=5897, candidates_tokens=245, total_tokens=6142
2025-11-21T00:38:00.121830 | academic_lectures_122 | chunk 2 | prompt_tokens=9859, candidates_tokens=250, total_tokens=10109
2025-11-21T00:38:12.109303 | academic_lectures_122 | chunk 3 | prompt_tokens=14745, candidates_tokens=369, total_tokens=15114
2025-11-21T00:38:23.474256 | academic_lectures_122 | chunk 4 | prompt_tokens=14437, candidates_tokens=272, total_tokens=14709
2025-11-21T00:38:35.328995 | academic_lectures_122 | chunk 5 | prompt_tokens=14745, candidates_tokens=208, total_tokens=14953
2025-11-21T00:38:43.286469 | academic_lectures_122 | chunk 6 | prompt_tokens=5098, candidates_tokens=229, total_tokens=5327
2025-11-21T00:38:54.610374 | academic_lectures_122 | chunk 7 | prompt_tokens=12173, candidates_tokens=365, total_tokens=12538
2025-11-21T00:39:02.085019 | academic_lectures_122 | chunk 8 | prompt_tokens=5048, candidates_tokens=195, total_tokens=5243
2025-11-21T00:39:10.568800 | academic_lectures_122 | chunk 9 | prompt_tokens=14462, candidates_tokens=334, total_tokens=14796
2025-11-21T00:39:18.331572 | academic_lectures_214 | chunk 0 | prompt_tokens=3683, candidates_tokens=200, total_tokens=3883
2025-11-21T00:39:25.674814 | academic_lectures_214 | chunk 1 | prompt_tokens=5173, candidates_tokens=262, total_tokens=5435
2025-11-21T00:39:34.713281 | academic_lectures_214 | chunk 2 | prompt_tokens=15361, candidates_tokens=364, total_tokens=15725
2025-11-21T00:39:44.651194 | academic_lectures_214 | chunk 3 | prompt_tokens=11424, candidates_tokens=248, total_tokens=11672
2025-11-21T00:39:57.354016 | academic_lectures_214 | chunk 4 | prompt_tokens=15669, candidates_tokens=376, total_tokens=16045
2025-11-21T00:40:05.318346 | academic_lectures_214 | chunk 5 | prompt_tokens=13588, candidates_tokens=280, total_tokens=13868
2025-11-21T00:40:14.965052 | academic_lectures_214 | chunk 6 | prompt_tokens=7412, candidates_tokens=203, total_tokens=7615
2025-11-21T00:40:25.055969 | academic_lectures_214 | chunk 7 | prompt_tokens=5972, candidates_tokens=205, total_tokens=6177
2025-11-21T00:40:37.257665 | academic_lectures_214 | chunk 8 | prompt_tokens=8469, candidates_tokens=300, total_tokens=8769
2025-11-21T00:40:47.144373 | academic_lectures_214 | chunk 9 | prompt_tokens=9060, candidates_tokens=224, total_tokens=9284
2025-11-21T00:40:57.802757 | academic_lectures_214 | chunk 10 | prompt_tokens=10192, candidates_tokens=328, total_tokens=10520
2025-11-21T00:41:09.491962 | academic_lectures_214 | chunk 11 | prompt_tokens=11374, candidates_tokens=195, total_tokens=11569
2025-11-21T00:41:18.465435 | academic_lectures_214 | chunk 12 | prompt_tokens=8494, candidates_tokens=250, total_tokens=8744
2025-11-21T00:41:26.420120 | academic_lectures_214 | chunk 13 | prompt_tokens=3783, candidates_tokens=149, total_tokens=3932
2025-11-21T00:41:34.613314 | academic_lectures_214 | chunk 14 | prompt_tokens=7129, candidates_tokens=211, total_tokens=7340
2025-11-21T00:41:40.648565 | academic_lectures_214 | chunk 15 | prompt_tokens=3658, candidates_tokens=176, total_tokens=3834
2025-11-21T00:41:51.753346 | academic_lectures_214 | chunk 16 | prompt_tokens=5739, candidates_tokens=230, total_tokens=5969
2025-11-21T00:42:00.631666 | academic_lectures_214 | chunk 17 | prompt_tokens=1161, candidates_tokens=225, total_tokens=1386
2025-11-21T00:42:12.819209 | academic_lectures_214 | chunk 18 | prompt_tokens=13688, candidates_tokens=635, total_tokens=14323
2025-11-21T00:42:24.738576 | academic_lectures_214 | chunk 19 | prompt_tokens=5947, candidates_tokens=185, total_tokens=6132
2025-11-21T00:42:35.952838 | academic_lectures_113 | chunk 0 | prompt_tokens=10317, candidates_tokens=204, total_tokens=10521
2025-11-21T00:42:44.607156 | academic_lectures_113 | chunk 1 | prompt_tokens=5764, candidates_tokens=175, total_tokens=5939
2025-11-21T00:42:53.060968 | academic_lectures_113 | chunk 2 | prompt_tokens=3117, candidates_tokens=195, total_tokens=3312
2025-11-21T00:43:06.113864 | academic_lectures_113 | chunk 3 | prompt_tokens=9934, candidates_tokens=238, total_tokens=10172
2025-11-21T00:43:13.547846 | academic_lectures_113 | chunk 4 | prompt_tokens=2834, candidates_tokens=157, total_tokens=2991
2025-11-21T00:43:33.940965 | academic_lectures_113 | chunk 5 | prompt_tokens=10192, candidates_tokens=234, total_tokens=10426
2025-11-21T00:43:40.699919 | academic_lectures_113 | chunk 6 | prompt_tokens=7953, candidates_tokens=188, total_tokens=8141
2025-11-21T00:43:49.347473 | academic_lectures_113 | chunk 7 | prompt_tokens=9110, candidates_tokens=303, total_tokens=9413
2025-11-21T00:43:59.639617 | academic_lectures_113 | chunk 8 | prompt_tokens=5431, candidates_tokens=195, total_tokens=5626
2025-11-21T00:44:14.202158 | academic_lectures_113 | chunk 9 | prompt_tokens=11707, candidates_tokens=272, total_tokens=11979
2025-11-21T00:44:32.771254 | academic_lectures_113 | chunk 10 | prompt_tokens=15644, candidates_tokens=195, total_tokens=15839
2025-11-21T00:44:38.510391 | academic_lectures_113 | chunk 11 | prompt_tokens=4249, candidates_tokens=144, total_tokens=4393
2025-11-21T00:44:46.271207 | academic_lectures_113 | chunk 12 | prompt_tokens=8236, candidates_tokens=264, total_tokens=8500
2025-11-21T00:44:59.805089 | academic_lectures_113 | chunk 13 | prompt_tokens=15361, candidates_tokens=195, total_tokens=15556
2025-11-21T00:45:17.237503 | academic_lectures_113 | chunk 14 | prompt_tokens=20738, candidates_tokens=282, total_tokens=21020
2025-11-21T00:45:25.161971 | academic_lectures_113 | chunk 15 | prompt_tokens=7695, candidates_tokens=159, total_tokens=7854
2025-11-21T00:45:35.251171 | academic_lectures_275 | chunk 0 | prompt_tokens=10034, candidates_tokens=303, total_tokens=10337
2025-11-21T00:45:59.145012 | academic_lectures_275 | chunk 1 | prompt_tokens=22902, candidates_tokens=308, total_tokens=23210
2025-11-21T00:46:13.444332 | academic_lectures_275 | chunk 2 | prompt_tokens=18191, candidates_tokens=324, total_tokens=18515
2025-11-21T00:46:31.397756 | academic_lectures_275 | chunk 3 | prompt_tokens=18116, candidates_tokens=231, total_tokens=18347
2025-11-21T00:46:44.232972 | academic_lectures_275 | chunk 4 | prompt_tokens=24467, candidates_tokens=290, total_tokens=24757
2025-11-21T00:46:53.898956 | academic_lectures_275 | chunk 5 | prompt_tokens=12997, candidates_tokens=192, total_tokens=13189
2025-11-21T00:47:17.709991 | academic_lectures_275 | chunk 6 | prompt_tokens=15003, candidates_tokens=314, total_tokens=15317
