2025-11-21T18:23:06.487469 | ted_talks_1 | chunk 0 | prompt_tokens=12864, candidates_tokens=474, total_tokens=14170
2025-11-21T18:54:22.897348 | ted_talks_332 | chunk 8 | prompt_tokens=3683, candidates_tokens=285, total_tokens=4746
2025-11-21T18:54:47.661644 | ted_talks_332 | chunk 9 | prompt_tokens=7498, candidates_tokens=265, total_tokens=8222
2025-11-21T18:55:07.449596 | ted_talks_332 | chunk 10 | prompt_tokens=7079, candidates_tokens=327, total_tokens=8584
2025-11-21T18:55:29.773386 | ted_talks_332 | chunk 11 | prompt_tokens=7437, candidates_tokens=308, total_tokens=8365
2025-11-21T18:55:54.769045 | ted_talks_325 | chunk 0 | prompt_tokens=19531, candidates_tokens=138, total_tokens=19944
2025-11-21T18:56:17.105200 | ted_talks_325 | chunk 1 | prompt_tokens=12764, candidates_tokens=355, total_tokens=13803
2025-11-21T18:56:36.234065 | ted_talks_325 | chunk 2 | prompt_tokens=10500, candidates_tokens=212, total_tokens=11259
2025-11-21T18:56:47.754683 | ted_talks_325 | chunk 3 | prompt_tokens=4016, candidates_tokens=198, total_tokens=4849
2025-11-21T18:57:01.517736 | ted_talks_325 | chunk 4 | prompt_tokens=7179, candidates_tokens=147, total_tokens=7554
2025-11-21T18:57:19.481712 | ted_talks_325 | chunk 5 | prompt_tokens=8469, candidates_tokens=174, total_tokens=9002
2025-11-21T18:57:34.472566 | ted_talks_325 | chunk 6 | prompt_tokens=5381, candidates_tokens=198, total_tokens=6417
2025-11-21T18:57:53.821676 | ted_talks_325 | chunk 7 | prompt_tokens=6821, candidates_tokens=249, total_tokens=7580
2025-11-21T18:58:29.694097 | ted_talks_325 | chunk 8 | prompt_tokens=23776, candidates_tokens=277, total_tokens=25161
2025-11-21T18:58:39.321352 | ted_talks_325 | chunk 9 | prompt_tokens=4244, candidates_tokens=220, total_tokens=4857
2025-11-21T18:58:54.780794 | ted_talks_325 | chunk 10 | prompt_tokens=5997, candidates_tokens=135, total_tokens=6363
2025-11-21T18:59:14.442073 | ted_talks_325 | chunk 11 | prompt_tokens=10525, candidates_tokens=279, total_tokens=11604
2025-11-21T18:59:29.195230 | ted_talks_325 | chunk 12 | prompt_tokens=8081, candidates_tokens=237, total_tokens=8704
2025-11-21T18:59:39.312562 | ted_talks_325 | chunk 13 | prompt_tokens=2035, candidates_tokens=159, total_tokens=2664
2025-11-21T18:59:58.741469 | ted_talks_325 | chunk 14 | prompt_tokens=9676, candidates_tokens=217, total_tokens=10493
2025-11-21T19:00:12.859603 | ted_talks_325 | chunk 15 | prompt_tokens=8658, candidates_tokens=167, total_tokens=9276
2025-11-21T19:00:36.919527 | ted_talks_325 | chunk 16 | prompt_tokens=10525, candidates_tokens=276, total_tokens=11568
2025-11-21T19:01:18.039388 | ted_talks_82 | chunk 0 | prompt_tokens=15952, candidates_tokens=353, total_tokens=17652
2025-11-21T19:02:01.010538 | ted_talks_82 | chunk 1 | prompt_tokens=19606, candidates_tokens=236, total_tokens=20768
2025-11-21T19:02:37.469718 | ted_talks_82 | chunk 2 | prompt_tokens=17059, candidates_tokens=228, total_tokens=18125
2025-11-21T19:03:10.669341 | ted_talks_82 | chunk 3 | prompt_tokens=11632, candidates_tokens=317, total_tokens=12886
2025-11-21T19:03:36.876960 | ted_talks_82 | chunk 4 | prompt_tokens=8028, candidates_tokens=235, total_tokens=9345
2025-11-21T19:04:01.512027 | ted_talks_82 | chunk 5 | prompt_tokens=9841, candidates_tokens=253, total_tokens=10926
2025-11-21T19:04:25.331402 | ted_talks_82 | chunk 6 | prompt_tokens=6821, candidates_tokens=269, total_tokens=7906
2025-11-21T19:05:03.952081 | ted_talks_82 | chunk 7 | prompt_tokens=16518, candidates_tokens=425, total_tokens=17724
2025-11-21T19:05:26.730233 | ted_talks_82 | chunk 8 | prompt_tokens=8311, candidates_tokens=256, total_tokens=8997
2025-11-21T19:05:48.272692 | ted_talks_82 | chunk 9 | prompt_tokens=8852, candidates_tokens=170, total_tokens=9470
2025-11-21T19:06:21.652196 | ted_talks_82 | chunk 10 | prompt_tokens=14745, candidates_tokens=156, total_tokens=15634
2025-11-21T19:06:36.348161 | ted_talks_82 | chunk 11 | prompt_tokens=4324, candidates_tokens=168, total_tokens=4998
2025-11-21T19:06:54.041857 | ted_talks_82 | chunk 12 | prompt_tokens=6305, candidates_tokens=157, total_tokens=6859
2025-11-21T19:07:17.060584 | ted_talks_82 | chunk 13 | prompt_tokens=13588, candidates_tokens=335, total_tokens=14360
2025-11-21T19:07:36.610226 | ted_talks_10 | chunk 0 | prompt_tokens=7054, candidates_tokens=246, total_tokens=8039
2025-11-21T19:07:49.621723 | ted_talks_10 | chunk 1 | prompt_tokens=4833, candidates_tokens=170, total_tokens=5365
2025-11-21T19:08:13.739726 | ted_talks_10 | chunk 2 | prompt_tokens=6846, candidates_tokens=250, total_tokens=7783
2025-11-21T19:08:36.912330 | ted_talks_10 | chunk 3 | prompt_tokens=14487, candidates_tokens=122, total_tokens=14985
2025-11-21T19:09:02.671318 | ted_talks_10 | chunk 4 | prompt_tokens=8544, candidates_tokens=376, total_tokens=9458
2025-11-21T19:09:28.681532 | ted_talks_10 | chunk 5 | prompt_tokens=6022, candidates_tokens=241, total_tokens=6763
2025-11-21T19:10:00.063117 | ted_talks_10 | chunk 6 | prompt_tokens=14537, candidates_tokens=341, total_tokens=16099
2025-11-21T19:10:32.826733 | ted_talks_10 | chunk 7 | prompt_tokens=8827, candidates_tokens=376, total_tokens=10260
2025-11-21T19:11:20.000997 | ted_talks_10 | chunk 8 | prompt_tokens=15361, candidates_tokens=270, total_tokens=16595
2025-11-21T19:11:46.825881 | ted_talks_10 | chunk 9 | prompt_tokens=5922, candidates_tokens=343, total_tokens=7013
2025-11-21T19:12:18.016279 | ted_talks_10 | chunk 10 | prompt_tokens=9418, candidates_tokens=240, total_tokens=10834
2025-11-21T19:12:35.864094 | ted_talks_10 | chunk 11 | prompt_tokens=12739, candidates_tokens=212, total_tokens=13267
2025-11-21T19:12:54.924221 | ted_talks_10 | chunk 12 | prompt_tokens=7129, candidates_tokens=230, total_tokens=8107
2025-11-21T19:13:26.680951 | ted_talks_300 | chunk 0 | prompt_tokens=16959, candidates_tokens=168, total_tokens=17423
2025-11-21T19:14:06.767697 | ted_talks_300 | chunk 1 | prompt_tokens=21064, candidates_tokens=191, total_tokens=22002
2025-11-21T19:14:45.881934 | ted_talks_300 | chunk 2 | prompt_tokens=20773, candidates_tokens=220, total_tokens=22008
2025-11-21T19:15:18.368103 | ted_talks_300 | chunk 3 | prompt_tokens=15740, candidates_tokens=287, total_tokens=16595
2025-11-21T19:15:40.777074 | ted_talks_300 | chunk 4 | prompt_tokens=9934, candidates_tokens=271, total_tokens=10740
2025-11-21T19:16:05.384304 | ted_talks_300 | chunk 5 | prompt_tokens=8877, candidates_tokens=156, total_tokens=9615
2025-11-21T19:16:20.767804 | ted_talks_300 | chunk 6 | prompt_tokens=4532, candidates_tokens=163, total_tokens=5330
2025-11-21T19:16:37.627891 | ted_talks_300 | chunk 7 | prompt_tokens=5123, candidates_tokens=159, total_tokens=5643
2025-11-21T19:16:56.648559 | ted_talks_300 | chunk 8 | prompt_tokens=7154, candidates_tokens=253, total_tokens=8021
2025-11-21T19:17:10.110809 | ted_talks_300 | chunk 9 | prompt_tokens=3966, candidates_tokens=142, total_tokens=4381
2025-11-21T19:17:29.384366 | ted_talks_300 | chunk 10 | prompt_tokens=9160, candidates_tokens=216, total_tokens=9832
2025-11-21T19:17:49.393616 | ted_talks_300 | chunk 11 | prompt_tokens=8802, candidates_tokens=159, total_tokens=9447
2025-11-21T19:18:34.376993 | ted_talks_391 | chunk 0 | prompt_tokens=22053, candidates_tokens=148, total_tokens=22601
2025-11-21T19:18:57.666809 | ted_talks_391 | chunk 1 | prompt_tokens=6030, candidates_tokens=191, total_tokens=6676
2025-11-21T19:19:23.904596 | ted_talks_391 | chunk 2 | prompt_tokens=4632, candidates_tokens=225, total_tokens=5238
2025-11-21T19:19:52.771041 | ted_talks_391 | chunk 3 | prompt_tokens=8286, candidates_tokens=230, total_tokens=8975
2025-11-21T19:20:31.470446 | ted_talks_391 | chunk 4 | prompt_tokens=13097, candidates_tokens=211, total_tokens=13984
2025-11-21T19:20:43.895748 | ted_talks_391 | chunk 5 | prompt_tokens=2884, candidates_tokens=182, total_tokens=3322
2025-11-21T19:20:56.597644 | ted_talks_391 | chunk 6 | prompt_tokens=2651, candidates_tokens=157, total_tokens=3126
2025-11-21T19:21:24.177428 | ted_talks_391 | chunk 7 | prompt_tokens=11965, candidates_tokens=358, total_tokens=12648
2025-11-21T19:22:07.038621 | ted_talks_391 | chunk 8 | prompt_tokens=19040, candidates_tokens=436, total_tokens=20830
2025-11-21T19:22:32.821313 | ted_talks_391 | chunk 9 | prompt_tokens=9959, candidates_tokens=378, total_tokens=10837
2025-11-21T19:22:58.056871 | ted_talks_391 | chunk 10 | prompt_tokens=5714, candidates_tokens=243, total_tokens=6917
2025-11-21T19:23:20.762007 | ted_talks_391 | chunk 11 | prompt_tokens=6914, candidates_tokens=222, total_tokens=8433
2025-11-21T19:24:16.646294 | ted_talks_391 | chunk 12 | prompt_tokens=20763, candidates_tokens=473, total_tokens=22187
2025-11-21T19:24:37.998448 | ted_talks_391 | chunk 13 | prompt_tokens=8003, candidates_tokens=176, total_tokens=8664
2025-11-21T19:25:21.002558 | ted_talks_391 | chunk 14 | prompt_tokens=20663, candidates_tokens=262, total_tokens=21539
2025-11-21T19:26:05.960756 | ted_talks_5 | chunk 0 | prompt_tokens=18940, candidates_tokens=302, total_tokens=20072
2025-11-21T19:26:27.417143 | ted_talks_5 | chunk 1 | prompt_tokens=8003, candidates_tokens=401, total_tokens=8945
2025-11-21T19:26:43.337274 | ted_talks_5 | chunk 2 | prompt_tokens=7953, candidates_tokens=228, total_tokens=8535
2025-11-21T19:26:59.948322 | ted_talks_5 | chunk 3 | prompt_tokens=4532, candidates_tokens=212, total_tokens=5250
2025-11-21T19:27:32.128291 | ted_talks_5 | chunk 4 | prompt_tokens=11449, candidates_tokens=234, total_tokens=12273
2025-11-21T19:28:16.983454 | ted_talks_5 | chunk 5 | prompt_tokens=19889, candidates_tokens=271, total_tokens=21045
2025-11-21T19:28:52.194368 | ted_talks_5 | chunk 6 | prompt_tokens=23131, candidates_tokens=317, total_tokens=24463
2025-11-21T19:29:04.884479 | ted_talks_5 | chunk 7 | prompt_tokens=2909, candidates_tokens=185, total_tokens=3546
2025-11-21T19:29:36.923125 | ted_talks_5 | chunk 8 | prompt_tokens=11141, candidates_tokens=257, total_tokens=12287
2025-11-21T19:30:04.965521 | ted_talks_5 | chunk 9 | prompt_tokens=14462, candidates_tokens=303, total_tokens=15098
2025-11-21T19:30:38.927899 | ted_talks_5 | chunk 10 | prompt_tokens=14204, candidates_tokens=184, total_tokens=14861
2025-11-21T19:31:19.461464 | ted_talks_5 | chunk 11 | prompt_tokens=19839, candidates_tokens=272, total_tokens=20934
2025-11-21T19:31:47.302494 | ted_talks_368 | chunk 0 | prompt_tokens=11141, candidates_tokens=244, total_tokens=12028
2025-11-21T19:32:11.437132 | ted_talks_368 | chunk 1 | prompt_tokens=14770, candidates_tokens=368, total_tokens=15920
2025-11-21T19:32:42.998112 | ted_talks_368 | chunk 2 | prompt_tokens=19606, candidates_tokens=173, total_tokens=20139
2025-11-21T19:33:21.860979 | ted_talks_368 | chunk 3 | prompt_tokens=22744, candidates_tokens=307, total_tokens=23604
2025-11-21T19:34:01.548495 | ted_talks_368 | chunk 4 | prompt_tokens=21344, candidates_tokens=356, total_tokens=22647
2025-11-21T19:34:25.826215 | ted_talks_368 | chunk 5 | prompt_tokens=8091, candidates_tokens=190, total_tokens=8666
2025-11-21T19:34:43.478431 | ted_talks_368 | chunk 6 | prompt_tokens=3668, candidates_tokens=191, total_tokens=4417
2025-11-21T19:35:07.601034 | ted_talks_368 | chunk 7 | prompt_tokens=10500, candidates_tokens=264, total_tokens=11473
2025-11-21T19:35:21.343973 | ted_talks_368 | chunk 8 | prompt_tokens=6305, candidates_tokens=204, total_tokens=6898
2025-11-21T19:35:36.282316 | ted_talks_368 | chunk 9 | prompt_tokens=4815, candidates_tokens=302, total_tokens=5482
2025-11-21T19:36:14.232333 | ted_talks_241 | chunk 0 | prompt_tokens=7054, candidates_tokens=464, total_tokens=8348
2025-11-21T19:36:38.042228 | ted_talks_241 | chunk 1 | prompt_tokens=6871, candidates_tokens=326, total_tokens=8204
2025-11-21T19:37:11.535526 | ted_talks_241 | chunk 2 | prompt_tokens=7412, candidates_tokens=319, total_tokens=8702
2025-11-21T19:37:31.052347 | ted_talks_241 | chunk 3 | prompt_tokens=4066, candidates_tokens=349, total_tokens=5155
2025-11-21T19:38:00.177632 | ted_talks_241 | chunk 4 | prompt_tokens=5431, candidates_tokens=436, total_tokens=6986
2025-11-21T19:38:31.318304 | ted_talks_241 | chunk 5 | prompt_tokens=5724, candidates_tokens=416, total_tokens=7093
2025-11-21T19:39:21.340926 | ted_talks_241 | chunk 6 | prompt_tokens=13971, candidates_tokens=480, total_tokens=15997
2025-11-21T19:39:54.246226 | ted_talks_241 | chunk 7 | prompt_tokens=7079, candidates_tokens=443, total_tokens=8537
2025-11-21T19:40:46.317131 | ted_talks_241 | chunk 8 | prompt_tokens=11116, candidates_tokens=442, total_tokens=12533
2025-11-21T19:41:37.485411 | ted_talks_241 | chunk 9 | prompt_tokens=15852, candidates_tokens=425, total_tokens=17621
2025-11-21T19:42:02.696167 | ted_talks_241 | chunk 10 | prompt_tokens=5972, candidates_tokens=324, total_tokens=7273
2025-11-21T19:42:30.406548 | ted_talks_241 | chunk 11 | prompt_tokens=7745, candidates_tokens=520, total_tokens=9483
2025-11-21T19:42:45.577039 | ted_talks_241 | chunk 12 | prompt_tokens=4249, candidates_tokens=236, total_tokens=4944
2025-11-21T19:43:16.236284 | ted_talks_241 | chunk 13 | prompt_tokens=8959, candidates_tokens=390, total_tokens=10455
2025-11-21T19:43:37.684089 | ted_talks_241 | chunk 14 | prompt_tokens=4274, candidates_tokens=289, total_tokens=5681
2025-11-21T19:44:17.541164 | ted_talks_241 | chunk 15 | prompt_tokens=7154, candidates_tokens=455, total_tokens=9034
2025-11-21T19:45:13.015415 | ted_talks_241 | chunk 16 | prompt_tokens=14578, candidates_tokens=413, total_tokens=16376
2025-11-21T19:45:33.570327 | ted_talks_241 | chunk 17 | prompt_tokens=7154, candidates_tokens=214, total_tokens=7973
2025-11-21T19:46:13.672258 | ted_talks_94 | chunk 0 | prompt_tokens=11707, candidates_tokens=323, total_tokens=12864
2025-11-21T19:46:52.421349 | ted_talks_94 | chunk 1 | prompt_tokens=11990, candidates_tokens=212, total_tokens=13321
2025-11-21T19:47:55.556925 | ted_talks_94 | chunk 2 | prompt_tokens=19581, candidates_tokens=116, total_tokens=20086
2025-11-21T19:48:59.635229 | ted_talks_94 | chunk 3 | prompt_tokens=19886, candidates_tokens=259, total_tokens=20659
2025-11-21T19:49:44.020791 | ted_talks_94 | chunk 4 | prompt_tokens=13588, candidates_tokens=168, total_tokens=14515
2025-11-21T19:50:54.833046 | ted_talks_94 | chunk 5 | prompt_tokens=20430, candidates_tokens=124, total_tokens=20931
2025-11-21T19:51:54.946649 | ted_talks_94 | chunk 6 | prompt_tokens=21046, candidates_tokens=214, total_tokens=22000
2025-11-21T19:52:42.878464 | ted_talks_433 | chunk 0 | prompt_tokens=22203, candidates_tokens=271, total_tokens=23119
2025-11-21T19:53:01.241437 | ted_talks_433 | chunk 1 | prompt_tokens=6821, candidates_tokens=125, total_tokens=7387
2025-11-21T19:53:22.093109 | ted_talks_433 | chunk 2 | prompt_tokens=4546, candidates_tokens=120, total_tokens=4994
2025-11-21T19:53:40.600291 | ted_talks_433 | chunk 3 | prompt_tokens=6563, candidates_tokens=140, total_tokens=6955
2025-11-21T19:53:57.711612 | ted_talks_433 | chunk 4 | prompt_tokens=7387, candidates_tokens=158, total_tokens=8225
2025-11-21T19:54:18.207147 | ted_talks_433 | chunk 5 | prompt_tokens=8211, candidates_tokens=310, total_tokens=9199
2025-11-21T19:54:34.614154 | ted_talks_433 | chunk 6 | prompt_tokens=4840, candidates_tokens=149, total_tokens=5382
2025-11-21T19:54:50.838814 | ted_talks_433 | chunk 7 | prompt_tokens=5739, candidates_tokens=255, total_tokens=6420
2025-11-21T19:55:08.583136 | ted_talks_433 | chunk 8 | prompt_tokens=8877, candidates_tokens=185, total_tokens=9354
2025-11-21T19:55:34.951854 | ted_talks_433 | chunk 9 | prompt_tokens=9035, candidates_tokens=286, total_tokens=9822
2025-11-21T19:56:01.541497 | ted_talks_433 | chunk 10 | prompt_tokens=12198, candidates_tokens=151, total_tokens=12690
2025-11-21T19:56:11.973319 | ted_talks_433 | chunk 11 | prompt_tokens=5406, candidates_tokens=117, total_tokens=5806
