2025-11-21T18:41:24.556378 | biology_39 | chunk 0 | prompt_tokens=7337, candidates_tokens=379, total_tokens=8350
2025-11-21T18:47:57.655952 | biology_91 | chunk 14 | prompt_tokens=13122, candidates_tokens=193, total_tokens=13522
2025-11-21T18:48:08.477510 | biology_91 | chunk 15 | prompt_tokens=7720, candidates_tokens=174, total_tokens=8214
2025-11-21T18:48:41.756253 | biology_397 | chunk 0 | prompt_tokens=22927, candidates_tokens=122, total_tokens=23308
2025-11-21T18:48:55.741551 | biology_397 | chunk 1 | prompt_tokens=5739, candidates_tokens=350, total_tokens=6590
2025-11-21T18:49:09.894109 | biology_397 | chunk 2 | prompt_tokens=4557, candidates_tokens=207, total_tokens=5134
2025-11-21T18:49:28.369519 | biology_397 | chunk 3 | prompt_tokens=7179, candidates_tokens=329, total_tokens=8575
2025-11-21T18:49:47.968326 | biology_397 | chunk 4 | prompt_tokens=10267, candidates_tokens=381, total_tokens=11193
2025-11-21T18:50:18.553751 | biology_397 | chunk 5 | prompt_tokens=21895, candidates_tokens=461, total_tokens=22863
2025-11-21T18:50:50.526509 | biology_397 | chunk 6 | prompt_tokens=11632, candidates_tokens=492, total_tokens=13469
2025-11-21T18:51:02.904624 | biology_397 | chunk 7 | prompt_tokens=2601, candidates_tokens=256, total_tokens=3634
2025-11-21T18:51:29.829329 | biology_397 | chunk 8 | prompt_tokens=5456, candidates_tokens=266, total_tokens=6314
2025-11-21T18:51:53.101883 | biology_397 | chunk 9 | prompt_tokens=7129, candidates_tokens=319, total_tokens=9124
2025-11-21T18:52:20.031704 | biology_397 | chunk 10 | prompt_tokens=23002, candidates_tokens=178, total_tokens=23389
2025-11-21T18:52:37.162157 | biology_87 | chunk 0 | prompt_tokens=12556, candidates_tokens=307, total_tokens=13213
2025-11-21T18:52:53.051750 | biology_87 | chunk 1 | prompt_tokens=9258, candidates_tokens=183, total_tokens=9782
2025-11-21T18:53:09.678425 | biology_87 | chunk 2 | prompt_tokens=13896, candidates_tokens=440, total_tokens=14917
2025-11-21T18:53:28.108521 | biology_87 | chunk 3 | prompt_tokens=10242, candidates_tokens=413, total_tokens=11839
2025-11-21T18:53:45.276189 | biology_87 | chunk 4 | prompt_tokens=10858, candidates_tokens=313, total_tokens=11737
2025-11-21T18:54:08.070363 | biology_87 | chunk 5 | prompt_tokens=14850, candidates_tokens=262, total_tokens=15515
2025-11-21T18:54:35.409623 | biology_87 | chunk 6 | prompt_tokens=28562, candidates_tokens=484, total_tokens=30234
2025-11-21T18:55:00.745293 | biology_87 | chunk 7 | prompt_tokens=18701, candidates_tokens=348, total_tokens=19727
2025-11-21T18:55:30.738406 | biology_87 | chunk 8 | prompt_tokens=24467, candidates_tokens=612, total_tokens=26159
2025-11-21T18:55:56.855750 | biology_87 | chunk 9 | prompt_tokens=19606, candidates_tokens=488, total_tokens=20929
2025-11-21T18:56:18.025218 | biology_87 | chunk 10 | prompt_tokens=17600, candidates_tokens=449, total_tokens=18856
2025-11-21T18:56:42.698466 | biology_434 | chunk 0 | prompt_tokens=5664, candidates_tokens=210, total_tokens=6263
2025-11-21T18:57:14.935362 | biology_434 | chunk 1 | prompt_tokens=17059, candidates_tokens=102, total_tokens=17371
2025-11-21T18:57:43.487883 | biology_434 | chunk 2 | prompt_tokens=11915, candidates_tokens=189, total_tokens=12494
2025-11-21T18:58:17.911703 | biology_434 | chunk 3 | prompt_tokens=17933, candidates_tokens=174, total_tokens=18404
2025-11-21T18:58:24.232840 | biology_434 | chunk 4 | prompt_tokens=1519, candidates_tokens=122, total_tokens=1821
2025-11-21T18:59:03.165386 | biology_434 | chunk 5 | prompt_tokens=22053, candidates_tokens=256, total_tokens=22908
2025-11-21T18:59:19.717107 | biology_434 | chunk 6 | prompt_tokens=7774, candidates_tokens=368, total_tokens=8681
2025-11-21T18:59:39.021698 | biology_434 | chunk 7 | prompt_tokens=7953, candidates_tokens=265, total_tokens=9014
2025-11-21T18:59:59.413601 | biology_434 | chunk 8 | prompt_tokens=6255, candidates_tokens=214, total_tokens=6833
2025-11-21T19:00:20.816242 | biology_434 | chunk 9 | prompt_tokens=7387, candidates_tokens=232, total_tokens=8193
2025-11-21T19:00:55.969813 | biology_434 | chunk 10 | prompt_tokens=23260, candidates_tokens=149, total_tokens=23633
2025-11-21T19:01:18.576359 | biology_434 | chunk 11 | prompt_tokens=10783, candidates_tokens=301, total_tokens=11559
2025-11-21T19:01:32.720566 | biology_163 | chunk 0 | prompt_tokens=5689, candidates_tokens=368, total_tokens=6594
2025-11-21T19:01:49.687950 | biology_163 | chunk 1 | prompt_tokens=15028, candidates_tokens=238, total_tokens=15578
2025-11-21T19:02:16.315645 | biology_163 | chunk 2 | prompt_tokens=17084, candidates_tokens=549, total_tokens=18615
2025-11-21T19:02:30.138008 | biology_163 | chunk 3 | prompt_tokens=6538, candidates_tokens=263, total_tokens=7267
2025-11-21T19:02:46.081923 | biology_163 | chunk 4 | prompt_tokens=5689, candidates_tokens=290, total_tokens=6687
2025-11-21T19:03:03.912426 | biology_163 | chunk 5 | prompt_tokens=6896, candidates_tokens=230, total_tokens=7522
2025-11-21T19:03:17.498993 | biology_163 | chunk 6 | prompt_tokens=6019, candidates_tokens=399, total_tokens=7671
2025-11-21T19:03:36.363369 | biology_163 | chunk 7 | prompt_tokens=15361, candidates_tokens=271, total_tokens=16135
2025-11-21T19:04:02.145135 | biology_163 | chunk 8 | prompt_tokens=19248, candidates_tokens=297, total_tokens=20447
2025-11-21T19:04:12.778372 | biology_163 | chunk 9 | prompt_tokens=4324, candidates_tokens=285, total_tokens=5158
2025-11-21T19:04:25.337528 | biology_163 | chunk 10 | prompt_tokens=6896, candidates_tokens=203, total_tokens=7510
2025-11-21T19:04:39.334077 | biology_163 | chunk 11 | prompt_tokens=9959, candidates_tokens=259, total_tokens=10626
2025-11-21T19:05:01.511683 | biology_163 | chunk 12 | prompt_tokens=12789, candidates_tokens=247, total_tokens=13612
2025-11-21T19:05:40.928535 | biology_242 | chunk 0 | prompt_tokens=22053, candidates_tokens=325, total_tokens=23184
2025-11-21T19:06:12.471168 | biology_242 | chunk 1 | prompt_tokens=16185, candidates_tokens=193, total_tokens=16827
2025-11-21T19:06:23.554724 | biology_242 | chunk 2 | prompt_tokens=3192, candidates_tokens=92, total_tokens=3592
2025-11-21T19:06:44.749302 | biology_242 | chunk 3 | prompt_tokens=10242, candidates_tokens=245, total_tokens=10866
2025-11-21T19:07:01.087260 | biology_242 | chunk 4 | prompt_tokens=6821, candidates_tokens=146, total_tokens=7133
2025-11-21T19:07:22.781411 | biology_242 | chunk 5 | prompt_tokens=8802, candidates_tokens=193, total_tokens=9556
2025-11-21T19:07:41.003312 | biology_242 | chunk 6 | prompt_tokens=5173, candidates_tokens=173, total_tokens=5920
2025-11-21T19:07:57.791346 | biology_242 | chunk 7 | prompt_tokens=7780, candidates_tokens=194, total_tokens=8580
2025-11-21T19:08:22.078315 | biology_242 | chunk 8 | prompt_tokens=2884, candidates_tokens=123, total_tokens=3383
2025-11-21T19:08:35.077916 | biology_242 | chunk 9 | prompt_tokens=3733, candidates_tokens=155, total_tokens=4166
2025-11-21T19:09:04.501198 | biology_242 | chunk 10 | prompt_tokens=13682, candidates_tokens=238, total_tokens=14177
2025-11-21T19:09:39.103191 | biology_242 | chunk 11 | prompt_tokens=15952, candidates_tokens=230, total_tokens=16739
2025-11-21T19:09:57.074552 | biology_242 | chunk 12 | prompt_tokens=7129, candidates_tokens=175, total_tokens=7710
2025-11-21T19:10:22.318920 | biology_242 | chunk 13 | prompt_tokens=6305, candidates_tokens=198, total_tokens=6979
2025-11-21T19:10:44.910751 | biology_242 | chunk 14 | prompt_tokens=12714, candidates_tokens=213, total_tokens=13210
2025-11-21T19:11:01.122795 | biology_242 | chunk 15 | prompt_tokens=7129, candidates_tokens=130, total_tokens=7836
2025-11-21T19:11:40.740014 | biology_242 | chunk 16 | prompt_tokens=15361, candidates_tokens=309, total_tokens=16453
2025-11-21T19:12:08.971811 | biology_374 | chunk 0 | prompt_tokens=15163, candidates_tokens=289, total_tokens=15982
2025-11-21T19:12:21.494889 | biology_374 | chunk 1 | prompt_tokens=6613, candidates_tokens=152, total_tokens=7128
2025-11-21T19:12:38.473868 | biology_374 | chunk 2 | prompt_tokens=13921, candidates_tokens=264, total_tokens=14649
2025-11-21T19:13:06.077640 | biology_374 | chunk 3 | prompt_tokens=11374, candidates_tokens=389, total_tokens=12554
2025-11-21T19:13:20.293730 | biology_374 | chunk 4 | prompt_tokens=10292, candidates_tokens=235, total_tokens=10913
2025-11-21T19:13:50.535949 | biology_374 | chunk 5 | prompt_tokens=13022, candidates_tokens=297, total_tokens=13791
2025-11-21T19:14:13.202490 | biology_374 | chunk 6 | prompt_tokens=12739, candidates_tokens=326, total_tokens=14051
2025-11-21T19:14:21.472316 | biology_374 | chunk 7 | prompt_tokens=4349, candidates_tokens=163, total_tokens=4736
2025-11-21T19:14:40.878547 | biology_374 | chunk 8 | prompt_tokens=10034, candidates_tokens=285, total_tokens=11577
2025-11-21T19:14:54.907944 | biology_374 | chunk 9 | prompt_tokens=4632, candidates_tokens=489, total_tokens=5490
2025-11-21T19:15:06.532476 | biology_374 | chunk 10 | prompt_tokens=5073, candidates_tokens=160, total_tokens=5506
2025-11-21T19:15:32.988467 | biology_374 | chunk 11 | prompt_tokens=23801, candidates_tokens=241, total_tokens=24970
2025-11-21T19:15:48.861877 | biology_344 | chunk 0 | prompt_tokens=11865, candidates_tokens=224, total_tokens=12421
2025-11-21T19:16:07.336132 | biology_344 | chunk 1 | prompt_tokens=9160, candidates_tokens=259, total_tokens=10370
2025-11-21T19:16:23.754369 | biology_344 | chunk 2 | prompt_tokens=10009, candidates_tokens=335, total_tokens=11001
2025-11-21T19:16:39.993102 | biology_344 | chunk 3 | prompt_tokens=12198, candidates_tokens=437, total_tokens=13032
2025-11-21T19:16:59.158744 | biology_344 | chunk 4 | prompt_tokens=10858, candidates_tokens=490, total_tokens=12116
2025-11-21T19:17:17.746942 | biology_344 | chunk 5 | prompt_tokens=8211, candidates_tokens=311, total_tokens=9306
2025-11-21T19:17:31.040288 | biology_344 | chunk 6 | prompt_tokens=4865, candidates_tokens=289, total_tokens=5852
2025-11-21T19:17:52.656653 | biology_344 | chunk 7 | prompt_tokens=15594, candidates_tokens=316, total_tokens=16469
2025-11-21T19:18:11.097859 | biology_344 | chunk 8 | prompt_tokens=8802, candidates_tokens=320, total_tokens=9820
2025-11-21T19:18:28.028316 | biology_344 | chunk 9 | prompt_tokens=11424, candidates_tokens=299, total_tokens=12192
2025-11-21T19:18:52.454776 | biology_344 | chunk 10 | prompt_tokens=14278, candidates_tokens=332, total_tokens=15051
2025-11-21T19:19:22.972285 | biology_418 | chunk 0 | prompt_tokens=17525, candidates_tokens=103, total_tokens=17908
2025-11-21T19:20:03.823005 | biology_418 | chunk 1 | prompt_tokens=20455, candidates_tokens=95, total_tokens=20921
2025-11-21T19:20:31.309696 | biology_418 | chunk 2 | prompt_tokens=9110, candidates_tokens=151, total_tokens=9760
2025-11-21T19:20:55.295248 | biology_418 | chunk 3 | prompt_tokens=10733, candidates_tokens=114, total_tokens=11143
2025-11-21T19:21:10.509903 | biology_418 | chunk 4 | prompt_tokens=5073, candidates_tokens=164, total_tokens=5637
2025-11-21T19:21:26.811918 | biology_418 | chunk 5 | prompt_tokens=6538, candidates_tokens=140, total_tokens=7049
2025-11-21T19:22:12.018854 | biology_418 | chunk 6 | prompt_tokens=20688, candidates_tokens=143, total_tokens=21122
2025-11-21T19:22:37.059105 | biology_418 | chunk 7 | prompt_tokens=10242, candidates_tokens=149, total_tokens=10737
2025-11-21T19:22:57.407146 | biology_418 | chunk 8 | prompt_tokens=7207, candidates_tokens=117, total_tokens=7750
2025-11-21T19:23:11.932075 | biology_418 | chunk 9 | prompt_tokens=3966, candidates_tokens=154, total_tokens=4327
2025-11-21T19:23:23.745763 | biology_418 | chunk 10 | prompt_tokens=4833, candidates_tokens=130, total_tokens=5189
2025-11-21T19:23:34.327168 | biology_139 | chunk 0 | prompt_tokens=7462, candidates_tokens=229, total_tokens=8054
2025-11-21T19:23:47.737363 | biology_139 | chunk 1 | prompt_tokens=7720, candidates_tokens=185, total_tokens=8270
2025-11-21T19:24:01.397583 | biology_139 | chunk 2 | prompt_tokens=8519, candidates_tokens=243, total_tokens=9278
2025-11-21T19:24:13.347622 | biology_139 | chunk 3 | prompt_tokens=5148, candidates_tokens=378, total_tokens=6462
2025-11-21T19:24:29.837961 | biology_139 | chunk 4 | prompt_tokens=10442, candidates_tokens=361, total_tokens=11711
2025-11-21T19:24:44.496011 | biology_139 | chunk 5 | prompt_tokens=11424, candidates_tokens=305, total_tokens=12172
2025-11-21T19:24:59.374885 | biology_139 | chunk 6 | prompt_tokens=10808, candidates_tokens=188, total_tokens=11302
2025-11-21T19:25:15.503459 | biology_139 | chunk 7 | prompt_tokens=17858, candidates_tokens=281, total_tokens=18502
2025-11-21T19:25:43.044912 | biology_139 | chunk 8 | prompt_tokens=21612, candidates_tokens=442, total_tokens=23353
2025-11-21T19:26:04.549612 | biology_139 | chunk 9 | prompt_tokens=8494, candidates_tokens=321, total_tokens=9282
2025-11-21T19:26:18.971613 | biology_139 | chunk 10 | prompt_tokens=9676, candidates_tokens=225, total_tokens=10295
2025-11-21T19:26:39.044627 | biology_139 | chunk 11 | prompt_tokens=14204, candidates_tokens=333, total_tokens=15320
2025-11-21T19:26:53.856450 | biology_139 | chunk 12 | prompt_tokens=12223, candidates_tokens=151, total_tokens=12606
2025-11-21T19:27:05.018413 | biology_139 | chunk 13 | prompt_tokens=5356, candidates_tokens=195, total_tokens=5848
2025-11-21T19:27:21.497273 | biology_139 | chunk 14 | prompt_tokens=9393, candidates_tokens=249, total_tokens=10355
2025-11-21T19:27:34.987259 | biology_139 | chunk 15 | prompt_tokens=10475, candidates_tokens=203, total_tokens=10968
2025-11-21T19:28:00.850317 | biology_171 | chunk 0 | prompt_tokens=15544, candidates_tokens=217, total_tokens=16570
2025-11-21T19:28:23.774357 | biology_171 | chunk 1 | prompt_tokens=9060, candidates_tokens=111, total_tokens=9480
2025-11-21T19:28:56.770048 | biology_171 | chunk 2 | prompt_tokens=14254, candidates_tokens=338, total_tokens=15223
2025-11-21T19:29:26.974249 | biology_171 | chunk 3 | prompt_tokens=14561, candidates_tokens=226, total_tokens=15194
2025-11-21T19:30:59.304034 | biology_171 | chunk 5 | prompt_tokens=41630, candidates_tokens=290, total_tokens=42316
2025-11-21T19:31:35.091638 | biology_171 | chunk 6 | prompt_tokens=14204, candidates_tokens=169, total_tokens=14891
2025-11-21T19:31:52.558443 | biology_171 | chunk 7 | prompt_tokens=4840, candidates_tokens=252, total_tokens=5582
2025-11-21T19:32:14.017058 | biology_171 | chunk 8 | prompt_tokens=7104, candidates_tokens=233, total_tokens=7892
2025-11-21T19:32:35.447932 | biology_171 | chunk 9 | prompt_tokens=7437, candidates_tokens=166, total_tokens=8275
2025-11-21T19:33:02.389777 | biology_171 | chunk 10 | prompt_tokens=9726, candidates_tokens=222, total_tokens=10445
2025-11-21T19:33:35.041684 | biology_171 | chunk 11 | prompt_tokens=15028, candidates_tokens=250, total_tokens=15846
2025-11-21T19:34:43.730375 | biology_264 | chunk 0 | prompt_tokens=33656, candidates_tokens=225, total_tokens=34568
2025-11-21T19:34:59.884677 | biology_264 | chunk 1 | prompt_tokens=3117, candidates_tokens=167, total_tokens=3658
2025-11-21T19:35:18.454525 | biology_264 | chunk 2 | prompt_tokens=4224, candidates_tokens=177, total_tokens=4877
2025-11-21T19:35:53.677467 | biology_264 | chunk 3 | prompt_tokens=8852, candidates_tokens=192, total_tokens=9505
2025-11-21T19:36:31.352473 | biology_264 | chunk 4 | prompt_tokens=12814, candidates_tokens=192, total_tokens=13283
2025-11-21T19:36:45.670251 | biology_264 | chunk 5 | prompt_tokens=7412, candidates_tokens=126, total_tokens=7775
2025-11-21T19:37:09.569489 | biology_264 | chunk 6 | prompt_tokens=10292, candidates_tokens=169, total_tokens=10889
2025-11-21T19:37:28.702930 | biology_264 | chunk 7 | prompt_tokens=7154, candidates_tokens=193, total_tokens=7666
2025-11-21T19:37:52.988864 | biology_264 | chunk 8 | prompt_tokens=14512, candidates_tokens=156, total_tokens=14960
2025-11-21T19:38:11.748941 | biology_264 | chunk 9 | prompt_tokens=7484, candidates_tokens=123, total_tokens=8289
2025-11-21T19:38:33.638101 | biology_264 | chunk 10 | prompt_tokens=7928, candidates_tokens=115, total_tokens=8538
2025-11-21T19:39:12.813625 | biology_264 | chunk 11 | prompt_tokens=13588, candidates_tokens=231, total_tokens=14516
2025-11-21T19:40:07.178213 | biology_264 | chunk 12 | prompt_tokens=20763, candidates_tokens=240, total_tokens=21905
2025-11-21T19:40:30.058499 | biology_281 | chunk 0 | prompt_tokens=8469, candidates_tokens=297, total_tokens=9408
2025-11-21T19:40:56.926538 | biology_281 | chunk 1 | prompt_tokens=10525, candidates_tokens=119, total_tokens=11029
2025-11-21T19:41:14.060906 | biology_281 | chunk 2 | prompt_tokens=7179, candidates_tokens=180, total_tokens=7731
2025-11-21T19:41:47.714247 | biology_281 | chunk 3 | prompt_tokens=12248, candidates_tokens=271, total_tokens=12929
2025-11-21T19:42:05.648654 | biology_281 | chunk 4 | prompt_tokens=9035, candidates_tokens=204, total_tokens=9630
2025-11-21T19:42:17.333949 | biology_281 | chunk 5 | prompt_tokens=3242, candidates_tokens=194, total_tokens=3860
2025-11-21T19:42:55.242480 | biology_281 | chunk 6 | prompt_tokens=17267, candidates_tokens=198, total_tokens=17847
2025-11-21T19:43:22.314112 | biology_281 | chunk 7 | prompt_tokens=16185, candidates_tokens=231, total_tokens=16740
2025-11-21T19:43:49.666585 | biology_281 | chunk 8 | prompt_tokens=18191, candidates_tokens=186, total_tokens=18700
2025-11-21T19:44:10.406987 | biology_281 | chunk 9 | prompt_tokens=11424, candidates_tokens=250, total_tokens=12112
2025-11-21T19:45:08.205019 | biology_281 | chunk 10 | prompt_tokens=29601, candidates_tokens=289, total_tokens=30604
2025-11-21T19:45:36.924608 | biology_281 | chunk 11 | prompt_tokens=11582, candidates_tokens=311, total_tokens=12865
2025-11-21T19:46:06.260474 | biology_281 | chunk 12 | prompt_tokens=21587, candidates_tokens=163, total_tokens=22000
2025-11-21T19:46:35.961054 | biology_34 | chunk 0 | prompt_tokens=15569, candidates_tokens=283, total_tokens=16770
2025-11-21T19:46:58.374540 | biology_34 | chunk 1 | prompt_tokens=11349, candidates_tokens=297, total_tokens=12275
2025-11-21T19:47:10.649741 | biology_34 | chunk 2 | prompt_tokens=4299, candidates_tokens=214, total_tokens=4830
2025-11-21T19:47:26.123787 | biology_34 | chunk 3 | prompt_tokens=7154, candidates_tokens=245, total_tokens=7749
2025-11-21T19:47:50.572156 | biology_34 | chunk 4 | prompt_tokens=3964, candidates_tokens=224, total_tokens=4507
2025-11-21T19:48:11.221027 | biology_34 | chunk 5 | prompt_tokens=12518, candidates_tokens=251, total_tokens=13090
2025-11-21T19:48:26.121053 | biology_34 | chunk 6 | prompt_tokens=3783, candidates_tokens=275, total_tokens=4979
2025-11-21T19:48:57.499256 | biology_34 | chunk 7 | prompt_tokens=18706, candidates_tokens=225, total_tokens=19264
2025-11-21T19:49:07.706027 | biology_34 | chunk 8 | prompt_tokens=2243, candidates_tokens=268, total_tokens=2734
2025-11-21T19:49:36.752847 | biology_34 | chunk 9 | prompt_tokens=15877, candidates_tokens=261, total_tokens=16963
2025-11-21T19:49:59.832182 | biology_34 | chunk 10 | prompt_tokens=9565, candidates_tokens=216, total_tokens=10266
2025-11-21T19:50:22.740726 | biology_34 | chunk 11 | prompt_tokens=11608, candidates_tokens=197, total_tokens=12042
2025-11-21T19:50:38.904887 | biology_34 | chunk 12 | prompt_tokens=5431, candidates_tokens=324, total_tokens=6322
2025-11-21T19:50:56.564134 | biology_48 | chunk 0 | prompt_tokens=8186, candidates_tokens=265, total_tokens=8948
2025-11-21T19:51:13.734867 | biology_48 | chunk 1 | prompt_tokens=9651, candidates_tokens=188, total_tokens=10154
2025-11-21T19:51:36.600960 | biology_48 | chunk 2 | prompt_tokens=9085, candidates_tokens=271, total_tokens=10045
2025-11-21T19:52:07.508594 | biology_48 | chunk 3 | prompt_tokens=17650, candidates_tokens=278, total_tokens=18439
2025-11-21T19:52:26.676691 | biology_48 | chunk 4 | prompt_tokens=4041, candidates_tokens=340, total_tokens=5403
2025-11-21T19:52:42.947953 | biology_48 | chunk 5 | prompt_tokens=4582, candidates_tokens=257, total_tokens=5457
2025-11-21T19:53:04.660935 | biology_48 | chunk 6 | prompt_tokens=11323, candidates_tokens=117, total_tokens=11585
2025-11-21T19:53:21.608810 | biology_48 | chunk 7 | prompt_tokens=9726, candidates_tokens=330, total_tokens=10265
2025-11-21T19:53:46.597875 | biology_48 | chunk 8 | prompt_tokens=9568, candidates_tokens=378, total_tokens=10547
2025-11-21T19:54:07.328087 | biology_48 | chunk 9 | prompt_tokens=9368, candidates_tokens=189, total_tokens=9773
2025-11-21T19:54:33.958669 | biology_48 | chunk 10 | prompt_tokens=12798, candidates_tokens=253, total_tokens=13423
2025-11-21T19:55:10.116513 | biology_48 | chunk 11 | prompt_tokens=17267, candidates_tokens=203, total_tokens=17948
2025-11-21T19:55:37.475725 | biology_48 | chunk 12 | prompt_tokens=9651, candidates_tokens=429, total_tokens=11303
